actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
163,PT11M47.00S,2025-12-20T01:05:57.4Z,2,REGULAR,foul,personal,['1freethrow'],1628368,,,1610612737,21,32,2025-12-20T01:11:59Z,1625000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Alexander-Walker 1 FT),"[1628368, 1629638]",1610612759.0,SAS,shooting,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,1193.0,,,,,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,
166,PT11M47.00S,2025-12-20T01:06:25.7Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629638,,,1610612737,21,32,2025-12-20T01:11:48Z,1630000,False,,,0,,MISS N. Alexander-Walker Free Throw 1 of 1,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT11M45.00S,2025-12-20T01:06:26.9Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,21,32,2025-12-20T01:06:26Z,1640000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,
168,PT11M26.00S,2025-12-20T01:06:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,8.09789750328515,43.627450980392155,1610612759,21,34,2025-12-20T01:06:51Z,1650000,False,32.0,24.0,1,left,K. Johnson driving Layup (2 PTS) (J. Champagnie 2 AST),"[1629640, 1630577]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.97,Made,2.0,,,,,,,,,J. Champagnie,1630577.0,2.0,,,,,,
170,PT11M14.00S,2025-12-20T01:06:57.8Z,2,REGULAR,turnover,bad pass,[],1642258,,,1610612737,21,34,2025-12-20T01:07:01Z,1670000,False,,,0,,Z. Risacher bad pass TURNOVER (1 TO),"[1642258, 1630577]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Center,,,,,1.0,Champagnie,1630577.0,,,,,,,,,,,,,
171,PT11M14.00S,2025-12-20T01:06:57.8Z,2,REGULAR,steal,,[],1630577,,,1610612759,21,34,2025-12-20T01:06:59Z,1680000,False,,,0,,J. Champagnie STEAL (2 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
172,PT11M07.00S,2025-12-20T01:07:04.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628368,4.681340341655716,50.73529411764706,1610612759,21,36,2025-12-20T01:13:24Z,1690000,False,-4.0,-8.0,1,left,D. Fox running Layup (4 PTS),[1628368],1610612759.0,SAS,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,0.93,Made,4.0,,,,,,,,,,,,,,,,,
173,PT10M52.00S,2025-12-20T01:07:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.06636005256242,53.92156862745098,1610612737,21,36,2025-12-20T01:07:27Z,1700000,False,20.0,22.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
174,PT10M49.00S,2025-12-20T01:07:22.0Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,21,36,2025-12-20T01:07:22Z,1710000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,173.0,2.0,2.0,0.0,,,,,,,,,
175,PT10M46.00S,2025-12-20T01:07:25.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642844,5.206964520367937,49.50980392156863,1610612759,21,38,2025-12-20T01:07:38Z,1720000,False,2.0,-4.0,1,left,D. Harper running Layup (4 PTS) (D. Fox 4 AST),"[1642844, 1628368]",1610612759.0,SAS,running,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,0.44,Made,4.0,,,,,,,,,D. Fox,1628368.0,4.0,,,,,,
177,PT10M38.00S,2025-12-20T01:07:34.6Z,2,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612737,21,38,2025-12-20T01:07:43Z,1740000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[1630577, 1629638]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,201246.0,,,,,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,
179,PT10M38.00S,2025-12-20T01:08:09.0Z,2,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,21,38,2025-12-20T01:08:09Z,1760000,False,,,0,,MISS N. Alexander-Walker Free Throw 1 of 2,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
180,PT10M38.00S,2025-12-20T01:08:09.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,21,38,2025-12-20T01:08:09Z,1770000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,179.0,,,,,,,,,,,,
181,PT10M38.00S,2025-12-20T01:08:10.5Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,21,38,2025-12-20T01:08:15Z,1780000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M38.00S,2025-12-20T01:08:10.5Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,21,38,2025-12-20T01:08:15Z,1790000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M38.00S,2025-12-20T01:08:27.1Z,2,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,22,38,2025-12-20T01:08:27Z,1800000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (6 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
185,PT10M30.00S,2025-12-20T01:08:36.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,8.09789750328515,45.588235294117645,1610612759,22,40,2025-12-20T01:08:41Z,1820000,False,22.0,24.0,1,left,D. Harper driving Layup (6 PTS) (D. Fox 5 AST),"[1642844, 1628368]",1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,3.23,Made,6.0,,,,,,,,,D. Fox,1628368.0,5.0,,,,,,
187,PT10M16.00S,2025-12-20T01:08:51.6Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,22,40,2025-12-20T01:08:55Z,1840000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[1630552, 1630577]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Center,,,,,2.0,Champagnie,1630577.0,,,,,,,,,,,,,
188,PT10M16.00S,2025-12-20T01:08:51.6Z,2,REGULAR,steal,,[],1630577,,,1610612759,22,40,2025-12-20T01:22:02Z,1850000,False,,,0,,J. Champagnie STEAL (3 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
189,PT10M06.00S,2025-12-20T01:09:01.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642844,6.783837056504599,48.28431372549019,1610612759,22,40,2025-12-20T01:09:05Z,1860000,False,9.0,11.0,1,left,MISS D. Harper driving Layup - blocked,"[1642844, 1642258]",1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,1.42,Missed,,,,,,,,,,,,,,,,,Risacher,1642258.0
190,PT10M06.00S,2025-12-20T01:09:01.2Z,2,REGULAR,block,,[],1642258,,,1610612759,22,40,2025-12-20T01:09:04Z,1870000,False,,,0,,Z. Risacher BLOCK (1 BLK),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
191,PT10M03.00S,2025-12-20T01:09:04.2Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,22,40,2025-12-20T01:09:05Z,1880000,False,,,0,,J. Johnson REBOUND (Off:2 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,189.0,4.0,2.0,2.0,,,,,,,,,
192,PT10M00.00S,2025-12-20T01:09:07.3Z,2,REGULAR,foul,personal,['3freethrow'],1628436,,,1610612737,22,40,2025-12-20T01:09:26Z,1890000,False,,,0,,L. Kornet shooting personal FOUL (2 PF) (Alexander-Walker 3 FT),"[1628436, 1629638]",1610612759.0,SAS,shooting,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,,,,1193.0,,,,,,,,,,,2.0,0.0,Alexander-Walker,1629638.0,,
194,PT10M00.00S,2025-12-20T01:09:37.5Z,2,REGULAR,freethrow,1 of 3,['fastbreak'],1629638,,,1610612737,23,40,2025-12-20T01:09:37Z,1910000,False,,,0,,N. Alexander-Walker Free Throw 1 of 3 (7 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
195,PT10M00.00S,2025-12-20T01:09:53.8Z,2,REGULAR,freethrow,2 of 3,['fastbreak'],1629638,,,1610612737,24,40,2025-12-20T01:09:53Z,1920000,False,,,0,,N. Alexander-Walker Free Throw 2 of 3 (8 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
196,PT10M00.00S,2025-12-20T01:10:11.7Z,2,REGULAR,freethrow,3 of 3,['fastbreak'],1629638,,,1610612737,25,40,2025-12-20T01:10:11Z,1930000,False,,,0,,N. Alexander-Walker Free Throw 3 of 3 (9 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
197,PT09M44.00S,2025-12-20T01:10:28.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,14.536793692509855,47.794117647058826,1610612759,25,40,2025-12-20T01:37:02Z,1940000,False,11.0,84.0,1,left,MISS D. Fox 8' fadeaway Shot,[1628368],1610612759.0,SAS,fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,8.48,Missed,,,,,,,,,,,,,,,,,,
198,PT09M41.00S,2025-12-20T01:10:31.5Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,25,40,2025-12-20T01:37:02Z,1950000,False,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,197.0,1.0,0.0,1.0,,,,,,,,,
201,PT09M36.00S,2025-12-20T01:10:36.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,32.14520367936925,66.91176470588235,1610612759,25,43,2025-12-20T01:37:17Z,1980000,False,-85.0,250.0,1,left,J. Champagnie 26' 3PT  (3 PTS) (K. Johnson 1 AST),"[1630577, 1629640]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,26.36,Made,3.0,,,,,,,,,K. Johnson,1629640.0,1.0,,,,,,
203,PT09M18.00S,2025-12-20T01:10:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642854,93.77463863337714,49.50980392156863,1610612737,27,43,2025-12-20T01:30:54Z,2000000,False,-2.0,6.0,1,right,A. Newell driving Layup (2 PTS) (J. Johnson 3 AST),"[1642854, 1630552]",1610612737.0,ATL,driving,,,Newell,A. Newell,,,,,Restricted Area,0-8 Center,0.65,Made,2.0,,,,,,,,,J. Johnson,1630552.0,3.0,,,,,,
205,PT09M05.00S,2025-12-20T01:11:07.0Z,2,REGULAR,3pt,Jump Shot,[],1630577,31.09395532194481,45.588235294117645,1610612759,27,43,2025-12-20T01:11:12Z,2020000,False,22.0,240.0,1,left,MISS J. Champagnie 24' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,24.08,Missed,,,,,,,,,,,,,,,,,,
206,PT09M02.00S,2025-12-20T01:11:10.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,27,43,2025-12-20T01:11:12Z,2030000,False,,,0,,J. Johnson REBOUND (Off:2 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,205.0,5.0,3.0,2.0,,,,,,,,,
207,PT08M57.00S,2025-12-20T01:11:17.7Z,2,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612737,27,43,2025-12-20T01:11:28Z,2040000,False,,,0,,D. Fox shooting personal FOUL (2 PF) (Johnson 2 FT),"[1628368, 1630552]",1610612759.0,SAS,shooting,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,202041.0,,,,,,,,,,,2.0,0.0,Johnson,1630552.0,,
209,PT08M57.00S,2025-12-20T01:11:44.0Z,2,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,28,43,2025-12-20T01:11:44Z,2060000,False,,,0,,J. Johnson Free Throw 1 of 2 (7 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
210,PT08M57.00S,2025-12-20T01:11:46.3Z,2,REGULAR,substitution,out,[],1629638,,,1610612737,28,43,2025-12-20T01:11:56Z,2070000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M57.00S,2025-12-20T01:11:46.3Z,2,REGULAR,substitution,out,[],1628368,,,1610612737,28,43,2025-12-20T01:11:56Z,2080000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M57.00S,2025-12-20T01:11:46.3Z,2,REGULAR,substitution,out,[],1628436,,,1610612737,28,43,2025-12-20T01:11:56Z,2090000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M57.00S,2025-12-20T01:11:46.3Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,28,43,2025-12-20T01:11:56Z,2100000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M57.00S,2025-12-20T01:11:46.3Z,2,REGULAR,substitution,in,[],1641705,,,1610612737,28,43,2025-12-20T01:11:56Z,2110000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M57.00S,2025-12-20T01:11:46.3Z,2,REGULAR,substitution,in,[],1642264,,,1610612737,28,43,2025-12-20T01:11:56Z,2120000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M57.00S,2025-12-20T01:12:10.9Z,2,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,29,43,2025-12-20T01:12:10Z,2130000,False,,,0,,J. Johnson Free Throw 2 of 2 (8 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
217,PT08M42.00S,2025-12-20T01:12:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,5.995400788436268,46.07843137254902,1610612759,29,43,2025-12-20T01:12:33Z,2140000,False,20.0,4.0,1,left,MISS J. Champagnie cutting Layup,[1630577],1610612759.0,SAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,,,,,,
218,PT08M38.00S,2025-12-20T01:12:31.4Z,2,REGULAR,rebound,defensive,[],1642258,,,1610612737,29,43,2025-12-20T01:12:33Z,2150000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,217.0,2.0,2.0,0.0,,,,,,,,,
219,PT08M33.00S,2025-12-20T01:12:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,87.86136662286465,52.94117647058824,1610612737,29,43,2025-12-20T01:32:14Z,2160000,False,15.0,62.0,1,right,MISS D. Daniels 6' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,6.33,Missed,,,,,,,,,,,,,,,,,,
220,PT08M30.00S,2025-12-20T01:12:38.8Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,29,43,2025-12-20T01:12:42Z,2170000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,219.0,3.0,3.0,0.0,,,,,,,,,
221,PT08M23.00S,2025-12-20T01:12:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,5.995400788436268,49.26470588235294,1610612759,29,45,2025-12-20T01:12:50Z,2180000,False,4.0,4.0,1,left,K. Johnson Layup (4 PTS) (D. Harper 1 AST),"[1629640, 1642844]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.54,Made,4.0,,,,,,,,,D. Harper,1642844.0,1.0,,,,,,
223,PT08M16.00S,2025-12-20T01:12:55.5Z,2,REGULAR,turnover,out-of-bounds,[],1628379,,,1610612737,29,45,2025-12-20T01:13:03Z,2200000,False,,,0,,L. Kennard bad pass out-of-bounds TURNOVER (1 TO),[1628379],1610612737.0,ATL,bad pass,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,201246.0,1.0,,,,,,,,,,,,,,,
224,PT08M16.00S,2025-12-20T01:13:02.5Z,2,REGULAR,substitution,out,[],1642844,,,1610612759,29,45,2025-12-20T01:13:09Z,2210000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M16.00S,2025-12-20T01:13:02.5Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,29,45,2025-12-20T01:13:09Z,2220000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M04.00S,2025-12-20T01:13:25.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641705,17.95335085413929,49.754901960784316,1610612759,29,47,2025-12-20T01:13:33Z,2230000,False,1.0,116.0,1,left,V. Wembanyama 11' floating Jump Shot (5 PTS) (K. Johnson 2 AST),"[1641705, 1629640]",1610612759.0,SAS,floating,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,11.63,Made,5.0,,,,,,,,,K. Johnson,1629640.0,2.0,,,,,,
228,PT08M04.00S,2025-12-20T01:13:31.9Z,2,REGULAR,foul,personal,['1freethrow'],1630552,,,1610612759,29,47,2025-12-20T01:13:50Z,2250000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Wembanyama 1 FT),"[1630552, 1641705]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,201246.0,,,,,,,,,,,1.0,0.0,Wembanyama,1641705.0,,
230,PT08M04.00S,2025-12-20T01:13:54.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1641705,,,1610612759,29,48,2025-12-20T01:13:54Z,2270000,False,,,0,,V. Wembanyama Free Throw 1 of 1 (6 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
231,PT07M52.00S,2025-12-20T01:14:09.3Z,2,REGULAR,turnover,out-of-bounds,[],1642854,,,1610612737,29,48,2025-12-20T01:14:15Z,2280000,False,,,0,,A. Newell lost ball out-of-bounds TURNOVER (1 TO),[1642854],1610612737.0,ATL,lost ball,,,Newell,A. Newell,,,,,Mid-Range,8-16 Left,,,,201246.0,1.0,,,,,,,,,,,,,,,
232,PT07M38.00S,2025-12-20T01:14:29.1Z,2,REGULAR,foul,personal,[],1630552,,,1610612759,29,48,2025-12-20T01:14:34Z,2290000,False,,,0,,J. Johnson personal FOUL (2 PF),"[1630552, 1641705]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Center,,,,201246.0,,,,,,,,,,,2.0,0.0,Wembanyama,1641705.0,,
234,PT07M38.00S,2025-12-20T01:14:35.7Z,2,REGULAR,substitution,out,[],1642854,,,1610612759,29,48,2025-12-20T01:14:39Z,2310000,False,,,0,,SUB out: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M38.00S,2025-12-20T01:14:35.7Z,2,REGULAR,substitution,in,[],1630168,,,1610612759,29,48,2025-12-20T01:14:39Z,2320000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M29.00S,2025-12-20T01:15:02.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641705,13.222733245729303,69.85294117647058,1610612759,29,50,2025-12-20T01:15:08Z,2330000,False,-99.0,72.0,1,left,V. Wembanyama 12' turnaround fadeaway Jump Shot (8 PTS) (J. Champagnie 3 AST),"[1641705, 1630577]",1610612759.0,SAS,turnaround fadeaway,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,12.25,Made,8.0,,,,,,,,,J. Champagnie,1630577.0,3.0,,,,,,
238,PT07M13.00S,2025-12-20T01:15:18.0Z,2,REGULAR,3pt,Jump Shot,[],1630700,67.36202365308804,40.44117647058824,1610612737,29,50,2025-12-20T01:15:24Z,2350000,False,-48.0,254.0,1,right,MISS D. Daniels 25' pullup 3PT,[1630700],1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,25.88,Missed,,,,,,,,,,,,,,,,,,
239,PT07M11.00S,2025-12-20T01:15:20.0Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,29,50,2025-12-20T01:15:24Z,2360000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,238.0,3.0,2.0,1.0,,,,,,,,,
240,PT07M10.00S,2025-12-20T01:15:21.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630168,92.19776609724047,56.86274509803921,1610612737,29,50,2025-12-20T01:15:36Z,2370000,False,34.0,21.0,1,right,MISS O. Okongwu turnaround Shot,[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,,,,,,,,,,
241,PT07M10.00S,2025-12-20T01:15:21.7Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,29,50,2025-12-20T01:15:36Z,2380000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,240.0,2.0,1.0,1.0,,,,,,,,,
242,PT07M04.00S,2025-12-20T01:15:27.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,94.40999984741211,50.0,1610612737,31,50,2025-12-20T01:15:27Z,2390000,False,0.0,0.0,1,right,D. Daniels putback Layup (6 PTS),[1630700],1610612737.0,ATL,putback,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
243,PT06M53.00S,2025-12-20T01:15:41.0Z,2,REGULAR,foul,personal,[],1630168,,,1610612759,31,50,2025-12-20T01:15:46Z,2400000,False,,,0,,O. Okongwu personal FOUL (1 PF),"[1630168, 1641705]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Right,,,,1193.0,,,,,,,,,,,1.0,0.0,Wembanyama,1641705.0,,
245,PT06M53.00S,2025-12-20T01:15:49.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,31,50,2025-12-20T01:15:49Z,2420000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M53.00S,2025-12-20T01:18:23.5Z,2,REGULAR,substitution,out,[],1642258,,,1610612759,31,50,2025-12-20T01:18:38Z,2430000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M53.00S,2025-12-20T01:18:23.5Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,31,50,2025-12-20T01:18:38Z,2440000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M53.00S,2025-12-20T01:18:23.5Z,2,REGULAR,substitution,out,[],1630577,,,1610612759,31,50,2025-12-20T01:18:38Z,2450000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M53.00S,2025-12-20T01:18:23.5Z,2,REGULAR,substitution,in,[],1630249,,,1610612759,31,50,2025-12-20T01:18:38Z,2460000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M53.00S,2025-12-20T01:18:23.5Z,2,REGULAR,substitution,in,[],203084,,,1610612759,31,50,2025-12-20T01:18:38Z,2470000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
