actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
169,PT12M00.00S,2026-01-18T01:09:29.2Z,2,REGULAR,substitution,in,['startperiod'],1631243,,,1610612737,23,30,2026-01-18T01:09:41Z,1660000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-01-18T01:09:29.2Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612737,23,30,2026-01-18T01:09:41Z,1670000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-01-18T01:09:29.2Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612737,23,30,2026-01-18T01:09:41Z,1680000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-01-18T01:09:29.2Z,2,REGULAR,substitution,in,['startperiod'],1631248,,,1610612737,23,30,2026-01-18T01:09:41Z,1690000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-01-18T01:09:29.2Z,2,REGULAR,substitution,in,['startperiod'],1629674,,,1610612737,23,30,2026-01-18T01:09:41Z,1700000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-01-18T01:09:54.5Z,2,REGULAR,period,start,[],0,,,1610612737,23,30,2026-01-18T01:09:54Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M46.00S,2026-01-18T01:10:08.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,92.32917214191852,48.28431372549019,1610612737,23,30,2026-01-18T01:11:17Z,1720000,False,-9.0,20.0,1,right,MISS O. Okongwu turnaround bank Hook,[1630168],1610612737.0,ATL,turnaround bank,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
177,PT11M42.00S,2026-01-18T01:10:12.3Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,23,30,2026-01-18T01:10:13Z,1740000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,175.0,5.0,3.0,2.0,,,,,,,,,,,,,,
178,PT11M40.00S,2026-01-18T01:10:14.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,92.72339027595268,48.03921568627451,1610612737,25,30,2026-01-18T01:10:20Z,1750000,False,-10.0,16.0,1,right,N. Alexander-Walker driving Layup (10 PTS) (M. Gueye 1 AST),"[1629638, 1631243]",1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,10.0,,,,,M. Gueye,1631243.0,1.0,,,,,,
180,PT11M24.00S,2026-01-18T01:10:30.2Z,2,REGULAR,3pt,Jump Shot,[],1629014,30.56833114323259,66.17647058823529,1610612738,25,33,2026-01-18T01:10:36Z,1770000,False,-81.0,235.0,1,left,A. Simons 24' 3PT pullup (3 PTS),[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.83,Made,,,,,3.0,,,,,,,,,,,,,
181,PT11M09.00S,2026-01-18T01:10:43.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,82.34231274638634,56.61764705882353,1610612737,27,33,2026-01-18T01:10:48Z,1780000,False,33.0,113.0,1,right,L. Kennard 11' pullup Jump Shot (2 PTS) (M. Gueye 2 AST),"[1628379, 1631243]",1610612737.0,ATL,pullup,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,11.82,Made,,,,,2.0,,,,,M. Gueye,1631243.0,2.0,,,,,,
183,PT10M51.00S,2026-01-18T01:11:02.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629674,5.995400788436268,50.245098039215684,1610612738,27,33,2026-01-18T01:13:02Z,1800000,False,-1.0,4.0,1,left,MISS N. Queta driving Layup,[1629674],1610612738.0,BOS,driving,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,0.41,Missed,,,,,,,,,,,,,,,,,,
184,PT10M48.00S,2026-01-18T01:11:05.2Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612737,27,33,2026-01-18T01:11:09Z,1810000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,183.0,2.0,2.0,0.0,,,,,,,,,,,,,,
185,PT10M44.00S,2026-01-18T01:11:09.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631243,93.11760840998686,49.26470588235294,1610612737,29,33,2026-01-18T01:11:17Z,1820000,False,-4.0,12.0,1,right,M. Gueye running DUNK (2 PTS) (N. Alexander-Walker 1 AST),"[1631243, 1629638]",1610612737.0,ATL,running,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,2.0,,,,,N. Alexander-Walker,1629638.0,1.0,,,,,,
187,PT10M28.00S,2026-01-18T01:11:25.6Z,2,REGULAR,3pt,Jump Shot,[],1629014,25.706307490144546,80.63725490196079,1610612738,29,33,2026-01-18T01:11:32Z,1840000,False,-153.0,189.0,1,left,MISS A. Simons 24' step back 3PT,[1629014],1610612738.0,BOS,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.34,Missed,,,,,,,,,,,,,,,,,,
188,PT10M25.00S,2026-01-18T01:11:28.6Z,2,REGULAR,rebound,defensive,[],1631243,,,1610612737,29,33,2026-01-18T01:11:32Z,1850000,False,,,0,,M. Gueye REBOUND (Off:0 Def:3),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Left Center,,,187.0,3.0,3.0,0.0,,,,,,,,,,,,,,
189,PT10M21.00S,2026-01-18T01:11:32.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,69.33311432325887,73.52941176470588,1610612737,29,33,2026-01-18T01:11:38Z,1860000,False,118.0,236.0,1,right,MISS C. Kispert 26' running 3PT,[1630557],1610612737.0,ATL,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
190,PT10M18.00S,2026-01-18T01:11:35.5Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,29,33,2026-01-18T01:11:38Z,1870000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,,,
191,PT10M13.00S,2026-01-18T01:11:39.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,28.203022339027594,20.833333333333336,1610612738,29,36,2026-01-18T01:14:46Z,1880000,False,146.0,213.0,1,left,S. Hauser 25' 3PT running pullup (6 PTS) (D. White 2 AST),"[1630573, 1628401]",1610612738.0,BOS,running pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.78,Made,,,,,6.0,,,,,D. White,1628401.0,2.0,,,,,,
193,PT10M04.00S,2026-01-18T01:11:52.0Z,2,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612737,29,36,2026-01-18T01:12:19Z,1900000,False,,,0,,N. Queta shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[1629674, 1629638]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,
195,PT10M04.00S,2026-01-18T01:12:24.6Z,2,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,30,36,2026-01-18T01:12:24Z,1920000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (11 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
196,PT10M04.00S,2026-01-18T01:12:41.7Z,2,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,31,36,2026-01-18T01:12:41Z,1930000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (12 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
197,PT09M41.00S,2026-01-18T01:13:07.0Z,2,REGULAR,3pt,Jump Shot,[],1631248,5.601182654402102,96.56862745098039,1610612738,31,39,2026-01-18T01:13:16Z,1940000,False,-233.0,0.0,1,left,B. Scheierman 3PT  (6 PTS) (D. White 3 AST),"[1631248, 1628401]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,6.0,,,,,D. White,1628401.0,3.0,,,,,,
199,PT09M32.00S,2026-01-18T01:13:16.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.59198423127464,47.794117647058826,1610612737,31,39,2026-01-18T01:13:25Z,1960000,False,-11.0,17.0,1,right,MISS N. Alexander-Walker driving reverse Layup,[1629638],1610612737.0,ATL,driving reverse,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
200,PT09M29.00S,2026-01-18T01:13:19.2Z,2,REGULAR,rebound,defensive,[],1631248,,,1610612738,31,39,2026-01-18T01:13:25Z,1970000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:2),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Restricted Area,0-8 Center,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,,,
201,PT09M20.00S,2026-01-18T01:13:27.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629674,4.944152431011826,51.9607843137255,1610612738,31,41,2026-01-18T01:16:18Z,1980000,False,-10.0,-6.0,1,left,N. Queta cutting Layup (4 PTS) (D. White 4 AST),"[1629674, 1628401]",1610612738.0,BOS,cutting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,4.0,,,,,D. White,1628401.0,4.0,,,,,,
203,PT09M20.00S,2026-01-18T01:13:34.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,31,41,2026-01-18T01:13:34Z,2000000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M20.00S,2026-01-18T01:15:56.7Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,31,41,2026-01-18T01:16:14Z,2010000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M20.00S,2026-01-18T01:15:56.7Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,31,41,2026-01-18T01:16:14Z,2020000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M06.00S,2026-01-18T01:16:42.3Z,2,REGULAR,foul,personal,['3freethrow'],1629014,,,1610612737,31,41,2026-01-18T01:17:06Z,2030000,False,,,0,,A. Simons shooting personal FOUL (1 PF) (Kispert 3 FT),"[1629014, 1630557]",1610612738.0,BOS,shooting,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,,1627961.0,,,,,,,1.0,0.0,Kispert,1630557.0,,
208,PT09M06.00S,2026-01-18T01:17:11.7Z,2,REGULAR,freethrow,1 of 3,[],1630557,,,1610612737,32,41,2026-01-18T01:17:11Z,2050000,False,,,0,,C. Kispert Free Throw 1 of 3 (3 PTS),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
209,PT09M06.00S,2026-01-18T01:17:28.8Z,2,REGULAR,freethrow,2 of 3,[],1630557,,,1610612737,33,41,2026-01-18T01:17:28Z,2060000,False,,,0,,C. Kispert Free Throw 2 of 3 (4 PTS),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
210,PT09M06.00S,2026-01-18T01:17:44.3Z,2,REGULAR,freethrow,3 of 3,[],1630557,,,1610612737,34,41,2026-01-18T01:17:44Z,2070000,False,,,0,,C. Kispert Free Throw 3 of 3 (5 PTS),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
211,PT08M47.00S,2026-01-18T01:18:05.7Z,2,REGULAR,turnover,bad pass,[],1629014,,,1610612738,34,41,2026-01-18T01:18:10Z,2080000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1631243]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,,,,,,,Gueye,1631243.0
212,PT08M47.00S,2026-01-18T01:18:05.7Z,2,REGULAR,steal,,[],1631243,,,1610612737,34,41,2026-01-18T01:18:07Z,2090000,False,,,0,,M. Gueye STEAL (1 STL),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
213,PT08M45.00S,2026-01-18T01:18:08.2Z,2,REGULAR,turnover,lost ball,[],1631243,,,1610612737,34,41,2026-01-18T01:18:14Z,2100000,False,,,0,,M. Gueye lost ball TURNOVER (1 TO),"[1631243, 1629674]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,,,Queta,1629674.0
214,PT08M45.00S,2026-01-18T01:18:08.2Z,2,REGULAR,steal,,[],1629674,,,1610612738,34,41,2026-01-18T01:18:10Z,2110000,False,,,0,,N. Queta STEAL (1 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
215,PT08M41.00S,2026-01-18T01:18:10.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629674,5.338370565045992,52.20588235294118,1610612738,34,43,2026-01-18T01:18:18Z,2120000,False,-11.0,-2.0,1,left,N. Queta DUNK (6 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.12,Made,,,,,6.0,,,,,,,,,,,,,
216,PT08M31.00S,2026-01-18T01:18:21.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631243,93.24901445466492,51.9607843137255,1610612737,34,43,2026-01-18T02:29:58Z,2130000,False,10.0,11.0,1,right,MISS M. Gueye reverse Layup,[1631243],1610612737.0,ATL,reverse,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
217,PT08M29.00S,2026-01-18T01:18:23.0Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612738,34,43,2026-01-18T01:18:28Z,2140000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,216.0,1.0,1.0,0.0,,,,,,,,,,,,,,
218,PT08M25.00S,2026-01-18T01:18:27.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,31.225361366622867,35.53921568627451,1610612738,34,46,2026-01-18T01:18:35Z,2150000,False,72.0,241.0,1,left,D. White 25' 3PT running (3 PTS) (B. Scheierman 2 AST),"[1628401, 1631248]",1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Center,25.16,Made,,,,,3.0,,,,,B. Scheierman,1631248.0,2.0,,,,,,
220,PT08M09.00S,2026-01-18T01:18:43.2Z,2,REGULAR,2pt,Jump Shot,[],1630552,78.66294349540078,68.38235294117648,1610612737,34,46,2026-01-18T01:18:48Z,2170000,False,92.0,148.0,1,right,MISS J. Johnson 17' pullup Shot,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,17.43,Missed,,,,,,,,,,,,,,,,,,
221,PT08M06.00S,2026-01-18T01:18:46.2Z,2,REGULAR,rebound,defensive,[],1631248,,,1610612738,34,46,2026-01-18T01:18:48Z,2180000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:3),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Mid-Range,16-24 Right Center,,,220.0,3.0,3.0,0.0,,,,,,,,,,,,,,
222,PT07M57.00S,2026-01-18T01:18:55.1Z,2,REGULAR,2pt,Jump Shot,[],1629014,22.815374507227332,52.94117647058824,1610612738,34,48,2026-01-18T01:19:03Z,2190000,False,-15.0,162.0,1,left,A. Simons 16' step back Jump Shot (5 PTS) (D. White 5 AST),"[1629014, 1628401]",1610612738.0,BOS,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Center,16.27,Made,,,,,5.0,,,,,D. White,1628401.0,5.0,,,,,,
224,PT07M45.00S,2026-01-18T01:19:07.8Z,2,REGULAR,turnover,lost ball,[],1630552,,,1610612737,34,48,2026-01-18T01:19:11Z,2210000,False,,,0,,J. Johnson lost ball TURNOVER (2 TO),"[1630552, 1631248]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,2.0,,,,,,,,,,Scheierman,1631248.0
225,PT07M45.00S,2026-01-18T01:19:07.8Z,2,REGULAR,steal,,[],1631248,,,1610612738,34,48,2026-01-18T01:19:09Z,2220000,False,,,0,,B. Scheierman STEAL (1 STL),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
226,PT07M40.00S,2026-01-18T01:19:12.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629014,23.73521681997372,86.02941176470588,1610612738,34,51,2026-01-18T01:19:26Z,2230000,False,-180.0,171.0,1,left,A. Simons 24' 3PT running pullup (8 PTS) (S. Hauser 2 AST),"[1629014, 1630573]",1610612738.0,BOS,running pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.81,Made,,,,,8.0,,,,,S. Hauser,1630573.0,2.0,,,,,,
228,PT07M39.00S,2026-01-18T01:19:20.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,34,51,2026-01-18T01:19:20Z,2250000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M39.00S,2026-01-18T01:21:19.3Z,2,REGULAR,substitution,out,[],1628379,,,1610612737,34,51,2026-01-18T01:22:13Z,2260000,False,,,0,,SUB out: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M39.00S,2026-01-18T01:21:19.3Z,2,REGULAR,substitution,out,[],1629638,,,1610612737,34,51,2026-01-18T01:22:13Z,2270000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M39.00S,2026-01-18T01:21:19.3Z,2,REGULAR,substitution,out,[],1631243,,,1610612737,34,51,2026-01-18T01:22:13Z,2280000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M39.00S,2026-01-18T01:21:19.3Z,2,REGULAR,substitution,out,[],1629674,,,1610612737,34,51,2026-01-18T01:22:13Z,2290000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M39.00S,2026-01-18T01:21:19.3Z,2,REGULAR,substitution,in,[],1630249,,,1610612737,34,51,2026-01-18T01:22:13Z,2300000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M39.00S,2026-01-18T01:21:19.3Z,2,REGULAR,substitution,in,[],203468,,,1610612737,34,51,2026-01-18T01:22:13Z,2310000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M39.00S,2026-01-18T01:21:19.3Z,2,REGULAR,substitution,in,[],1642854,,,1610612737,34,51,2026-01-18T01:22:13Z,2320000,False,,,0,,SUB in: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M39.00S,2026-01-18T01:21:19.3Z,2,REGULAR,substitution,in,[],1630568,,,1610612737,34,51,2026-01-18T01:22:13Z,2330000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M24.00S,2026-01-18T01:22:44.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642854,85.89027595269383,50.98039215686274,1610612737,34,51,2026-01-18T01:22:53Z,2340000,False,5.0,80.0,1,right,MISS A. Newell 8' turnaround Hook,[1642854],1610612737.0,ATL,turnaround,,,Newell,A. Newell,,,,,In The Paint (Non-RA),8-16 Center,8.02,Missed,,,,,,,,,,,,,,,,,,
238,PT07M22.00S,2026-01-18T01:22:46.2Z,2,REGULAR,rebound,offensive,[],1642854,,,1610612737,34,51,2026-01-18T01:22:53Z,2350000,False,,,0,,A. Newell REBOUND (Off:1 Def:0),[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,In The Paint (Non-RA),8-16 Center,,,237.0,1.0,0.0,1.0,,,,,,,,,,,,,,
239,PT07M20.00S,2026-01-18T01:22:48.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630249,70.64717477003943,24.019607843137255,1610612737,34,51,2026-01-18T01:22:56Z,2360000,False,-130.0,223.0,1,right,MISS V. Krejčí 25' 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,25.84,Missed,,,,,,,,,,,,,,,,,,
240,PT07M17.00S,2026-01-18T01:22:51.2Z,2,REGULAR,rebound,offensive,[],203468,,,1610612737,34,51,2026-01-18T01:22:56Z,2370000,False,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,239.0,2.0,1.0,1.0,,,,,,,,,,,,,,
241,PT07M05.00S,2026-01-18T01:23:04.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630249,68.15045992115637,30.88235294117647,1610612737,37,51,2026-01-18T01:23:09Z,2380000,False,-96.0,247.0,1,right,V. Krejčí 26' 3PT pullup (3 PTS) (J. Johnson 2 AST),"[1630249, 1630552]",1610612737.0,ATL,pullup,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,26.48,Made,,,,,3.0,,,,,J. Johnson,1630552.0,2.0,,,,,,
244,PT06M45.00S,2026-01-18T01:23:23.3Z,2,REGULAR,3pt,Jump Shot,[],1629014,30.305519053876477,66.42156862745098,1610612738,37,54,2026-01-18T01:23:30Z,2410000,False,-82.0,232.0,1,left,A. Simons 24' 3PT step back (11 PTS),[1629014],1610612738.0,BOS,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.65,Made,,,,,11.0,,,,,,,,,,,,,
245,PT06M29.00S,2026-01-18T01:23:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,81.8166885676741,52.94117647058824,1610612737,37,54,2026-01-18T01:23:45Z,2420000,False,15.0,118.0,1,right,MISS J. Johnson 11' pullup Shot,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,11.93,Missed,,,,,,,,,,,,,,,,,,
246,PT06M27.00S,2026-01-18T01:23:41.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,37,54,2026-01-18T01:23:45Z,2430000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,245.0,3.0,3.0,0.0,,,,,,,,,,,,,,
247,PT06M18.00S,2026-01-18T01:23:50.7Z,2,REGULAR,3pt,Jump Shot,[],1630573,30.962549277266753,44.6078431372549,1610612738,37,57,2026-01-18T01:23:58Z,2440000,False,27.0,239.0,1,left,S. Hauser 24' 3PT pullup (9 PTS) (L. Garza 1 AST),"[1630573, 1630568]",1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,24.0,Made,,,,,9.0,,,,,L. Garza,1630568.0,1.0,,,,,,
249,PT05M57.00S,2026-01-18T01:24:11.7Z,2,REGULAR,3pt,Jump Shot,[],1642854,91.14651773981603,3.1862745098039214,1610612737,40,57,2026-01-18T01:24:16Z,2460000,False,-234.0,31.0,1,right,A. Newell 3PT  (3 PTS) (J. Johnson 3 AST),"[1642854, 1630552]",1610612737.0,ATL,,,,Newell,A. Newell,,,,,Left Corner 3,24+ Left,23.61,Made,,,,,3.0,,,,,J. Johnson,1630552.0,3.0,,,,,,
251,PT05M43.00S,2026-01-18T01:24:25.9Z,2,REGULAR,3pt,Jump Shot,[],1630568,31.488173455978973,54.90196078431373,1610612738,40,57,2026-01-18T01:24:30Z,2480000,False,-25.0,243.0,1,left,MISS L. Garza 24' 3PT,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,24.47,Missed,,,,,,,,,,,,,,,,,,
252,PT05M41.00S,2026-01-18T01:24:27.9Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,40,57,2026-01-18T01:24:30Z,2490000,False,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,251.0,4.0,3.0,1.0,,,,,,,,,,,,,,
253,PT05M35.00S,2026-01-18T01:24:33.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,66.96780551905388,42.8921568627451,1610612737,43,57,2026-01-18T01:25:24Z,2500000,False,-36.0,258.0,1,right,C. Kispert 26' 3PT running (8 PTS) (J. Johnson 4 AST),"[1630557, 1630552]",1610612737.0,ATL,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,26.04,Made,,,,,8.0,,,,,J. Johnson,1630552.0,4.0,,,,,,
