actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-21T00:40:37.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-21T00:40:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-02-21T00:40:40.4Z,1,REGULAR,jumpball,recovered,[],1630558,,,1610612748,0,0,2026-02-21T00:40:40Z,40000,False,,,0,,Jump Ball B. Adebayo vs. O. Okongwu: Tip to D. Mitchell,"[1630558, 1628389, 1630168]",1610612748.0,MIA,startperiod,D. Mitchell,1630558.0,Mitchell,D. Mitchell,Adebayo,1628389.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-02-21T00:40:50.0Z,1,REGULAR,3pt,Jump Shot,[],1628389,30.962549277266753,45.83333333333333,1610612748,0,0,2026-02-21T00:40:55Z,70000,False,21.0,239.0,1,left,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,16-24 Center,23.94,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2026-02-21T00:40:52.0Z,1,REGULAR,rebound,offensive,[],1641796,,,1610612748,0,0,2026-02-21T00:40:55Z,80000,False,,,0,,P. Larsson REBOUND (Off:1 Def:0),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,16-24 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2026-02-21T00:41:05.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628389,19.793035479632064,51.225490196078425,1610612748,0,0,2026-02-21T00:41:11Z,90000,False,-6.0,134.0,1,left,MISS B. Adebayo 13' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,13.37,Missed,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2026-02-21T00:41:08.4Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,0,0,2026-02-21T00:41:11Z,100000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M18.00S,2026-02-21T00:41:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,95.22010512483574,50.49019607843137,1610612737,0,0,2026-02-21T00:41:25Z,110000,False,2.0,-8.0,1,right,MISS Z. Risacher cutting Layup - blocked,"[1642258, 203952]",1610612737.0,ATL,cutting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,Wiggins,203952.0,,,,,,,,,,,,
12,PT11M18.00S,2026-02-21T00:41:18.4Z,1,REGULAR,block,,[],203952,,,1610612737,0,0,2026-02-21T00:41:21Z,120000,False,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M15.00S,2026-02-21T00:41:21.4Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,0,0,2026-02-21T00:41:25Z,130000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M13.00S,2026-02-21T00:41:23.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641796,6.915243101182654,49.01960784313725,1610612748,0,0,2026-02-21T00:41:30Z,140000,False,5.0,13.0,1,left,MISS P. Larsson running Layup,[1641796],1610612748.0,MIA,running,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,1.34,Missed,,,,,,,,,,,,,,,,,,
15,PT11M11.00S,2026-02-21T00:41:25.6Z,1,REGULAR,rebound,offensive,[],1630558,,,1610612748,0,0,2026-02-21T00:41:25Z,150000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT11M10.00S,2026-02-21T00:41:27.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,23.73521681997372,86.27450980392157,1610612748,0,0,2026-02-21T00:41:33Z,160000,False,-181.0,171.0,1,left,MISS N. Powell 24' 3PT,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
17,PT11M07.00S,2026-02-21T00:41:30.5Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,0,0,2026-02-21T00:41:33Z,170000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT11M01.00S,2026-02-21T00:41:36.1Z,1,REGULAR,3pt,Jump Shot,[],1642258,95.6143232588699,4.411764705882353,1610612737,0,0,2026-02-21T00:41:41Z,180000,False,-228.0,-11.0,1,right,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
19,PT10M57.00S,2026-02-21T00:41:40.1Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,0,0,2026-02-21T00:41:41Z,190000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,,,
20,PT10M47.00S,2026-02-21T00:41:53.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,5.601182654402102,48.28431372549019,1610612748,0,2,2026-02-21T00:42:01Z,200000,False,9.0,0.0,1,left,B. Adebayo driving floating Jump Shot (2 PTS) (P. Larsson 1 AST),"[1628389, 1641796]",1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,2.0,P. Larsson,1641796.0,1.0,,,,,,,,
