actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
256,PT06M41.00S,2026-04-06T23:58:01.0Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,41,43,2026-04-06T23:58:24Z,2500000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M41.00S,2026-04-06T23:58:01.0Z,2,REGULAR,substitution,in,[],1626157,,,1610612752,41,43,2026-04-06T23:58:24Z,2510000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M33.00S,2026-04-06T23:58:38.9Z,2,REGULAR,3pt,Jump Shot,[],1626157,30.831143232588698,58.82352941176471,1610612752,41,43,2026-04-06T23:58:44Z,2520000,False,-44.0,237.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,24.14,Missed,,,,,,,,,,,,,,,,,,
259,PT06M30.00S,2026-04-06T23:58:41.9Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612737,41,43,2026-04-06T23:58:44Z,2530000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,258.0,2.0,2.0,0.0,,,,,,,,,,,,,,
260,PT06M16.00S,2026-04-06T23:58:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.72339027595268,48.03921568627451,1610612737,43,43,2026-04-06T23:59:01Z,2540000,False,-10.0,16.0,1,right,D. Daniels driving Layup (7 PTS),[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,,7.0,,,,,,,,,,
261,PT06M02.00S,2026-04-06T23:59:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,5.338370565045992,48.77450980392157,1610612752,43,43,2026-04-06T23:59:14Z,2550000,False,6.0,-2.0,1,left,MISS M. Bridges driving Layup,[1628969],1610612752.0,NYK,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.65,Missed,,,,,,,,,,,,,,,,,,
262,PT06M00.00S,2026-04-06T23:59:11.8Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,43,43,2026-04-06T23:59:14Z,2560000,False,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,261.0,3.0,2.0,1.0,,,,,,,,,,,,,,
263,PT05M57.00S,2026-04-06T23:59:15.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,72.88107752956637,17.647058823529413,1610612737,46,43,2026-04-06T23:59:22Z,2570000,False,-162.0,202.0,1,right,N. Alexander-Walker 25' 3PT running pullup (15 PTS) (J. Johnson 2 AST),"[1629638, 1630552]",1610612737.0,ATL,running pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.91,Made,,,,,,,,15.0,,J. Johnson,1630552.0,2.0,,,,,,
265,PT05M39.00S,2026-04-06T23:59:32.0Z,2,REGULAR,3pt,Jump Shot,[],1628973,25.18068331143233,83.08823529411765,1610612752,46,43,2026-04-06T23:59:36Z,2590000,False,-165.0,184.0,1,left,MISS J. Brunson 24' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
266,PT05M37.00S,2026-04-06T23:59:34.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,46,43,2026-04-06T23:59:36Z,2600000,False,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,265.0,4.0,3.0,1.0,,,,,,,,,,,,,,
267,PT05M29.00S,2026-04-06T23:59:42.9Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,46,43,2026-04-06T23:59:46Z,2610000,False,,,0,,J. Johnson bad pass TURNOVER (3 TO),"[1630552, 1628969]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,Bridges,1628969.0,,,,,,,,,,,
268,PT05M29.00S,2026-04-06T23:59:42.9Z,2,REGULAR,steal,,[],1628969,,,1610612752,46,43,2026-04-06T23:59:45Z,2620000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
269,PT05M24.00S,2026-04-06T23:59:47.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629013,25.312089356110377,82.84313725490196,1610612752,46,43,2026-04-06T23:59:58Z,2630000,False,-164.0,185.0,1,left,MISS L. Shamet 24' running 3PT,[1629013],1610612752.0,NYK,running,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,24.77,Missed,,,,,,,,,,,,,,,,,,
270,PT05M22.00S,2026-04-06T23:59:49.4Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612737,46,43,2026-04-06T23:59:58Z,2640000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:3),[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,269.0,3.0,3.0,0.0,,,,,,,,,,,,,,
272,PT05M20.00S,2026-04-07T00:00:10.1Z,2,REGULAR,substitution,out,[],1630228,,,1610612737,46,43,2026-04-07T00:00:13Z,2660000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M20.00S,2026-04-07T00:00:10.1Z,2,REGULAR,substitution,in,[],203468,,,1610612737,46,43,2026-04-07T00:00:13Z,2670000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M02.00S,2026-04-07T00:00:41.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,84.57621550591328,51.9607843137255,1610612737,48,43,2026-04-07T00:00:46Z,2680000,False,10.0,92.0,1,right,J. Johnson 9' driving floating Jump Shot (9 PTS) (C. McCollum 3 AST),"[1630552, 203468]",1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,9.3,Made,,,,,,,,9.0,,C. McCollum,203468.0,3.0,,,,,,
275,PT05M01.00S,2026-04-07T00:00:46.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,48,43,2026-04-07T00:00:46Z,2690000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M48.00S,2026-04-07T00:04:49.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.30946123521682,48.28431372549019,1610612752,48,45,2026-04-07T00:04:56Z,2700000,False,9.0,16.0,1,left,K. Towns cutting Layup (7 PTS) (J. Brunson 4 AST),"[1626157, 1628973]",1610612752.0,NYK,cutting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,,,,7.0,,J. Brunson,1628973.0,4.0,,,,,,
279,PT04M33.00S,2026-04-07T00:05:03.5Z,2,REGULAR,2pt,Jump Shot,[],203468,76.69185282522996,66.66666666666666,1610612737,50,45,2026-04-07T00:05:20Z,2720000,False,83.0,167.0,1,right,C. McCollum 18' step back Jump Shot (7 PTS),[203468],1610612737.0,ATL,step back,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,18.63,Made,,,,,,,,7.0,,,,,,,,,,
280,PT04M09.00S,2026-04-07T00:05:27.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,5.206964520367937,53.18627450980392,1610612752,50,47,2026-04-07T00:05:32Z,2730000,False,-16.0,-4.0,1,left,J. Brunson driving Layup (5 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.63,Made,,,,,,,,5.0,,,,,,,,,,
281,PT04M01.00S,2026-04-07T00:05:35.5Z,2,REGULAR,3pt,Jump Shot,[],1630168,68.9388961892247,72.54901960784314,1610612737,50,47,2026-04-07T00:05:42Z,2740000,False,113.0,239.0,1,right,MISS O. Okongwu 26' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,,
282,PT03M59.00S,2026-04-07T00:05:38.1Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,50,47,2026-04-07T00:05:38Z,2750000,False,,,0,,D. Daniels REBOUND (Off:3 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,281.0,5.0,2.0,3.0,,,,,,,,,,,,,,
283,PT03M57.00S,2026-04-07T00:05:40.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203468,80.50262812089356,30.14705882352941,1610612737,50,47,2026-04-07T00:05:46Z,2760000,False,-99.0,131.0,1,right,MISS C. McCollum 16' pullup Shot,[203468],1610612737.0,ATL,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,16.42,Missed,,,,,,,,,,,,,,,,,,
284,PT03M55.00S,2026-04-07T00:05:42.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,50,47,2026-04-07T00:05:46Z,2770000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Left Center,,,283.0,,,,,,,,,,,,,,,,,
286,PT03M55.00S,2026-04-07T00:05:51.7Z,2,REGULAR,substitution,out,[],1629013,,,1610612737,50,47,2026-04-07T00:05:54Z,2790000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M55.00S,2026-04-07T00:05:51.7Z,2,REGULAR,substitution,in,[],1628384,,,1610612737,50,47,2026-04-07T00:05:54Z,2800000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M44.00S,2026-04-07T00:06:17.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,77.21747700394218,9.068627450980392,1610612737,53,47,2026-04-07T00:06:21Z,2810000,False,-205.0,162.0,1,right,N. Alexander-Walker 26' 3PT  (18 PTS) (D. Daniels 2 AST),"[1629638, 1630700]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,26.09,Made,,,,,,,,18.0,,D. Daniels,1630700.0,2.0,,,,,,
290,PT03M25.00S,2026-04-07T00:06:36.2Z,2,REGULAR,3pt,Jump Shot,[],1628384,5.601182654402102,97.05882352941177,1610612752,53,50,2026-04-07T00:06:40Z,2830000,False,-235.0,0.0,1,left,O. Anunoby 3PT  (13 PTS) (J. Brunson 5 AST),"[1628384, 1628973]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,,,,13.0,,J. Brunson,1628973.0,5.0,,,,,,
292,PT03M04.00S,2026-04-07T00:06:56.9Z,2,REGULAR,3pt,Jump Shot,[],1630168,91.14651773981603,2.696078431372549,1610612737,53,50,2026-04-07T00:07:01Z,2850000,False,-237.0,31.0,1,right,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,23.85,Missed,,,,,,,,,,,,,,,,,,
293,PT03M01.00S,2026-04-07T00:06:59.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,53,50,2026-04-07T00:07:01Z,2860000,False,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,292.0,4.0,4.0,0.0,,,,,,,,,,,,,,
294,PT02M55.00S,2026-04-07T00:07:09.2Z,2,REGULAR,foul,offensive,[],1626157,,,1610612752,53,50,2026-04-07T00:07:17Z,2870000,False,,,0,,K. Towns off-the-ball offensive FOUL (1 PF),"[1626157, 1629638]",1610612752.0,NYK,off-the-ball,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,204058.0,,,,1.0,0.0,Alexander-Walker,1629638.0,,
296,PT02M55.00S,2026-04-07T00:07:09.2Z,2,REGULAR,turnover,offensive foul,[],1626157,,,1610612752,53,50,2026-04-07T00:07:09Z,2890000,False,,,0,,K. Towns offensive foul TURNOVER (3 TO),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,3.0,,,,204058.0,,,,,,,,,
297,PT02M41.00S,2026-04-07T00:07:31.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630700,87.46714848883047,96.56862745098039,1610612737,53,50,2026-04-07T00:07:36Z,2900000,False,233.0,65.0,1,right,MISS D. Daniels 24' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,24.18,Missed,,,,,,,,,,,,,,,,,,
298,PT02M39.00S,2026-04-07T00:07:33.1Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,53,50,2026-04-07T00:07:36Z,2910000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,,,297.0,2.0,2.0,0.0,,,,,,,,,,,,,,
302,PT02M17.00S,2026-04-07T00:08:02.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612752,53,50,2026-04-07T00:08:10Z,2950000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,,,,,,
303,PT01M53.00S,2026-04-07T00:08:39.7Z,2,REGULAR,turnover,lost ball,[],1630552,,,1610612737,53,50,2026-04-07T00:08:43Z,2960000,False,,,0,,J. Johnson lost ball TURNOVER (4 TO),"[1630552, 1626157]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,4.0,Towns,1626157.0,,,,,,,,,,,
304,PT01M53.00S,2026-04-07T00:08:39.7Z,2,REGULAR,steal,,[],1626157,,,1610612752,53,50,2026-04-07T00:08:41Z,2970000,False,,,0,,K. Towns STEAL (2 STL),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
305,PT01M47.00S,2026-04-07T00:08:45.2Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1628969,6.521024967148489,26.715686274509803,1610612752,53,52,2026-04-07T00:09:00Z,2980000,False,116.0,9.0,1,left,M. Bridges 11' running pullup Jump Shot (13 PTS) (J. Hart 2 AST),"[1628969, 1628404]",1610612752.0,NYK,running pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,11.67,Made,,,,,,,,13.0,,J. Hart,1628404.0,2.0,,,,,,
307,PT01M25.00S,2026-04-07T00:09:07.6Z,2,REGULAR,2pt,Jump Shot,[],1629638,76.95466491458606,45.09803921568628,1610612737,55,52,2026-04-07T00:10:08Z,3000000,False,-25.0,164.0,1,right,N. Alexander-Walker 16' fadeaway Jump Shot (20 PTS),[1629638],1610612737.0,ATL,fadeaway,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,16.59,Made,,,,,,,,20.0,,,,,,,,,,
308,PT01M04.00S,2026-04-07T00:09:27.8Z,2,REGULAR,3pt,Jump Shot,[],1628973,23.340998685939553,86.27450980392157,1610612752,55,52,2026-04-07T00:09:32Z,3010000,False,-181.0,167.0,1,left,MISS J. Brunson 24' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,24.65,Missed,,,,,,,,,,,,,,,,,,
309,PT01M01.00S,2026-04-07T00:09:30.8Z,2,REGULAR,rebound,defensive,[],203468,,,1610612737,55,52,2026-04-07T00:09:32Z,3020000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,308.0,1.0,1.0,0.0,,,,,,,,,,,,,,
310,PT00M54.00S,2026-04-07T00:09:38.8Z,2,REGULAR,3pt,Jump Shot,[],1630700,93.38042049934296,96.07843137254902,1610612737,55,52,2026-04-07T00:09:44Z,3030000,False,230.0,10.0,1,right,MISS D. Daniels 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
311,PT00M53.20S,2026-04-07T00:09:39.6Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,55,52,2026-04-07T00:09:44Z,3040000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,310.0,2.0,0.0,2.0,,,,,,,,,,,,,,
312,PT00M53.20S,2026-04-07T00:09:42.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,94.40999984741211,50.0,1610612737,57,52,2026-04-07T00:09:42Z,3050000,False,0.0,0.0,1,right,O. Okongwu tip Layup (9 PTS),[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,9.0,,,,,,,,,,
313,PT00M39.60S,2026-04-07T00:10:01.5Z,2,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612752,57,52,2026-04-07T00:10:19Z,3060000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Brunson 2 FT),"[1630700, 1628973]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,2.0,0.0,Brunson,1628973.0,,
315,PT00M39.60S,2026-04-07T00:10:36.6Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,57,52,2026-04-07T00:10:36Z,3080000,False,,,0,,MISS J. Brunson Free Throw 1 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
316,PT00M39.60S,2026-04-07T00:10:36.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,57,52,2026-04-07T00:10:36Z,3090000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,,,
317,PT00M39.60S,2026-04-07T00:10:56.4Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,57,53,2026-04-07T00:10:56Z,3100000,False,,,0,,J. Brunson Free Throw 2 of 2 (6 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
318,PT00M30.60S,2026-04-07T00:11:14.6Z,2,REGULAR,foul,personal,[],1628969,,,1610612737,57,53,2026-04-07T00:11:33Z,3110000,False,,,0,,M. Bridges personal FOUL (2 PF),"[1628969, 1629638]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,,204058.0,,,,2.0,0.0,Alexander-Walker,1629638.0,,
320,PT00M24.10S,2026-04-07T00:11:41.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,92.19776609724047,53.92156862745098,1610612737,57,53,2026-04-07T00:11:47Z,3130000,False,20.0,21.0,1,right,MISS J. Johnson driving Layup - blocked,"[1630552, 1628384]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0
331,PT00M24.10S,2026-04-07T00:11:41.4Z,2,REGULAR,block,,[],1628384,,,1610612737,57,53,2026-04-07T00:14:03Z,3135000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
321,PT00M21.40S,2026-04-07T00:11:44.1Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,57,53,2026-04-07T00:14:03Z,3140000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,320.0,3.0,3.0,0.0,,,,,,,,,,,,,,
322,PT00M20.40S,2026-04-07T00:11:45.1Z,2,REGULAR,turnover,lost ball,[],1628404,,,1610612752,57,53,2026-04-07T00:27:29Z,3150000,False,,,0,,J. Hart lost ball TURNOVER (1 TO),"[1628404, 1630700]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Daniels,1630700.0,,,,,,,,,,,
323,PT00M20.40S,2026-04-07T00:11:45.1Z,2,REGULAR,steal,,[],1630700,,,1610612737,57,53,2026-04-07T00:11:47Z,3160000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
324,PT00M02.50S,2026-04-07T00:12:03.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629638,82.47371879106439,67.64705882352942,1610612737,57,53,2026-04-07T00:12:11Z,3170000,False,88.0,112.0,1,right,MISS N. Alexander-Walker 14' turnaround Shot,[1629638],1610612737.0,ATL,turnaround,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Right,14.27,Missed,,,,,,,,,,,,,,,,,,
326,PT00M01.50S,2026-04-07T00:12:04.0Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,57,53,2026-04-07T00:13:15Z,3190000,False,,,0,,J. Johnson REBOUND (Off:2 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,324.0,5.0,3.0,2.0,,,,,,,,,,,,,,
327,PT00M01.30S,2026-04-07T00:12:10.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630552,94.40999984741211,50.0,1610612737,57,53,2026-04-07T00:13:06Z,3200000,False,0.0,0.0,1,right,MISS J. Johnson putback Layup - blocked,"[1630552, 1626157]",1610612737.0,ATL,putback,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,Towns,1626157.0
329,PT00M01.30S,2026-04-07T00:12:10.5Z,2,REGULAR,block,,[],1626157,,,1610612737,57,53,2026-04-07T00:12:29Z,3205000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
328,PT00M00.10S,2026-04-07T00:12:11.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,57,53,2026-04-07T00:13:06Z,3210000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,327.0,,,,,,,,,,,,,,,,,
330,PT00M00.00S,2026-04-07T00:12:34.9Z,2,REGULAR,period,end,[],0,,,1610612737,57,53,2026-04-07T00:12:34Z,3220000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2026-04-07T00:28:20.0Z,3,REGULAR,period,start,[],0,,,1610612752,57,53,2026-04-07T00:28:20Z,3230000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M45.00S,2026-04-07T00:28:34.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,80.3712220762155,46.81372549019608,1610612752,57,55,2026-04-07T00:28:40Z,3240000,False,-16.0,132.0,1,right,K. Towns 13' Jump Shot (9 PTS) (J. Brunson 6 AST),"[1626157, 1628973]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,13.3,Made,,,,,,,,9.0,,J. Brunson,1628973.0,6.0,,,,,,
335,PT11M30.00S,2026-04-07T00:28:48.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,6.389618922470433,46.07843137254902,1610612737,57,55,2026-04-07T00:28:53Z,3260000,False,20.0,8.0,1,left,MISS O. Okongwu cutting Layup,[1630168],1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
336,PT11M28.00S,2026-04-07T00:28:51.2Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,57,55,2026-04-07T00:28:51Z,3270000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,335.0,3.0,0.0,3.0,,,,,,,,,,,,,,
337,PT11M28.00S,2026-04-07T00:28:51.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,6.258212877792378,49.50980392156863,1610612737,57,55,2026-04-07T00:30:27Z,3280000,False,2.0,6.0,1,left,MISS O. Okongwu putback Layup,[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.68,Missed,,,,,,,,,,,,,,,,,,
339,PT11M27.00S,2026-04-07T00:28:52.9Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,57,55,2026-04-07T00:30:27Z,3300000,False,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,337.0,5.0,5.0,0.0,,,,,,,,,,,,,,
340,PT11M14.00S,2026-04-07T00:29:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,85.75886990801577,37.99019607843137,1610612752,57,55,2026-04-07T00:29:13Z,3310000,False,-60.0,81.0,1,right,MISS O. Anunoby 10' turnaround Shot - blocked,"[1628384, 203468]",1610612752.0,NYK,turnaround,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Left,10.11,Missed,,,,,,,,,,,,,,,,,McCollum,203468.0
341,PT11M14.00S,2026-04-07T00:29:05.3Z,3,REGULAR,block,,[],203468,,,1610612752,57,55,2026-04-07T00:29:07Z,3320000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
