actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-01T23:11:03.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-01T23:11:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-03-01T23:11:06.4Z,1,REGULAR,jumpball,recovered,[],1629638,,,1610612737,0,0,2026-03-01T23:11:06Z,40000,False,,,0,,Jump Ball O. Okongwu vs. D. Clingan: Tip to N. Alexander-Walker,"[1629638, 1630168, 1642270]",1610612737.0,ATL,startperiod,N. Alexander-Walker,1629638.0,Alexander-Walker,N. Alexander-Walker,Okongwu,1630168.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-03-01T23:11:20.9Z,1,REGULAR,foul,personal,['2freethrow'],1631200,,,1610612737,0,0,2026-03-01T23:11:43Z,70000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (McCollum 2 FT),"[1631200, 203468]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,200833.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,
9,PT11M43.00S,2026-03-01T23:11:44.0Z,1,REGULAR,freethrow,1 of 2,[],203468,,,1610612737,1,0,2026-03-01T23:11:44Z,90000,False,,,0,,C. McCollum Free Throw 1 of 2 (1 PTS),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M43.00S,2026-03-01T23:11:56.9Z,1,REGULAR,freethrow,2 of 2,[],203468,,,1610612737,2,0,2026-03-01T23:11:56Z,100000,False,,,0,,C. McCollum Free Throw 2 of 2 (2 PTS),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M18.00S,2026-03-01T23:12:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,5.338370565045992,49.26470588235294,1610612757,2,2,2026-03-01T23:12:31Z,110000,False,4.0,-2.0,1,left,J. Holiday driving Layup (2 PTS) (D. Clingan 1 AST),"[201950, 1642270]",1610612757.0,POR,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.44,D. Clingan,1642270.0,1.0,,,,,,,,,
13,PT11M05.00S,2026-03-01T23:12:36.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,87.99277266754271,52.94117647058824,1610612737,4,2,2026-03-01T23:12:42Z,130000,False,15.0,60.0,1,right,O. Okongwu 6' Hook (2 PTS) (N. Alexander-Walker 1 AST),"[1630168, 1629638]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,6.22,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,
15,PT10M53.00S,2026-03-01T23:12:49.8Z,1,REGULAR,3pt,Jump Shot,[],1642270,30.831143232588698,62.5,1610612757,4,2,2026-03-01T23:12:57Z,150000,False,-62.0,237.0,1,left,MISS D. Clingan 24' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,Missed,,24.54,,,,,,,,,,,,
16,PT10M50.00S,2026-03-01T23:12:52.8Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,4,2,2026-03-01T23:13:09Z,160000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,
17,PT10M49.00S,2026-03-01T23:12:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,8.623521681997373,49.50980392156863,1610612757,4,2,2026-03-01T23:13:28Z,170000,False,2.0,29.0,1,left,MISS D. Clingan Layup - blocked,"[1642270, 1630168]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.87,,,,,,,,Okongwu,1630168.0,,,
