actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-10T23:40:47.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-10T23:40:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-10T23:40:50.2Z,1,REGULAR,jumpball,recovered,[],1630552,,,1610612737,0,0,2026-03-10T23:40:50Z,40000,False,,,0,,Jump Ball O. Okongwu vs. D. Gafford: Tip to J. Johnson,"[1630552, 1630168, 1629655]",1610612737.0,ATL,startperiod,J. Johnson,1630552.0,Johnson,J. Johnson,Okongwu,1630168.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2026-03-10T23:41:09.6Z,1,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612737,0,0,2026-03-10T23:41:20Z,70000,False,,,0,,N. Alexander-Walker bad pass out-of-bounds TURNOVER (1 TO),[1629638],1610612737.0,ATL,bad pass,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,201639.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M14.00S,2026-03-10T23:41:40.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629655,10.726018396846255,47.05882352941176,1610612742,0,2,2026-03-10T23:41:47Z,80000,False,15.0,48.0,1,left,D. Gafford turnaround Hook (2 PTS) (N. Marshall 1 AST),"[1629655, 1630230]",1610612742.0,DAL,turnaround,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,5.05,Made,2.0,N. Marshall,1630230.0,1.0,,,,,,,,,,,,
10,PT11M05.00S,2026-03-10T23:41:49.4Z,1,REGULAR,3pt,Jump Shot,[],1630168,67.23061760840999,41.42156862745098,1610612737,3,2,2026-03-10T23:41:55Z,100000,False,-43.0,256.0,1,right,O. Okongwu 25' 3PT  (3 PTS) (D. Daniels 1 AST),"[1630168, 1630700]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,25.91,Made,3.0,D. Daniels,1630700.0,1.0,,,,,,,,,,,,
12,PT10M52.00S,2026-03-10T23:42:06.3Z,1,REGULAR,foul,personal,[],1629638,,,1610612742,3,2,2026-03-10T23:42:18Z,120000,False,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 1630230]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,203593.0,,,,,,,,1.0,0.0,Marshall,1630230.0,,,,,,,,
14,PT10M47.00S,2026-03-10T23:42:29.5Z,1,REGULAR,foul,personal,[],1630700,,,1610612742,3,2,2026-03-10T23:42:36Z,140000,False,,,0,,D. Daniels personal FOUL (1 PF),"[1630700, 1642843]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,201639.0,,,,,,,,1.0,0.0,Flagg,1642843.0,,,,,,,,
16,PT10M33.00S,2026-03-10T23:42:57.6Z,1,REGULAR,3pt,Jump Shot,[],1631108,28.07161629434954,72.54901960784314,1610612742,3,2,2026-03-10T23:43:04Z,160000,False,-113.0,211.0,1,left,MISS M. Christie 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,23.96,Missed,,,,,,,,,,,,,,,,
17,PT10M28.00S,2026-03-10T23:43:02.6Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,3,2,2026-03-10T23:43:04Z,170000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,16.0,1.0,0.0,1.0,,,,
18,PT10M25.00S,2026-03-10T23:43:05.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,6.258212877792378,47.549019607843135,1610612742,3,2,2026-03-11T00:10:16Z,180000,False,12.0,6.0,1,left,MISS D. Gafford driving reverse Layup - blocked,"[1629655, 1630552]",1610612742.0,DAL,driving reverse,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,1.38,Missed,,,,,,,,,,,,,Johnson,1630552.0,,
