actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-30T01:10:27.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-30T01:10:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-30T01:10:45.1Z,1,REGULAR,jumpball,recovered,[],1630557,,,1610612737,0,0,2026-01-30T01:10:45Z,40000,False,,,0,,Jump Ball C. Koloko vs. A. Sengun: Tip to C. Kispert,"[1630557, 1631132, 1630578]",1610612737.0,ATL,startperiod,C. Kispert,1630557.0,Kispert,C. Kispert,Koloko,1631132.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2026-01-30T01:11:05.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,14.931011826544022,45.83333333333333,1610612737,0,0,2026-01-30T01:11:12Z,70000,False,21.0,88.0,1,left,MISS D. Daniels 9' driving floating Shot - blocked,"[1630700, 1630578]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,9.03,Missed,Sengun,1630578.0,,,,,,,,,,,,,,,,
33,PT11M36.00S,2026-01-30T01:11:05.0Z,1,REGULAR,block,,[],1630578,,,1610612737,0,0,2026-01-30T01:14:07Z,75000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2026-01-30T01:11:06.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,0,0,2026-01-30T01:11:47Z,80000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,7.0,,,,,,,,,,,,,,,
10,PT11M27.00S,2026-01-30T01:11:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630557,5.338370565045992,52.94117647058824,1610612737,2,0,2026-01-30T01:12:00Z,100000,False,-15.0,-2.0,1,left,C. Kispert driving Layup (2 PTS) (C. Koloko 1 AST),"[1630557, 1631132]",1610612737.0,ATL,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.49,Made,,,,2.0,C. Koloko,1631132.0,1.0,,,,,,,,,,,
12,PT11M07.00S,2026-01-30T01:12:13.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,90.75229960578186,52.20588235294118,1610612745,2,0,2026-01-30T01:14:17Z,120000,False,11.0,34.0,1,right,MISS A. Sengun driving Hook,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.61,Missed,,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2026-01-30T01:12:17.3Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612745,2,0,2026-01-30T01:12:17Z,130000,False,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,12.0,,,,,1.0,0.0,1.0,,,,,,,,
14,PT11M02.00S,2026-01-30T01:12:19.1Z,1,REGULAR,turnover,lost ball,[],1629006,,,1610612745,2,0,2026-01-30T01:12:31Z,140000,False,,,0,,J. Okogie lost ball TURNOVER (1 TO),"[1629006, 1630249]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Krejčí,1630249.0,,,,,
15,PT11M02.00S,2026-01-30T01:12:19.1Z,1,REGULAR,steal,,[],1630249,,,1610612737,2,0,2026-01-30T01:12:21Z,150000,False,,,0,,V. Krejčí STEAL (1 STL),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
