actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-27T00:10:40.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-27T00:10:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-27T00:10:43.7Z,1,REGULAR,jumpball,recovered,[],1641796,,,1610612748,0,0,2025-12-27T00:10:43Z,40000,False,,,0,,Jump Ball K. Ware vs. O. Okongwu: Tip to P. Larsson,"[1641796, 1642276, 1630168]",1610612748.0,MIA,startperiod,P. Larsson,1641796.0,Larsson,P. Larsson,Ware,1642276.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-12-27T00:11:00.4Z,1,REGULAR,2pt,Jump Shot,[],1626181,10.85742444152431,70.34313725490196,1610612748,0,2,2025-12-27T00:11:10Z,70000,False,-102.0,50.0,1,left,N. Powell 11' pullup bank Jump Shot (2 PTS) (P. Larsson 1 AST),"[1626181, 1641796]",1610612748.0,MIA,pullup bank,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,11.32,Made,2.0,P. Larsson,1641796.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2025-12-27T00:11:21.5Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612737,0,2,2025-12-27T00:11:27Z,90000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1626181]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Powell,1626181.0,,,,,,,,,,,
10,PT11M18.00S,2025-12-27T00:11:21.5Z,1,REGULAR,steal,,[],1626181,,,1610612748,0,2,2025-12-27T00:11:23Z,100000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
11,PT11M13.00S,2025-12-27T00:11:30.5Z,1,REGULAR,foul,personal,[],1642258,,,1610612748,0,2,2025-12-27T00:11:38Z,110000,False,,,0,,Z. Risacher personal FOUL (1 PF),"[1642258, 1626181]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,1.0,0.0,Powell,1626181.0,,,,,,
13,PT11M00.00S,2025-12-27T00:11:58.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641796,25.443495400788436,79.90196078431373,1610612748,0,5,2025-12-27T00:12:04Z,130000,False,-150.0,187.0,1,left,P. Larsson 3PT  (3 PTS) (N. Powell 1 AST),"[1641796, 1626181]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,23.92,Made,3.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,,
15,PT10M43.00S,2025-12-27T00:12:15.5Z,1,REGULAR,3pt,Jump Shot,[],1642258,65.65374507227332,47.05882352941176,1610612737,3,5,2025-12-27T00:12:20Z,150000,False,-15.0,270.0,1,right,Z. Risacher 27' 3PT  (3 PTS) (J. Johnson 1 AST),"[1642258, 1630552]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,27.08,Made,3.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,,,
17,PT10M25.00S,2025-12-27T00:12:33.7Z,1,REGULAR,2pt,Jump Shot,[],203952,9.937582128777924,31.127450980392158,1610612748,3,7,2025-12-27T00:12:42Z,170000,False,94.0,41.0,1,left,A. Wiggins 10' driving floating bank Jump Shot (2 PTS) (N. Powell 2 AST),"[203952, 1626181]",1610612748.0,MIA,driving floating bank,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,10.29,Made,2.0,N. Powell,1626181.0,2.0,,,,,,,,,,,,,,
19,PT10M09.00S,2025-12-27T00:12:50.4Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612737,3,7,2025-12-27T00:13:17Z,190000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Johnson 2 FT),"[1630558, 1630552]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628954.0,1.0,0.0,Johnson,1630552.0,,,,,,
