actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
81,PT06M22.00S,2026-02-25T00:52:34.9Z,1,REGULAR,substitution,out,[],1629638,,,1610612764,12,9,2026-02-25T00:52:42Z,810000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M22.00S,2026-02-25T00:52:34.9Z,1,REGULAR,substitution,out,[],1630552,,,1610612764,12,9,2026-02-25T00:52:42Z,820000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M22.00S,2026-02-25T00:52:34.9Z,1,REGULAR,substitution,out,[],203468,,,1610612764,12,9,2026-02-25T00:52:42Z,830000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M22.00S,2026-02-25T00:52:34.9Z,1,REGULAR,substitution,in,[],1642258,,,1610612764,12,9,2026-02-25T00:52:42Z,840000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M22.00S,2026-02-25T00:52:34.9Z,1,REGULAR,substitution,in,[],1630228,,,1610612764,12,9,2026-02-25T00:52:42Z,850000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M22.00S,2026-02-25T00:52:34.9Z,1,REGULAR,substitution,in,[],1629216,,,1610612764,12,9,2026-02-25T00:52:42Z,860000,False,,,0,,SUB in: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M22.00S,2026-02-25T00:52:56.1Z,1,REGULAR,freethrow,2 of 2,[],1642273,,,1610612764,12,10,2026-02-25T00:52:56Z,870000,False,,,0,,K. George Free Throw 2 of 2 (4 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
88,PT06M04.00S,2026-02-25T00:53:18.1Z,1,REGULAR,3pt,Jump Shot,[],1629216,69.85873850197109,77.20588235294117,1610612737,15,10,2026-02-25T00:53:23Z,880000,False,136.0,231.0,1,right,G. Vincent 26' 3PT  (3 PTS) (J. Kuminga 1 AST),"[1629216, 1630228]",1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,26.79,Made,,,,,,,,,,,,,,,3.0,J. Kuminga,1630228.0,1.0
90,PT05M45.00S,2026-02-25T00:53:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641774,17.296320630749015,56.86274509803921,1610612764,15,10,2026-02-25T00:53:42Z,900000,False,-34.0,110.0,1,left,MISS T. Vukcevic 11' pullup Shot,[1641774],1610612764.0,WAS,pullup,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Center,11.53,Missed,,,,,,,,,,,,,,,,,,
91,PT05M41.00S,2026-02-25T00:53:40.5Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,15,10,2026-02-25T00:53:42Z,910000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,90.0,3.0,2.0,1.0,,,,,,,,,,,,,,
92,PT05M36.00S,2026-02-25T00:53:45.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630168,67.09921156373193,51.470588235294116,1610612737,18,10,2026-02-25T00:53:57Z,920000,False,7.0,257.0,1,right,O. Okongwu 25' 3PT running (3 PTS) (D. Daniels 2 AST),"[1630168, 1630700]",1610612737.0,ATL,running,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,25.69,Made,,,,,,,,,,,,,,,3.0,D. Daniels,1630700.0,2.0
95,PT05M28.00S,2026-02-25T00:53:58.4Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,18,10,2026-02-25T00:54:11Z,950000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M28.00S,2026-02-25T00:53:58.4Z,1,REGULAR,substitution,out,[],1642273,,,1610612764,18,10,2026-02-25T00:54:11Z,960000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M28.00S,2026-02-25T00:53:58.4Z,1,REGULAR,substitution,in,[],1630536,,,1610612764,18,10,2026-02-25T00:54:11Z,970000,False,,,0,,SUB in: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M28.00S,2026-02-25T00:53:58.4Z,1,REGULAR,substitution,in,[],1642860,,,1610612764,18,10,2026-02-25T00:54:11Z,980000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M25.00S,2026-02-25T00:54:20.3Z,1,REGULAR,3pt,Jump Shot,[],1641774,23.603810775295663,85.29411764705883,1610612764,18,13,2026-02-25T00:54:26Z,990000,False,-176.0,169.0,1,left,T. Vukcevic 24' 3PT  (5 PTS) (B. Carrington 3 AST),"[1641774, 1642267]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,24.46,Made,,,,,,,,,,,,,,,5.0,B. Carrington,1642267.0,3.0
101,PT05M08.00S,2026-02-25T00:54:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,87.99277266754271,58.333333333333336,1610612737,18,13,2026-02-25T00:54:42Z,1010000,False,42.0,60.0,1,right,MISS O. Okongwu 7' driving floating Shot,[1630168],1610612737.0,ATL,driving floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,7.34,Missed,,,,,,,,,,,,,,,,,,
102,PT05M06.00S,2026-02-25T00:54:39.6Z,1,REGULAR,rebound,defensive,[],1641774,,,1610612764,18,13,2026-02-25T00:54:42Z,1020000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:2),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),0-8 Center,,,101.0,2.0,2.0,0.0,,,,,,,,,,,,,,
103,PT05M01.00S,2026-02-25T00:54:45.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630536,5.075558475689881,49.50980392156863,1610612764,18,13,2026-02-25T00:54:54Z,1030000,False,2.0,-5.0,1,left,MISS S. Cooper running reverse Layup,[1630536],1610612764.0,WAS,running reverse,,,Cooper,S. Cooper,,,,,Restricted Area,0-8 Center,0.54,Missed,,,,,,,,,,,,,,,,,,
104,PT04M58.00S,2026-02-25T00:54:48.5Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,18,13,2026-02-25T00:54:54Z,1040000,False,,,0,,D. Daniels REBOUND (Off:3 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,103.0,4.0,1.0,3.0,,,,,,,,,,,,,,
105,PT04M54.00S,2026-02-25T00:54:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630228,92.9862023653088,50.0,1610612737,20,13,2026-02-25T00:55:00Z,1050000,False,0.0,13.0,1,right,J. Kuminga running Layup (2 PTS) (D. Daniels 3 AST),"[1630228, 1630700]",1610612737.0,ATL,running,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,,,,,,,,,2.0,D. Daniels,1630700.0,3.0
107,PT04M37.00S,2026-02-25T00:55:08.4Z,1,REGULAR,2pt,Jump Shot,[],1642267,10.068988173455978,29.166666666666668,1610612764,20,13,2026-02-25T00:55:14Z,1070000,False,104.0,42.0,1,left,MISS B. Carrington 11' fadeaway Shot,[1642267],1610612764.0,WAS,fadeaway,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Right,11.24,Missed,,,,,,,,,,,,,,,,,,
108,PT04M35.00S,2026-02-25T00:55:10.4Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,20,13,2026-02-25T00:55:14Z,1080000,False,,,0,,D. Daniels REBOUND (Off:3 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,,,107.0,5.0,2.0,3.0,,,,,,,,,,,,,,
109,PT04M25.00S,2026-02-25T00:55:20.9Z,1,REGULAR,3pt,Jump Shot,[],1629216,67.09921156373193,62.99019607843137,1610612737,20,13,2026-02-25T00:55:28Z,1090000,False,65.0,257.0,1,right,MISS G. Vincent 26' 3PT,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,26.49,Missed,,,,,,,,,,,,,,,,,,
110,PT04M23.00S,2026-02-25T00:55:23.7Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,20,13,2026-02-25T00:55:23Z,1100000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,109.0,4.0,2.0,2.0,,,,,,,,,,,,,,
111,PT04M21.00S,2026-02-25T00:55:25.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642258,67.36202365308804,34.068627450980394,1610612737,20,13,2026-02-25T00:55:32Z,1110000,False,-80.0,254.0,1,right,MISS Z. Risacher 26' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,26.65,Missed,,,,,,,,,,,,,,,,,,
112,PT04M17.00S,2026-02-25T00:55:29.3Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,20,13,2026-02-25T00:55:32Z,1120000,False,,,0,,B. Carrington REBOUND (Off:0 Def:4),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,111.0,4.0,4.0,0.0,,,,,,,,,,,,,,
113,PT04M07.00S,2026-02-25T00:55:38.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642848,12.959921156373195,43.13725490196079,1610612764,20,13,2026-02-25T00:55:44Z,1130000,False,34.0,69.0,1,left,MISS T. Johnson 7' driving floating Shot,[1642848],1610612764.0,WAS,driving floating,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.73,Missed,,,,,,,,,,,,,,,,,,
114,PT04M05.00S,2026-02-25T00:55:40.1Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,20,13,2026-02-25T00:55:44Z,1140000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT04M03.00S,2026-02-25T00:55:43.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630228,93.11760840998686,50.49019607843137,1610612737,22,13,2026-02-25T00:55:51Z,1150000,False,2.0,12.0,1,right,J. Kuminga running DUNK (4 PTS) (Z. Risacher 1 AST),"[1630228, 1642258]",1610612737.0,ATL,running,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,,,,,,,,,4.0,Z. Risacher,1642258.0,1.0
117,PT04M03.00S,2026-02-25T00:55:49.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,22,13,2026-02-25T00:55:49Z,1170000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M03.00S,2026-02-25T00:58:22.3Z,1,REGULAR,substitution,out,[],1630700,,,1610612764,22,13,2026-02-25T00:58:43Z,1180000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M03.00S,2026-02-25T00:58:22.3Z,1,REGULAR,substitution,out,[],1630168,,,1610612764,22,13,2026-02-25T00:58:43Z,1190000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M03.00S,2026-02-25T00:58:22.3Z,1,REGULAR,substitution,out,[],1641774,,,1610612764,22,13,2026-02-25T00:58:43Z,1200000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M03.00S,2026-02-25T00:58:22.3Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,22,13,2026-02-25T00:58:43Z,1210000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M03.00S,2026-02-25T00:58:22.3Z,1,REGULAR,substitution,in,[],1629638,,,1610612764,22,13,2026-02-25T00:58:43Z,1220000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M03.00S,2026-02-25T00:58:22.3Z,1,REGULAR,substitution,in,[],1629111,,,1610612764,22,13,2026-02-25T00:58:43Z,1230000,False,,,0,,SUB in: J. Landale,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M03.00S,2026-02-25T00:58:22.3Z,1,REGULAR,substitution,in,[],1630264,,,1610612764,22,13,2026-02-25T00:58:43Z,1240000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M03.00S,2026-02-25T00:58:22.3Z,1,REGULAR,substitution,in,[],1630551,,,1610612764,22,13,2026-02-25T00:58:43Z,1250000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M49.00S,2026-02-25T00:58:53.5Z,1,REGULAR,3pt,Jump Shot,[],1642848,29.77989487516426,31.127450980392158,1610612764,22,13,2026-02-25T00:58:58Z,1260000,False,94.0,227.0,1,left,MISS T. Johnson 24' 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,24.62,Missed,,,,,,,,,,,,,,,,,,
127,PT03M46.00S,2026-02-25T00:58:56.5Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612737,22,13,2026-02-25T00:58:58Z,1270000,False,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,
128,PT03M38.00S,2026-02-25T00:59:04.7Z,1,REGULAR,3pt,Jump Shot,[],1629638,90.88370565045992,4.166666666666666,1610612737,25,13,2026-02-25T00:59:09Z,1280000,False,-229.0,33.0,1,right,N. Alexander-Walker 3PT  (3 PTS) (J. Kuminga 2 AST),"[1629638, 1630228]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,,,,,,,,,,,3.0,J. Kuminga,1630228.0,2.0
130,PT03M10.00S,2026-02-25T00:59:32.3Z,1,REGULAR,2pt,Jump Shot,[],1642848,23.603810775295663,31.862745098039213,1610612764,25,13,2026-02-25T00:59:40Z,1300000,False,91.0,169.0,1,left,MISS T. Johnson 19' step back Shot,[1642848],1610612764.0,WAS,step back,,,Johnson,T. Johnson,,,,,Mid-Range,16-24 Right Center,19.22,Missed,,,,,,,,,,,,,,,,,,
131,PT03M07.00S,2026-02-25T00:59:35.2Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612737,25,13,2026-02-25T00:59:35Z,1310000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Right Center,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT03M06.00S,2026-02-25T00:59:37.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642258,93.11760840998686,48.529411764705884,1610612737,27,13,2026-02-25T00:59:46Z,1320000,False,-7.0,12.0,1,right,Z. Risacher running DUNK (2 PTS) (J. Kuminga 3 AST),"[1642258, 1630228]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,,,,,2.0,J. Kuminga,1630228.0,3.0
134,PT03M06.00S,2026-02-25T00:59:42.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612764,27,13,2026-02-25T00:59:42Z,1340000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M06.00S,2026-02-25T01:00:45.9Z,1,REGULAR,substitution,out,[],1642848,,,1610612764,27,13,2026-02-25T01:01:06Z,1350000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M06.00S,2026-02-25T01:00:45.9Z,1,REGULAR,substitution,in,[],1641731,,,1610612764,27,13,2026-02-25T01:01:06Z,1360000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M45.00S,2026-02-25T01:01:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,7.440867279894875,54.65686274509803,1610612764,27,13,2026-02-25T01:07:39Z,1370000,False,-23.0,17.0,1,left,MISS B. Coulibaly driving floating bank Shot,[1641731],1610612764.0,WAS,driving floating bank,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,,
138,PT02M42.00S,2026-02-25T01:01:32.7Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612737,27,13,2026-02-25T01:01:35Z,1380000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,137.0,2.0,2.0,0.0,,,,,,,,,,,,,,
139,PT02M29.00S,2026-02-25T01:01:46.4Z,1,REGULAR,turnover,bad pass,[],1629638,,,1610612737,27,13,2026-02-25T01:01:52Z,1390000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 1641731]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,Coulibaly,1641731.0,,,,,,,,,,,
140,PT02M29.00S,2026-02-25T01:01:46.4Z,1,REGULAR,steal,,[],1641731,,,1610612764,27,13,2026-02-25T01:01:48Z,1400000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
141,PT02M20.00S,2026-02-25T01:01:54.7Z,1,REGULAR,turnover,lost ball,[],1641731,,,1610612764,27,13,2026-02-25T01:01:59Z,1410000,False,,,0,,B. Coulibaly lost ball TURNOVER (1 TO),"[1641731, 1630228]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Kuminga,1630228.0,,,,,,,,,,,
142,PT02M20.00S,2026-02-25T01:01:54.7Z,1,REGULAR,steal,,[],1630228,,,1610612737,27,13,2026-02-25T01:01:56Z,1420000,False,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT02M15.00S,2026-02-25T01:02:00.7Z,1,REGULAR,turnover,bad pass,[],1642258,,,1610612737,27,13,2026-02-25T01:02:06Z,1430000,False,,,0,,Z. Risacher bad pass TURNOVER (1 TO),"[1642258, 1630551]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Champagnie,1630551.0,,,,,,,,,,,
144,PT02M15.00S,2026-02-25T01:02:00.7Z,1,REGULAR,steal,,[],1630551,,,1610612764,27,13,2026-02-25T01:02:03Z,1440000,False,,,0,,J. Champagnie STEAL (1 STL),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
145,PT02M08.00S,2026-02-25T01:02:07.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630551,32.013797634691194,40.931372549019606,1610612764,27,13,2026-02-25T01:02:12Z,1450000,False,45.0,248.0,1,left,MISS J. Champagnie 25' 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,25.25,Missed,,,,,,,,,,,,,,,,,,
146,PT02M04.00S,2026-02-25T01:02:11.6Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,27,13,2026-02-25T01:02:12Z,1460000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,,
147,PT01M45.00S,2026-02-25T01:02:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,92.19776609724047,52.69607843137255,1610612737,29,13,2026-02-25T01:02:37Z,1470000,False,13.0,21.0,1,right,G. Vincent driving Layup (5 PTS) (J. Kuminga 4 AST),"[1629216, 1630228]",1610612737.0,ATL,driving,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,,,,,,,,,,,5.0,J. Kuminga,1630228.0,4.0
149,PT01M45.00S,2026-02-25T01:02:38.1Z,1,REGULAR,foul,personal,['1freethrow'],1641731,,,1610612737,29,13,2026-02-25T01:02:59Z,1490000,False,,,0,,B. Coulibaly shooting personal FOUL (1 PF) (Vincent 1 FT),"[1641731, 1629216]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627964.0,1.0,0.0,Vincent,1629216.0,,,,
151,PT01M45.00S,2026-02-25T01:03:00.0Z,1,REGULAR,freethrow,1 of 1,[],1629216,,,1610612737,30,13,2026-02-25T01:03:00Z,1510000,False,,,0,,G. Vincent Free Throw 1 of 1 (6 PTS),[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
152,PT01M32.00S,2026-02-25T01:03:13.4Z,1,REGULAR,2pt,Jump Shot,[],1630536,16.245072273324574,29.65686274509804,1610612764,30,15,2026-02-25T01:03:19Z,1520000,False,102.0,100.0,1,left,S. Cooper 14' pullup Jump Shot (2 PTS),[1630536],1610612764.0,WAS,pullup,,,Cooper,S. Cooper,,,,,Mid-Range,8-16 Right,14.28,Made,,,,,,,,,,,,,,,2.0,,,
153,PT01M10.00S,2026-02-25T01:03:36.2Z,1,REGULAR,3pt,Jump Shot,[],1630228,93.64323258869908,3.1862745098039214,1610612737,30,15,2026-02-25T01:03:44Z,1530000,False,-234.0,7.0,1,right,MISS J. Kuminga 3PT,[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
154,PT01M06.00S,2026-02-25T01:03:40.2Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612737,30,15,2026-02-25T01:03:44Z,1540000,False,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,153.0,1.0,0.0,1.0,,,,,,,,,,,,,,
155,PT01M06.00S,2026-02-25T01:03:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,92.32917214191852,47.794117647058826,1610612737,30,15,2026-02-25T01:06:54Z,1550000,False,-11.0,20.0,1,right,MISS Z. Risacher Layup,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
156,PT01M04.00S,2026-02-25T01:03:43.0Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612737,30,15,2026-02-25T01:06:54Z,1560000,False,,,0,,J. Landale REBOUND (Off:2 Def:0),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,155.0,2.0,0.0,2.0,,,,,,,,,,,,,,
157,PT01M02.00S,2026-02-25T01:03:44.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,67.09921156373193,39.950980392156865,1610612737,30,15,2026-02-25T01:03:51Z,1570000,False,-50.0,257.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,26.17,Missed,,,,,,,,,,,,,,,,,,
158,PT00M59.40S,2026-02-25T01:03:46.6Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,30,15,2026-02-25T01:03:51Z,1580000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,,
159,PT00M55.60S,2026-02-25T01:03:51.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630536,6.652431011826544,54.41176470588235,1610612764,30,15,2026-02-25T01:04:03Z,1590000,False,-22.0,10.0,1,left,MISS S. Cooper running Layup - blocked,"[1630536, 1629216]",1610612764.0,WAS,running,,,Cooper,S. Cooper,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,Vincent,1629216.0,,,,,,,,,
160,PT00M55.60S,2026-02-25T01:03:51.6Z,1,REGULAR,block,,[],1629216,,,1610612764,30,15,2026-02-25T01:03:54Z,1600000,False,,,0,,G. Vincent BLOCK (1 BLK),[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
