actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal
165,PT00M15.10S,2025-11-29T01:05:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630596,68.28186596583443,64.4607843137255,1610612739,33,23,2025-11-29T01:24:06Z,1630000,False,72.0,246.0,1,right,E. Mobley 25' 3PT  (3 PTS) (D. Garland 2 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,25.61,,,,,,,D. Garland,1629636.0,2.0
168,PT00M00.30S,2025-11-29T01:06:20.4Z,1,REGULAR,3pt,Jump Shot,[],1630249,33.590670170827856,37.745098039215684,1610612737,33,23,2025-11-29T01:06:26Z,1650000,False,61.0,263.0,1,left,MISS V. Krejčí 27' 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,27.03,,,,,,,,,
169,PT00M00.30S,2025-11-29T01:06:20.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,33,23,2025-11-29T01:06:26Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,168.0,,,,,,
170,PT00M00.00S,2025-11-29T01:06:27.5Z,1,REGULAR,period,end,[],0,,,1610612737,33,23,2025-11-29T01:06:27Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-11-29T01:08:35.9Z,2,REGULAR,substitution,out,['startperiod'],1629638,,,1610612737,33,23,2025-11-29T01:09:03Z,1680000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-11-29T01:08:35.9Z,2,REGULAR,substitution,out,['startperiod'],1630811,,,1610612737,33,23,2025-11-29T01:09:03Z,1690000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-11-29T01:08:35.9Z,2,REGULAR,substitution,out,['startperiod'],1642281,,,1610612737,33,23,2025-11-29T01:09:03Z,1700000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-11-29T01:08:35.9Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612737,33,23,2025-11-29T01:09:03Z,1710000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-11-29T01:08:35.9Z,2,REGULAR,substitution,out,['startperiod'],1629636,,,1610612737,33,23,2025-11-29T01:09:03Z,1720000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-11-29T01:08:35.9Z,2,REGULAR,substitution,in,['startperiod'],1630700,,,1610612737,33,23,2025-11-29T01:09:03Z,1730000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-11-29T01:08:35.9Z,2,REGULAR,substitution,in,['startperiod'],1628379,,,1610612737,33,23,2025-11-29T01:09:03Z,1740000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-11-29T01:08:35.9Z,2,REGULAR,substitution,in,['startperiod'],1626204,,,1610612737,33,23,2025-11-29T01:09:03Z,1750000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-11-29T01:08:35.9Z,2,REGULAR,substitution,in,['startperiod'],1628378,,,1610612737,33,23,2025-11-29T01:09:03Z,1760000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-11-29T01:08:35.9Z,2,REGULAR,substitution,in,['startperiod'],1629631,,,1610612737,33,23,2025-11-29T01:09:03Z,1770000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-11-29T01:09:07.8Z,2,REGULAR,period,start,[],0,,,1610612737,33,23,2025-11-29T01:09:07Z,1780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M40.00S,2025-11-29T01:09:27.2Z,2,REGULAR,3pt,Jump Shot,[],1631243,7.966491458607096,2.696078431372549,1610612737,33,23,2025-11-29T01:09:32Z,1790000,False,237.0,22.0,1,left,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,23.76,,,,,,,,,
183,PT11M36.00S,2025-11-29T01:09:31.2Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612739,33,23,2025-11-29T01:09:32Z,1800000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,182.0,2.0,2.0,0.0,,,
184,PT11M29.00S,2025-11-29T01:09:37.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,89.04402102496715,50.245098039215684,1610612739,33,23,2025-11-29T01:09:42Z,1810000,False,1.0,50.0,1,right,MISS E. Mobley cutting Layup - blocked,"[1630596, 1631243]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,5.05,Gueye,1631243.0,,,,,,,
185,PT11M29.00S,2025-11-29T01:09:37.3Z,2,REGULAR,block,,[],1631243,,,1610612739,33,23,2025-11-29T01:09:39Z,1820000,False,,,0,,M. Gueye BLOCK (2 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
186,PT11M26.00S,2025-11-29T01:09:40.3Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,33,23,2025-11-29T01:09:42Z,1830000,False,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,184.0,4.0,2.0,2.0,,,
187,PT11M22.00S,2025-11-29T01:09:44.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629631,93.51182654402102,50.0,1610612739,33,25,2025-11-29T01:09:49Z,1840000,False,0.0,8.0,1,right,D. Hunter cutting DUNK (7 PTS) (L. Ball 3 AST),"[1629631, 1628366]",1610612739.0,CLE,cutting,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,0.85,,,,,,,L. Ball,1628366.0,3.0
190,PT11M18.00S,2025-11-29T01:10:43.8Z,2,REGULAR,foul,personal,[],1629631,,,1610612737,33,25,2025-11-29T01:11:25Z,1870000,False,,,0,,D. Hunter double personal FOUL (2 PF),"[1629631, 1631243]",1610612739.0,CLE,double,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,202027.0,2.0,0.0,Gueye,1631243.0,,,,,,,,,,,,,,,
192,PT11M18.00S,2025-11-29T01:10:43.8Z,2,REGULAR,foul,personal,[],1631243,,,1610612737,33,25,2025-11-29T01:11:17Z,1890000,False,,,0,,M. Gueye double personal FOUL (1 PF),"[1631243, 1629631]",1610612737.0,ATL,double,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Left Center,1146.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,
195,PT11M18.00S,2025-11-29T01:12:41.2Z,2,REGULAR,foul,technical,['1freethrow'],1631243,,,1610612737,33,25,2025-11-29T01:13:00Z,1920000,False,,,0,,M. Gueye technical FOUL (1 Tech),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,1146.0,1.0,1.0,,,,,,,,,,,,,,,,,
196,PT11M18.00S,2025-11-29T01:13:12.7Z,2,REGULAR,freethrow,1 of 1,[],1628378,,,1610612737,33,26,2025-11-29T01:13:12Z,1930000,False,,,0,,D. Mitchell technical Free Throw 1 of 1 (7 PTS),[1628378],1610612739.0,CLE,technical,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
198,PT10M56.00S,2025-11-29T01:13:55.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,9.411957950065702,38.23529411764706,1610612737,33,26,2025-11-29T01:14:00Z,1950000,False,59.0,36.0,1,left,MISS O. Okongwu 6' turnaround Hook,[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,6.89,,,,,,,,,
199,PT10M53.00S,2025-11-29T01:13:58.4Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,33,26,2025-11-29T01:14:00Z,1960000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,198.0,3.0,2.0,1.0,,,
200,PT10M48.00S,2025-11-29T01:14:04.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628379,29.77989487516426,24.264705882352942,1610612737,33,26,2025-11-29T01:14:10Z,1970000,False,129.0,227.0,1,left,MISS L. Kennard 26' 3PT,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,26.13,,,,,,,,,
201,PT10M43.00S,2025-11-29T01:14:09.5Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,33,26,2025-11-29T01:14:10Z,1980000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,200.0,1.0,1.0,0.0,,,
202,PT10M38.00S,2025-11-29T01:14:17.2Z,2,REGULAR,turnover,backcourt,[],1628366,,,1610612739,33,26,2025-11-29T01:14:32Z,1990000,False,,,0,,L. Ball backcourt TURNOVER (1 TO),[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,1146.0,,,,,,,1.0,,,,,,,,,,,,
203,PT10M28.00S,2025-11-29T01:14:46.7Z,2,REGULAR,turnover,traveling,[],1628379,,,1610612737,33,26,2025-11-29T01:14:52Z,2000000,False,,,0,,L. Kennard traveling TURNOVER (1 TO),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Center,202901.0,,,,,,,1.0,,,,,,,,,,,,
204,PT10M28.00S,2025-11-29T01:14:51.6Z,2,REGULAR,substitution,out,[],1628366,,,1610612739,33,26,2025-11-29T01:14:57Z,2010000,False,,,0,,SUB out: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M28.00S,2025-11-29T01:14:51.6Z,2,REGULAR,substitution,in,[],1641772,,,1610612739,33,26,2025-11-29T01:14:57Z,2020000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M13.00S,2025-11-29T01:15:13.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641772,86.5473061760841,94.6078431372549,1610612739,33,29,2025-11-29T01:15:20Z,2030000,False,223.0,74.0,1,right,N. Tomlin 3PT  (3 PTS) (D. Mitchell 1 AST),"[1641772, 1628378]",1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,,,,23.5,,,,,,,D. Mitchell,1628378.0,1.0
208,PT09M58.00S,2025-11-29T01:15:30.7Z,2,REGULAR,3pt,Jump Shot,[],1628379,19.530223390275953,93.38235294117648,1610612737,33,29,2025-11-29T01:27:23Z,2050000,False,-217.0,131.0,1,left,MISS L. Kennard 25' 3PT,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,25.34,,,,,,,,,
209,PT09M56.00S,2025-11-29T01:15:32.7Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,33,29,2025-11-29T01:27:23Z,2060000,False,,,0,,D. Daniels REBOUND (Off:2 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,208.0,4.0,2.0,2.0,,,
210,PT09M53.00S,2025-11-29T01:15:35.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630249,26.888961892247043,16.911764705882355,1610612737,33,29,2025-11-29T01:28:20Z,2070000,False,165.0,200.0,1,left,MISS V. Krejčí 25' pullup 3PT,[1630249],1610612737.0,ATL,pullup,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.98,,,,,,,,,
211,PT09M50.00S,2025-11-29T01:15:38.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,33,29,2025-11-29T01:27:30Z,2080000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,210.0,,,,,,
213,PT09M37.00S,2025-11-29T01:16:06.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630700,11.777266754270697,42.64705882352941,1610612737,33,29,2025-11-29T01:16:11Z,2100000,False,37.0,58.0,1,left,MISS D. Daniels 6' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,6.89,,,,,,,,,
214,PT09M33.00S,2025-11-29T01:16:10.2Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,33,29,2025-11-29T01:16:11Z,2110000,False,,,0,,E. Mobley REBOUND (Off:2 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,213.0,5.0,3.0,2.0,,,
215,PT09M26.00S,2025-11-29T01:16:16.3Z,2,REGULAR,3pt,Jump Shot,[],1628378,73.66951379763469,17.892156862745097,1610612739,33,32,2025-11-29T01:16:21Z,2120000,False,-161.0,195.0,1,right,D. Mitchell 25' 3PT  (10 PTS) (E. Mobley 2 AST),"[1628378, 1630596]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,Made,10.0,,,,25.26,,,,,,,E. Mobley,1630596.0,2.0
217,PT09M25.00S,2025-11-29T01:16:21.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,33,32,2025-11-29T01:16:21Z,2140000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M25.00S,2025-11-29T01:17:42.3Z,2,REGULAR,substitution,out,[],1630596,,,1610612737,33,32,2025-11-29T01:19:09Z,2150000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M25.00S,2025-11-29T01:17:42.3Z,2,REGULAR,substitution,in,[],1629731,,,1610612737,33,32,2025-11-29T01:19:09Z,2160000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M14.00S,2025-11-29T01:19:22.4Z,2,REGULAR,3pt,Jump Shot,[],1631243,9.543363994743759,2.696078431372549,1610612737,33,32,2025-11-29T01:19:28Z,2170000,False,237.0,37.0,1,left,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,23.94,,,,,,,,,
221,PT09M12.00S,2025-11-29T01:19:24.4Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612739,33,32,2025-11-29T01:19:28Z,2180000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,220.0,1.0,1.0,0.0,,,
222,PT08M59.00S,2025-11-29T01:19:38.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.9862023653088,49.26470588235294,1610612739,33,34,2025-11-29T01:19:43Z,2190000,False,-4.0,13.0,1,right,D. Mitchell driving Layup (12 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,,,,1.39,,,,,,,,,
224,PT08M44.00S,2025-11-29T01:20:00.3Z,2,REGULAR,substitution,out,[],1630700,,,1610612737,33,34,2025-11-29T01:20:11Z,2210000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M44.00S,2025-11-29T01:20:00.3Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,33,34,2025-11-29T01:20:11Z,2220000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M44.00S,2025-11-29T01:20:00.3Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,33,34,2025-11-29T01:20:11Z,2230000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M44.00S,2025-11-29T01:20:00.3Z,2,REGULAR,substitution,in,[],1630811,,,1610612737,33,34,2025-11-29T01:20:11Z,2240000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M39.00S,2025-11-29T01:20:29.6Z,2,REGULAR,foul,personal,[],1641772,,,1610612737,33,34,2025-11-29T01:20:42Z,2250000,False,,,0,,N. Tomlin personal FOUL (1 PF),"[1641772, 1631243]",1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Mid-Range,16-24 Center,202027.0,1.0,0.0,Gueye,1631243.0,,,,,,,,,,,,,,,
230,PT08M39.00S,2025-11-29T01:20:41.7Z,2,REGULAR,substitution,out,[],1628379,,,1610612737,33,34,2025-11-29T01:20:48Z,2270000,False,,,0,,SUB out: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M39.00S,2025-11-29T01:20:41.7Z,2,REGULAR,substitution,in,[],1629638,,,1610612737,33,34,2025-11-29T01:20:48Z,2280000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M33.00S,2025-11-29T01:20:58.9Z,2,REGULAR,3pt,Jump Shot,[],1630249,33.065045992115635,37.99019607843137,1610612737,36,34,2025-11-29T01:21:03Z,2290000,False,60.0,258.0,1,left,V. Krejčí 26' 3PT  (3 PTS) (K. Wallace 1 AST),"[1630249, 1630811]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,26.52,,,,,,,K. Wallace,1630811.0,1.0
234,PT08M18.00S,2025-11-29T01:21:13.3Z,2,REGULAR,3pt,Jump Shot,[],1629631,68.54467805519053,61.274509803921575,1610612739,36,37,2025-11-29T01:21:19Z,2310000,False,56.0,243.0,1,right,D. Hunter 24' 3PT pullup (10 PTS),[1629631],1610612739.0,CLE,pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,Made,10.0,,,,24.97,,,,,,,,,
235,PT08M11.00S,2025-11-29T01:21:21.2Z,2,REGULAR,3pt,Jump Shot,[],1630249,31.750985545335087,63.970588235294116,1610612737,39,37,2025-11-29T01:21:26Z,2320000,False,-70.0,246.0,1,left,V. Krejčí 25' 3PT pullup (6 PTS),[1630249],1610612737.0,ATL,pullup,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,,,,25.57,,,,,,,,,
236,PT07M59.00S,2025-11-29T01:21:32.6Z,2,REGULAR,3pt,Jump Shot,[],1628378,70.12155059132719,26.47058823529412,1610612739,39,40,2025-11-29T01:21:37Z,2330000,False,-118.0,228.0,1,right,D. Mitchell 25' 3PT step back (15 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,Made,15.0,,,,25.69,,,,,,,,,
237,PT07M42.00S,2025-11-29T01:21:51.0Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,39,40,2025-11-29T01:21:55Z,2340000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[1630552, 1628378]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,Mitchell,1628378.0,,,,,,,,,,
238,PT07M42.00S,2025-11-29T01:21:51.0Z,2,REGULAR,steal,,[],1628378,,,1610612739,39,40,2025-11-29T01:21:53Z,2350000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
239,PT07M36.00S,2025-11-29T01:21:56.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628378,69.59592641261499,29.166666666666668,1610612739,39,43,2025-11-29T01:22:02Z,2360000,False,-104.0,233.0,1,right,D. Mitchell 25' 3PT running pullup (18 PTS),[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,Made,18.0,,,,25.55,,,,,,,,,
240,PT07M17.00S,2025-11-29T01:22:14.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.915243101182654,49.754901960784316,1610612737,39,43,2025-11-29T01:22:18Z,2370000,False,1.0,13.0,1,left,MISS N. Alexander-Walker driving Layup - blocked,"[1629638, 1641772]",1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.26,Tomlin,1641772.0,,,,,,,
353,PT07M17.00S,2025-11-29T01:22:14.6Z,2,REGULAR,block,,[],1641772,,,1610612737,39,43,2025-11-29T01:55:49Z,2380000,False,,,0,,N. Tomlin BLOCK (1 BLK),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
242,PT07M15.00S,2025-11-29T01:22:16.6Z,2,REGULAR,rebound,defensive,[],1641772,,,1610612739,39,43,2025-11-29T01:22:18Z,2390000,False,,,0,,N. Tomlin REBOUND (Off:0 Def:1),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,240.0,1.0,1.0,0.0,,,
243,PT07M10.00S,2025-11-29T01:22:22.8Z,2,REGULAR,3pt,Jump Shot,[],1628378,73.53810775295663,83.33333333333334,1610612739,39,43,2025-11-29T01:22:27Z,2400000,False,167.0,196.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.75,,,,,,,,,
244,PT07M07.00S,2025-11-29T01:22:25.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,39,43,2025-11-29T01:22:27Z,2410000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,243.0,,,,,,
246,PT07M07.00S,2025-11-29T01:22:31.0Z,2,REGULAR,substitution,out,[],1629631,,,1610612737,39,43,2025-11-29T01:22:39Z,2430000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M07.00S,2025-11-29T01:22:31.0Z,2,REGULAR,substitution,out,[],1628378,,,1610612737,39,43,2025-11-29T01:22:39Z,2440000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M07.00S,2025-11-29T01:22:31.0Z,2,REGULAR,substitution,in,[],1629636,,,1610612737,39,43,2025-11-29T01:22:39Z,2450000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M07.00S,2025-11-29T01:22:31.0Z,2,REGULAR,substitution,in,[],1642281,,,1610612737,39,43,2025-11-29T01:22:39Z,2460000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M50.00S,2025-11-29T01:23:05.0Z,2,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612737,39,43,2025-11-29T01:23:29Z,2470000,False,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Johnson 2 FT),"[1626204, 1630552]",1610612739.0,CLE,shooting,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Left,1146.0,1.0,0.0,Johnson,1630552.0,,,,,,,,,,,,,,,
252,PT06M50.00S,2025-11-29T01:23:31.8Z,2,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,40,43,2025-11-29T01:24:00Z,2490000,False,,,0,,J. Johnson Free Throw 1 of 2 (9 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
253,PT06M50.00S,2025-11-29T01:23:33.7Z,2,REGULAR,substitution,out,[],1626204,,,1610612737,40,43,2025-11-29T01:23:42Z,2500000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
