actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
82,PT05M14.00S,2026-03-16T23:25:43.7Z,1,REGULAR,3pt,Jump Shot,[],1628975,29.25427069645204,69.36274509803921,1610612753,18,16,2026-03-16T23:26:51Z,820000,False,-97.0,222.0,1,left,J. Carter 24' 3PT step back (3 PTS),[1628975],1610612753.0,ORL,step back,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,24.26,Made,,,,,,,,,,,3.0,,,,,,,
83,PT05M07.00S,2026-03-16T23:25:52.8Z,1,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612737,18,16,2026-03-16T23:26:02Z,830000,False,,,0,,J. Carter shooting personal FOUL (1 PF) (Daniels 2 FT),"[1628975, 1630700]",1610612753.0,ORL,shooting,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,,1628481.0,,1.0,0.0,Daniels,1630700.0,,,,,,,,
85,PT05M07.00S,2026-03-16T23:26:19.2Z,1,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,19,16,2026-03-16T23:26:46Z,850000,False,,,0,,D. Daniels Free Throw 1 of 2 (7 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
86,PT05M07.00S,2026-03-16T23:26:21.9Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,19,16,2026-03-16T23:26:32Z,860000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M07.00S,2026-03-16T23:26:21.9Z,1,REGULAR,substitution,in,[],1629111,,,1610612737,19,16,2026-03-16T23:26:32Z,870000,False,,,0,,SUB in: J. Landale,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M07.00S,2026-03-16T23:26:19.2Z,1,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,19,16,2026-03-16T23:26:46Z,880000,False,,,0,,MISS D. Daniels Free Throw 2 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
89,PT05M05.00S,2026-03-16T23:26:21.2Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,19,16,2026-03-16T23:26:46Z,890000,False,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,88.0,4.0,4.0,0.0,,,,,,,,,,,,,,
90,PT04M42.00S,2026-03-16T23:27:04.9Z,1,REGULAR,2pt,Jump Shot,[],1628975,17.0335085413929,68.13725490196079,1610612753,19,18,2026-03-16T23:27:11Z,900000,False,-91.0,108.0,1,left,J. Carter 14' pullup Jump Shot (5 PTS),[1628975],1610612753.0,ORL,pullup,,,Carter,J. Carter,,,,,Mid-Range,8-16 Left,14.07,Made,,,,,,,,,,,5.0,,,,,,,
91,PT04M31.00S,2026-03-16T23:27:14.8Z,1,REGULAR,2pt,Jump Shot,[],1630552,75.3777923784494,56.86274509803921,1610612737,21,18,2026-03-16T23:27:20Z,910000,False,34.0,179.0,1,right,J. Johnson 18' pullup Jump Shot (4 PTS),[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Center,18.22,Made,,,,,,,,,,,4.0,,,,,,,
92,PT04M17.00S,2026-03-16T23:27:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,5.601182654402102,48.28431372549019,1610612753,21,18,2026-03-16T23:27:35Z,920000,False,9.0,0.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,,,,
93,PT04M15.00S,2026-03-16T23:27:31.5Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,21,18,2026-03-16T23:27:35Z,930000,False,,,0,,J. Johnson REBOUND (Off:0 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,92.0,4.0,4.0,0.0,,,,,,,,,,,,,,
94,PT04M09.00S,2026-03-16T23:27:39.5Z,1,REGULAR,turnover,bad pass,[],1630552,,,1610612737,21,18,2026-03-16T23:27:45Z,940000,False,,,0,,J. Johnson bad pass TURNOVER (3 TO),"[1630552, 1628975]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,,,,,,,,,Carter,1628975.0,,
95,PT04M09.00S,2026-03-16T23:27:39.5Z,1,REGULAR,steal,,[],1628975,,,1610612753,21,18,2026-03-16T23:27:41Z,950000,False,,,0,,J. Carter STEAL (1 STL),[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
96,PT04M09.00S,2026-03-16T23:27:42.8Z,1,REGULAR,foul,personal,[],1629111,,,1610612753,21,18,2026-03-16T23:27:49Z,960000,False,,,0,,J. Landale personal FOUL (1 PF),"[1629111, 1628976]",1610612737.0,ATL,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1179.0,,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,
98,PT04M09.00S,2026-03-16T23:27:49.4Z,1,REGULAR,substitution,out,[],1630700,,,1610612753,21,18,2026-03-16T23:27:52Z,980000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M09.00S,2026-03-16T23:27:49.4Z,1,REGULAR,substitution,in,[],1629638,,,1610612753,21,18,2026-03-16T23:27:52Z,990000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M49.00S,2026-03-16T23:28:20.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,6.783837056504599,97.30392156862744,1610612753,21,18,2026-03-16T23:28:25Z,1000000,False,-237.0,11.0,1,left,MISS W. Carter Jr. pullup 3PT,[1628976],1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,,
101,PT03M44.00S,2026-03-16T23:28:25.1Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,21,18,2026-03-16T23:28:25Z,1010000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,,,100.0,2.0,1.0,1.0,,,,,,,,,,,,,,
102,PT03M31.00S,2026-03-16T23:28:36.6Z,1,REGULAR,3pt,Jump Shot,[],1631243,91.5407358738502,4.166666666666666,1610612737,21,18,2026-03-16T23:28:42Z,1020000,False,-229.0,27.0,1,right,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,23.08,Missed,,,,,,,,,,,,,,,,,,
103,PT03M28.00S,2026-03-16T23:28:39.6Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,21,18,2026-03-16T23:28:42Z,1030000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Left Corner 3,24+ Left,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,
104,PT03M15.00S,2026-03-16T23:28:54.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629111,,,1610612753,21,18,2026-03-16T23:29:21Z,1040000,False,,,0,,J. Landale shooting personal FOUL (2 PF) (Banchero 2 FT),"[1629111, 1631094]",1610612737.0,ATL,shooting,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628481.0,,2.0,0.0,Banchero,1631094.0,,,,,,,,
106,PT03M15.00S,2026-03-16T23:29:25.6Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,21,18,2026-03-16T23:29:25Z,1060000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
107,PT03M15.00S,2026-03-16T23:29:25.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,21,18,2026-03-16T23:29:25Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,
108,PT03M15.00S,2026-03-16T23:29:26.6Z,1,REGULAR,substitution,out,[],1630552,,,1610612753,21,18,2026-03-16T23:29:46Z,1080000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M15.00S,2026-03-16T23:29:26.6Z,1,REGULAR,substitution,out,[],1641783,,,1610612753,21,18,2026-03-16T23:29:46Z,1090000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M15.00S,2026-03-16T23:29:26.6Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,21,18,2026-03-16T23:29:46Z,1100000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M15.00S,2026-03-16T23:29:26.6Z,1,REGULAR,substitution,in,[],1642258,,,1610612753,21,18,2026-03-16T23:29:46Z,1110000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M15.00S,2026-03-16T23:29:26.6Z,1,REGULAR,substitution,in,[],1630217,,,1610612753,21,18,2026-03-16T23:29:46Z,1120000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M15.00S,2026-03-16T23:29:26.6Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,21,18,2026-03-16T23:29:46Z,1130000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M15.00S,2026-03-16T23:29:51.8Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,21,19,2026-03-16T23:29:51Z,1140000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
115,PT02M58.00S,2026-03-16T23:30:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,92.9862023653088,50.0,1610612737,23,19,2026-03-16T23:30:31Z,1150000,False,0.0,13.0,1,right,J. Landale driving Layup (2 PTS) (G. Vincent 1 AST),"[1629111, 1629216]",1610612737.0,ATL,driving,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,,,,,2.0,G. Vincent,1629216.0,1.0,,,,
118,PT02M48.00S,2026-03-16T23:30:32.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,23,19,2026-03-16T23:30:32Z,1180000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M48.00S,2026-03-16T23:32:57.1Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,23,19,2026-03-16T23:33:47Z,1190000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M48.00S,2026-03-16T23:32:57.1Z,1,REGULAR,substitution,in,[],1642869,,,1610612753,23,19,2026-03-16T23:33:47Z,1200000,False,,,0,,SUB in: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M39.00S,2026-03-16T23:34:11.9Z,1,REGULAR,3pt,Jump Shot,[],1628975,24.52365308804205,14.950980392156863,1610612753,23,19,2026-03-16T23:34:18Z,1210000,False,175.0,178.0,1,left,MISS J. Carter 24' 3PT,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
122,PT02M38.00S,2026-03-16T23:34:12.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,23,19,2026-03-16T23:34:18Z,1220000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,121.0,,,,,,,,,,,,,,,,,
124,PT02M24.00S,2026-03-16T23:34:35.1Z,1,REGULAR,3pt,Jump Shot,[],1629111,71.43561103810775,23.03921568627451,1610612737,26,19,2026-03-16T23:34:39Z,1240000,False,-135.0,216.0,1,right,J. Landale 25' 3PT  (5 PTS) (N. Alexander-Walker 3 AST),"[1629111, 1629638]",1610612737.0,ATL,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,25.46,Made,,,,,,,,,,,5.0,N. Alexander-Walker,1629638.0,3.0,,,,
126,PT02M00.00S,2026-03-16T23:34:58.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629021,7.703679369250986,57.59803921568627,1610612753,26,19,2026-03-16T23:35:30Z,1260000,False,-38.0,20.0,1,left,MISS M. Wagner turnaround bank Hook,[1629021],1610612753.0,ORL,turnaround bank,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,,,,,,,,,,,
127,PT01M59.00S,2026-03-16T23:34:59.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,26,19,2026-03-16T23:35:21Z,1270000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,126.0,,,,,,,,,,,,,,,,,
129,PT01M59.00S,2026-03-16T23:35:09.2Z,1,REGULAR,substitution,out,[],1629216,,,1610612737,26,19,2026-03-16T23:35:16Z,1290000,False,,,0,,SUB out: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M59.00S,2026-03-16T23:35:09.2Z,1,REGULAR,substitution,out,[],1631243,,,1610612737,26,19,2026-03-16T23:35:16Z,1300000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M59.00S,2026-03-16T23:35:09.2Z,1,REGULAR,substitution,in,[],203468,,,1610612737,26,19,2026-03-16T23:35:16Z,1310000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M59.00S,2026-03-16T23:35:09.2Z,1,REGULAR,substitution,in,[],1630228,,,1610612737,26,19,2026-03-16T23:35:16Z,1320000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M49.00S,2026-03-16T23:35:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.11760840998686,50.0,1610612737,26,19,2026-03-16T23:35:37Z,1330000,False,0.0,12.0,1,right,MISS C. McCollum driving reverse Layup,[203468],1610612737.0,ATL,driving reverse,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
134,PT01M46.00S,2026-03-16T23:35:33.1Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612737,26,19,2026-03-16T23:35:33Z,1340000,False,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,133.0,1.0,0.0,1.0,,,,,,,,,,,,,,
135,PT01M46.00S,2026-03-16T23:35:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,94.40999984741211,50.0,1610612737,28,19,2026-03-16T23:35:33Z,1350000,False,0.0,0.0,1,right,J. Landale tip Layup (7 PTS),[1629111],1610612737.0,ATL,tip,,,Landale,J. Landale,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,7.0,,,,,,,
136,PT01M36.00S,2026-03-16T23:35:42.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,11.251642575558476,43.872549019607845,1610612753,28,21,2026-03-16T23:35:48Z,1360000,False,31.0,53.0,1,left,D. Bane 6' driving floating Jump Shot (4 PTS),[1630217],1610612753.0,ORL,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,6.15,Made,,,,,,,,,,,4.0,,,,,,,
137,PT01M14.00S,2026-03-16T23:36:04.1Z,1,REGULAR,3pt,Jump Shot,[],1629638,73.01248357424441,17.892156862745097,1610612737,31,21,2026-03-16T23:38:04Z,1370000,False,-161.0,201.0,1,right,N. Alexander-Walker 25' 3PT  (11 PTS) (J. Landale 1 AST),"[1629638, 1629111]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.74,Made,,,,,,,,,,,11.0,J. Landale,1629111.0,1.0,,,,
139,PT01M14.00S,2026-03-16T23:36:12.2Z,1,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612737,31,21,2026-03-16T23:37:59Z,1390000,False,,,0,,M. Wagner shooting personal FOUL (1 PF) (Alexander-Walker 1 FT),"[1629021, 1629638]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,2534.0,,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
141,PT01M14.00S,2026-03-16T23:36:37.8Z,1,REGULAR,freethrow,1 of 1,[],1629638,,,1610612737,32,21,2026-03-16T23:36:56Z,1410000,False,,,0,,N. Alexander-Walker Free Throw 1 of 1 (12 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
142,PT01M04.00S,2026-03-16T23:36:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.783837056504599,46.81372549019608,1610612753,32,21,2026-03-16T23:37:27Z,1420000,False,16.0,11.0,1,left,MISS D. Bane driving Layup,[1630217],1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.95,Missed,,,,,,,,,,,,,,,,,,
143,PT01M01.00S,2026-03-16T23:36:53.2Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,32,21,2026-03-16T23:36:55Z,1430000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT00M51.10S,2026-03-16T23:37:03.2Z,1,REGULAR,2pt,Jump Shot,[],1642258,79.31997371879106,49.01960784313725,1610612737,32,21,2026-03-16T23:37:08Z,1440000,False,-5.0,142.0,1,right,MISS Z. Risacher 14' turnaround fadeaway Shot,[1642258],1610612737.0,ATL,turnaround fadeaway,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Center,14.2,Missed,,,,,,,,,,,,,,,,,,
145,PT00M48.00S,2026-03-16T23:37:06.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,32,21,2026-03-16T23:37:08Z,1450000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Center,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,,
146,PT00M44.80S,2026-03-16T23:37:11.6Z,1,REGULAR,turnover,out-of-bounds,[],1628975,,,1610612753,32,21,2026-03-16T23:37:19Z,1460000,False,,,0,,J. Carter lost ball out-of-bounds TURNOVER (1 TO),[1628975],1610612753.0,ORL,lost ball,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,1179.0,1.0,,,,,,,,,,,,
148,PT00M38.50S,2026-03-16T23:37:36.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631288,,,1610612737,32,21,2026-03-16T23:37:43Z,1480000,False,,,0,,J. Cain personal FOUL (1 PF) (Alexander-Walker 2 FT),"[1631288, 1629638]",1610612753.0,ORL,,,,Cain,J. Cain,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628481.0,,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
150,PT00M38.50S,2026-03-16T23:37:52.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629638,,,1610612737,33,21,2026-03-16T23:37:52Z,1500000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (13 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,,,,13.0,,,,,,,
151,PT00M38.50S,2026-03-16T23:38:08.0Z,1,REGULAR,substitution,out,[],1642869,,,1610612737,33,21,2026-03-16T23:38:12Z,1510000,False,,,0,,SUB out: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M38.50S,2026-03-16T23:38:08.0Z,1,REGULAR,substitution,in,[],1641783,,,1610612737,33,21,2026-03-16T23:38:12Z,1520000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M38.50S,2026-03-16T23:38:22.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629638,,,1610612737,34,21,2026-03-16T23:38:22Z,1530000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (14 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,,
154,PT00M27.80S,2026-03-16T23:38:35.1Z,1,REGULAR,3pt,Jump Shot,[],1641783,31.882391590013142,49.01960784313725,1610612753,34,21,2026-03-16T23:38:40Z,1540000,False,5.0,247.0,1,left,MISS T. da Silva 24' 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Center,24.72,Missed,,,,,,,,,,,,,,,,,,
155,PT00M24.80S,2026-03-16T23:38:38.1Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,34,21,2026-03-16T23:38:40Z,1550000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:2),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,154.0,3.0,2.0,1.0,,,,,,,,,,,,,,
156,PT00M07.60S,2026-03-16T23:38:55.2Z,1,REGULAR,3pt,Jump Shot,[],1629638,88.78120893561103,96.81372549019608,1610612737,34,21,2026-03-16T23:39:00Z,1560000,False,234.0,53.0,1,right,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
157,PT00M05.20S,2026-03-16T23:38:57.6Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,34,21,2026-03-16T23:39:44Z,1570000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Right Corner 3,24+ Right,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT00M00.40S,2026-03-16T23:39:03.3Z,1,REGULAR,3pt,Jump Shot,[],1630217,31.750985545335087,62.99019607843137,1610612753,34,21,2026-03-16T23:39:21Z,1580000,False,-65.0,246.0,1,left,MISS D. Bane 25' pullup 3PT,[1630217],1610612753.0,ORL,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
159,PT00M00.10S,2026-03-16T23:39:03.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,34,21,2026-03-16T23:39:21Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,158.0,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2026-03-16T23:39:07.3Z,1,REGULAR,period,end,[],0,,,1610612753,34,21,2026-03-16T23:39:07Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-03-16T23:39:53.2Z,2,REGULAR,substitution,out,['startperiod'],1629638,,,1610612753,34,21,2026-03-16T23:42:31Z,1610000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-03-16T23:39:53.2Z,2,REGULAR,substitution,out,['startperiod'],1628975,,,1610612753,34,21,2026-03-16T23:42:31Z,1620000,False,,,0,,SUB out: J. Carter,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-03-16T23:39:53.2Z,2,REGULAR,substitution,out,['startperiod'],1641783,,,1610612753,34,21,2026-03-16T23:42:31Z,1630000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-03-16T23:39:53.2Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612753,34,21,2026-03-16T23:42:31Z,1640000,False,,,0,,SUB in: C. Kispert,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-03-16T23:39:53.2Z,2,REGULAR,substitution,in,['startperiod'],1630591,,,1610612753,34,21,2026-03-16T23:42:31Z,1650000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-03-16T23:39:53.2Z,2,REGULAR,substitution,in,['startperiod'],1642869,,,1610612753,34,21,2026-03-16T23:42:31Z,1660000,False,,,0,,SUB in: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-03-16T23:42:46.7Z,2,REGULAR,period,start,[],0,,,1610612737,34,21,2026-03-16T23:42:46Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
