actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-10-25T23:40:31.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-25T23:40:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-10-25T23:40:35.8Z,1,REGULAR,jumpball,recovered,[],1630700,,,1610612737,0,0,2025-10-25T23:40:35Z,40000,False,,,0,,Jump Ball M. Gueye vs. C. Holmgren: Tip to D. Daniels,"[1630700, 1631243, 1631096]",1610612737.0,ATL,startperiod,D. Daniels,1630700.0,Daniels,D. Daniels,Gueye,1631243.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2025-10-25T23:40:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,17.427726675427067,56.372549019607845,1610612737,0,0,2025-10-25T23:41:00Z,70000,False,-32.0,111.0,1,left,MISS N. Alexander-Walker 11' driving floating Shot,[1629638],1610612737.0,ATL,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,11.58,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2025-10-25T23:40:56.9Z,1,REGULAR,rebound,offensive,[],1629638,,,1610612737,0,0,2025-10-25T23:40:56Z,80000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:0),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2025-10-25T23:41:01.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630168,10.463206307490145,94.85294117647058,1610612737,0,0,2025-10-25T23:41:06Z,90000,False,-224.0,46.0,1,left,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,22.89,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2025-10-25T23:41:04.7Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,0,0,2025-10-25T23:41:06Z,100000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M16.00S,2025-10-25T23:41:14.0Z,1,REGULAR,3pt,Jump Shot,[],1631096,67.49342969776609,46.32352941176471,1610612760,0,3,2025-10-25T23:41:20Z,110000,False,-18.0,253.0,1,right,C. Holmgren 25' 3PT  (3 PTS) (C. Wallace 1 AST),"[1631096, 1641717]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,25.38,Made,,,,,3.0,C. Wallace,1641717.0,1.0,,,,,,,,,,
13,PT11M05.00S,2025-10-25T23:41:26.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,7.30946123521682,49.50980392156863,1610612737,2,3,2025-10-25T23:41:35Z,130000,False,2.0,16.0,1,left,O. Okongwu driving DUNK (2 PTS) (T. Young 1 AST),"[1630168, 1629027]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,,,,
15,PT10M47.00S,2025-10-25T23:41:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,92.06636005256242,46.81372549019608,1610612760,2,3,2025-10-25T23:41:52Z,150000,False,-16.0,22.0,1,right,MISS I. Hartenstein driving Layup - blocked,"[1628392, 1631243]",1610612760.0,OKC,driving,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,Gueye,1631243.0,,,,,,,,
16,PT10M47.00S,2025-10-25T23:41:43.0Z,1,REGULAR,block,,[],1631243,,,1610612760,2,3,2025-10-25T23:41:45Z,160000,False,,,0,,M. Gueye BLOCK (1 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2025-10-25T23:41:46.0Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,2,3,2025-10-25T23:41:52Z,170000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M37.00S,2025-10-25T23:41:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,11.777266754270697,46.07843137254902,1610612737,2,3,2025-10-25T23:42:02Z,180000,False,20.0,58.0,1,left,MISS D. Daniels 6' floating Shot,[1630700],1610612737.0,ATL,floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,6.14,Missed,,,,,,,,,,,,,,,,,,
19,PT10M33.00S,2025-10-25T23:41:56.9Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,2,3,2025-10-25T23:41:56Z,190000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M27.00S,2025-10-25T23:42:02.9Z,1,REGULAR,2pt,Jump Shot,[],1628983,94.03745072273325,72.05882352941177,1610612760,2,5,2025-10-25T23:42:09Z,200000,False,110.0,4.0,1,right,S. Gilgeous-Alexander 11' step back Jump Shot (2 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,11.04,Made,,,,,2.0,,,,,,,,,,,,,
21,PT10M13.00S,2025-10-25T23:42:17.1Z,1,REGULAR,3pt,Jump Shot,[],1629638,10.726018396846255,95.09803921568627,1610612737,5,5,2025-10-25T23:42:21Z,210000,False,-225.0,48.0,1,left,N. Alexander-Walker 3PT  (3 PTS) (T. Young 2 AST),"[1629638, 1629027]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,23.06,Made,,,,,3.0,T. Young,1629027.0,2.0,,,,,,,,,,
23,PT09M56.00S,2025-10-25T23:42:33.9Z,1,REGULAR,3pt,Jump Shot,[],1631096,67.49342969776609,39.950980392156865,1610612760,5,8,2025-10-26T00:17:08Z,230000,False,-50.0,253.0,1,right,C. Holmgren 25' 3PT step back (6 PTS),[1631096],1610612760.0,OKC,step back,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,25.8,Made,,,,,6.0,,,,,,,,,,,,,
24,PT09M40.00S,2025-10-25T23:42:50.2Z,1,REGULAR,3pt,Jump Shot,[],1631243,31.882391590013142,38.72549019607843,1610612737,8,8,2025-10-25T23:42:56Z,240000,False,56.0,247.0,1,left,M. Gueye 25' 3PT  (3 PTS) (O. Okongwu 1 AST),"[1631243, 1630168]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Center,25.36,Made,,,,,3.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,
