actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-24T00:40:20.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-24T00:40:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-01-24T00:40:22.1Z,1,REGULAR,jumpball,recovered,[],1631221,,,1610612756,0,0,2026-01-24T00:40:22Z,40000,False,,,0,,Jump Ball M. Williams vs. O. Okongwu: Tip to C. Gillespie,"[1631221, 1631109, 1630168]",1610612756.0,PHX,startperiod,C. Gillespie,1631221.0,Gillespie,C. Gillespie,Williams,1631109.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-01-24T00:40:34.0Z,1,REGULAR,3pt,Jump Shot,[],1626220,29.77989487516426,69.6078431372549,1610612756,0,0,2026-01-24T00:40:40Z,70000,False,-98.0,227.0,1,left,MISS R. O'Neale 24' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2026-01-24T00:40:38.0Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612756,0,0,2026-01-24T00:40:40Z,80000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M39.00S,2026-01-24T00:40:40.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,29.517082785808146,69.6078431372549,1610612756,0,3,2026-01-24T00:40:44Z,90000,False,-98.0,225.0,1,left,D. Booker 24' 3PT  (3 PTS) (M. Williams 1 AST),"[1626164, 1631109]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,24.54,Made,,,,,3.0,M. Williams,1631109.0,1.0,,,,,,,,,,
289,PT11M18.00S,2026-01-24T00:40:54.5Z,1,REGULAR,2pt,Jump Shot,[],1630552,84.28055190538765,87.25490196078431,1610612737,0,3,2026-01-24T01:29:01Z,105000,False,186.0,95.0,1,right,MISS J. Johnson 20' Jump Shot - blocked,"[1630552, 1626220]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right,20.93,Missed,,,,,,,,,O'Neale,1626220.0,,,,,,,,
290,PT11M18.00S,2026-01-24T00:40:54.5Z,1,REGULAR,block,,[],1626220,,,1610612737,0,3,2026-01-24T01:29:01Z,107500,False,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
291,PT11M17.00S,2026-01-24T00:40:55.5Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,0,3,2026-01-24T01:29:09Z,108750,False,,,0,,J. Johnson REBOUND (Off:1 Def:0),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right,,,289.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M10.00S,2026-01-24T00:41:08.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630168,95.48291721419186,95.34313725490196,1610612737,3,3,2026-01-24T01:29:01Z,110000,False,227.0,-10.0,1,right,O. Okongwu 3PT  (3 PTS) (J. Johnson 1 AST),"[1630168, 1630552]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,22.69,Made,,,,,3.0,J. Johnson,1630552.0,1.0,,,,,,,,,,
13,PT10M54.00S,2026-01-24T00:41:25.2Z,1,REGULAR,2pt,Jump Shot,[],1628415,13.61695137976347,30.637254901960787,1610612756,3,3,2026-01-24T00:41:34Z,130000,False,97.0,75.0,1,left,MISS D. Brooks 12' step back Shot,[1628415],1610612756.0,PHX,step back,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,12.28,Missed,,,,,,,,,,,,,,,,,,
14,PT10M50.00S,2026-01-24T00:41:29.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,3,3,2026-01-24T00:41:34Z,140000,False,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
15,PT10M45.00S,2026-01-24T00:41:34.1Z,1,REGULAR,turnover,bad pass,[],1630552,,,1610612737,3,3,2026-01-24T00:41:37Z,150000,False,,,0,,J. Johnson bad pass TURNOVER (1 TO),"[1630552, 1631109]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Williams,1631109.0,,,,,
16,PT10M45.00S,2026-01-24T00:41:34.1Z,1,REGULAR,steal,,[],1631109,,,1610612756,3,3,2026-01-24T00:41:36Z,160000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M36.00S,2026-01-24T00:42:04.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631221,30.305519053876477,67.8921568627451,1610612756,3,6,2026-01-24T00:42:09Z,180000,False,-89.0,232.0,1,left,C. Gillespie 24' 3PT pullup (3 PTS),[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,24.9,Made,,,,,3.0,,,,,,,,,,,,,
19,PT10M21.00S,2026-01-24T00:42:18.8Z,1,REGULAR,3pt,Jump Shot,[],1630552,70.25295663600527,26.225490196078432,1610612737,6,6,2026-01-24T00:42:24Z,190000,False,-119.0,227.0,1,right,J. Johnson 25' 3PT  (3 PTS) (D. Daniels 1 AST),"[1630552, 1630700]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.63,Made,,,,,3.0,D. Daniels,1630700.0,1.0,,,,,,,,,,
21,PT10M09.00S,2026-01-24T00:42:31.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,4.02431011826544,51.9607843137255,1610612756,6,8,2026-01-24T00:42:36Z,210000,False,-10.0,-15.0,1,left,M. Williams cutting DUNK (2 PTS) (D. Brooks 1 AST),"[1631109, 1628415]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,1.77,Made,,,,,2.0,D. Brooks,1628415.0,1.0,,,,,,,,,,
