actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-04-06T00:40:27.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-06T00:40:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-04-06T00:40:29.7Z,1,REGULAR,jumpball,recovered,[],202681,,,1610612742,0,0,2023-04-06T00:40:29Z,40000,False,,,0,,Jump Ball D. Powell vs. D. Sabonis: Tip to K. Irving,"[202681, 203939, 1627734]",1610612742.0,DAL,startperiod,K. Irving,202681.0,Irving,K. Irving,Powell,203939.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-04-06T00:40:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.9060446780552,51.470588235294116,1610612742,0,0,2023-04-06T00:41:47Z,70000,False,7.0,5.0,1,right,MISS K. Irving driving Layup,[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-04-06T00:40:45.8Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,0,0,2023-04-06T00:41:47Z,80000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M42.00S,2023-04-06T00:40:47.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,94.03745072273325,48.03921568627451,1610612742,2,0,2023-04-06T00:41:56Z,90000,False,-10.0,4.0,1,right,D. Powell putback Layup (2 PTS),[203939],1610612742.0,DAL,putback,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M21.00S,2023-04-06T00:41:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,18.2161629434954,43.38235294117647,1610612758,2,0,2023-04-06T00:42:30Z,100000,False,33.0,119.0,1,left,MISS K. Murray 12' pullup Shot,[1631099],1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,12.32,Missed,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2023-04-06T00:41:10.1Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,2,0,2023-04-06T00:42:08Z,110000,False,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),8-16 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M09.00S,2023-04-06T00:41:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,90.48948751642575,57.59803921568627,1610612742,4,0,2023-04-06T00:43:07Z,120000,False,38.0,37.0,1,right,L. Doncic floating Jump Shot (2 PTS),[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.3,Made,,,,,2.0,,,,,,,,,,,,,
13,PT11M09.00S,2023-04-06T00:41:22.2Z,1,REGULAR,foul,personal,['1freethrow'],1631099,,,1610612742,4,0,2023-04-06T00:41:32Z,130000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Doncic 1 FT),"[1631099, 1629029]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203593.0,1.0,0.0,Doncic,1629029.0,,,,,,,,
15,PT11M09.00S,2023-04-06T00:41:55.0Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,4,0,2023-04-06T00:41:55Z,150000,False,,,0,,MISS L. Doncic Free Throw 1 of 1,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M07.00S,2023-04-06T00:41:56.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,4,0,2023-04-06T00:41:56Z,160000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M48.00S,2023-04-06T00:42:15.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,30.962549277266753,63.970588235294116,1610612758,4,3,2023-04-06T00:42:25Z,170000,False,-70.0,239.0,1,left,D. Fox 24' 3PT  (3 PTS) (D. Sabonis 1 AST),"[1628368, 1627734]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,24.85,Made,,,,,3.0,,,,,,D. Sabonis,1627734.0,1.0,,,,,
18,PT10M29.00S,2023-04-06T00:42:34.1Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612742,4,3,2023-04-06T00:51:01Z,180000,False,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1628989]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Huerter,1628989.0,,
19,PT10M29.00S,2023-04-06T00:42:34.1Z,1,REGULAR,steal,,[],1628989,,,1610612758,4,3,2023-04-06T00:42:35Z,190000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2023-04-06T00:42:38.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203084,6.438896189224705,50.145526960784316,1610612758,4,5,2023-04-06T00:42:45Z,200000,False,-1.0,8.0,1,left,H. Barnes running finger roll Layup (2 PTS) (K. Huerter 1 AST),"[203084, 1628989]",1610612758.0,SAC,running finger roll,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,2.0,,,,,,K. Huerter,1628989.0,1.0,,,,,
22,PT10M12.00S,2023-04-06T00:42:50.8Z,1,REGULAR,3pt,Jump Shot,[],203493,95.0886990801577,3.9215686274509802,1610612742,7,5,2023-04-06T00:42:55Z,220000,False,-230.0,-6.0,1,right,R. Bullock 3PT  (3 PTS) (L. Doncic 1 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,23.05,Made,,,,,3.0,,,,,,L. Doncic,1629029.0,1.0,,,,,
24,PT10M01.00S,2023-04-06T00:43:02.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.338370565045992,51.470588235294116,1610612758,7,7,2023-04-06T00:43:50Z,240000,False,-7.0,-2.0,1,left,D. Sabonis Layup (2 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,2.0,,,,,,,,,,,,,
