shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
12:00,2,PT12M00.00S,2022-12-06T01:40:28.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-06T01:40:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-06T01:40:31.2Z,1,REGULAR,jumpball,recovered,[],1626166,,,1610612756,0,0,2022-12-06T01:40:31Z,40000,False,,,0,,Jump Ball D. Ayton vs. D. Powell: Tip to C. Payne,"[1626166, 1629028, 203939]",15,1610612756.0,PHX,startperiod,C. Payne,1626166.0,Payne,C. Payne,Ayton,1629028.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
11:43,7,PT11M43.00S,2022-12-06T01:40:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,94.69448094612353,50.49019607843137,1610612756,0,2,2022-12-06T01:42:00Z,70000,False,2.0,-3.0,1,right,D. Ayton alley-oop Layup (2 PTS) (M. Bridges 1 AST),"[1629028, 1628969]",22,1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.36,Made,2.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,,
11:18,9,PT11M18.00S,2022-12-06T01:41:09.5Z,1,REGULAR,2pt,Jump Shot,[],1629029,24.52365308804205,61.274509803921575,1610612742,0,2,2022-12-06T01:42:56Z,90000,False,-56.0,178.0,1,left,MISS L. Doncic 18' turnaround Shot,[1629029],77,1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Center,18.67,Missed,,,,,,,,,,,,,,,,,,
11:16,10,PT11M16.00S,2022-12-06T01:41:11.5Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,0,2,2022-12-06T01:41:16Z,100000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],7,1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11:13,11,PT11M13.00S,2022-12-06T01:41:14.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,26.49474375821288,77.45098039215686,1610612742,0,2,2022-12-06T01:41:18Z,110000,False,-137.0,197.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],11,1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,23.98,Missed,,,,,,,,,,,,,,,,,,
11:13,12,PT11M13.00S,2022-12-06T01:41:14.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,0,2,2022-12-06T01:41:18Z,120000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],22,1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
10:59,14,PT10M59.00S,2022-12-06T01:41:43.4Z,1,REGULAR,3pt,Jump Shot,[],1628969,92.9862023653088,96.32352941176471,1610612756,0,2,2022-12-06T01:41:47Z,140000,False,232.0,13.0,1,right,MISS M. Bridges 3PT,[1628969],25,1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,,
10:57,15,PT10M57.00S,2022-12-06T01:41:45.4Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,0,2,2022-12-06T01:41:47Z,150000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],11,1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
10:49,16,PT10M49.00S,2022-12-06T01:41:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,14.4053876478318,48.28431372549019,1610612742,2,2,2022-12-06T01:43:58Z,160000,False,9.0,83.0,1,left,L. Doncic 8' driving floating Jump Shot (2 PTS),[1629029],77,1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,8.33,Made,2.0,,,,,,,,,,,,,,,,,
10:49,17,PT10M49.00S,2022-12-06T01:41:58.1Z,1,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612742,2,2,2022-12-06T01:42:08Z,170000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Doncic 1 FT),"[1626164, 1629029]",1,1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627541.0,1.0,0.0,Doncic,1629029.0,,,,,
10:49,19,PT10M49.00S,2022-12-06T01:42:31.1Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,3,2,2022-12-06T01:42:31Z,190000,False,,,0,,L. Doncic Free Throw 1 of 1 (3 PTS),[1629029],77,1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
10:37,20,PT10M37.00S,2022-12-06T01:42:47.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,95.22010512483574,5.147058823529411,1610612756,3,5,2022-12-06T01:42:50Z,200000,False,-224.0,-8.0,1,right,M. Bridges 3PT  (3 PTS) (D. Booker 1 AST),"[1628969, 1626164]",25,1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,22.44,Made,3.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
