actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
166,PT00M11.30S,2022-11-05T01:07:07.9Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,29,29,2022-11-05T01:07:07Z,1650000,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,
167,PT00M07.80S,2022-11-05T01:07:11.4Z,1,REGULAR,turnover,lost ball,[],1630173,,,1610612761,29,29,2022-11-05T01:07:15Z,1660000,,,0,,P. Achiuwa lost ball TURNOVER (1 TO),"[1630173, 1630182]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Center,1.0,Green,1630182.0,,,,,,,,,,,,,,,,,
168,PT00M07.80S,2022-11-05T01:07:11.4Z,1,REGULAR,steal,,[],1630182,,,1610612742,29,29,2022-11-05T01:07:13Z,1670000,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
169,PT00M03.10S,2022-11-05T01:07:16.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630182,93.24901445466492,47.794117647058826,1610612742,31,29,2022-11-05T01:07:22Z,1680000,-11.0,11.0,1,right,J. Green running finger roll Layup (5 PTS),[1630182],1610612742.0,DAL,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,1.56,Made,,,,,5.0,,,,,,,,,,
170,PT00M00.40S,2022-11-05T01:07:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,13.61695137976347,36.27450980392157,1610612761,31,29,2022-11-05T01:08:30Z,1690000,69.0,75.0,1,left,MISS P. Achiuwa 10' driving Layup,[1630173],1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Right,,,,10.2,Missed,,,,,,,,,,,,,,,
171,PT00M00.20S,2022-11-05T01:07:24.0Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,31,29,2022-11-05T01:08:30Z,1700000,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Right,,,,,,170.0,3.0,2.0,1.0,,,,,,,,,,,
173,PT00M00.00S,2022-11-05T01:08:14.8Z,1,REGULAR,period,end,[],0,,,1610612761,31,29,2022-11-05T01:08:14Z,1720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-11-05T01:08:31.8Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612761,31,29,2022-11-05T01:10:10Z,1730000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-11-05T01:08:31.8Z,2,REGULAR,substitution,out,['startperiod'],1630567,,,1610612761,31,29,2022-11-05T01:10:10Z,1740000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-11-05T01:08:31.8Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612761,31,29,2022-11-05T01:10:10Z,1750000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-11-05T01:08:31.8Z,2,REGULAR,substitution,in,['startperiod'],1631132,,,1610612761,31,29,2022-11-05T01:10:10Z,1760000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-11-05T01:10:19.0Z,2,REGULAR,period,start,[],0,,,1610612742,31,29,2022-11-05T01:10:19Z,1770000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M37.00S,2022-11-05T01:10:41.2Z,2,REGULAR,3pt,Jump Shot,[],203501,81.68528252299606,92.64705882352942,1610612742,31,29,2022-11-05T01:10:48Z,1780000,213.0,120.0,1,right,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,24.45,Missed,,,,,,,,,,,,,,,
180,PT11M34.00S,2022-11-05T01:10:44.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,31,29,2022-11-05T01:10:48Z,1790000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,179.0,,,,,,,,,,,,,,
182,PT11M26.00S,2022-11-05T01:11:16.2Z,2,REGULAR,turnover,out-of-bounds,[],1628467,,,1610612742,31,29,2022-11-05T01:19:27Z,1810000,,,0,,M. Kleber step out-of-bounds TURNOVER (1 TO),[1628467],1610612742.0,DAL,step,,,Kleber,M. Kleber,,,,,Left Corner 3,24+ Left,1.0,,,,,,,,,,,,,,,1628487.0,,,,
183,PT11M15.00S,2022-11-05T01:11:38.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,25.18068331143233,59.068627450980394,1610612761,31,29,2022-11-05T01:19:54Z,1820000,-45.0,184.0,1,left,MISS G. Trent Jr. 18' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,,,,18.97,Missed,,,,,,,,,,,,,,,
184,PT11M13.00S,2022-11-05T01:11:40.3Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,31,29,2022-11-05T01:11:40Z,1830000,,,0,,P. Achiuwa REBOUND (Off:2 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Center,,,,,,183.0,4.0,2.0,2.0,,,,,,,,,,,
185,PT11M13.00S,2022-11-05T01:11:42.4Z,2,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612761,31,29,2022-11-05T01:11:48Z,1840000,,,0,,C. Wood shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1626174, 1630173]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Achiuwa,1630173.0
187,PT11M13.00S,2022-11-05T01:12:11.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630173,,,1610612761,31,30,2022-11-05T01:12:11Z,1860000,,,0,,P. Achiuwa Free Throw 1 of 2 (3 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
188,PT11M13.00S,2022-11-05T01:12:11.7Z,2,REGULAR,substitution,out,[],1628467,,,1610612761,31,30,2022-11-05T01:12:17Z,1870000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M13.00S,2022-11-05T01:12:11.7Z,2,REGULAR,substitution,in,[],201580,,,1610612761,31,30,2022-11-05T01:12:17Z,1880000,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M13.00S,2022-11-05T01:12:34.6Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630173,,,1610612761,31,31,2022-11-05T01:12:34Z,1890000,,,0,,P. Achiuwa Free Throw 2 of 2 (4 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
191,PT10M49.00S,2022-11-05T01:13:04.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612742,31,31,2022-11-05T01:13:17Z,1900000,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1628487.0,,,,
192,PT10M39.00S,2022-11-05T01:13:29.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631132,30.699737187910642,31.127450980392158,1610612761,31,31,2022-11-05T01:13:33Z,1910000,94.0,236.0,1,left,MISS C. Koloko 25' 3PT,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,,25.43,Missed,,,,,,,,,,,,,,,
193,PT10M35.00S,2022-11-05T01:13:33.3Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,31,31,2022-11-05T01:13:33Z,1920000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,,
194,PT10M33.00S,2022-11-05T01:13:35.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201580,94.69448094612353,50.0,1610612742,33,31,2022-11-05T01:13:42Z,1930000,0.0,-3.0,1,right,J. McGee running DUNK (2 PTS) (S. Dinwiddie 1 AST),"[201580, 203915]",1610612742.0,DAL,running,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,0.26,Made,,,,,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,
196,PT10M11.00S,2022-11-05T01:13:56.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,12.220762155059134,64.15058210784314,1610612761,33,31,2022-11-05T01:21:24Z,1950000,-71.0,62.0,1,left,MISS P. Achiuwa 9' pullup bank Shot,[1630173],1610612761.0,TOR,pullup bank,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Left,,,,9.44,Missed,,,,,,,,,,,,,,,
197,PT10M11.00S,2022-11-05T01:13:56.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,33,31,2022-11-05T01:21:24Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,196.0,,,,,,,,,,,,,,
199,PT10M06.00S,2022-11-05T01:14:21.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629018,9.461235216819972,86.74172794117646,1610612761,33,31,2022-11-05T01:22:16Z,1980000,-184.0,36.0,1,left,MISS G. Trent Jr. 18' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left,,,,18.73,Missed,,,,,,,,,,,,,,,
200,PT10M03.00S,2022-11-05T01:14:24.0Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,33,31,2022-11-05T01:22:16Z,1990000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,,
201,PT10M01.00S,2022-11-05T01:14:29.4Z,2,REGULAR,turnover,out-of-bounds,[],201580,,,1610612742,33,31,2022-11-05T01:14:40Z,2000000,,,0,,J. McGee step out-of-bounds TURNOVER (1 TO),[201580],1610612742.0,DAL,step,,,McGee,J. McGee,,,,,In The Paint (Non-RA),8-16 Left,1.0,,,,,,,,,,,,,,,1626302.0,,,,
202,PT09M49.00S,2022-11-05T01:14:49.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630625,16.245072273324574,49.50980392156863,1610612761,33,31,2022-11-05T01:14:55Z,2010000,2.0,100.0,1,left,MISS D. Banton 10' floating Shot,[1630625],1610612761.0,TOR,floating,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,,,,10.02,Missed,,,,,,,,,,,,,,,
203,PT09M47.00S,2022-11-05T01:14:51.2Z,2,REGULAR,rebound,defensive,[],201580,,,1610612742,33,31,2022-11-05T01:14:55Z,2020000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,202.0,1.0,1.0,0.0,,,,,,,,,,,
204,PT09M41.00S,2022-11-05T01:14:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,93.24901445466492,55.392156862745104,1610612742,33,31,2022-11-05T01:15:09Z,2030000,27.0,11.0,1,right,MISS C. Wood cutting Layup - blocked,"[1626174, 1630625]",1610612742.0,DAL,cutting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,2.92,Missed,,,,,,,,,Banton,1630625.0,,,,,
205,PT09M41.00S,2022-11-05T01:14:57.4Z,2,REGULAR,block,,[],1630625,,,1610612742,33,31,2022-11-05T01:15:31Z,2040000,,,0,,D. Banton BLOCK (1 BLK),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT09M41.00S,2022-11-05T01:14:57.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,33,31,2022-11-05T01:15:02Z,2050000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,204.0,,,,,,,,,,,,,,
208,PT09M31.00S,2022-11-05T01:15:32.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201580,88.25558475689881,42.15686274509804,1610612742,35,31,2022-11-05T01:15:39Z,2070000,-39.0,58.0,1,right,J. McGee 6' turnaround bank Jump Shot (4 PTS) (T. Hardaway Jr. 1 AST),"[201580, 203501]",1610612742.0,DAL,turnaround bank,,,McGee,J. McGee,,,,,In The Paint (Non-RA),0-8 Center,,,,6.99,Made,,,,,4.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,
210,PT09M31.00S,2022-11-05T01:15:36.8Z,2,REGULAR,foul,personal,['1freethrow'],1630625,,,1610612742,35,31,2022-11-05T01:15:43Z,2090000,,,0,,D. Banton shooting personal FOUL (1 PF) (McGee 1 FT),"[1630625, 201580]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1146.0,1.0,0.0,McGee,201580.0
212,PT09M31.00S,2022-11-05T01:15:58.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],201580,,,1610612742,36,31,2022-11-05T01:15:58Z,2110000,,,0,,J. McGee Free Throw 1 of 1 (5 PTS),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
213,PT09M13.00S,2022-11-05T01:16:18.6Z,2,REGULAR,turnover,bad pass,[],1630625,,,1610612761,36,31,2022-11-05T01:16:22Z,2120000,,,0,,D. Banton bad pass TURNOVER (1 TO),"[1630625, 203915]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Right,1.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,,
214,PT09M13.00S,2022-11-05T01:16:18.6Z,2,REGULAR,steal,,[],203915,,,1610612742,36,31,2022-11-05T01:47:13Z,2130000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
215,PT09M10.00S,2022-11-05T01:16:21.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630182,94.30026281208936,50.73529411764706,1610612742,38,31,2022-11-05T01:16:30Z,2140000,4.0,1.0,1,right,J. Green running DUNK (7 PTS) (S. Dinwiddie 2 AST),"[1630182, 203915]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,0.39,Made,,,,,7.0,S. Dinwiddie,203915.0,2.0,,,,,,,
217,PT09M00.00S,2022-11-05T01:16:36.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,38,31,2022-11-05T01:16:36Z,2160000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M00.00S,2022-11-05T01:17:48.3Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,38,31,2022-11-05T01:19:16Z,2170000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M00.00S,2022-11-05T01:17:48.3Z,2,REGULAR,substitution,out,[],1630625,,,1610612761,38,31,2022-11-05T01:19:16Z,2180000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M00.00S,2022-11-05T01:17:48.3Z,2,REGULAR,substitution,in,[],1628449,,,1610612761,38,31,2022-11-05T01:19:16Z,2190000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M00.00S,2022-11-05T01:17:48.3Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,38,31,2022-11-05T01:19:16Z,2200000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M50.00S,2022-11-05T01:19:40.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,16.245072273324574,47.549019607843135,1610612761,38,33,2022-11-05T01:19:50Z,2210000,12.0,100.0,1,left,P. Siakam 10' pullup Jump Shot (12 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,10.1,Made,,,,,12.0,,,,,,,,,,
223,PT08M31.00S,2022-11-05T01:19:58.9Z,2,REGULAR,turnover,bad pass,[],203501,,,1610612742,38,33,2022-11-05T01:20:02Z,2220000,,,0,,T. Hardaway Jr. bad pass TURNOVER (1 TO),"[203501, 203490]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Right,1.0,Porter Jr.,203490.0,,,,,,,,,,,,,,,,,
224,PT08M31.00S,2022-11-05T01:19:58.9Z,2,REGULAR,steal,,[],203490,,,1610612761,38,33,2022-11-05T01:20:00Z,2230000,,,0,,O. Porter Jr. STEAL (1 STL),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
225,PT08M29.00S,2022-11-05T01:20:03.4Z,2,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612761,38,33,2022-11-05T01:20:25Z,2240000,,,0,,J. Green shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[1630182, 1629018]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Trent Jr.,1629018.0
227,PT08M29.00S,2022-11-05T01:20:42.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629018,,,1610612761,38,34,2022-11-05T01:21:01Z,2260000,,,0,,G. Trent Jr. Free Throw 1 of 2 (2 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
228,PT08M29.00S,2022-11-05T01:20:42.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629018,,,1610612761,38,35,2022-11-05T01:21:01Z,2270000,,,0,,G. Trent Jr. Free Throw 2 of 2 (3 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
229,PT08M17.00S,2022-11-05T01:21:13.9Z,2,REGULAR,foul,personal,[],1631132,,,1610612742,38,35,2022-11-05T01:21:39Z,2280000,,,0,,C. Koloko personal FOUL (3 PF),"[1631132, 201580]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1626302.0,3.0,0.0,McGee,201580.0
231,PT08M17.00S,2022-11-05T01:21:47.8Z,2,REGULAR,substitution,out,[],1631132,,,1610612742,38,35,2022-11-05T01:22:00Z,2300000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M17.00S,2022-11-05T01:21:47.8Z,2,REGULAR,substitution,in,[],201152,,,1610612742,38,35,2022-11-05T01:22:00Z,2310000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M11.00S,2022-11-05T01:22:13.6Z,2,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612742,38,35,2022-11-05T01:22:24Z,2320000,,,0,,C. Boucher shooting personal FOUL (3 PF) (Wood 2 FT),"[1628449, 1626174]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628487.0,3.0,0.0,Wood,1626174.0
235,PT08M11.00S,2022-11-05T01:22:44.3Z,2,REGULAR,freethrow,1 of 2,[],1626174,,,1610612742,39,35,2022-11-05T01:22:44Z,2340000,,,0,,C. Wood Free Throw 1 of 2 (1 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
236,PT08M11.00S,2022-11-05T01:22:58.9Z,2,REGULAR,freethrow,2 of 2,[],1626174,,,1610612742,40,35,2022-11-05T01:22:58Z,2350000,,,0,,C. Wood Free Throw 2 of 2 (2 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
237,PT07M54.00S,2022-11-05T01:23:19.7Z,2,REGULAR,3pt,Jump Shot,[],1629018,29.77989487516426,32.35294117647059,1610612761,40,38,2022-11-05T01:23:24Z,2360000,88.0,227.0,1,left,G. Trent Jr. 24' 3PT  (6 PTS) (C. Boucher 1 AST),"[1629018, 1628449]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,24.39,Made,,,,,6.0,C. Boucher,1628449.0,1.0,,,,,,,
239,PT07M35.00S,2022-11-05T01:23:39.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,90.22667542706965,46.07843137254902,1610612742,42,38,2022-11-05T01:24:23Z,2380000,-20.0,39.0,1,right,C. Wood driving floating Jump Shot (4 PTS) (S. Dinwiddie 3 AST),"[1626174, 203915]",1610612742.0,DAL,driving floating,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,4.4,Made,,,,,4.0,S. Dinwiddie,203915.0,3.0,,,,,,,
241,PT07M22.00S,2022-11-05T01:23:55.5Z,2,REGULAR,foul,offensive,[],201152,,,1610612761,42,38,2022-11-05T01:24:03Z,2400000,,,0,,T. Young charge offensive FOUL (1 PF),"[201152, 203501]",1610612761.0,TOR,charge,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Hardaway Jr.,203501.0
243,PT07M22.00S,2022-11-05T01:23:55.5Z,2,REGULAR,turnover,offensive foul,[],201152,,,1610612761,42,38,2022-11-05T01:23:55Z,2420000,,,0,,T. Young offensive foul TURNOVER (1 TO),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,1628487.0,,,,
244,PT07M22.00S,2022-11-05T01:24:01.2Z,2,REGULAR,substitution,out,[],203501,,,1610612742,42,38,2022-11-05T01:24:19Z,2430000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M22.00S,2022-11-05T01:24:01.2Z,2,REGULAR,substitution,out,[],1628449,,,1610612742,42,38,2022-11-05T01:24:19Z,2440000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M22.00S,2022-11-05T01:24:01.2Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,42,38,2022-11-05T01:24:19Z,2450000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M22.00S,2022-11-05T01:24:01.2Z,2,REGULAR,substitution,in,[],1628384,,,1610612742,42,38,2022-11-05T01:24:19Z,2460000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M07.00S,2022-11-05T01:24:31.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,94.30026281208936,47.549019607843135,1610612742,44,38,2022-11-05T01:24:36Z,2470000,-12.0,1.0,1,right,S. Dinwiddie driving reverse Layup (4 PTS),[203915],1610612742.0,DAL,driving reverse,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,1.23,Made,,,,,4.0,,,,,,,,,,
249,PT06M55.00S,2022-11-05T01:24:44.7Z,2,REGULAR,turnover,out-of-bounds,[],1629018,,,1610612761,44,38,2022-11-05T01:24:49Z,2480000,,,0,,G. Trent Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629018],1610612761.0,TOR,bad pass,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,,,1626302.0,,,,
250,PT06M55.00S,2022-11-05T01:24:48.5Z,2,REGULAR,substitution,out,[],201580,,,1610612742,44,38,2022-11-05T01:25:07Z,2490000,,,0,,SUB out: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M55.00S,2022-11-05T01:24:48.5Z,2,REGULAR,substitution,out,[],1629018,,,1610612742,44,38,2022-11-05T01:25:07Z,2500000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M55.00S,2022-11-05T01:24:48.5Z,2,REGULAR,substitution,in,[],203939,,,1610612742,44,38,2022-11-05T01:25:07Z,2510000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
