actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-13T23:45:21.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-13T23:45:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-13T23:45:24.5Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612763,0,0,2023-03-13T23:45:24Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. D. Powell: Tip to T. Jones,"[1626145, 1628991, 203939]",1610612763.0,MEM,startperiod,T. Jones,1626145.0,Jones,T. Jones,Jackson Jr.,1628991.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-03-13T23:45:41.1Z,1,REGULAR,turnover,out-of-bounds,[],1628991,,,1610612763,0,0,2023-03-13T23:45:47Z,70000,False,,,0,,J. Jackson Jr. lost ball out-of-bounds TURNOVER (1 TO),[1628991],1610612763.0,MEM,lost ball,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,202058.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M28.00S,2023-03-13T23:45:59.8Z,1,REGULAR,turnover,bad pass,[],203939,,,1610612742,0,0,2023-03-13T23:46:03Z,80000,False,,,0,,D. Powell bad pass TURNOVER (1 TO),"[203939, 1628991]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,1.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,
9,PT11M28.00S,2023-03-13T23:45:59.8Z,1,REGULAR,steal,,[],1628991,,,1610612763,0,0,2023-03-13T23:46:01Z,90000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2023-03-13T23:46:04.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630217,73.80091984231275,13.725490196078432,1610612763,0,0,2023-03-13T23:46:33Z,100000,False,-181.0,194.0,1,right,MISS D. Bane 26' running pullup 3PT,[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,26.55,Missed,,,,,,,,,,,,,,
11,PT11M19.00S,2023-03-13T23:46:08.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,0,0,2023-03-13T23:46:10Z,110000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M13.00S,2023-03-13T23:46:15.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630702,8.09789750328515,42.64705882352941,1610612742,2,0,2023-03-13T23:46:21Z,120000,False,37.0,24.0,1,left,J. Hardy driving bank Hook (2 PTS),[1630702],1610612742.0,DAL,driving bank,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,4.37,Made,,,,,2.0,,,,,,,,,
13,PT10M59.00S,2023-03-13T23:46:28.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630214,89.17542706964521,53.18627450980392,1610612763,2,2,2023-03-13T23:46:33Z,130000,False,16.0,49.0,1,right,X. Tillman turnaround Hook (2 PTS),[1630214],1610612763.0,MEM,turnaround,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.18,Made,,,,,2.0,,,,,,,,,
14,PT10M40.00S,2023-03-13T23:46:50.1Z,1,REGULAR,foul,personal,[],1628991,,,1610612742,2,2,2023-03-13T23:47:16Z,140000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 203939]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,,,,,,,,,,,1.0,0.0,Powell,203939.0,,,,,
