actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-17T01:40:44.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-17T01:40:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-12-17T01:40:46.6Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612757,0,0,2022-12-17T01:40:46Z,40000,False,,,0,,Jump Ball J. Nurkic vs. D. Powell: Tip to J. Grant,"[203924, 203994, 203939]",1610612757.0,POR,startperiod,J. Grant,203924.0,Grant,J. Grant,Nurkic,203994.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-12-17T01:40:56.9Z,1,REGULAR,3pt,Jump Shot,[],203924,16.557161629434955,5.905330882352941,1610612757,0,3,2022-12-17T01:41:03Z,70000,False,220.0,103.0,1,left,J. Grant 24' 3PT  (3 PTS) (J. Hart 1 AST),"[203924, 1628404]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.34,Made,3.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2022-12-17T01:41:15.0Z,1,REGULAR,2pt,Jump Shot,[],203501,91.5407358738502,17.892156862745097,1610612742,2,3,2022-12-17T01:41:19Z,90000,False,-161.0,27.0,1,right,T. Hardaway Jr. 16' pullup Jump Shot (2 PTS) (D. Powell 1 AST),"[203501, 203939]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left,16.28,Made,2.0,D. Powell,203939.0,1.0,,,,,,,,,,,,,,
11,PT11M10.00S,2022-12-17T01:41:32.9Z,1,REGULAR,3pt,Jump Shot,[],1629014,29.6484888304862,71.56862745098039,1610612757,2,3,2022-12-17T01:41:37Z,110000,False,-108.0,226.0,1,left,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.06,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2022-12-17T01:41:34.9Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,2,3,2022-12-17T01:41:37Z,120000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M55.00S,2022-12-17T01:41:48.4Z,1,REGULAR,2pt,Jump Shot,[],1629029,93.03547963206307,71.1014093137255,1610612742,2,3,2022-12-17T01:41:57Z,130000,False,106.0,13.0,1,right,MISS L. Doncic 10' turnaround bank Shot,[1629029],1610612742.0,DAL,turnaround bank,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,10.63,Missed,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2022-12-17T01:41:50.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,2,3,2022-12-17T01:41:57Z,140000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M41.00S,2022-12-17T01:42:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,16.16294349540079,36.029411764705884,1610612757,2,5,2022-12-17T01:42:46Z,150000,False,70.0,99.0,1,left,J. Grant 12' fadeaway Jump Shot (5 PTS),[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Right,12.15,Made,5.0,,,,,,,,,,,,,,,,,
16,PT10M26.00S,2022-12-17T01:42:17.9Z,1,REGULAR,2pt,Jump Shot,[],203915,83.26215505913272,68.38235294117648,1610612742,4,5,2022-12-17T01:42:33Z,160000,False,92.0,105.0,1,right,S. Dinwiddie 13' step back Jump Shot (2 PTS),[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,13.94,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M15.00S,2022-12-17T01:42:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,6.521024967148489,52.94117647058824,1610612757,4,5,2022-12-17T01:42:38Z,170000,False,-15.0,9.0,1,left,MISS D. Lillard driving Layup - blocked,"[203081, 1627827]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,Finney-Smith,1627827.0,,,,,,,,
18,PT10M15.00S,2022-12-17T01:42:28.2Z,1,REGULAR,block,,[],1627827,,,1610612757,4,5,2022-12-17T01:42:30Z,180000,False,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M15.00S,2022-12-17T01:42:28.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,4,5,2022-12-17T01:42:38Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,17.0,,,,,,,,,,,,,
21,PT10M05.00S,2022-12-17T01:42:55.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203994,9.411957950065702,48.28431372549019,1610612757,4,7,2022-12-17T01:43:01Z,210000,False,9.0,36.0,1,left,J. Nurkic driving Hook (2 PTS) (A. Simons 1 AST),"[203994, 1629014]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.7,Made,2.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,
23,PT09M48.00S,2022-12-17T01:43:11.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,82.86793692509855,4.901960784313726,1610612742,4,7,2022-12-17T01:43:15Z,230000,False,-225.0,109.0,1,right,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.02,Missed,,,,,,,,,,,,,,,,,,
24,PT09M46.00S,2022-12-17T01:43:13.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,4,7,2022-12-17T01:43:15Z,240000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,
25,PT09M43.00S,2022-12-17T01:43:18.9Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612757,4,7,2022-12-17T01:43:30Z,250000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Grant 2 FT),"[203939, 203924]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203177.0,1.0,0.0,Grant,203924.0,,,
27,PT09M43.00S,2022-12-17T01:43:50.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203924,,,1610612757,4,8,2022-12-17T01:43:50Z,270000,False,,,0,,J. Grant Free Throw 1 of 2 (6 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
28,PT09M43.00S,2022-12-17T01:44:05.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203924,,,1610612757,4,9,2022-12-17T01:44:05Z,280000,False,,,0,,J. Grant Free Throw 2 of 2 (7 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
29,PT09M30.00S,2022-12-17T01:44:21.8Z,1,REGULAR,turnover,backcourt,[],1629029,,,1610612742,4,9,2022-12-17T01:44:37Z,290000,False,,,0,,L. Doncic backcourt TURNOVER (1 TO),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,24+ Right,,,,,,,,,,,,,,,,,,1.0,,
30,PT09M23.00S,2022-12-17T01:44:51.7Z,1,REGULAR,foul,personal,[],203915,,,1610612757,4,9,2022-12-17T01:45:08Z,300000,False,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 203924]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1626300.0,1.0,0.0,Grant,203924.0,,,
32,PT09M12.00S,2022-12-17T01:45:17.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203081,16.113666228646515,36.76470588235294,1610612757,4,9,2022-12-17T01:45:22Z,320000,False,66.0,99.0,1,left,MISS D. Lillard 11' driving floating Shot,[203081],1610612757.0,POR,driving floating,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Right,11.91,Missed,,,,,,,,,,,,,,,,,,
33,PT09M10.00S,2022-12-17T01:45:19.6Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,4,9,2022-12-17T01:45:22Z,330000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,
34,PT08M56.00S,2022-12-17T01:45:36.7Z,1,REGULAR,turnover,traveling,[],1629029,,,1610612742,4,9,2022-12-17T01:45:42Z,340000,False,,,0,,L. Doncic traveling TURNOVER (2 TO),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,203177.0,,,,,2.0,,
