actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
88,PT03M40.00S,2022-10-30T23:58:28.2Z,1,REGULAR,freethrow,1 of 1,[],1630284,,,1610612753,21,28,2022-10-30T23:58:28Z,880000,,,0,,K. Harris Free Throw 1 of 1 (3 PTS),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
89,PT03M25.00S,2022-10-30T23:58:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.9862023653088,51.470588235294116,1610612742,23,28,2022-10-30T23:58:50Z,890000,7.0,13.0,1,right,L. Doncic driving Layup (13 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,1.53,Made,13.0,,,,,,,,,,,,,,,,,
90,PT03M00.00S,2022-10-30T23:59:41.2Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612753,23,28,2022-10-30T23:59:41Z,900000,,,0,,Jump Ball M. Kleber vs. K. Harris: Tip to L. Doncic,"[1629029, 1628467, 1630284]",1610612742.0,DAL,heldball,L. Doncic,1629029.0,Doncic,L. Doncic,Kleber,1628467.0,Harris,1630284.0,,,,,,,,,,,,,,,,,,,,,,
93,PT03M00.00S,2022-10-30T23:59:41.2Z,1,REGULAR,turnover,lost ball,[],1630532,,,1610612753,23,28,2022-10-30T23:59:41Z,930000,,,0,,F. Wagner lost ball TURNOVER (1 TO),"[1630532, 1628467]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,1.0,Kleber,1628467.0,,
94,PT03M00.00S,2022-10-30T23:59:41.2Z,1,REGULAR,steal,,[],1628467,,,1610612742,23,28,2022-10-30T23:59:41Z,940000,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT02M50.00S,2022-10-30T23:59:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629029,92.32917214191852,50.0,1610612742,23,28,2022-10-31T00:00:00Z,950000,0.0,20.0,1,right,MISS L. Doncic driving Layup - blocked,"[1629029, 1629626]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,Bol,1629626.0
96,PT02M50.00S,2022-10-30T23:59:51.5Z,1,REGULAR,block,,[],1629626,,,1610612742,23,28,2022-10-30T23:59:53Z,960000,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT02M50.00S,2022-10-30T23:59:51.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,23,28,2022-10-31T00:00:00Z,970000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,95.0,,,,,,,,,,,,,
99,PT02M50.00S,2022-10-30T23:59:59.2Z,1,REGULAR,substitution,out,[],1629626,,,1610612742,23,28,2022-10-31T00:00:19Z,990000,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M50.00S,2022-10-30T23:59:59.2Z,1,REGULAR,substitution,out,[],1630532,,,1610612742,23,28,2022-10-31T00:00:19Z,1000000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M50.00S,2022-10-30T23:59:59.2Z,1,REGULAR,substitution,out,[],1628976,,,1610612742,23,28,2022-10-31T00:00:19Z,1010000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M50.00S,2022-10-30T23:59:59.2Z,1,REGULAR,substitution,in,[],1631094,,,1610612742,23,28,2022-10-31T00:00:19Z,1020000,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M50.00S,2022-10-30T23:59:59.2Z,1,REGULAR,substitution,in,[],1630181,,,1610612742,23,28,2022-10-31T00:00:19Z,1030000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M50.00S,2022-10-30T23:59:59.2Z,1,REGULAR,substitution,in,[],1628964,,,1610612742,23,28,2022-10-31T00:00:19Z,1040000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M43.00S,2022-10-31T00:00:27.5Z,1,REGULAR,foul,personal,['2freethrow'],1629643,,,1610612742,23,28,2022-10-31T00:00:35Z,1050000,,,0,,C. Okeke shooting personal FOUL (1 PF) (Green 2 FT),"[1629643, 1630182]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200832.0,1.0,0.0,Green,1630182.0,,,,,
107,PT02M43.00S,2022-10-31T00:00:49.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630182,,,1610612742,24,28,2022-10-31T00:00:49Z,1070000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
108,PT02M43.00S,2022-10-31T00:01:03.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630182,,,1610612742,24,28,2022-10-31T00:01:03Z,1080000,,,0,,MISS J. Green Free Throw 2 of 2,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
109,PT02M41.00S,2022-10-31T00:01:05.2Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,24,28,2022-10-31T00:01:05Z,1090000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,
110,PT02M24.00S,2022-10-31T00:01:21.6Z,1,REGULAR,2pt,Jump Shot,[],1628964,11.908672798948752,75.98039215686273,1610612753,24,28,2022-10-31T00:01:28Z,1100000,-130.0,59.0,1,left,MISS M. Bamba 14' Jump Shot,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Mid-Range,8-16 Left,14.28,Missed,,,,,,,,,,,,,,,,,,
111,PT02M20.00S,2022-10-31T00:01:25.6Z,1,REGULAR,rebound,offensive,[],1629643,,,1610612753,24,28,2022-10-31T00:01:28Z,1110000,,,0,,C. Okeke REBOUND (Off:1 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Mid-Range,8-16 Left,,,,,,,110.0,2.0,1.0,1.0,,,,,,,,,,
112,PT02M20.00S,2022-10-31T00:01:26.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,5.863994743758213,47.794117647058826,1610612753,24,30,2022-10-31T00:06:38Z,1120000,11.0,3.0,1,left,P. Banchero Layup (5 PTS) (C. Okeke 1 AST),"[1631094, 1629643]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.13,Made,5.0,C. Okeke,1629643.0,1.0,,,,,,,,,,,,,,
114,PT02M03.00S,2022-10-31T00:01:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,81.02825229960578,52.20588235294118,1610612742,26,30,2022-10-31T00:01:49Z,1140000,11.0,126.0,1,right,L. Doncic 12' turnaround fadeaway Jump Shot (15 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,12.63,Made,15.0,,,,,,,,,,,,,,,,,
115,PT01M50.00S,2022-10-31T00:01:55.5Z,1,REGULAR,3pt,Jump Shot,[],1631094,31.882391590013142,47.05882352941176,1610612753,26,30,2022-10-31T00:02:10Z,1150000,15.0,247.0,1,left,MISS P. Banchero 24' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,24.76,Missed,,,,,,,,,,,,,,,,,,
116,PT01M48.00S,2022-10-31T00:01:57.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,26,30,2022-10-31T00:02:10Z,1160000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,
117,PT01M40.00S,2022-10-31T00:02:06.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628467,94.43166885676742,50.245098039215684,1610612742,28,30,2022-10-31T00:02:13Z,1170000,1.0,0.0,1,right,M. Kleber alley-oop DUNK (2 PTS) (L. Doncic 2 AST),"[1628467, 1629029]",1610612742.0,DAL,alley-oop,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,0.12,Made,2.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,,,
119,PT01M33.00S,2022-10-31T00:02:16.8Z,1,REGULAR,foul,personal,[],1630182,,,1610612753,28,30,2022-10-31T00:02:29Z,1190000,,,0,,J. Green personal FOUL (1 PF),"[1630182, 1628964]",1610612742.0,DAL,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200832.0,1.0,0.0,Bamba,1628964.0,,,,,
121,PT01M26.00S,2022-10-31T00:02:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,4.944152431011826,52.94117647058824,1610612753,28,30,2022-10-31T00:02:47Z,1210000,-15.0,-6.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
122,PT01M24.00S,2022-10-31T00:02:45.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,28,30,2022-10-31T00:02:47Z,1220000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,121.0,3.0,3.0,0.0,,,,,,,,,,
123,PT01M15.00S,2022-10-31T00:02:53.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,89.56964520367937,49.50980392156863,1610612742,28,30,2022-10-31T00:09:46Z,1230000,-2.0,46.0,1,right,MISS C. Wood floating Shot,[1626174],1610612742.0,DAL,floating,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,,,,,,,,,,,,,,,
124,PT01M12.00S,2022-10-31T00:02:56.6Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,28,30,2022-10-31T00:02:58Z,1240000,,,0,,C. Okeke REBOUND (Off:1 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,123.0,3.0,2.0,1.0,,,,,,,,,,
125,PT01M05.00S,2022-10-31T00:03:03.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,5.863994743758213,50.0,1610612753,28,32,2022-10-31T00:03:09Z,1250000,0.0,3.0,1,left,M. Bamba DUNK (2 PTS) (C. Okeke 2 AST),"[1628964, 1629643]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,0.26,Made,2.0,C. Okeke,1629643.0,2.0,,,,,,,,,,,,,,
127,PT00M49.40S,2022-10-31T00:03:19.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,76.69185282522996,11.76470588235294,1610612742,28,32,2022-10-31T00:03:28Z,1270000,-191.0,167.0,1,right,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
128,PT00M48.80S,2022-10-31T00:03:19.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,28,32,2022-10-31T00:03:28Z,1280000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,127.0,,,,,,,,,,,,,
130,PT00M46.90S,2022-10-31T00:03:40.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,88.51839684625493,4.6568627450980395,1610612742,28,32,2022-10-31T00:03:50Z,1300000,-227.0,55.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
131,PT00M44.40S,2022-10-31T00:03:42.8Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,28,32,2022-10-31T00:03:50Z,1310000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Left Corner 3,24+ Left,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,
133,PT00M28.50S,2022-10-31T00:04:10.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629029,,,1610612753,28,32,2022-10-31T00:04:16Z,1330000,,,0,,L. Doncic shooting personal FOUL (1 PF) (Harris 2 FT),"[1629029, 1630284]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,1.0,0.0,Harris,1630284.0,,,,,
135,PT00M28.50S,2022-10-31T00:04:37.9Z,1,REGULAR,freethrow,1 of 2,[],1630284,,,1610612753,28,33,2022-10-31T00:04:37Z,1350000,,,0,,K. Harris Free Throw 1 of 2 (4 PTS),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
136,PT00M28.50S,2022-10-31T00:04:56.4Z,1,REGULAR,freethrow,2 of 2,[],1630284,,,1610612753,28,34,2022-10-31T00:04:56Z,1360000,,,0,,K. Harris Free Throw 2 of 2 (5 PTS),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
137,PT00M06.60S,2022-10-31T00:05:21.9Z,1,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612742,28,34,2022-10-31T00:05:29Z,1370000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Doncic 2 FT),"[1628964, 1629029]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,Doncic,1629029.0,,,,,
139,PT00M06.60S,2022-10-31T00:05:53.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,28,34,2022-10-31T00:05:53Z,1390000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT00M06.60S,2022-10-31T00:05:53.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,28,34,2022-10-31T00:05:53Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,
141,PT00M06.60S,2022-10-31T00:05:53.0Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,28,34,2022-10-31T00:06:14Z,1410000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT00M04.70S,2022-10-31T00:05:54.9Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,28,34,2022-10-31T00:06:14Z,1420000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,141.0,2.0,2.0,0.0,,,,,,,,,,
143,PT00M00.40S,2022-10-31T00:06:18.3Z,1,REGULAR,turnover,lost ball,[],1631094,,,1610612753,28,34,2022-10-31T00:06:29Z,1430000,,,0,,P. Banchero lost ball TURNOVER (1 TO),"[1631094, 1629029]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Doncic,1629029.0,,
144,PT00M00.40S,2022-10-31T00:06:18.3Z,1,REGULAR,steal,,[],1629029,,,1610612742,28,34,2022-10-31T00:06:20Z,1440000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
145,PT00M00.40S,2022-10-31T00:06:24.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631094,,,1610612742,28,34,2022-10-31T00:06:54Z,1450000,,,0,,P. Banchero transition take personal FOUL (2 PF) (Doncic 1 FT),"[1631094, 1629029]",1610612753.0,ORL,transition take,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201246.0,2.0,0.0,Doncic,1629029.0,,,,,
147,PT00M00.40S,2022-10-31T00:07:06.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629029,,,1610612742,29,34,2022-10-31T00:07:06Z,1470000,,,0,,L. Doncic transition take Free Throw 1 of 1 (16 PTS),[1629029],1610612742.0,DAL,transition take,,,Doncic,L. Doncic,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
148,PT00M00.00S,2022-10-31T00:07:28.8Z,1,REGULAR,period,end,[],0,,,1610612753,29,34,2022-10-31T00:07:28Z,1480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-10-31T00:08:29.3Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612753,29,34,2022-10-31T00:10:16Z,1490000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-10-31T00:08:29.3Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612753,29,34,2022-10-31T00:10:16Z,1500000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-10-31T00:10:15.0Z,2,REGULAR,period,start,[],0,,,1610612742,29,34,2022-10-31T00:10:17Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M49.00S,2022-10-31T00:10:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,94.30026281208936,50.245098039215684,1610612742,31,34,2022-10-31T00:10:32Z,1520000,1.0,1.0,1,right,C. Wood driving Layup (2 PTS) (S. Dinwiddie 1 AST),"[1626174, 203915]",1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,0.16,Made,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
154,PT11M49.00S,2022-10-31T00:10:30.0Z,2,REGULAR,foul,personal,['1freethrow'],1629643,,,1610612742,31,34,2022-10-31T00:10:35Z,1540000,,,0,,C. Okeke shooting personal FOUL (2 PF) (Wood 1 FT),"[1629643, 1626174]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,2.0,0.0,Wood,1626174.0,,,,,
156,PT11M49.00S,2022-10-31T00:10:55.4Z,2,REGULAR,freethrow,1 of 1,[],1626174,,,1610612742,32,34,2022-10-31T00:10:55Z,1560000,,,0,,C. Wood Free Throw 1 of 1 (3 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
157,PT11M30.00S,2022-10-31T00:11:14.7Z,2,REGULAR,turnover,bad pass,[],1630284,,,1610612753,32,34,2022-10-31T00:11:17Z,1570000,,,0,,K. Harris bad pass TURNOVER (1 TO),"[1630284, 203915]",1610612753.0,ORL,,,,Harris,K. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Dinwiddie,203915.0,,
158,PT11M30.00S,2022-10-31T00:11:14.7Z,2,REGULAR,steal,,[],203915,,,1610612742,32,34,2022-10-31T00:11:16Z,1580000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
159,PT11M28.00S,2022-10-31T00:11:17.7Z,2,REGULAR,turnover,bad pass,[],1630182,,,1610612742,32,34,2022-10-31T00:11:22Z,1590000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 1630181]",1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Hampton,1630181.0,,
160,PT11M28.00S,2022-10-31T00:11:17.7Z,2,REGULAR,steal,,[],1630181,,,1610612753,32,34,2022-10-31T00:11:19Z,1600000,,,0,,R. Hampton STEAL (1 STL),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
161,PT11M23.00S,2022-10-31T00:11:21.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630181,19.530223390275953,50.245098039215684,1610612753,32,36,2022-10-31T00:11:26Z,1610000,-1.0,131.0,1,left,R. Hampton 13' Jump Shot (2 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),8-16 Center,13.11,Made,2.0,,,,,,,,,,,,,,,,,
162,PT11M03.00S,2022-10-31T00:11:41.7Z,2,REGULAR,3pt,Jump Shot,[],203501,75.64060446780552,15.686274509803921,1610612742,32,36,2022-10-31T00:11:46Z,1620000,-172.0,176.0,1,right,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,24.62,Missed,,,,,,,,,,,,,,,,,,
163,PT11M01.00S,2022-10-31T00:11:43.7Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,32,36,2022-10-31T00:11:46Z,1630000,,,0,,C. Okeke REBOUND (Off:1 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,,,,,,,162.0,4.0,3.0,1.0,,,,,,,,,,
164,PT10M54.00S,2022-10-31T00:11:51.3Z,2,REGULAR,3pt,Jump Shot,[],1629643,26.757555847568987,81.61764705882352,1610612753,32,36,2022-10-31T00:11:56Z,1640000,-158.0,199.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
165,PT10M51.00S,2022-10-31T00:11:54.3Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,32,36,2022-10-31T00:11:56Z,1650000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,164.0,1.0,1.0,0.0,,,,,,,,,,
166,PT10M40.00S,2022-10-31T00:12:09.8Z,2,REGULAR,foul,personal,[],1630284,,,1610612742,32,36,2022-10-31T00:12:30Z,1660000,,,0,,K. Harris personal FOUL (1 PF),"[1630284, 1626174]",1610612753.0,ORL,,,,Harris,K. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,201246.0,1.0,0.0,Wood,1626174.0,,,,,
168,PT10M34.00S,2022-10-31T00:12:27.6Z,2,REGULAR,3pt,Jump Shot,[],1630182,93.51182654402102,95.34313725490196,1610612742,32,36,2022-10-31T00:12:32Z,1680000,227.0,8.0,1,right,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.69,Missed,,,,,,,,,,,,,,,,,,
169,PT10M32.00S,2022-10-31T00:12:29.6Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,32,36,2022-10-31T00:12:32Z,1690000,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,,
170,PT10M22.00S,2022-10-31T00:12:40.7Z,2,REGULAR,3pt,Jump Shot,[],1629643,23.99802890932983,14.950980392156863,1610612753,32,39,2022-10-31T00:12:45Z,1700000,175.0,173.0,1,left,C. Okeke 24' 3PT  (3 PTS) (P. Banchero 2 AST),"[1629643, 1631094]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,24.63,Made,3.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,,,,
172,PT10M06.00S,2022-10-31T00:12:55.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,80.3712220762155,56.86274509803921,1610612742,32,39,2022-10-31T00:13:00Z,1720000,34.0,132.0,1,right,MISS T. Hardaway Jr. 13' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.64,Missed,,,,,,,,,,,,,,,,,,
173,PT10M05.00S,2022-10-31T00:12:56.7Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,32,39,2022-10-31T00:13:00Z,1730000,,,0,,C. Okeke REBOUND (Off:1 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,172.0,5.0,4.0,1.0,,,,,,,,,,
174,PT10M01.00S,2022-10-31T00:13:01.1Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1631094,21.23850197109067,73.52941176470588,1610612753,32,39,2022-10-31T00:13:08Z,1740000,-118.0,147.0,1,left,MISS P. Banchero 18' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,18.83,Missed,,,,,,,,,,,,,,,,,,
175,PT09M57.00S,2022-10-31T00:13:05.1Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,32,39,2022-10-31T00:13:08Z,1750000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Left Center,,,,,,,174.0,4.0,4.0,0.0,,,,,,,,,,
