actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-03T01:40:26.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-03T01:40:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-02-03T01:40:27.9Z,1,REGULAR,jumpball,recovered,[],1627742,,,1610612740,0,0,2023-02-03T01:40:27Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. D. Powell: Tip to B. Ingram,"[1627742, 202685, 203939]",1610612740.0,NOP,startperiod,B. Ingram,1627742.0,Ingram,B. Ingram,Valanciunas,202685.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-02-03T01:40:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,89.17542706964521,56.86274509803921,1610612740,0,2,2023-02-03T01:40:45Z,70000,False,34.0,49.0,1,right,B. Ingram 6' driving floating bank Jump Shot (2 PTS) (J. Valanciunas 1 AST),"[1627742, 202685]",1610612740.0,NOP,driving floating bank,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,6.01,Made,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2023-02-03T01:41:03.8Z,1,REGULAR,2pt,Jump Shot,[],203501,19.530223390275953,23.52941176470588,1610612742,0,2,2023-02-03T01:41:10Z,90000,False,132.0,131.0,1,left,MISS T. Hardaway Jr. 18' fadeaway Shot,[203501],1610612742.0,DAL,fadeaway,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right Center,18.63,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2023-02-03T01:41:06.8Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,0,2,2023-02-03T01:41:10Z,100000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M05.00S,2023-02-03T01:41:20.3Z,1,REGULAR,3pt,Jump Shot,[],202685,67.49342969776609,35.53921568627451,1610612740,0,2,2023-02-03T01:41:25Z,110000,False,-72.0,253.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,26.32,Missed,,,,,,,,,,,,,,,,,,
12,PT11M01.00S,2023-02-03T01:41:24.3Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,0,2,2023-02-03T01:47:54Z,120000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M52.00S,2023-02-03T01:41:32.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,13.748357424441524,50.49019607843137,1610612742,2,2,2023-02-03T01:43:05Z,130000,False,-2.0,77.0,1,left,L. Doncic 7' fadeaway Jump Shot (2 PTS),[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.67,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M38.00S,2023-02-03T01:41:46.8Z,1,REGULAR,turnover,lost ball,[],1630529,,,1610612740,2,2,2023-02-03T01:41:51Z,140000,False,,,0,,H. Jones lost ball TURNOVER (1 TO),"[1630529, 203939]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Powell,203939.0,,,,,,,
15,PT10M38.00S,2023-02-03T01:41:46.8Z,1,REGULAR,steal,,[],203939,,,1610612742,2,2,2023-02-03T01:41:48Z,150000,False,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
