actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
20,PT10M20.00S,2022-11-19T01:43:15.6Z,1,REGULAR,turnover,out-of-bounds,[],201599,,,1610612743,6,4,2022-11-19T01:43:20Z,200000,False,,,0,,D. Jordan bad pass out-of-bounds TURNOVER (1 TO),[201599],1610612743.0,DEN,bad pass,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,1148.0,,,,,,1.0,,,,,,,
21,PT10M06.00S,2022-11-19T01:43:34.1Z,1,REGULAR,turnover,lost ball,[],203939,,,1610612742,6,4,2022-11-19T01:43:37Z,210000,False,,,0,,D. Powell lost ball TURNOVER (1 TO),"[203939, 201599]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Jordan,201599.0,,,,,
22,PT10M06.00S,2022-11-19T01:43:34.1Z,1,REGULAR,steal,,[],201599,,,1610612743,6,4,2022-11-19T01:43:35Z,220000,False,,,0,,D. Jordan STEAL (1 STL),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M00.00S,2022-11-19T01:43:40.1Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612743,6,4,2022-11-19T01:43:44Z,230000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 203915]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Dinwiddie,203915.0,,,,,
24,PT10M00.00S,2022-11-19T01:43:40.1Z,1,REGULAR,steal,,[],203915,,,1610612742,6,4,2022-11-19T01:43:42Z,240000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
25,PT09M47.00S,2022-11-19T01:43:53.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,67.7562417871222,64.4607843137255,1610612742,6,4,2022-11-19T01:51:01Z,250000,False,72.0,251.0,1,right,MISS L. Doncic 26' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
26,PT09M42.00S,2022-11-19T01:43:58.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,6,4,2022-11-19T01:44:04Z,260000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,25.0,,,,,,,,
28,PT09M31.00S,2022-11-19T01:44:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,9.017739816031538,59.31372549019608,1610612743,6,6,2022-11-19T01:51:33Z,280000,False,-47.0,32.0,1,left,J. Green driving Layup (2 PTS) (B. Brown 2 AST),"[201145, 1628971]",1610612743.0,DEN,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.67,Made,2.0,B. Brown,1628971.0,2.0,,,,,,,,,,,,,,
30,PT09M10.00S,2022-11-19T01:44:44.9Z,1,REGULAR,3pt,Jump Shot,[],203493,82.07950065703022,5.88235294117647,1610612742,6,6,2022-11-19T01:44:48Z,300000,False,-221.0,116.0,1,right,MISS R. Bullock 24' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,,
31,PT09M08.00S,2022-11-19T01:44:46.9Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,6,6,2022-11-19T01:44:48Z,310000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,30.0,,,,1.0,1.0,0.0,,
32,PT09M02.00S,2022-11-19T01:44:53.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,30.305519053876477,30.88235294117647,1610612743,6,6,2022-11-19T01:44:58Z,320000,False,96.0,232.0,1,left,MISS M. Porter Jr. 25' pullup 3PT,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
33,PT09M00.00S,2022-11-19T01:44:55.1Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,6,6,2022-11-19T01:44:58Z,330000,False,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,32.0,,,,1.0,1.0,0.0,,
34,PT08M44.00S,2022-11-19T01:45:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,83.26215505913272,42.15686274509804,1610612742,6,6,2022-11-19T01:45:15Z,340000,False,-39.0,105.0,1,right,MISS L. Doncic 11' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,11.19,Missed,,,,,,,,,,,,,,,,,,
35,PT08M42.00S,2022-11-19T01:45:12.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,6,6,2022-11-19T01:45:15Z,350000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,34.0,,,,1.0,1.0,0.0,,
36,PT08M38.00S,2022-11-19T01:45:20.8Z,1,REGULAR,turnover,traveling,[],201145,,,1610612743,6,6,2022-11-19T01:45:25Z,360000,False,,,0,,J. Green traveling TURNOVER (1 TO),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200833.0,,,,,,1.0,,,,,,,
37,PT08M25.00S,2022-11-19T01:45:45.5Z,1,REGULAR,turnover,traveling,[],1629029,,,1610612742,6,6,2022-11-19T01:45:51Z,370000,False,,,0,,L. Doncic traveling TURNOVER (1 TO),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1626301.0,,,,,,1.0,,,,,,,
38,PT08M04.00S,2022-11-19T01:46:20.0Z,1,REGULAR,turnover,bad pass,[],1629008,,,1610612743,6,6,2022-11-19T01:46:23Z,380000,False,,,0,,M. Porter Jr. bad pass TURNOVER (1 TO),"[1629008, 1627827]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Finney-Smith,1627827.0,,,,,
39,PT08M04.00S,2022-11-19T01:46:20.0Z,1,REGULAR,steal,,[],1627827,,,1610612742,6,6,2022-11-19T01:46:21Z,390000,False,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT07M59.00S,2022-11-19T01:46:24.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627827,69.59592641261499,30.88235294117647,1610612742,6,6,2022-11-19T01:51:45Z,400000,False,-96.0,233.0,1,right,MISS D. Finney-Smith 25' pullup 3PT,[1627827],1610612742.0,DAL,pullup,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
41,PT07M56.00S,2022-11-19T01:46:27.7Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,6,6,2022-11-19T01:46:30Z,410000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,40.0,,,,1.0,1.0,0.0,,
42,PT07M46.00S,2022-11-19T01:46:37.6Z,1,REGULAR,3pt,Jump Shot,[],203484,31.61957950065703,36.51960784313725,1610612743,6,9,2022-11-19T01:46:41Z,420000,False,67.0,245.0,1,left,K. Caldwell-Pope 25' 3PT  (5 PTS) (M. Porter Jr. 2 AST),"[203484, 1629008]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,25.38,Made,5.0,M. Porter Jr.,1629008.0,2.0,,,,,,,,,,,,,,
44,PT07M32.00S,2022-11-19T01:46:51.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,80.81471747700394,49.97702205882353,1610612742,6,9,2022-11-19T01:46:57Z,440000,False,0.0,128.0,1,right,MISS S. Dinwiddie 12' driving floating Shot,[203915],1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,12.78,Missed,,,,,,,,,,,,,,,,,,
45,PT07M30.00S,2022-11-19T01:46:53.4Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,6,9,2022-11-19T01:46:57Z,450000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,44.0,,,,2.0,2.0,0.0,,
46,PT07M13.00S,2022-11-19T01:47:11.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201145,14.011169513797633,50.98039215686274,1610612743,6,9,2022-11-19T01:47:15Z,460000,False,-5.0,79.0,1,left,MISS J. Green 7' turnaround Hook,[201145],1610612743.0,DEN,turnaround,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,,,,,,,,,,,,,,,,,
47,PT07M12.00S,2022-11-19T01:47:12.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,6,9,2022-11-19T01:47:15Z,470000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,46.0,,,,1.0,1.0,0.0,,
48,PT07M04.00S,2022-11-19T01:47:20.5Z,1,REGULAR,3pt,Jump Shot,[],203493,69.99014454664915,72.54901960784314,1610612742,6,9,2022-11-19T01:47:25Z,480000,False,113.0,230.0,1,right,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
49,PT07M01.00S,2022-11-19T01:47:23.6Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,6,9,2022-11-19T01:47:23Z,490000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,48.0,,,,1.0,0.0,1.0,,
50,PT06M58.00S,2022-11-19T01:47:26.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203493,69.59592641261499,67.40196078431373,1610612742,9,9,2022-11-19T01:47:31Z,500000,False,87.0,233.0,1,right,R. Bullock 24' 3PT  (5 PTS) (D. Finney-Smith 1 AST),"[203493, 1627827]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,24.9,Made,5.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,,,,
52,PT06M34.00S,2022-11-19T01:47:49.4Z,1,REGULAR,2pt,Jump Shot,[],1629008,19.136005256241788,72.79411764705883,1610612743,9,9,2022-11-19T01:47:56Z,520000,False,-114.0,127.0,1,left,MISS M. Porter Jr. 17' driving floating Shot,[1629008],1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,17.1,Missed,,,,,,,,,,,,,,,,,,
53,PT06M32.00S,2022-11-19T01:47:51.4Z,1,REGULAR,rebound,offensive,[],203484,,,1610612743,9,9,2022-11-19T01:47:56Z,530000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,52.0,,,,1.0,0.0,1.0,,
54,PT06M31.00S,2022-11-19T01:47:53.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203484,9.149145860709593,3.9215686274509802,1610612743,9,9,2022-11-19T01:47:59Z,540000,False,230.0,34.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
55,PT06M29.00S,2022-11-19T01:47:55.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,9,9,2022-11-19T01:47:59Z,550000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,54.0,,,,2.0,2.0,0.0,,
56,PT06M19.00S,2022-11-19T01:48:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,94.03745072273325,51.9607843137255,1610612742,11,9,2022-11-19T01:48:09Z,560000,False,10.0,4.0,1,right,L. Doncic driving Layup (2 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,1.04,Made,2.0,,,,,,,,,,,,,,,,,
57,PT06M07.00S,2022-11-19T01:48:18.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201145,13.61695137976347,35.049019607843135,1610612743,11,11,2022-11-19T01:48:24Z,570000,False,75.0,75.0,1,left,J. Green 10' turnaround Jump Shot (4 PTS),[201145],1610612743.0,DEN,turnaround,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,10.63,Made,4.0,,,,,,,,,,,,,,,,,
58,PT06M07.00S,2022-11-19T01:48:21.1Z,1,REGULAR,foul,personal,['1freethrow'],203493,,,1610612743,11,11,2022-11-19T01:51:15Z,580000,False,,,0,,R. Bullock shooting personal FOUL (1 PF) (Green 1 FT),"[203493, 201145]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1148.0,1.0,0.0,Green,201145.0,,,,,,,,,
60,PT06M07.00S,2022-11-19T01:48:32.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,11,11,2022-11-19T01:51:01Z,600000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M07.00S,2022-11-19T01:48:34.1Z,1,REGULAR,substitution,out,[],203915,,,1610612743,11,11,2022-11-19T01:51:14Z,610000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M07.00S,2022-11-19T01:48:34.1Z,1,REGULAR,substitution,out,[],203939,,,1610612743,11,11,2022-11-19T01:51:14Z,620000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M07.00S,2022-11-19T01:48:34.1Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,11,11,2022-11-19T01:51:14Z,630000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M07.00S,2022-11-19T01:48:34.1Z,1,REGULAR,substitution,in,[],203501,,,1610612743,11,11,2022-11-19T01:51:14Z,640000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M07.00S,2022-11-19T01:48:34.1Z,1,REGULAR,substitution,in,[],1626174,,,1610612743,11,11,2022-11-19T01:51:14Z,650000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M07.00S,2022-11-19T01:48:34.1Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,11,11,2022-11-19T01:51:14Z,660000,False,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M07.00S,2022-11-19T01:51:41.5Z,1,REGULAR,freethrow,1 of 1,[],201145,,,1610612743,11,11,2022-11-19T01:51:45Z,670000,False,,,0,,MISS J. Green Free Throw 1 of 1,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
68,PT06M05.00S,2022-11-19T01:51:43.5Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,11,11,2022-11-19T01:51:45Z,680000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,67.0,,,,2.0,1.0,1.0,,
69,PT05M46.00S,2022-11-19T01:52:03.2Z,1,REGULAR,2pt,Jump Shot,[],1629029,91.80354796320631,28.186274509803923,1610612742,11,11,2022-11-19T01:52:15Z,690000,False,-109.0,25.0,1,right,MISS L. Doncic 11' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,11.18,Missed,,,,,,,,,,,,,,,,,,
70,PT05M42.00S,2022-11-19T01:52:07.2Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,11,11,2022-11-19T01:52:15Z,700000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,69.0,,,,1.0,1.0,0.0,,
71,PT05M25.00S,2022-11-19T01:52:23.0Z,1,REGULAR,3pt,Jump Shot,[],1628971,32.53942181340342,50.98039215686274,1610612743,11,14,2022-11-19T01:52:27Z,710000,False,-5.0,253.0,1,left,B. Brown 25' 3PT  (3 PTS) (D. Jordan 1 AST),"[1628971, 201599]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,25.34,Made,3.0,D. Jordan,201599.0,1.0,,,,,,,,,,,,,,
73,PT05M06.00S,2022-11-19T01:52:42.7Z,1,REGULAR,turnover,bad pass,[],203501,,,1610612742,11,14,2022-11-19T01:52:47Z,730000,False,,,0,,T. Hardaway Jr. bad pass TURNOVER (1 TO),"[203501, 1630538]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Hyland,1630538.0,,,,,
74,PT05M06.00S,2022-11-19T01:52:42.7Z,1,REGULAR,steal,,[],1630538,,,1610612743,11,14,2022-11-19T01:52:44Z,740000,False,,,0,,B. Hyland STEAL (1 STL),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
76,PT04M59.00S,2022-11-19T01:52:49.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201145,6.389618922470433,49.50980392156863,1610612743,11,16,2022-11-19T01:52:58Z,760000,False,2.0,8.0,1,left,J. Green cutting Layup (6 PTS) (B. Hyland 1 AST),"[201145, 1630538]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.8,Made,6.0,B. Hyland,1630538.0,1.0,,,,,,,,,,,,,,
78,PT04M50.00S,2022-11-19T01:52:58.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,93.64323258869908,50.49019607843137,1610612742,13,16,2022-11-19T01:53:12Z,780000,False,2.0,7.0,1,right,C. Wood cutting DUNK (2 PTS) (T. Hardaway Jr. 1 AST),"[1626174, 203501]",1610612742.0,DAL,cutting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,,,
80,PT04M23.00S,2022-11-19T01:53:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201145,15.456636005256241,53.92156862745098,1610612743,13,16,2022-11-19T01:53:31Z,800000,False,-20.0,93.0,1,left,MISS J. Green 9' turnaround Shot,[201145],1610612743.0,DEN,turnaround,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,9.48,Missed,,,,,,,,,,,,,,,,,,
81,PT04M21.00S,2022-11-19T01:53:27.2Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,13,16,2022-11-19T01:53:31Z,810000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,80.0,,,,1.0,1.0,0.0,,
82,PT04M11.00S,2022-11-19T01:53:38.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,93.9060446780552,50.73529411764706,1610612742,15,16,2022-11-19T01:53:43Z,820000,False,4.0,5.0,1,right,C. Wood cutting DUNK (4 PTS) (L. Doncic 2 AST),"[1626174, 1629029]",1610612742.0,DAL,cutting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,0.61,Made,4.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,,,
84,PT03M55.00S,2022-11-19T01:53:54.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,16.507884362680684,53.18627450980392,1610612743,15,16,2022-11-19T01:53:58Z,840000,False,-16.0,103.0,1,left,MISS B. Hyland 10' driving floating Shot,[1630538],1610612743.0,DEN,driving floating,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Center,10.39,Missed,,,,,,,,,,,,,,,,,,
