actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
81,PT05M32.00S,2022-11-08T02:57:42.1Z,1,REGULAR,rebound,offensive,[],203925,,,1610612751,11,15,2022-11-08T02:57:42Z,810000,,,0,,J. Harris REBOUND (Off:1 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,,,,,,80.0,2.0,1.0,1.0,,,,,,,,,,,
82,PT05M29.00S,2022-11-08T02:57:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203925,5.338370565045992,47.794117647058826,1610612751,11,17,2022-11-08T02:57:49Z,820000,11.0,-2.0,1,left,J. Harris driving Layup (4 PTS),[203925],1610612751.0,BKN,driving,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,1.12,Made,,,,,4.0,,,,,,,,,,
83,PT05M09.00S,2022-11-08T02:58:09.2Z,1,REGULAR,foul,offensive,[],1629029,,,1610612742,11,17,2022-11-08T02:58:19Z,830000,,,0,,L. Doncic offensive FOUL (1 PF),"[1629029, 203925]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Harris,203925.0,,
85,PT05M09.00S,2022-11-08T02:58:09.2Z,1,REGULAR,turnover,offensive foul,[],1629029,,,1610612742,11,17,2022-11-08T02:58:09Z,850000,,,0,,L. Doncic offensive foul TURNOVER (1 TO),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,203593.0,,,,,,
86,PT05M09.00S,2022-11-08T02:58:14.4Z,1,REGULAR,substitution,out,[],203915,,,1610612751,11,17,2022-11-08T02:58:16Z,860000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M09.00S,2022-11-08T02:58:14.4Z,1,REGULAR,substitution,in,[],203501,,,1610612751,11,17,2022-11-08T02:58:16Z,870000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M52.00S,2022-11-08T02:58:41.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,19.44809461235217,42.17218137254902,1610612751,11,19,2022-11-08T02:59:11Z,880000,39.0,130.0,1,left,K. Durant 13' turnaround fadeaway Jump Shot (5 PTS),[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,13.6,Made,,,,,5.0,,,,,,,,,,
89,PT04M43.00S,2022-11-08T02:58:50.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,72.61826544021025,18.137254901960784,1610612742,11,19,2022-11-08T02:59:04Z,890000,-159.0,205.0,1,right,MISS L. Doncic 25' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,25.95,Missed,,,,,,,,,,,,,,,
90,PT04M39.00S,2022-11-08T02:58:54.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,11,19,2022-11-08T02:59:04Z,900000,,,0,,N. Claxton REBOUND (Off:3 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,89.0,6.0,3.0,3.0,,,,,,,,,,,
91,PT04M31.00S,2022-11-08T02:59:01.0Z,1,REGULAR,3pt,Jump Shot,[],203925,14.011169513797633,94.85294117647058,1610612751,11,22,2022-11-08T02:59:07Z,910000,-224.0,79.0,1,left,J. Harris 3PT  (7 PTS) (R. O'Neale 4 AST),"[203925, 1626220]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Left Corner 3,24+ Left,,,,23.79,Made,,,,,7.0,R. O'Neale,1626220.0,4.0,,,,,,,
93,PT04M14.00S,2022-11-08T02:59:18.4Z,1,REGULAR,2pt,Jump Shot,[],1626174,86.94152431011827,20.34313725490196,1610612742,11,22,2022-11-08T02:59:22Z,930000,-148.0,70.0,1,right,MISS C. Wood 16' Jump Shot,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Left,,,,16.41,Missed,,,,,,,,,,,,,,,
94,PT04M12.00S,2022-11-08T02:59:20.4Z,1,REGULAR,rebound,defensive,[],1628410,,,1610612751,11,22,2022-11-08T02:59:22Z,940000,,,0,,E. Sumner REBOUND (Off:0 Def:2),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Mid-Range,16-24 Left,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,,,
95,PT04M01.00S,2022-11-08T02:59:31.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,10.5946123521682,4.411764705882353,1610612751,11,25,2022-11-08T02:59:37Z,950000,228.0,47.0,1,left,R. O'Neale 3PT  (5 PTS) (N. Claxton 1 AST),"[1626220, 1629651]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,23.27,Made,,,,,5.0,N. Claxton,1629651.0,1.0,,,,,,,
97,PT04M00.00S,2022-11-08T02:59:36.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,11,25,2022-11-08T02:59:36Z,970000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M00.00S,2022-11-08T02:59:51.3Z,1,REGULAR,substitution,out,[],203493,,,1610612742,11,25,2022-11-08T03:02:07Z,980000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M00.00S,2022-11-08T02:59:51.3Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,11,25,2022-11-08T03:02:07Z,990000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M43.00S,2022-11-08T03:02:47.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628467,93.24901445466492,50.245098039215684,1610612742,13,25,2022-11-08T03:02:50Z,1000000,1.0,11.0,1,right,M. Kleber cutting DUNK (2 PTS) (L. Doncic 2 AST),"[1628467, 1629029]",1610612742.0,DAL,cutting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,1.11,Made,,,,,2.0,L. Doncic,1629029.0,2.0,,,,,,,
102,PT03M22.00S,2022-11-08T03:03:07.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,11.777266754270697,58.08823529411765,1610612751,13,25,2022-11-08T03:03:10Z,1020000,-40.0,58.0,1,left,MISS N. Claxton 7' turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,7.08,Missed,,,,,,,,,,,,,,,
103,PT03M20.00S,2022-11-08T03:03:09.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,13,25,2022-11-08T03:03:10Z,1030000,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,102.0,2.0,1.0,1.0,,,,,,,,,,,
104,PT03M04.00S,2022-11-08T03:03:25.5Z,1,REGULAR,3pt,Jump Shot,[],1628467,71.82982917214193,75.73529411764706,1610612742,16,25,2022-11-08T03:03:29Z,1040000,129.0,212.0,1,right,M. Kleber 24' 3PT  (5 PTS) (D. Finney-Smith 1 AST),"[1628467, 1627827]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,,,,24.83,Made,,,,,5.0,D. Finney-Smith,1627827.0,1.0,,,,,,,
106,PT02M39.00S,2022-11-08T03:03:52.9Z,1,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612751,16,25,2022-11-08T03:04:01Z,1060000,,,0,,M. Kleber shooting personal FOUL (1 PF) (O'Neale 2 FT),"[1628467, 1626220]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1627964.0,1.0,0.0,O'Neale,1626220.0,,
108,PT02M39.00S,2022-11-08T03:04:18.2Z,1,REGULAR,freethrow,1 of 2,[],1626220,,,1610612751,16,25,2022-11-08T03:04:18Z,1080000,,,0,,MISS R. O'Neale Free Throw 1 of 2,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
109,PT02M39.00S,2022-11-08T03:04:18.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,16,25,2022-11-08T03:04:18Z,1090000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,
110,PT02M39.00S,2022-11-08T03:04:19.0Z,1,REGULAR,substitution,out,[],1627827,,,1610612751,16,25,2022-11-08T03:04:30Z,1100000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M39.00S,2022-11-08T03:04:19.0Z,1,REGULAR,substitution,out,[],203925,,,1610612751,16,25,2022-11-08T03:04:30Z,1110000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M39.00S,2022-11-08T03:04:19.0Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,16,25,2022-11-08T03:04:30Z,1120000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M39.00S,2022-11-08T03:04:19.0Z,1,REGULAR,substitution,in,[],1630182,,,1610612751,16,25,2022-11-08T03:04:30Z,1130000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M39.00S,2022-11-08T03:04:19.0Z,1,REGULAR,substitution,in,[],203552,,,1610612751,16,25,2022-11-08T03:04:30Z,1140000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M39.00S,2022-11-08T03:04:19.0Z,1,REGULAR,substitution,in,[],1627732,,,1610612751,16,25,2022-11-08T03:04:30Z,1150000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M39.00S,2022-11-08T03:04:41.0Z,1,REGULAR,freethrow,2 of 2,[],1626220,,,1610612751,16,26,2022-11-08T03:04:41Z,1160000,,,0,,R. O'Neale Free Throw 2 of 2 (6 PTS),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
117,PT02M36.00S,2022-11-08T03:04:51.9Z,1,REGULAR,foul,personal,[],201142,,,1610612742,16,26,2022-11-08T03:05:21Z,1170000,,,0,,K. Durant personal FOUL (1 PF),"[201142, 1629029]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2004.0,1.0,0.0,Doncic,1629029.0,,
119,PT02M36.00S,2022-11-08T03:05:02.8Z,1,REGULAR,substitution,out,[],1628410,,,1610612742,16,26,2022-11-08T03:05:06Z,1190000,,,0,,SUB out: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M36.00S,2022-11-08T03:05:02.8Z,1,REGULAR,substitution,in,[],1630561,,,1610612742,16,26,2022-11-08T03:05:06Z,1200000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M24.00S,2022-11-08T03:05:26.5Z,1,REGULAR,3pt,Jump Shot,[],203501,83.13074901445466,93.38235294117648,1610612742,19,26,2022-11-08T03:05:32Z,1210000,217.0,106.0,1,right,T. Hardaway Jr. 24' 3PT  (3 PTS) (J. Green 1 AST),"[203501, 1630182]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,24.15,Made,,,,,3.0,J. Green,1630182.0,1.0,,,,,,,
123,PT02M08.00S,2022-11-08T03:05:42.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,6.1268068331143235,3.1862745098039214,1610612751,19,29,2022-11-08T03:05:46Z,1230000,234.0,5.0,1,left,R. O'Neale 3PT  (9 PTS) (D. Duke Jr. 1 AST),"[1626220, 1630561]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,23.42,Made,,,,,9.0,D. Duke Jr.,1630561.0,1.0,,,,,,,
125,PT01M53.00S,2022-11-08T03:06:00.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630561,,,1610612742,19,29,2022-11-08T03:06:05Z,1250000,,,0,,D. Duke Jr. personal FOUL (1 PF) (Doncic 2 FT),"[1630561, 1629029]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,203593.0,1.0,0.0,Doncic,1629029.0,,
127,PT01M53.00S,2022-11-08T03:06:27.3Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,20,29,2022-11-08T03:06:27Z,1270000,,,0,,L. Doncic Free Throw 1 of 2 (8 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,
128,PT01M53.00S,2022-11-08T03:06:28.2Z,1,REGULAR,substitution,out,[],1626220,,,1610612742,20,29,2022-11-08T03:06:35Z,1280000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M53.00S,2022-11-08T03:06:28.2Z,1,REGULAR,substitution,in,[],1629139,,,1610612742,20,29,2022-11-08T03:06:35Z,1290000,,,0,,SUB in: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M53.00S,2022-11-08T03:06:56.8Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,21,29,2022-11-08T03:06:56Z,1300000,,,0,,L. Doncic Free Throw 2 of 2 (9 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,
131,PT01M41.00S,2022-11-08T03:07:09.6Z,1,REGULAR,3pt,Jump Shot,[],1630561,29.911300919842315,72.05882352941177,1610612751,21,29,2022-11-08T03:07:14Z,1310000,-110.0,229.0,1,left,MISS D. Duke Jr. 25' 3PT,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.39,Missed,,,,,,,,,,,,,,,
132,PT01M37.00S,2022-11-08T03:07:13.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,21,29,2022-11-08T03:07:14Z,1320000,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,,,,,,131.0,3.0,2.0,1.0,,,,,,,,,,,
133,PT01M23.00S,2022-11-08T03:07:27.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,90.22667542706965,58.82352941176471,1610612742,23,29,2022-11-08T03:07:33Z,1330000,44.0,39.0,1,right,L. Doncic turnaround fadeaway Jump Shot (11 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,5.91,Made,,,,,11.0,,,,,,,,,,
134,PT00M58.70S,2022-11-08T03:07:52.7Z,1,REGULAR,3pt,Jump Shot,[],1629139,42.2634691195795,37.00980392156863,1610612751,23,32,2022-11-08T03:07:59Z,1340000,65.0,345.0,1,left,Y. Watanabe 35' 3PT bank (3 PTS) (K. Durant 3 AST),"[1629139, 201142]",1610612751.0,BKN,bank,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Center,,,,35.09,Made,,,,,3.0,K. Durant,201142.0,3.0,,,,,,,
136,PT00M40.60S,2022-11-08T03:08:16.0Z,1,REGULAR,3pt,Jump Shot,[],203501,94.30026281208936,4.6568627450980395,1610612742,26,32,2022-11-08T03:08:19Z,1360000,-227.0,1.0,1,right,T. Hardaway Jr. 3PT  (6 PTS) (J. Green 2 AST),"[203501, 1630182]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,22.67,Made,,,,,6.0,J. Green,1630182.0,2.0,,,,,,,
138,PT00M30.90S,2022-11-08T03:08:28.3Z,1,REGULAR,3pt,Jump Shot,[],1629139,34.641918528252305,31.127450980392158,1610612751,26,32,2022-11-08T03:09:47Z,1380000,94.0,273.0,1,left,MISS Y. Watanabe 28' 3PT,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Right Center,,,,28.9,Missed,,,,,,,,,,,,,,,
139,PT00M27.50S,2022-11-08T03:08:31.7Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,26,32,2022-11-08T03:08:32Z,1390000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,
140,PT00M07.50S,2022-11-08T03:08:51.6Z,1,REGULAR,3pt,Jump Shot,[],1629029,75.3777923784494,12.990196078431374,1610612742,29,32,2022-11-08T03:10:10Z,1400000,-185.0,179.0,1,right,L. Doncic 25' 3PT step back (14 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,25.74,Made,,,,,14.0,,,,,,,,,,
141,PT00M01.40S,2022-11-08T03:09:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,11.777266754270697,45.09803921568628,1610612751,29,34,2022-11-08T03:09:08Z,1410000,25.0,58.0,1,left,K. Durant 6' running pullup Jump Shot (7 PTS),[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,6.31,Made,,,,,7.0,,,,,,,,,,
142,PT00M00.00S,2022-11-08T03:09:11.6Z,1,REGULAR,period,end,[],0,,,1610612742,29,34,2022-11-08T03:09:11Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-11-08T03:09:21.4Z,2,REGULAR,substitution,out,['startperiod'],1626174,,,1610612742,29,34,2022-11-08T03:11:32Z,1430000,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-11-08T03:09:21.4Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,29,34,2022-11-08T03:11:32Z,1440000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-11-08T03:09:21.4Z,2,REGULAR,substitution,out,['startperiod'],1630561,,,1610612742,29,34,2022-11-08T03:11:32Z,1450000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-11-08T03:09:21.4Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612742,29,34,2022-11-08T03:11:32Z,1460000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-11-08T03:09:21.4Z,2,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,29,34,2022-11-08T03:11:32Z,1470000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-11-08T03:09:21.4Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,29,34,2022-11-08T03:11:32Z,1480000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-11-08T03:09:21.4Z,2,REGULAR,substitution,in,['startperiod'],1630560,,,1610612742,29,34,2022-11-08T03:11:32Z,1490000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-11-08T03:09:21.4Z,2,REGULAR,substitution,in,['startperiod'],201988,,,1610612742,29,34,2022-11-08T03:11:32Z,1500000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-11-08T03:11:50.2Z,2,REGULAR,period,start,[],0,,,1610612751,29,34,2022-11-08T03:11:50Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M40.00S,2022-11-08T03:12:09.3Z,2,REGULAR,3pt,Jump Shot,[],1629139,25.04927726675427,82.59803921568627,1610612751,29,34,2022-11-08T03:12:34Z,1520000,-163.0,183.0,1,left,MISS Y. Watanabe 24' 3PT,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Left Center,,,,24.51,Missed,,,,,,,,,,,,,,,
153,PT11M37.00S,2022-11-08T03:12:12.3Z,2,REGULAR,rebound,offensive,[],1627732,,,1610612751,29,34,2022-11-08T03:12:14Z,1530000,,,0,,B. Simmons REBOUND (Off:1 Def:0),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,,,,152.0,1.0,0.0,1.0,,,,,,,,,,,
154,PT11M34.00S,2022-11-08T03:12:15.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203552,8.09789750328515,94.36274509803921,1610612751,29,34,2022-11-08T03:12:19Z,1540000,-222.0,24.0,1,left,MISS S. Curry 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,22.31,Missed,,,,,,,,,,,,,,,
155,PT11M30.00S,2022-11-08T03:12:19.1Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,29,34,2022-11-08T03:12:19Z,1550000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,
156,PT11M22.00S,2022-11-08T03:12:26.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,81.8166885676741,46.81372549019608,1610612742,31,34,2022-11-08T03:12:33Z,1560000,-16.0,118.0,1,right,T. Hardaway Jr. 11' pullup Jump Shot (8 PTS) (S. Dinwiddie 1 AST),"[203501, 203915]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,11.95,Made,,,,,8.0,S. Dinwiddie,203915.0,1.0,,,,,,,
158,PT10M59.00S,2022-11-08T03:12:49.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,16.113666228646515,50.73529411764706,1610612751,31,34,2022-11-08T03:12:56Z,1580000,-4.0,99.0,1,left,MISS B. Simmons 9' floating Shot,[1627732],1610612751.0,BKN,floating,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,,,,9.91,Missed,,,,,,,,,,,,,,,
159,PT10M56.00S,2022-11-08T03:12:52.7Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,31,34,2022-11-08T03:12:56Z,1590000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,
160,PT10M49.00S,2022-11-08T03:12:59.3Z,2,REGULAR,3pt,Jump Shot,[],203501,67.88764783180025,19.11764705882353,1610612742,31,34,2022-11-08T03:13:17Z,1600000,-154.0,249.0,1,right,MISS T. Hardaway Jr. 29' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,29.33,Missed,,,,,,,,,,,,,,,
161,PT10M46.00S,2022-11-08T03:13:02.8Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612742,31,34,2022-11-08T03:13:02Z,1610000,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,160.0,2.0,1.0,1.0,,,,,,,,,,,
162,PT10M33.00S,2022-11-08T03:13:16.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628467,84.97043363994744,9.803921568627452,1610612742,31,34,2022-11-08T03:13:21Z,1620000,-201.0,89.0,1,right,MISS M. Kleber 21' Jump Shot,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Mid-Range,16-24 Left,,,,21.97,Missed,,,,,,,,,,,,,,,
163,PT10M31.00S,2022-11-08T03:13:18.1Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,31,34,2022-11-08T03:13:21Z,1630000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Mid-Range,16-24 Left,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,
164,PT10M29.00S,2022-11-08T03:13:22.8Z,2,REGULAR,foul,personal,[],203915,,,1610612751,31,34,2022-11-08T03:13:34Z,1640000,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1627732]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Simmons,1627732.0,,
