actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
409,PT08M27.00S,2022-10-30T02:31:02.8Z,3,REGULAR,rebound,defensive,[],203915,,,1610612742,56,55,2022-10-30T02:31:07Z,3980000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,408.0,2.0,2.0,0.0,,,,,,,
410,PT08M22.00S,2022-10-30T02:31:07.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203915,6.915243101182654,46.81372549019608,1610612742,58,55,2022-10-30T02:31:19Z,3990000,16.0,13.0,1,left,S. Dinwiddie running Layup (9 PTS),[203915],1610612742.0,DAL,running,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,2.02,Made,9.0,,,,,,,,,,,,,,,,,
411,PT08M07.00S,2022-10-30T02:31:22.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,92.59198423127464,47.794117647058826,1610612760,58,55,2022-10-30T02:31:33Z,4000000,-11.0,17.0,1,right,MISS S. Gilgeous-Alexander driving floating bank Shot,[1628983],1610612760.0,OKC,driving floating bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
412,PT08M05.00S,2022-10-30T02:31:24.5Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,58,55,2022-10-30T02:31:33Z,4010000,,,0,,D. Powell REBOUND (Off:0 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,411.0,2.0,2.0,0.0,,,,,,,
413,PT07M57.00S,2022-10-30T02:31:32.1Z,3,REGULAR,3pt,Jump Shot,[],203493,12.565703022339028,3.431372549019608,1610612742,58,55,2022-10-30T02:31:37Z,4020000,233.0,66.0,1,left,MISS R. Bullock 24' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,24.19,Missed,,,,,,,,,,,,,,,,,,
414,PT07M54.00S,2022-10-30T02:31:35.1Z,3,REGULAR,rebound,defensive,[],1630197,,,1610612760,58,55,2022-10-30T02:31:37Z,4030000,,,0,,A. Pokusevski REBOUND (Off:0 Def:3),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Right Corner 3,24+ Right,,,,,,,,,,413.0,3.0,3.0,0.0,,,,,,,
415,PT07M40.00S,2022-10-30T02:31:49.7Z,3,REGULAR,3pt,Jump Shot,[],1630544,92.46057818659659,5.637254901960785,1610612760,58,55,2022-10-30T02:31:55Z,4040000,-222.0,18.0,1,right,MISS T. Mann 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,22.26,Missed,,,,,,,,,,,,,,,,,,
416,PT07M35.00S,2022-10-30T02:31:54.7Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,58,55,2022-10-30T02:31:55Z,4050000,,,0,,L. Doncic REBOUND (Off:1 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,,,,,,,,,,415.0,9.0,8.0,1.0,,,,,,,
417,PT07M26.00S,2022-10-30T02:32:03.5Z,3,REGULAR,3pt,Jump Shot,[],1627827,7.440867279894875,95.58823529411765,1610612742,61,55,2022-10-30T02:32:08Z,4060000,-228.0,17.0,1,left,D. Finney-Smith 3PT  (11 PTS) (L. Doncic 9 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,22.86,Made,11.0,L. Doncic,1629029.0,9.0,,,,,,,,,,,,,,
419,PT07M07.00S,2022-10-30T02:32:22.7Z,3,REGULAR,3pt,Jump Shot,[],1629652,81.2910643889619,95.83333333333334,1610612760,61,55,2022-10-30T02:32:27Z,4080000,229.0,123.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
420,PT07M05.00S,2022-10-30T02:32:24.7Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,61,55,2022-10-30T02:32:27Z,4090000,,,0,,L. Doncic REBOUND (Off:1 Def:9),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,419.0,10.0,9.0,1.0,,,,,,,
421,PT06M54.00S,2022-10-30T02:32:35.9Z,3,REGULAR,3pt,Jump Shot,[],203493,33.196452036793694,36.029411764705884,1610612742,61,55,2022-10-30T02:32:41Z,4100000,70.0,260.0,1,left,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Center,26.87,Missed,,,,,,,,,,,,,,,,,,
422,PT06M53.00S,2022-10-30T02:32:36.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,61,55,2022-10-30T02:32:41Z,4110000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,421.0,,,,,,,,,,
423,PT06M53.00S,2022-10-30T02:32:40.5Z,3,REGULAR,foul,personal,[],1630197,,,1610612742,61,55,2022-10-30T02:32:53Z,4120000,,,0,,A. Pokusevski loose ball personal FOUL (3 PF),"[1630197, 203939]",1610612760.0,OKC,loose ball,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202037.0,3.0,1.0,,,,,,,Powell,203939.0,,,
425,PT06M53.00S,2022-10-30T02:32:51.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,61,55,2022-10-30T02:32:51Z,4140000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M53.00S,2022-10-30T02:32:56.2Z,3,REGULAR,substitution,out,[],203939,,,1610612742,61,55,2022-10-30T02:35:33Z,4150000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M53.00S,2022-10-30T02:32:56.2Z,3,REGULAR,substitution,out,[],203915,,,1610612742,61,55,2022-10-30T02:35:33Z,4160000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M53.00S,2022-10-30T02:32:56.2Z,3,REGULAR,substitution,out,[],1630197,,,1610612742,61,55,2022-10-30T02:35:33Z,4170000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M53.00S,2022-10-30T02:32:56.2Z,3,REGULAR,substitution,in,[],203501,,,1610612742,61,55,2022-10-30T02:35:33Z,4180000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M53.00S,2022-10-30T02:32:56.2Z,3,REGULAR,substitution,in,[],1628467,,,1610612742,61,55,2022-10-30T02:35:33Z,4190000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M53.00S,2022-10-30T02:32:56.2Z,3,REGULAR,substitution,in,[],1629647,,,1610612742,61,55,2022-10-30T02:35:33Z,4200000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M46.00S,2022-10-30T02:35:54.0Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612742,61,55,2022-10-30T02:36:03Z,4210000,,,0,,L. Dort shooting personal FOUL (2 PF) (Doncic 2 FT),"[1629652, 1629029]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,2.0,0.0,,,,,,,Doncic,1629029.0,,,
434,PT06M46.00S,2022-10-30T02:36:18.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629029,,,1610612742,62,55,2022-10-30T02:36:18Z,4230000,,,0,,L. Doncic Free Throw 1 of 2 (15 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
435,PT06M46.00S,2022-10-30T02:36:19.0Z,3,REGULAR,substitution,out,[],1630598,,,1610612742,62,55,2022-10-30T02:36:31Z,4240000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT06M46.00S,2022-10-30T02:36:19.0Z,3,REGULAR,substitution,in,[],1631114,,,1610612742,62,55,2022-10-30T02:36:31Z,4250000,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M46.00S,2022-10-30T02:36:42.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629029,,,1610612742,63,55,2022-10-30T02:36:42Z,4260000,,,0,,L. Doncic Free Throw 2 of 2 (16 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
438,PT06M33.00S,2022-10-30T02:36:56.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,93.11760840998686,54.65686274509803,1610612760,63,57,2022-10-30T02:37:00Z,4270000,23.0,12.0,1,right,D. Bazley cutting Layup (6 PTS) (L. Dort 1 AST),"[1629647, 1629652]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,2.63,Made,6.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,
440,PT06M16.00S,2022-10-30T02:37:13.8Z,3,REGULAR,3pt,Jump Shot,[],1629029,36.87582128777924,49.26470588235294,1610612742,63,57,2022-10-30T02:39:21Z,4290000,4.0,294.0,1,left,MISS L. Doncic 29' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,29.41,Missed,,,,,,,,,,,,,,,,,,
441,PT06M12.00S,2022-10-30T02:37:17.8Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,63,57,2022-10-30T02:37:19Z,4300000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Center,,,,,,,,,,440.0,2.0,2.0,0.0,,,,,,,
442,PT06M06.00S,2022-10-30T02:37:23.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,92.32917214191852,53.18627450980392,1610612760,63,57,2022-10-30T02:39:59Z,4310000,16.0,20.0,1,right,MISS D. Bazley driving Layup - blocked,"[1629647, 1628467]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,Kleber,1628467.0,,,,,
443,PT06M06.00S,2022-10-30T02:37:23.3Z,3,REGULAR,block,,[],1628467,,,1610612760,63,57,2022-10-30T02:37:25Z,4320000,,,0,,M. Kleber BLOCK (2 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
444,PT06M06.00S,2022-10-30T02:37:23.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,63,57,2022-10-30T02:37:34Z,4330000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,442.0,,,,,,,,,,
446,PT06M06.00S,2022-10-30T02:37:28.2Z,3,REGULAR,substitution,out,[],1627827,,,1610612760,63,57,2022-10-30T02:37:37Z,4350000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT06M06.00S,2022-10-30T02:37:28.2Z,3,REGULAR,substitution,in,[],1626174,,,1610612760,63,57,2022-10-30T02:37:37Z,4360000,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M57.00S,2022-10-30T02:37:52.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630544,67.09921156373193,50.73529411764706,1610612760,63,57,2022-10-30T02:38:01Z,4370000,4.0,257.0,1,right,MISS T. Mann 25' step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
449,PT05M54.00S,2022-10-30T02:37:55.8Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,63,57,2022-10-30T02:38:01Z,4380000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,,,,,,,,448.0,4.0,4.0,0.0,,,,,,,
450,PT05M43.00S,2022-10-30T02:38:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.389618922470433,49.26470588235294,1610612742,65,57,2022-10-30T02:38:21Z,4390000,4.0,8.0,1,left,L. Doncic driving Layup (18 PTS) (R. Bullock 1 AST),"[1629029, 203493]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,0.85,Made,18.0,R. Bullock,203493.0,1.0,,,,,,,,,,,,,,
452,PT05M25.00S,2022-10-30T02:38:25.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,92.85479632063075,51.470588235294116,1610612760,65,59,2022-10-30T02:40:49Z,4410000,7.0,15.0,1,right,D. Bazley DUNK (8 PTS) (S. Gilgeous-Alexander 4 AST),"[1629647, 1628983]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,1.65,Made,8.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,,,,
454,PT05M01.00S,2022-10-30T02:38:48.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,6.783837056504599,51.225490196078425,1610612742,67,59,2022-10-30T02:38:53Z,4430000,-6.0,11.0,1,left,C. Wood driving Layup (4 PTS),[1626174],1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,1.28,Made,4.0,,,,,,,,,,,,,,,,,
455,PT04M53.00S,2022-10-30T02:38:59.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.19776609724047,51.470588235294116,1610612760,67,61,2022-10-30T02:39:20Z,4440000,7.0,21.0,1,right,S. Gilgeous-Alexander driving Layup (17 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.21,Made,17.0,,,,,,,,,,,,,,,,,
456,PT04M53.00S,2022-10-30T02:39:01.7Z,3,REGULAR,foul,personal,['1freethrow'],1626174,,,1610612760,67,61,2022-10-30T02:39:14Z,4450000,,,0,,C. Wood shooting personal FOUL (3 PF) (Gilgeous-Alexander 1 FT),"[1626174, 1628983]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,3.0,0.0,,,,,,,Gilgeous-Alexander,1628983.0,,,
458,PT04M53.00S,2022-10-30T02:39:24.6Z,3,REGULAR,substitution,out,[],1630544,,,1610612760,67,61,2022-10-30T02:39:59Z,4470000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M53.00S,2022-10-30T02:39:24.6Z,3,REGULAR,substitution,in,[],203488,,,1610612760,67,61,2022-10-30T02:39:59Z,4480000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M53.00S,2022-10-30T02:39:41.9Z,3,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,67,62,2022-10-30T02:39:41Z,4490000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (18 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
461,PT04M40.00S,2022-10-30T02:39:59.9Z,3,REGULAR,turnover,lost ball,[],1628467,,,1610612742,67,62,2022-10-30T02:40:25Z,4500000,,,0,,M. Kleber lost ball TURNOVER (1 TO),"[1628467, 1628983]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0
462,PT04M40.00S,2022-10-30T02:39:59.9Z,3,REGULAR,steal,,[],1628983,,,1610612760,67,62,2022-10-30T02:40:01Z,4510000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
463,PT04M35.00S,2022-10-30T02:40:04.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631114,93.38042049934296,51.71568627450981,1610612760,67,64,2022-10-30T02:40:12Z,4520000,9.0,10.0,1,right,J. Williams running DUNK (11 PTS) (S. Gilgeous-Alexander 5 AST),"[1631114, 1628983]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.3,Made,11.0,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,,,,,
465,PT04M13.00S,2022-10-30T02:40:26.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,8.09789750328515,50.0,1610612742,69,64,2022-10-30T02:40:31Z,4540000,0.0,24.0,1,left,L. Doncic driving Layup (20 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.36,Made,20.0,,,,,,,,,,,,,,,,,
467,PT03M52.00S,2022-10-30T02:41:01.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,69,64,2022-10-30T02:41:01Z,4560000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M52.00S,2022-10-30T02:43:54.6Z,3,REGULAR,foul,offensive,[],203488,,,1610612760,69,64,2022-10-30T02:44:02Z,4570000,,,0,,M. Muscala off-the-ball offensive FOUL (2 PF),"[203488, 203493]",1610612760.0,OKC,off-the-ball,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,,,,,,,1627541.0,2.0,0.0,,,,,,,Bullock,203493.0,,,
470,PT03M52.00S,2022-10-30T02:43:54.6Z,3,REGULAR,turnover,offensive foul,[],203488,,,1610612760,69,64,2022-10-30T02:43:54Z,4590000,,,0,,M. Muscala offensive foul TURNOVER (2 TO),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,,,,,,,1627541.0,,,,,,,,,,,2.0,,
473,PT03M51.00S,2022-10-30T02:44:16.9Z,3,REGULAR,turnover,bad pass,[],203501,,,1610612742,69,64,2022-10-30T02:45:28Z,4620000,,,0,,T. Hardaway Jr. bad pass TURNOVER (2 TO),"[203501, 1629652]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,2.0,Dort,1629652.0
474,PT03M51.00S,2022-10-30T02:44:16.9Z,3,REGULAR,steal,,[],1629652,,,1610612760,69,64,2022-10-30T02:44:18Z,4630000,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
475,PT03M43.00S,2022-10-30T02:44:21.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,80.50262812089356,90.93137254901961,1610612760,69,64,2022-10-30T02:44:27Z,4640000,205.0,131.0,1,right,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,24.29,Missed,,,,,,,,,,,,,,,,,,
476,PT03M43.00S,2022-10-30T02:44:23.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,69,64,2022-10-30T02:44:23Z,4650000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,475.0,,,,,,,,,,
477,PT03M43.00S,2022-10-30T02:44:26.5Z,3,REGULAR,foul,personal,[],1628467,,,1610612760,69,64,2022-10-30T02:44:55Z,4660000,,,0,,M. Kleber loose ball personal FOUL (2 PF),"[1628467, 203488]",1610612742.0,DAL,loose ball,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202037.0,2.0,0.0,,,,,,,Muscala,203488.0,,,
479,PT03M37.00S,2022-10-30T02:44:48.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203488,72.35545335085413,13.480392156862745,1610612760,69,64,2022-10-30T02:44:57Z,4680000,-183.0,207.0,1,right,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,27.63,Missed,,,,,,,,,,,,,,,,,,
480,PT03M33.00S,2022-10-30T02:44:51.9Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,69,64,2022-10-30T02:44:51Z,4690000,,,0,,L. Doncic REBOUND (Off:1 Def:10),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,479.0,11.0,10.0,1.0,,,,,,,
481,PT03M26.00S,2022-10-30T02:45:00.9Z,3,REGULAR,violation,kicked ball,[],1629652,,,1610612742,69,64,2022-10-30T02:45:08Z,4700000,,,0,,L. Dort kicked ball VIOLATION,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,2530.0,,,,,,,,,,,,,
482,PT03M17.00S,2022-10-30T02:45:23.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,16.376478318002626,44.6078431372549,1610612742,69,64,2022-10-30T02:45:53Z,4710000,27.0,101.0,1,left,MISS T. Hardaway Jr. 10' driving floating Shot,[203501],1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.49,Missed,,,,,,,,,,,,,,,,,,
483,PT03M11.00S,2022-10-30T02:45:29.7Z,3,REGULAR,rebound,defensive,[],203488,,,1610612760,69,64,2022-10-30T02:45:53Z,4720000,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,482.0,2.0,2.0,0.0,,,,,,,
484,PT03M05.00S,2022-10-30T02:45:34.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,87.59855453350855,41.911764705882355,1610612760,69,66,2022-10-30T02:49:06Z,4730000,-40.0,64.0,1,right,D. Bazley 7' driving Layup (10 PTS) (S. Gilgeous-Alexander 6 AST),"[1629647, 1628983]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),0-8 Center,7.58,Made,10.0,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,,,,,
486,PT02M46.00S,2022-10-30T02:45:53.2Z,3,REGULAR,3pt,Jump Shot,[],1628467,6.521024967148489,96.56862745098039,1610612742,69,66,2022-10-30T02:45:58Z,4750000,-233.0,9.0,1,left,MISS M. Kleber 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
487,PT02M43.00S,2022-10-30T02:45:56.2Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,69,66,2022-10-30T02:45:58Z,4760000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,,,,,,,,,,486.0,3.0,3.0,0.0,,,,,,,
488,PT02M36.00S,2022-10-30T02:46:03.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,92.72339027595268,50.49019607843137,1610612760,69,68,2022-10-30T02:46:08Z,4770000,2.0,16.0,1,right,D. Bazley driving DUNK (12 PTS) (S. Gilgeous-Alexander 7 AST),"[1629647, 1628983]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,1.61,Made,12.0,S. Gilgeous-Alexander,1628983.0,7.0,,,,,,,,,,,,,,
490,PT02M16.00S,2022-10-30T02:46:23.3Z,3,REGULAR,3pt,Jump Shot,[],1628467,8.623521681997373,96.07843137254902,1610612742,69,68,2022-10-30T02:46:28Z,4790000,-230.0,29.0,1,left,MISS M. Kleber 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Left Corner 3,24+ Left,23.22,Missed,,,,,,,,,,,,,,,,,,
491,PT02M13.00S,2022-10-30T02:46:26.3Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,69,68,2022-10-30T02:46:28Z,4800000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Left Corner 3,24+ Left,,,,,,,,,,490.0,3.0,3.0,0.0,,,,,,,
492,PT02M02.00S,2022-10-30T02:46:37.4Z,3,REGULAR,3pt,Jump Shot,[],1628983,75.50919842312747,86.76470588235294,1610612760,69,68,2022-10-30T02:50:42Z,4810000,184.0,178.0,1,right,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
493,PT02M00.00S,2022-10-30T02:46:39.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,69,68,2022-10-30T02:46:42Z,4820000,,,0,,L. Doncic REBOUND (Off:1 Def:11),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,492.0,12.0,11.0,1.0,,,,,,,
