actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
84,PT05M37.00S,2022-12-30T01:54:21.4Z,1,REGULAR,substitution,in,[],1630231,,,1610612742,19,16,2022-12-30T01:54:32Z,840000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M37.00S,2022-12-30T01:54:38.3Z,1,REGULAR,freethrow,3 of 3,[],203501,,,1610612742,20,16,2022-12-30T01:54:38Z,850000,False,,,0,,T. Hardaway Jr. Free Throw 3 of 3 (7 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
86,PT05M16.00S,2022-12-30T01:54:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,5.338370565045992,47.794117647058826,1610612745,20,18,2022-12-30T02:11:13Z,860000,False,11.0,-2.0,1,left,J. Smith Jr. Layup (6 PTS) (A. Sengun 1 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,1.12,Made,6.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
88,PT04M59.00S,2022-12-30T01:55:15.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,88.64980289093299,42.8921568627451,1610612742,22,18,2022-12-30T01:55:19Z,880000,False,-36.0,54.0,1,right,T. Hardaway Jr. 6' driving floating bank Jump Shot (9 PTS) (L. Doncic 2 AST),"[203501, 1629029]",1610612742.0,DAL,driving floating bank,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.48,Made,9.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,,,
90,PT04M47.00S,2022-12-30T01:55:29.7Z,1,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612745,22,18,2022-12-30T01:55:39Z,900000,False,,,0,,C. Wood shooting personal FOUL (2 PF) (Sengun 2 FT),"[1626174, 1630578]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628954.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,
92,PT04M47.00S,2022-12-30T01:56:01.2Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,22,19,2022-12-30T01:56:01Z,920000,False,,,0,,A. Sengun Free Throw 1 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
93,PT04M47.00S,2022-12-30T01:56:01.8Z,1,REGULAR,substitution,out,[],1628373,,,1610612745,22,19,2022-12-30T01:56:16Z,930000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M47.00S,2022-12-30T01:56:01.8Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,22,19,2022-12-30T01:56:16Z,940000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M47.00S,2022-12-30T01:56:01.8Z,1,REGULAR,substitution,in,[],202689,,,1610612745,22,19,2022-12-30T01:56:16Z,950000,False,,,0,,SUB in: K. Walker,[202689],1610612742.0,DAL,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M47.00S,2022-12-30T01:56:01.8Z,1,REGULAR,substitution,in,[],203939,,,1610612745,22,19,2022-12-30T01:56:16Z,960000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M47.00S,2022-12-30T01:56:01.2Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,22,19,2022-12-30T01:56:28Z,970000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
98,PT04M45.00S,2022-12-30T01:56:03.2Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,22,19,2022-12-30T01:56:28Z,980000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,97.0,,,1.0,1.0,0.0,,,
99,PT04M33.00S,2022-12-30T01:56:39.5Z,1,REGULAR,2pt,Jump Shot,[],1629029,91.80354796320631,69.6078431372549,1610612742,24,19,2022-12-30T01:56:43Z,990000,False,98.0,25.0,1,right,L. Doncic 10' driving floating bank Jump Shot (10 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,10.1,Made,10.0,,,,,,,,,,,,,,,,,
100,PT04M15.00S,2022-12-30T01:56:57.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,6.783837056504599,40.68627450980392,1610612745,24,19,2022-12-30T01:57:03Z,1000000,False,47.0,11.0,1,left,MISS A. Sengun Hook,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,,,,,,,,
101,PT04M12.00S,2022-12-30T01:57:00.3Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,24,19,2022-12-30T01:57:03Z,1010000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,100.0,,,1.0,1.0,0.0,,,
102,PT04M07.00S,2022-12-30T01:57:05.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,61.18593955321945,49.754901960784316,1610612742,24,19,2022-12-30T01:57:12Z,1020000,False,-1.0,312.0,1,right,MISS L. Doncic 31' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,31.24,Missed,,,,,,,,,,,,,,,,,,
103,PT04M05.00S,2022-12-30T01:57:07.9Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,24,19,2022-12-30T01:57:07Z,1030000,False,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,102.0,,,2.0,1.0,1.0,,,
104,PT03M59.00S,2022-12-30T01:57:12.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,93.64323258869908,57.107843137254896,1610612742,26,19,2022-12-30T01:57:16Z,1040000,False,36.0,7.0,1,right,L. Doncic driving Layup (12 PTS) (D. Powell 1 AST),"[1629029, 203939]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,3.62,Made,12.0,D. Powell,203939.0,1.0,,,,,,,,,,,,,,
106,PT03M37.00S,2022-12-30T01:57:34.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,18.873193166885677,62.254901960784316,1610612745,26,21,2022-12-30T01:57:39Z,1060000,False,-61.0,125.0,1,left,J. Smith Jr. 13' Jump Shot (8 PTS) (K. Porter Jr. 2 AST),"[1631095, 1629645]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.91,Made,8.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,,,,
108,PT03M26.00S,2022-12-30T01:57:45.4Z,1,REGULAR,3pt,Jump Shot,[],203915,72.61826544021025,19.607843137254903,1610612742,29,21,2022-12-30T01:57:51Z,1080000,False,-152.0,205.0,1,right,S. Dinwiddie 25' 3PT  (3 PTS) (T. Hardaway Jr. 1 AST),"[203915, 203501]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,25.51,Made,3.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,,,
110,PT03M15.00S,2022-12-30T01:57:57.0Z,1,REGULAR,3pt,Jump Shot,[],1629645,28.991458607095925,74.50980392156863,1610612745,29,21,2022-12-30T01:58:01Z,1100000,False,-123.0,220.0,1,left,MISS K. Porter Jr. 25' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.18,Missed,,,,,,,,,,,,,,,,,,
111,PT03M14.00S,2022-12-30T01:57:58.9Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,29,21,2022-12-30T01:57:58Z,1110000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,110.0,,,2.0,0.0,2.0,,,
112,PT03M10.00S,2022-12-30T01:58:02.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,6.258212877792378,97.05882352941177,1610612745,29,24,2022-12-30T02:16:28Z,1120000,False,-235.0,6.0,1,left,K. Porter Jr. 3PT pullup (5 PTS) (J. Smith Jr. 1 AST),"[1629645, 1631095]",1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,23.54,Made,5.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,,,,,,,
114,PT02M56.00S,2022-12-30T01:58:19.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612742,29,24,2022-12-30T01:58:31Z,1140000,False,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630231, 1629029]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2005.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,
116,PT02M56.00S,2022-12-30T01:58:33.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,29,24,2022-12-30T01:58:33Z,1160000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M56.00S,2022-12-30T01:58:39.1Z,1,REGULAR,substitution,out,[],203915,,,1610612742,29,24,2022-12-30T02:01:22Z,1170000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M56.00S,2022-12-30T01:58:39.1Z,1,REGULAR,substitution,out,[],1630578,,,1610612742,29,24,2022-12-30T02:01:22Z,1180000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M56.00S,2022-12-30T01:58:39.1Z,1,REGULAR,substitution,in,[],202722,,,1610612742,29,24,2022-12-30T02:01:22Z,1190000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M56.00S,2022-12-30T01:58:39.1Z,1,REGULAR,substitution,in,[],1630586,,,1610612742,29,24,2022-12-30T02:01:22Z,1200000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M56.00S,2022-12-30T02:01:26.9Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,30,24,2022-12-30T02:01:26Z,1210000,False,,,0,,L. Doncic Free Throw 1 of 2 (13 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
122,PT02M56.00S,2022-12-30T02:01:45.2Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,31,24,2022-12-30T02:01:45Z,1220000,False,,,0,,L. Doncic Free Throw 2 of 2 (14 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
123,PT02M41.00S,2022-12-30T02:02:01.8Z,1,REGULAR,2pt,Jump Shot,[],1631095,21.632720105124836,56.86274509803921,1610612745,31,26,2022-12-30T02:02:06Z,1230000,False,-34.0,151.0,1,left,J. Smith Jr. 15' Jump Shot (10 PTS) (J. Green 3 AST),"[1631095, 1630224]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Center,15.47,Made,10.0,J. Green,1630224.0,3.0,,,,,,,,,,,,,,
125,PT02M24.00S,2022-12-30T02:02:17.9Z,1,REGULAR,2pt,Jump Shot,[],1629029,78.79434954007884,66.42156862745098,1610612742,31,26,2022-12-30T02:02:21Z,1250000,False,82.0,147.0,1,right,MISS L. Doncic 16' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Right Center,16.82,Missed,,,,,,,,,,,,,,,,,,
126,PT02M22.00S,2022-12-30T02:02:19.9Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,31,26,2022-12-30T02:02:21Z,1260000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,125.0,,,1.0,1.0,0.0,,,
127,PT02M15.00S,2022-12-30T02:02:27.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630224,11.12023653088042,41.42156862745098,1610612745,31,26,2022-12-30T02:02:31Z,1270000,False,43.0,52.0,1,left,MISS J. Green 6' driving Hook,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,6.74,Missed,,,,,,,,,,,,,,,,,,
128,PT02M12.00S,2022-12-30T02:02:30.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,31,26,2022-12-30T02:02:31Z,1280000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,127.0,,,2.0,2.0,0.0,,,
129,PT02M10.00S,2022-12-30T02:02:32.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202722,94.30026281208936,50.245098039215684,1610612742,33,26,2022-12-30T02:02:40Z,1290000,False,1.0,1.0,1,right,D. Bertans running DUNK (2 PTS) (L. Doncic 3 AST),"[202722, 1629029]",1610612742.0,DAL,running,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,0.16,Made,2.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,,,,
131,PT01M55.00S,2022-12-30T02:02:46.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,15.719448094612352,61.029411764705884,1610612745,33,28,2022-12-30T02:02:50Z,1310000,False,-55.0,95.0,1,left,J. Smith Jr. 11' fadeaway Jump Shot (12 PTS) (K. Porter Jr. 3 AST),"[1631095, 1629645]",1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.01,Made,12.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,,,,,
133,PT01M44.00S,2022-12-30T02:02:57.0Z,1,REGULAR,2pt,Jump Shot,[],203501,81.15965834428384,85.04901960784314,1610612742,33,28,2022-12-30T02:03:01Z,1330000,False,175.0,125.0,1,right,MISS T. Hardaway Jr. 21' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right,21.5,Missed,,,,,,,,,,,,,,,,,,
134,PT01M43.00S,2022-12-30T02:02:58.0Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,33,28,2022-12-30T02:03:01Z,1340000,False,,,0,,D. Powell REBOUND (Off:2 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,133.0,,,3.0,1.0,2.0,,,
135,PT01M35.00S,2022-12-30T02:03:07.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203939,94.03745072273325,49.26470588235294,1610612742,35,28,2022-12-30T02:30:49Z,1350000,False,-4.0,4.0,1,right,D. Powell cutting DUNK (2 PTS) (K. Walker 1 AST),"[203939, 202689]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,K. Walker,202689.0,1.0,,,,,,,,,,,,,,
137,PT01M21.00S,2022-12-30T02:03:21.9Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612745,35,28,2022-12-30T02:03:28Z,1370000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[203939, 1631095]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Mid-Range,8-16 Center,,,,,,,1628954.0,1.0,0.0,Smith Jr.,1631095.0,,,,,,,,,
139,PT01M21.00S,2022-12-30T02:03:56.5Z,1,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,35,29,2022-12-30T02:03:56Z,1390000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (13 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
140,PT01M21.00S,2022-12-30T02:03:58.3Z,1,REGULAR,substitution,out,[],203501,,,1610612745,35,29,2022-12-30T02:04:12Z,1400000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M21.00S,2022-12-30T02:03:58.3Z,1,REGULAR,substitution,out,[],1629645,,,1610612745,35,29,2022-12-30T02:04:12Z,1410000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M21.00S,2022-12-30T02:03:58.3Z,1,REGULAR,substitution,in,[],1630702,,,1610612745,35,29,2022-12-30T02:04:12Z,1420000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M21.00S,2022-12-30T02:03:58.3Z,1,REGULAR,substitution,in,[],1631102,,,1610612745,35,29,2022-12-30T02:04:12Z,1430000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M21.00S,2022-12-30T02:04:18.7Z,1,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,35,30,2022-12-30T02:04:18Z,1440000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (14 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
145,PT01M14.00S,2022-12-30T02:04:33.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612742,35,30,2022-12-30T02:04:44Z,1450000,False,,,0,,U. Garuba shooting personal FOUL (1 PF) (Powell 2 FT),"[1630586, 203939]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,1.0,0.0,Powell,203939.0,,,,,,,,,
147,PT01M14.00S,2022-12-30T02:04:59.3Z,1,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,36,30,2022-12-30T02:04:59Z,1470000,False,,,0,,D. Powell Free Throw 1 of 2 (3 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
148,PT01M14.00S,2022-12-30T02:04:59.3Z,1,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,36,30,2022-12-30T02:05:19Z,1480000,False,,,0,,MISS D. Powell Free Throw 2 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
149,PT01M09.00S,2022-12-30T02:05:04.3Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,36,30,2022-12-30T02:05:19Z,1490000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,148.0,,,2.0,2.0,0.0,,,
150,PT00M59.70S,2022-12-30T02:05:28.0Z,1,REGULAR,3pt,Jump Shot,[],1630231,20.97568988173456,90.44117647058823,1610612745,36,30,2022-12-30T02:05:34Z,1500000,False,-202.0,145.0,1,left,MISS K. Martin Jr. 24' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
151,PT00M58.90S,2022-12-30T02:05:28.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,36,30,2022-12-30T02:05:34Z,1510000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,150.0,,,,,,,,
153,PT00M47.00S,2022-12-30T02:05:52.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612742,36,30,2022-12-30T02:06:01Z,1530000,False,,,0,,U. Garuba shooting personal FOUL (2 PF) (Doncic 2 FT),"[1630586, 1629029]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2714.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,
155,PT00M47.00S,2022-12-30T02:06:25.3Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,36,30,2022-12-30T02:06:25Z,1550000,False,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
156,PT00M47.00S,2022-12-30T02:06:25.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,36,30,2022-12-30T02:06:25Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,
157,PT00M47.00S,2022-12-30T02:06:25.3Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,36,30,2022-12-30T02:06:47Z,1570000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
158,PT00M45.60S,2022-12-30T02:06:26.7Z,1,REGULAR,rebound,defensive,[],1630586,,,1610612745,36,30,2022-12-30T02:06:47Z,1580000,False,,,0,,U. Garuba REBOUND (Off:0 Def:1),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,157.0,,,1.0,1.0,0.0,,,
159,PT00M35.90S,2022-12-30T02:06:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,33.85348226018397,46.32352941176471,1610612745,36,30,2022-12-30T02:06:59Z,1590000,False,18.0,266.0,1,left,MISS J. Green 26' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.63,Missed,,,,,,,,,,,,,,,,,,
160,PT00M33.10S,2022-12-30T02:06:58.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,36,30,2022-12-30T02:06:59Z,1600000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,159.0,,,3.0,3.0,0.0,,,
161,PT00M27.20S,2022-12-30T02:07:04.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,72.7496714848883,8.823529411764707,1610612742,36,30,2022-12-30T02:45:30Z,1610000,False,-206.0,204.0,1,right,MISS L. Doncic 28' running pullup 3PT,[1629029],1610612742.0,DAL,running pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,28.96,Missed,,,,,,,,,,,,,,,,,,
162,PT00M23.70S,2022-12-30T02:07:08.1Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,36,30,2022-12-30T02:07:09Z,1620000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,161.0,,,3.0,3.0,0.0,,,
164,PT00M00.50S,2022-12-30T02:07:51.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612745,36,30,2022-12-30T02:08:15Z,1640000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,2714.0,,,,,,,,,,,,,
165,PT00M00.00S,2022-12-30T02:08:37.0Z,1,REGULAR,period,end,[],0,,,1610612742,36,30,2022-12-30T02:08:37Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-12-30T02:10:19.7Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,36,30,2022-12-30T02:11:18Z,1660000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-12-30T02:10:19.7Z,2,REGULAR,substitution,out,['startperiod'],1631095,,,1610612742,36,30,2022-12-30T02:11:18Z,1670000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-12-30T02:10:19.7Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612742,36,30,2022-12-30T02:11:18Z,1680000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-12-30T02:10:19.7Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,36,30,2022-12-30T02:11:18Z,1690000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-12-30T02:10:19.7Z,2,REGULAR,substitution,in,['startperiod'],201569,,,1610612742,36,30,2022-12-30T02:11:18Z,1700000,False,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
