actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-30T00:32:24.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-30T00:32:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-30T00:32:27.5Z,1,REGULAR,jumpball,recovered,[],202691,,,1610612744,0,0,2022-11-30T00:32:27Z,40000,False,,,0,,Jump Ball K. Looney vs. D. Powell: Tip to K. Thompson,"[202691, 1626172, 203939]",1610612744.0,GSW,startperiod,K. Thompson,202691.0,Thompson,K. Thompson,Looney,1626172.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-11-30T00:32:46.6Z,1,REGULAR,3pt,Jump Shot,[],201939,33.85348226018397,25.245098039215684,1610612744,0,0,2022-11-30T00:32:53Z,70000,False,124.0,266.0,1,left,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,29.31,Missed,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2022-11-30T00:32:49.6Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,0,0,2022-11-30T00:32:53Z,80000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2022-11-30T00:33:04.1Z,1,REGULAR,3pt,Jump Shot,[],203501,67.88764783180025,32.59803921568628,1610612742,3,0,2022-11-30T00:33:08Z,90000,False,-87.0,249.0,1,right,T. Hardaway Jr. 26' 3PT  (3 PTS) (L. Doncic 1 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,26.41,Made,,,,,3.0,L. Doncic,1629029.0,1.0,,,,,,,,,,
11,PT11M06.00S,2022-11-30T00:33:19.3Z,1,REGULAR,turnover,traveling,[],202691,,,1610612744,3,0,2022-11-30T00:33:28Z,110000,False,,,0,,K. Thompson traveling TURNOVER (1 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,101284.0,1.0,,,,,,,,
12,PT10M45.00S,2022-11-30T00:33:49.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203501,92.19776609724047,62.99019607843137,1610612742,3,0,2022-11-30T00:33:55Z,120000,False,65.0,21.0,1,right,MISS T. Hardaway Jr. 6' driving floating Shot,[203501],1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,,,,,,
13,PT10M41.00S,2022-11-30T00:33:53.9Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,3,0,2022-11-30T00:33:55Z,130000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M33.00S,2022-11-30T00:34:01.6Z,1,REGULAR,3pt,Jump Shot,[],203952,12.87779237844941,95.61121323529412,1610612744,3,0,2022-11-30T00:34:12Z,140000,False,-228.0,69.0,1,left,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.82,Missed,,,,,,,,,,,,,,,,,,
15,PT10M31.00S,2022-11-30T00:34:03.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,3,0,2022-11-30T00:34:12Z,150000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
