actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
168,PT10M14.00S,2023-01-21T01:18:56.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,21.50131406044678,90.68627450980392,1610612748,36,21,2023-01-21T01:19:23Z,1680000,False,-203.0,150.0,1,left,MISS G. Vincent 25' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
169,PT10M11.00S,2023-01-21T01:18:58.9Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,36,21,2023-01-21T01:18:58Z,1690000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT10M07.00S,2023-01-21T01:19:05.6Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612742,36,21,2023-01-21T01:19:12Z,1700000,False,,,0,,G. Vincent shooting personal FOUL (2 PF) (Dinwiddie 2 FT),"[1629216, 203915]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,,2.0,0.0,Dinwiddie,203915.0,,,,
172,PT10M07.00S,2023-01-21T01:19:37.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203915,,,1610612742,37,21,2023-01-21T01:19:37Z,1720000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (6 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
173,PT10M07.00S,2023-01-21T01:19:37.9Z,2,REGULAR,substitution,out,[],203493,,,1610612742,37,21,2023-01-21T01:19:47Z,1730000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M07.00S,2023-01-21T01:19:37.9Z,2,REGULAR,substitution,in,[],1630702,,,1610612742,37,21,2023-01-21T01:19:47Z,1740000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M07.00S,2023-01-21T01:19:54.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203915,,,1610612742,38,21,2023-01-21T01:19:54Z,1750000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (7 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
176,PT09M50.00S,2023-01-21T01:20:14.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203506,8.09789750328515,37.00980392156863,1610612748,38,23,2023-01-21T01:24:57Z,1760000,False,65.0,24.0,1,left,V. Oladipo 6' driving Hook (6 PTS),[203506],1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,6.92,Made,,,,,6.0,,,,,,,,,,,,,
177,PT09M31.00S,2023-01-21T01:20:34.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,94.56307490144546,46.07843137254902,1610612742,38,23,2023-01-21T01:20:39Z,1770000,False,-20.0,-1.0,1,right,MISS J. Hardy driving reverse Layup,[1630702],1610612742.0,DAL,driving reverse,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
178,PT09M28.00S,2023-01-21T01:20:37.3Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,38,23,2023-01-21T01:20:39Z,1780000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,177.0,3.0,3.0,0.0,,,,,,,,,,,,,,
179,PT09M23.00S,2023-01-21T01:20:44.7Z,2,REGULAR,foul,personal,[],202722,,,1610612748,38,23,2023-01-21T01:21:59Z,1790000,False,,,0,,D. Bertans personal FOUL (1 PF),"[202722, 1628389]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,201639.0,,,,,1.0,0.0,Adebayo,1628389.0,,,,
181,PT09M18.00S,2023-01-21T01:21:09.7Z,2,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612748,38,23,2023-01-21T01:21:22Z,1810000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1630182, 1628389]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1151.0,,,,,1.0,0.0,Adebayo,1628389.0,,,,
183,PT09M18.00S,2023-01-21T01:21:39.4Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,38,24,2023-01-21T01:21:39Z,1830000,False,,,0,,B. Adebayo Free Throw 1 of 2 (5 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
184,PT09M18.00S,2023-01-21T01:21:59.0Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,38,25,2023-01-21T01:21:59Z,1840000,False,,,0,,B. Adebayo Free Throw 2 of 2 (6 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
185,PT08M57.00S,2023-01-21T01:22:22.2Z,2,REGULAR,3pt,Jump Shot,[],1630182,92.72339027595268,96.07843137254902,1610612742,41,25,2023-01-21T01:22:26Z,1850000,False,230.0,16.0,1,right,J. Green 3PT  (5 PTS) (S. Dinwiddie 1 AST),"[1630182, 203915]",1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.09,Made,,,,,5.0,,,S. Dinwiddie,203915.0,1.0,,,,,,,,
187,PT08M49.00S,2023-01-21T01:22:30.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,10.5946123521682,45.09803921568628,1610612748,41,27,2023-01-21T01:22:38Z,1870000,False,25.0,47.0,1,left,B. Adebayo driving floating Jump Shot (8 PTS),[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,,,,,8.0,,,,,,,,,,,,,
188,PT08M36.00S,2023-01-21T01:22:42.6Z,2,REGULAR,2pt,Jump Shot,[],203915,86.02168199737189,73.2843137254902,1610612742,43,27,2023-01-21T01:22:46Z,1880000,False,116.0,79.0,1,right,S. Dinwiddie 14' turnaround fadeaway Jump Shot (9 PTS),[203915],1610612742.0,DAL,turnaround fadeaway,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,14.06,Made,,,,,9.0,,,,,,,,,,,,,
189,PT08M18.00S,2023-01-21T01:23:01.0Z,2,REGULAR,3pt,Jump Shot,[],1629216,31.750985545335087,25.245098039215684,1610612748,43,30,2023-01-21T01:23:12Z,1890000,False,124.0,246.0,1,left,G. Vincent 27' 3PT  (3 PTS) (C. Martin 1 AST),"[1629216, 1628997]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,27.54,Made,,,,,3.0,,,C. Martin,1628997.0,1.0,,,,,,,,
191,PT08M05.00S,2023-01-21T01:23:16.9Z,2,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612742,43,30,2023-01-21T01:23:27Z,1910000,False,,,0,,M. Strus shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1629622, 203915]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1151.0,,,,,1.0,0.0,Dinwiddie,203915.0,,,,
193,PT08M05.00S,2023-01-21T01:23:37.6Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,44,30,2023-01-21T01:23:37Z,1930000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (10 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
194,PT08M05.00S,2023-01-21T01:23:40.2Z,2,REGULAR,substitution,out,[],1629622,,,1610612742,44,30,2023-01-21T01:23:53Z,1940000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M05.00S,2023-01-21T01:23:40.2Z,2,REGULAR,substitution,in,[],1629639,,,1610612742,44,30,2023-01-21T01:23:53Z,1950000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M05.00S,2023-01-21T01:23:59.1Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,45,30,2023-01-21T01:23:59Z,1960000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (11 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
197,PT07M54.00S,2023-01-21T01:24:11.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,14.273981603153747,59.55882352941176,1610612748,45,32,2023-01-21T01:24:19Z,1970000,False,-48.0,82.0,1,left,V. Oladipo 9' driving floating Jump Shot (8 PTS),[203506],1610612748.0,MIA,driving floating,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),8-16 Center,9.47,Made,,,,,8.0,,,,,,,,,,,,,
199,PT07M36.00S,2023-01-21T01:24:46.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202722,89.43823915900131,65.44117647058823,1610612742,47,32,2023-01-21T01:24:51Z,1990000,False,77.0,47.0,1,right,D. Bertans 9' Jump Shot (2 PTS),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,In The Paint (Non-RA),8-16 Right,9.03,Made,,,,,2.0,,,,,,,,,,,,,
200,PT07M18.00S,2023-01-21T01:25:04.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,14.799605781865965,36.51960784313725,1610612748,47,34,2023-01-21T01:25:20Z,2000000,False,67.0,87.0,1,left,T. Herro 10' Jump Shot (7 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,10.97,Made,,,,,7.0,,,,,,,,,,,,,
201,PT06M54.00S,2023-01-21T01:25:28.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,93.77463863337714,54.166666666666664,1610612742,47,34,2023-01-21T01:25:40Z,2010000,False,21.0,6.0,1,right,MISS J. Hardy Layup,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,,
202,PT06M51.00S,2023-01-21T01:25:31.1Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,47,34,2023-01-21T01:25:31Z,2020000,False,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,201.0,4.0,4.0,0.0,,,,,,,,,,,,,,
203,PT06M47.00S,2023-01-21T01:25:35.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203506,25.57490144546649,81.61764705882352,1610612748,47,37,2023-01-21T01:25:43Z,2030000,False,-158.0,188.0,1,left,V. Oladipo 24' 3PT  (11 PTS) (T. Herro 1 AST),"[203506, 1629639]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Left Center,24.56,Made,,,,,11.0,,,T. Herro,1629639.0,1.0,,,,,,,,
205,PT06M47.00S,2023-01-21T01:25:40.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,47,37,2023-01-21T01:25:40Z,2050000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,47,37,2023-01-21T01:28:58Z,2060000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,47,37,2023-01-21T01:28:58Z,2070000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,out,[],202722,,,1610612742,47,37,2023-01-21T01:28:58Z,2080000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,out,[],1628389,,,1610612742,47,37,2023-01-21T01:28:58Z,2090000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,out,[],1628997,,,1610612742,47,37,2023-01-21T01:28:58Z,2100000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,47,37,2023-01-21T01:28:58Z,2110000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,47,37,2023-01-21T01:28:58Z,2120000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,in,[],203501,,,1610612742,47,37,2023-01-21T01:28:58Z,2130000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,in,[],1631115,,,1610612742,47,37,2023-01-21T01:28:58Z,2140000,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,in,[],202710,,,1610612742,47,37,2023-01-21T01:28:58Z,2150000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,out,[],203939,,,1610612742,47,37,2023-01-21T01:32:04Z,2155000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M47.00S,2023-01-21T01:26:23.4Z,2,REGULAR,substitution,in,[],203493,,,1610612742,47,37,2023-01-21T01:32:04Z,2157500,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M22.00S,2023-01-21T01:29:27.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,86.94152431011827,52.94117647058824,1610612742,47,37,2023-01-21T01:29:31Z,2160000,False,15.0,70.0,1,right,MISS D. Finney-Smith 7' driving floating Shot,[1627827],1610612742.0,DAL,driving floating,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,,,,,,,,,,,,,,,,,
217,PT06M19.00S,2023-01-21T01:29:29.0Z,2,REGULAR,rebound,defensive,[],1631115,,,1610612748,47,37,2023-01-21T01:29:29Z,2170000,False,,,0,,O. Robinson REBOUND (Off:0 Def:2),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,216.0,2.0,2.0,0.0,,,,,,,,,,,,,,
218,PT06M01.00S,2023-01-21T01:29:47.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,10.463206307490145,54.90196078431373,1610612748,47,37,2023-01-21T01:29:52Z,2180000,False,-25.0,46.0,1,left,MISS T. Herro driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,5.2,Missed,,,,,,,,,,,,,,,,,,
219,PT06M00.00S,2023-01-21T01:29:48.1Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,47,37,2023-01-21T01:29:52Z,2190000,False,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,218.0,4.0,4.0,0.0,,,,,,,,,,,,,,
220,PT05M45.00S,2023-01-21T01:30:03.5Z,2,REGULAR,3pt,Jump Shot,[],203915,66.70499342969777,22.54901960784314,1610612742,47,37,2023-01-21T01:30:10Z,2200000,False,-137.0,260.0,1,right,MISS S. Dinwiddie 29' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,29.45,Missed,,,,,,,,,,,,,,,,,,
221,PT05M42.00S,2023-01-21T01:30:06.5Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,47,37,2023-01-21T01:30:10Z,2210000,False,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,220.0,5.0,5.0,0.0,,,,,,,,,,,,,,
222,PT05M27.00S,2023-01-21T01:30:21.3Z,2,REGULAR,3pt,Jump Shot,[],1629216,9.149145860709593,4.411764705882353,1610612748,47,37,2023-01-21T01:30:26Z,2220000,False,228.0,34.0,1,left,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,23.03,Missed,,,,,,,,,,,,,,,,,,
223,PT05M25.00S,2023-01-21T01:30:23.3Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,47,37,2023-01-21T01:30:26Z,2230000,False,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Right Corner 3,24+ Right,,,222.0,5.0,5.0,0.0,,,,,,,,,,,,,,
224,PT05M19.00S,2023-01-21T01:30:29.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,66.5735873850197,48.529411764705884,1610612742,50,37,2023-01-21T01:30:38Z,2240000,False,-7.0,262.0,1,right,L. Doncic 26' 3PT pullup (14 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,26.18,Made,,,,,14.0,,,,,,,,,,,,,
225,PT04M56.00S,2023-01-21T01:30:52.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203506,5.338370565045992,52.94117647058824,1610612748,50,39,2023-01-21T01:30:57Z,2250000,False,-15.0,-2.0,1,left,V. Oladipo driving finger roll Layup (13 PTS),[203506],1610612748.0,MIA,driving finger roll,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,13.0,,,,,,,,,,,,,
226,PT04M39.00S,2023-01-21T01:31:09.1Z,2,REGULAR,3pt,Jump Shot,[],203493,93.9060446780552,95.83333333333334,1610612742,53,39,2023-01-21T01:31:25Z,2260000,False,229.0,5.0,1,right,R. Bullock 3PT  (9 PTS) (L. Doncic 4 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,22.93,Made,,,,,9.0,,,L. Doncic,1629029.0,4.0,,,,,,,,
230,PT04M12.00S,2023-01-21T01:31:37.9Z,2,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612748,53,39,2023-01-21T01:31:46Z,2300000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Butler 2 FT),"[1627827, 202710]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,,,,,1.0,0.0,Butler,202710.0,,,,
234,PT04M12.00S,2023-01-21T01:32:06.7Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,53,40,2023-01-21T01:32:06Z,2320000,False,,,0,,J. Butler Free Throw 1 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
235,PT04M12.00S,2023-01-21T01:32:07.3Z,2,REGULAR,substitution,out,[],203915,,,1610612748,53,40,2023-01-21T01:32:31Z,2330000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M12.00S,2023-01-21T01:32:07.3Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,53,40,2023-01-21T01:32:31Z,2340000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M12.00S,2023-01-21T01:32:07.3Z,2,REGULAR,substitution,out,[],203506,,,1610612748,53,40,2023-01-21T01:32:31Z,2350000,False,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M12.00S,2023-01-21T01:32:07.3Z,2,REGULAR,substitution,out,[],1631115,,,1610612748,53,40,2023-01-21T01:32:31Z,2360000,False,,,0,,SUB out: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M12.00S,2023-01-21T01:32:07.3Z,2,REGULAR,substitution,in,[],1630182,,,1610612748,53,40,2023-01-21T01:32:31Z,2370000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M12.00S,2023-01-21T01:32:07.3Z,2,REGULAR,substitution,in,[],200768,,,1610612748,53,40,2023-01-21T01:32:31Z,2380000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M12.00S,2023-01-21T01:32:07.3Z,2,REGULAR,substitution,in,[],1628997,,,1610612748,53,40,2023-01-21T01:32:31Z,2390000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M12.00S,2023-01-21T01:32:07.3Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,53,40,2023-01-21T01:32:31Z,2400000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M12.00S,2023-01-21T01:32:34.7Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,53,41,2023-01-21T01:32:34Z,2410000,False,,,0,,J. Butler Free Throw 2 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
244,PT03M53.00S,2023-01-21T01:32:54.8Z,2,REGULAR,3pt,Jump Shot,[],1629029,67.36202365308804,25.49019607843137,1610612742,56,41,2023-01-21T01:32:59Z,2420000,False,-123.0,254.0,1,right,L. Doncic 28' 3PT  (17 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,28.23,Made,,,,,17.0,,,,,,,,,,,,,
245,PT03M39.00S,2023-01-21T01:33:12.1Z,2,REGULAR,foul,personal,[],1627827,,,1610612748,56,41,2023-01-21T01:33:23Z,2430000,False,,,0,,D. Finney-Smith personal FOUL (2 PF),"[1627827, 1628389]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,8-16 Right,,,,,,,,201639.0,,,,,2.0,0.0,Adebayo,1628389.0,,,,
247,PT03M39.00S,2023-01-21T01:33:21.3Z,2,REGULAR,substitution,out,[],203493,,,1610612748,56,41,2023-01-21T01:33:32Z,2450000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT03M39.00S,2023-01-21T01:33:21.3Z,2,REGULAR,substitution,in,[],203939,,,1610612748,56,41,2023-01-21T01:33:32Z,2460000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M28.00S,2023-01-21T01:33:47.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,16.245072273324574,60.5392156862745,1610612748,56,43,2023-01-21T01:33:52Z,2470000,False,-53.0,100.0,1,left,T. Herro 11' driving floating Jump Shot (9 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,11.32,Made,,,,,9.0,,,,,,,,,,,,,
250,PT03M06.00S,2023-01-21T01:34:09.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,92.06636005256242,62.745098039215684,1610612742,56,43,2023-01-21T01:34:18Z,2480000,False,64.0,22.0,1,right,MISS L. Doncic 6' driving floating bank Shot,[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,6.74,Missed,,,,,,,,,,,,,,,,,,
251,PT03M04.00S,2023-01-21T01:34:11.0Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,56,43,2023-01-21T01:34:18Z,2490000,False,,,0,,K. Lowry REBOUND (Off:1 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,250.0,3.0,2.0,1.0,,,,,,,,,,,,,,
252,PT03M03.00S,2023-01-21T01:34:14.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202710,8.623521681997373,38.23529411764706,1610612748,56,43,2023-01-21T01:34:32Z,2500000,False,59.0,29.0,1,left,MISS J. Butler 6' driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,6.54,Missed,,,,,,,,,,,,,,,,,,
