actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT05M19.00S,2023-01-19T00:59:20.4Z,1,REGULAR,3pt,Jump Shot,[],203915,79.05716162943496,7.352941176470589,1610612742,15,21,2023-01-19T00:59:28Z,850000,False,-213.0,144.0,1,right,MISS S. Dinwiddie 25' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,25.75,Missed,,,,,,,,,,,,,,,
86,PT05M19.00S,2023-01-19T00:59:20.4Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,15,21,2023-01-19T00:59:28Z,860000,False,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,85.0,3.0,2.0,1.0,,,,,
87,PT05M00.00S,2023-01-19T00:59:39.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,11.514454664914586,51.9607843137255,1610612737,15,21,2023-01-19T00:59:45Z,870000,False,-10.0,56.0,1,left,MISS C. Capela turnaround Hook,[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,5.66,Missed,,,,,,,,,,,,,,,
88,PT04M56.00S,2023-01-19T00:59:43.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,15,21,2023-01-19T00:59:45Z,880000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,
89,PT04M52.00S,2023-01-19T00:59:46.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203493,70.12155059132719,73.2843137254902,1610612742,15,21,2023-01-19T01:00:22Z,890000,False,116.0,228.0,1,right,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,,,,25.64,Missed,,,,,,,,,,,,,,,
90,PT04M51.00S,2023-01-19T00:59:47.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,15,21,2023-01-19T01:00:22Z,900000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,89.0,,,,,,,,
91,PT04M51.00S,2023-01-19T00:59:55.3Z,1,REGULAR,foul,personal,[],203939,,,1610612737,15,21,2023-01-19T01:00:30Z,910000,False,,,0,,D. Powell loose ball personal FOUL (1 PF),"[203939, 203992]",1610612742.0,DAL,loose ball,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Bogdanovic,203992.0
93,PT04M51.00S,2023-01-19T01:00:00.2Z,1,REGULAR,substitution,out,[],203915,,,1610612737,15,21,2023-01-19T01:00:13Z,930000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M51.00S,2023-01-19T01:00:00.2Z,1,REGULAR,substitution,out,[],1627749,,,1610612737,15,21,2023-01-19T01:00:13Z,940000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M51.00S,2023-01-19T01:00:00.2Z,1,REGULAR,substitution,in,[],1630182,,,1610612737,15,21,2023-01-19T01:00:13Z,950000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M51.00S,2023-01-19T01:00:00.2Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,15,21,2023-01-19T01:00:13Z,960000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M35.00S,2023-01-19T01:00:33.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629631,10.33180026281209,50.49019607843137,1610612737,15,23,2023-01-19T01:00:39Z,970000,False,-2.0,45.0,1,left,D. Hunter Hook (4 PTS) (J. Collins 2 AST),"[1629631, 1628381]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,4.47,Made,4.0,J. Collins,1628381.0,2.0,,,,,,,,,,,
99,PT04M14.00S,2023-01-19T01:00:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,92.85479632063075,61.51960784313726,1610612742,17,23,2023-01-19T01:00:59Z,990000,False,58.0,15.0,1,right,L. Doncic driving floating bank Jump Shot (8 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,5.94,Made,8.0,,,,,,,,,,,,,,
100,PT04M01.00S,2023-01-19T01:01:07.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,8.492115637319317,49.26470588235294,1610612737,17,25,2023-01-19T01:01:11Z,1000000,False,4.0,27.0,1,left,C. Capela alley-oop DUNK (2 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,2.75,Made,2.0,T. Young,1629027.0,3.0,,,,,,,,,,,
102,PT03M44.00S,2023-01-19T01:01:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,92.06636005256242,62.5,1610612742,19,25,2023-01-19T01:01:30Z,1020000,False,62.0,22.0,1,right,L. Doncic 6' driving floating bank Jump Shot (10 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,6.63,Made,10.0,,,,,,,,,,,,,,
103,PT03M31.00S,2023-01-19T01:01:37.6Z,1,REGULAR,2pt,Jump Shot,[],1629027,19.530223390275953,28.186274509803923,1610612737,19,25,2023-01-19T01:01:42Z,1030000,False,109.0,131.0,1,left,MISS T. Young 17' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,,,,17.06,Missed,,,,,,,,,,,,,,,
104,PT03M27.00S,2023-01-19T01:01:41.6Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,19,25,2023-01-19T01:02:36Z,1040000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,103.0,2.0,2.0,0.0,,,,,
105,PT03M22.00S,2023-01-19T01:01:46.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,65.25952693823915,45.588235294117645,1610612742,22,25,2023-01-19T01:01:53Z,1050000,False,-22.0,274.0,1,right,L. Doncic 27' 3PT pullup (13 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,27.5,Made,13.0,,,,,,,,,,,,,,
106,PT03M15.00S,2023-01-19T01:01:57.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,22,25,2023-01-19T01:01:59Z,1060000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M15.00S,2023-01-19T01:02:01.1Z,1,REGULAR,substitution,out,[],203939,,,1610612737,22,25,2023-01-19T01:05:22Z,1070000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M15.00S,2023-01-19T01:02:01.1Z,1,REGULAR,substitution,out,[],1627827,,,1610612737,22,25,2023-01-19T01:05:22Z,1080000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M15.00S,2023-01-19T01:02:01.1Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,22,25,2023-01-19T01:05:22Z,1090000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M15.00S,2023-01-19T01:02:01.1Z,1,REGULAR,substitution,in,[],202722,,,1610612737,22,25,2023-01-19T01:05:22Z,1100000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M15.00S,2023-01-19T01:02:01.1Z,1,REGULAR,substitution,in,[],201580,,,1610612737,22,25,2023-01-19T01:05:22Z,1110000,False,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M15.00S,2023-01-19T01:02:01.1Z,1,REGULAR,substitution,in,[],1631100,,,1610612737,22,25,2023-01-19T01:05:22Z,1120000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M06.00S,2023-01-19T01:05:39.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.521024967148489,47.549019607843135,1610612737,22,27,2023-01-19T01:05:44Z,1130000,False,12.0,9.0,1,left,C. Capela alley-oop DUNK (4 PTS) (T. Young 4 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,1.51,Made,4.0,T. Young,1629027.0,4.0,,,,,,,,,,,
115,PT02M50.00S,2023-01-19T01:05:55.2Z,1,REGULAR,3pt,Jump Shot,[],203493,73.66951379763469,14.705882352941178,1610612742,25,27,2023-01-19T01:05:59Z,1150000,False,-176.0,195.0,1,right,R. Bullock 26' 3PT  (3 PTS) (L. Doncic 2 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,,,,26.3,Made,3.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,
117,PT02M37.00S,2023-01-19T01:06:10.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203493,,,1610612737,25,27,2023-01-19T01:06:19Z,1170000,False,,,0,,R. Bullock shooting personal FOUL (1 PF) (Young 2 FT),"[203493, 1629027]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Young,1629027.0
119,PT02M37.00S,2023-01-19T01:06:36.4Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,25,28,2023-01-19T01:06:36Z,1190000,False,,,0,,T. Young Free Throw 1 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
120,PT02M37.00S,2023-01-19T01:06:52.6Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,25,29,2023-01-19T01:06:52Z,1200000,False,,,0,,T. Young Free Throw 2 of 2 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
121,PT02M16.00S,2023-01-19T01:07:15.9Z,1,REGULAR,3pt,Jump Shot,[],202722,89.83245729303549,3.9215686274509802,1610612742,28,29,2023-01-19T01:07:42Z,1210000,False,-230.0,43.0,1,right,D. Bertans 3PT  (3 PTS) (R. Bullock 1 AST),"[202722, 203493]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Left Corner 3,24+ Left,,,,23.44,Made,3.0,R. Bullock,203493.0,1.0,,,,,,,,,,,
124,PT01M58.00S,2023-01-19T01:07:54.2Z,1,REGULAR,3pt,Jump Shot,[],1631100,32.013797634691194,62.745098039215684,1610612737,28,32,2023-01-19T01:07:58Z,1240000,False,-64.0,248.0,1,left,A. Griffin 25' 3PT  (3 PTS) (D. Hunter 1 AST),"[1631100, 1629631]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Center,,,,25.64,Made,3.0,D. Hunter,1629631.0,1.0,,,,,,,,,,,
126,PT01M43.00S,2023-01-19T01:08:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201580,90.22667542706965,50.0,1610612742,30,32,2023-01-19T01:09:12Z,1260000,False,0.0,39.0,1,right,J. McGee Layup (2 PTS) (L. Doncic 3 AST),"[201580, 1629029]",1610612742.0,DAL,,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,3.94,Made,2.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,
128,PT01M43.00S,2023-01-19T01:08:12.7Z,1,REGULAR,foul,personal,['1freethrow'],1631100,,,1610612742,30,32,2023-01-19T01:08:18Z,1280000,False,,,0,,A. Griffin shooting personal FOUL (1 PF) (McGee 1 FT),"[1631100, 201580]",1610612737.0,ATL,shooting,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,McGee,201580.0
130,PT01M43.00S,2023-01-19T01:08:35.1Z,1,REGULAR,freethrow,1 of 1,[],201580,,,1610612742,31,32,2023-01-19T01:08:35Z,1300000,False,,,0,,J. McGee Free Throw 1 of 1 (3 PTS),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
131,PT01M35.00S,2023-01-19T01:08:48.0Z,1,REGULAR,2pt,Layup,[],1629027,13.091327201051248,32.59803921568628,1610612737,31,34,2023-01-19T01:12:09Z,1310000,False,87.0,71.0,1,left,T. Young 11' driving Layup (6 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,11.2,Made,6.0,,,,,,,,,,,,,,
132,PT01M17.00S,2023-01-19T01:09:10.2Z,1,REGULAR,turnover,3-second-violation,[],201580,,,1610612742,31,34,2023-01-19T01:10:03Z,1320000,False,,,0,,J. McGee 3-second-violation TURNOVER (1 TO),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,,,,,1162.0,,,,
133,PT01M07.00S,2023-01-19T01:09:29.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,17.427726675427067,39.705882352941174,1610612737,31,36,2023-01-19T01:09:35Z,1330000,False,51.0,111.0,1,left,T. Young 12' Jump Shot (8 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,12.26,Made,8.0,,,,,,,,,,,,,,
134,PT00M57.70S,2023-01-19T01:09:41.6Z,1,REGULAR,foul,offensive,['inpenalty'],201580,,,1610612742,31,36,2023-01-19T01:09:59Z,1340000,False,,,0,,J. McGee off-the-ball offensive FOUL (1 PF),"[201580, 1629631]",1610612742.0,DAL,off-the-ball,,,McGee,J. McGee,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Hunter,1629631.0
136,PT00M57.70S,2023-01-19T01:09:41.6Z,1,REGULAR,turnover,offensive foul,[],201580,,,1610612742,31,36,2023-01-19T01:09:41Z,1360000,False,,,0,,J. McGee offensive foul TURNOVER (2 TO),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,,,,,,,1162.0,,,,
137,PT00M43.10S,2023-01-19T01:10:13.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631100,6.389618922470433,72.79411764705883,1610612737,31,38,2023-01-19T01:10:18Z,1370000,False,-114.0,8.0,1,left,A. Griffin 11' driving floating Jump Shot (5 PTS) (T. Young 5 AST),"[1631100, 1629027]",1610612737.0,ATL,driving floating,,,Griffin,A. Griffin,,,,,Mid-Range,8-16 Left,,,,11.43,Made,5.0,T. Young,1629027.0,5.0,,,,,,,,,,,
139,PT00M33.30S,2023-01-19T01:10:25.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,87.59855453350855,40.19607843137255,1610612742,33,38,2023-01-19T01:11:42Z,1390000,False,-49.0,64.0,1,right,L. Doncic 8' driving floating bank Jump Shot (15 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Left,,,,8.07,Made,15.0,,,,,,,,,,,,,,
140,PT00M33.30S,2023-01-19T01:10:28.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629631,,,1610612742,33,38,2023-01-19T01:10:37Z,1400000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Doncic 1 FT),"[1629631, 1629029]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Doncic,1629029.0
142,PT00M33.30S,2023-01-19T01:10:56.6Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,34,38,2023-01-19T01:10:56Z,1420000,False,,,0,,L. Doncic Free Throw 1 of 1 (16 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
143,PT00M30.40S,2023-01-19T01:11:08.6Z,1,REGULAR,2pt,Jump Shot,[],1629027,12.959921156373195,68.13725490196079,1610612737,34,38,2023-01-19T01:15:53Z,1430000,False,-91.0,69.0,1,left,MISS T. Young 11' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,11.41,Missed,,,,,,,,,,,,,,,
144,PT00M28.60S,2023-01-19T01:11:10.4Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,34,38,2023-01-19T01:15:53Z,1440000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,143.0,1.0,0.0,1.0,,,,,
145,PT00M28.60S,2023-01-19T01:11:12.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,5.590000152587891,50.0,1610612737,34,40,2023-01-19T01:11:12Z,1450000,False,0.0,0.0,1,left,C. Capela tip Layup (6 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,,,,0.0,Made,6.0,,,,,,,,,,,,,,
146,PT00M06.50S,2023-01-19T01:11:37.7Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629631,,,1610612742,34,40,2023-01-19T01:13:03Z,1460000,False,,,0,,D. Hunter shooting personal FOUL (2 PF) (Doncic 3 FT),"[1629631, 1629029]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Doncic,1629029.0
148,PT00M06.50S,2023-01-19T01:12:18.3Z,1,REGULAR,freethrow,1 of 3,[],1629029,,,1610612742,35,40,2023-01-19T01:12:18Z,1480000,False,,,0,,L. Doncic Free Throw 1 of 3 (17 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
149,PT00M06.50S,2023-01-19T01:12:41.6Z,1,REGULAR,freethrow,2 of 3,[],1629029,,,1610612742,36,40,2023-01-19T01:12:41Z,1490000,False,,,0,,L. Doncic Free Throw 2 of 3 (18 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
150,PT00M06.50S,2023-01-19T01:12:42.8Z,1,REGULAR,substitution,out,[],201580,,,1610612742,36,40,2023-01-19T01:12:46Z,1500000,False,,,0,,SUB out: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M06.50S,2023-01-19T01:12:42.8Z,1,REGULAR,substitution,in,[],203939,,,1610612742,36,40,2023-01-19T01:12:46Z,1510000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M06.50S,2023-01-19T01:13:01.4Z,1,REGULAR,freethrow,3 of 3,[],1629029,,,1610612742,37,40,2023-01-19T01:13:01Z,1520000,False,,,0,,L. Doncic Free Throw 3 of 3 (19 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,
153,PT00M01.00S,2023-01-19T01:13:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.835085413929041,47.794117647058826,1610612737,37,40,2023-01-19T01:13:18Z,1530000,False,11.0,21.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,2.38,Missed,,,,,,,,,,,,,,,
155,PT00M01.00S,2023-01-19T01:13:09.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,37,40,2023-01-19T01:13:18Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,153.0,,,,,,,,
156,PT00M00.00S,2023-01-19T01:13:21.1Z,1,REGULAR,period,end,[],0,,,1610612737,37,40,2023-01-19T01:13:21Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-01-19T01:14:39.3Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612737,37,40,2023-01-19T01:16:20Z,1570000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-01-19T01:14:39.3Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,37,40,2023-01-19T01:16:20Z,1580000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-01-19T01:14:39.3Z,2,REGULAR,substitution,out,['startperiod'],1629631,,,1610612737,37,40,2023-01-19T01:16:20Z,1590000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-01-19T01:14:39.3Z,2,REGULAR,substitution,out,['startperiod'],203991,,,1610612737,37,40,2023-01-19T01:16:20Z,1600000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-01-19T01:14:39.3Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612737,37,40,2023-01-19T01:16:20Z,1610000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-01-19T01:14:39.3Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612737,37,40,2023-01-19T01:16:20Z,1620000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-01-19T01:14:39.3Z,2,REGULAR,substitution,in,['startperiod'],1630168,,,1610612737,37,40,2023-01-19T01:16:20Z,1630000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-01-19T01:14:39.3Z,2,REGULAR,substitution,in,['startperiod'],1628381,,,1610612737,37,40,2023-01-19T01:16:20Z,1640000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-01-19T01:16:49.7Z,2,REGULAR,period,start,[],0,,,1610612737,37,40,2023-01-19T01:16:49Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M44.00S,2023-01-19T01:17:04.9Z,2,REGULAR,2pt,Jump Shot,[],1628381,12.959921156373195,25.245098039215684,1610612737,37,40,2023-01-19T01:17:10Z,1660000,False,124.0,69.0,1,left,MISS J. Collins 14' Jump Shot,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,,,,14.19,Missed,,,,,,,,,,,,,,,
167,PT11M41.00S,2023-01-19T01:17:07.9Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,37,40,2023-01-19T01:17:10Z,1670000,False,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,166.0,1.0,1.0,0.0,,,,,
168,PT11M29.00S,2023-01-19T01:17:19.8Z,2,REGULAR,3pt,Jump Shot,[],202722,79.97700394218134,7.107843137254902,1610612742,37,40,2023-01-19T01:17:25Z,1680000,False,-214.0,136.0,1,right,MISS D. Bertans 25' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,,,,25.38,Missed,,,,,,,,,,,,,,,
169,PT11M26.00S,2023-01-19T01:17:22.8Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,37,40,2023-01-19T01:37:43Z,1690000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,168.0,1.0,1.0,0.0,,,,,
170,PT11M12.00S,2023-01-19T01:17:37.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,17.95335085413929,49.26470588235294,1610612737,37,42,2023-01-19T01:21:22Z,1700000,False,4.0,116.0,1,left,J. Collins 11' pullup Jump Shot (7 PTS) (B. Bogdanovic 2 AST),"[1628381, 203992]",1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,11.64,Made,7.0,B. Bogdanovic,203992.0,2.0,,,,,,,,,,,
172,PT10M52.00S,2023-01-19T01:17:56.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,93.38042049934296,58.82352941176471,1610612742,37,42,2023-01-19T01:18:18Z,1720000,False,44.0,10.0,1,right,MISS S. Dinwiddie driving Layup,[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,4.52,Missed,,,,,,,,,,,,,,,
