actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
81,PT03M36.00S,2023-03-05T18:24:23.3Z,1,REGULAR,substitution,in,[],203501,,,1610612742,14,23,2023-03-05T18:24:47Z,810000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT03M36.00S,2023-03-05T18:24:23.3Z,1,REGULAR,substitution,in,[],202693,,,1610612742,14,23,2023-03-05T18:24:47Z,820000,False,,,0,,SUB in: M. Morris,[202693],1610612742.0,DAL,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M36.00S,2023-03-05T18:24:23.3Z,1,REGULAR,substitution,in,[],203082,,,1610612742,14,23,2023-03-05T18:24:47Z,830000,False,,,0,,SUB in: T. Ross,[203082],1610612756.0,PHX,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M36.00S,2023-03-05T18:24:23.3Z,1,REGULAR,substitution,in,[],1626166,,,1610612742,14,23,2023-03-05T18:24:47Z,840000,False,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M10.00S,2023-03-05T18:25:10.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203493,7.30946123521682,7.8431372549019605,1610612742,16,23,2023-03-05T18:25:16Z,850000,False,211.0,16.0,1,left,R. Bullock 21' pullup Jump Shot (5 PTS) (L. Doncic 1 AST),"[203493, 1629029]",1610612742.0,DAL,pullup,,,Bullock,R. Bullock,,,,,Mid-Range,16-24 Right,,,21.14,Made,5.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,,
87,PT02M50.00S,2023-03-05T18:25:29.0Z,1,REGULAR,3pt,Jump Shot,[],1626164,91.80354796320631,96.07843137254902,1610612756,16,23,2023-03-05T18:31:29Z,870000,False,230.0,25.0,1,right,MISS D. Booker step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,,,23.17,Missed,,,,,,,,,,,,,,,,
88,PT02M47.00S,2023-03-05T18:25:32.0Z,1,REGULAR,rebound,defensive,[],202693,,,1610612742,16,23,2023-03-05T18:25:35Z,880000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612742.0,DAL,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,
89,PT02M40.00S,2023-03-05T18:25:39.4Z,1,REGULAR,3pt,Jump Shot,[],202693,26.888961892247043,19.362745098039216,1610612742,19,23,2023-03-05T18:25:44Z,890000,False,153.0,200.0,1,left,M. Morris 25' 3PT  (3 PTS) (J. Holiday 1 AST),"[202693, 203200]",1610612742.0,DAL,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,25.22,Made,3.0,J. Holiday,203200.0,1.0,,,,,,,,,,,,
91,PT02M39.00S,2023-03-05T18:25:43.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,19,23,2023-03-05T18:25:43Z,910000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT02M39.00S,2023-03-05T18:27:26.5Z,1,REGULAR,substitution,out,[],203493,,,1610612756,19,23,2023-03-05T18:28:35Z,920000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT02M39.00S,2023-03-05T18:27:26.5Z,1,REGULAR,substitution,out,[],1629028,,,1610612756,19,23,2023-03-05T18:28:35Z,930000,False,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT02M39.00S,2023-03-05T18:27:26.5Z,1,REGULAR,substitution,in,[],1628373,,,1610612756,19,23,2023-03-05T18:28:35Z,940000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT02M39.00S,2023-03-05T18:27:26.5Z,1,REGULAR,substitution,in,[],1629111,,,1610612756,19,23,2023-03-05T18:28:35Z,950000,False,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M27.00S,2023-03-05T18:29:18.1Z,1,REGULAR,3pt,Jump Shot,[],1629006,92.19776609724047,3.431372549019608,1610612756,19,23,2023-03-05T18:29:22Z,960000,False,-233.0,21.0,1,right,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,,,23.37,Missed,,,,,,,,,,,,,,,,
97,PT02M26.00S,2023-03-05T18:29:20.1Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612756,19,23,2023-03-05T18:29:20Z,970000,False,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,,,,,,,96.0,1.0,0.0,1.0,,,,,,,,
98,PT02M22.00S,2023-03-05T18:29:24.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626164,91.98423127463863,59.82689950980392,1610612756,19,23,2023-03-05T18:33:13Z,980000,False,49.0,23.0,1,right,MISS D. Booker driving floating bank Shot,[1626164],1610612756.0,PHX,driving floating bank,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,5.41,Missed,,,,,,,,,,,,,,,,
99,PT02M20.00S,2023-03-05T18:29:26.1Z,1,REGULAR,rebound,defensive,[],202693,,,1610612742,19,23,2023-03-05T18:29:33Z,990000,False,,,0,,M. Morris REBOUND (Off:0 Def:2),[202693],1610612742.0,DAL,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,
100,PT02M14.00S,2023-03-05T18:29:31.6Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,19,23,2023-03-05T18:29:41Z,1000000,False,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 1626164]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Center,,2.0,,,,,,,,,,,,,,,,,Booker,1626164.0
101,PT02M14.00S,2023-03-05T18:29:31.6Z,1,REGULAR,steal,,[],1626164,,,1610612756,19,23,2023-03-05T18:29:33Z,1010000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
102,PT02M10.00S,2023-03-05T18:29:35.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626164,67.62483574244416,55.63725490196079,1610612756,19,23,2023-03-05T18:29:45Z,1020000,False,28.0,252.0,1,right,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,25.34,Missed,,,,,,,,,,,,,,,,
103,PT02M04.00S,2023-03-05T18:29:41.2Z,1,REGULAR,rebound,defensive,[],203200,,,1610612742,19,23,2023-03-05T18:29:41Z,1030000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,
104,PT02M00.00S,2023-03-05T18:29:45.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,23.340998685939553,90.19607843137256,1610612742,22,23,2023-03-05T18:34:58Z,1040000,False,-201.0,167.0,1,left,T. Hardaway Jr. 26' 3PT running pullup (3 PTS) (F. Ntilikina 1 AST),"[203501, 1628373]",1610612742.0,DAL,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,26.13,Made,3.0,F. Ntilikina,1628373.0,1.0,,,,,,,,,,,,
105,PT01M46.00S,2023-03-05T18:29:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,93.24901445466492,50.49019607843137,1610612756,22,25,2023-03-05T18:30:04Z,1050000,False,2.0,11.0,1,right,C. Payne driving Layup (2 PTS),[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,,,1.13,Made,2.0,,,,,,,,,,,,,,,
107,PT01M30.00S,2023-03-05T18:30:16.6Z,1,REGULAR,foul,personal,['2freethrow'],203082,,,1610612742,22,25,2023-03-05T18:30:27Z,1060000,False,,,0,,T. Ross shooting personal FOUL (1 PF) (Doncic 2 FT),"[203082, 1629029]",1610612756.0,PHX,shooting,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,2715.0,,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,,,
109,PT01M30.00S,2023-03-05T18:30:51.6Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,22,25,2023-03-05T18:30:51Z,1080000,False,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
110,PT01M30.00S,2023-03-05T18:30:51.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,22,25,2023-03-05T18:30:51Z,1090000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,
111,PT01M30.00S,2023-03-05T18:30:52.4Z,1,REGULAR,substitution,out,[],202693,,,1610612742,22,25,2023-03-05T18:31:03Z,1100000,False,,,0,,SUB out: M. Morris,[202693],1610612742.0,DAL,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M30.00S,2023-03-05T18:30:52.4Z,1,REGULAR,substitution,out,[],1629006,,,1610612742,22,25,2023-03-05T18:31:03Z,1110000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M30.00S,2023-03-05T18:30:52.4Z,1,REGULAR,substitution,in,[],1626174,,,1610612742,22,25,2023-03-05T18:31:03Z,1120000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M30.00S,2023-03-05T18:30:52.4Z,1,REGULAR,substitution,in,[],1628470,,,1610612742,22,25,2023-03-05T18:31:03Z,1130000,False,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M30.00S,2023-03-05T18:31:20.9Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,23,25,2023-03-05T18:31:20Z,1140000,False,,,0,,L. Doncic Free Throw 2 of 2 (5 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
116,PT01M20.00S,2023-03-05T18:31:31.6Z,1,REGULAR,2pt,Jump Shot,[],1626166,83.65637319316689,31.61764705882353,1610612756,23,27,2023-03-05T18:31:47Z,1150000,False,-92.0,101.0,1,right,C. Payne 13' driving floating Jump Shot (4 PTS),[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,Mid-Range,8-16 Left,,,13.66,Made,4.0,,,,,,,,,,,,,,,
117,PT01M07.00S,2023-03-05T18:31:46.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629111,,,1610612742,23,27,2023-03-05T18:31:57Z,1160000,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629111, 1629029]",1610612756.0,PHX,shooting,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,203592.0,,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,,,
119,PT01M07.00S,2023-03-05T18:32:20.5Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,24,27,2023-03-05T18:32:20Z,1180000,False,,,0,,L. Doncic Free Throw 1 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
120,PT01M07.00S,2023-03-05T18:32:21.1Z,1,REGULAR,substitution,out,[],1629111,,,1610612742,24,27,2023-03-05T18:32:33Z,1190000,False,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M07.00S,2023-03-05T18:32:21.1Z,1,REGULAR,substitution,in,[],201142,,,1610612742,24,27,2023-03-05T18:32:33Z,1200000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M07.00S,2023-03-05T18:32:43.7Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,25,27,2023-03-05T18:32:43Z,1210000,False,,,0,,L. Doncic Free Throw 2 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
123,PT00M48.90S,2023-03-05T18:33:09.0Z,1,REGULAR,foul,personal,[],1628373,,,1610612756,25,27,2023-03-05T18:33:18Z,1220000,False,,,0,,F. Ntilikina personal FOUL (1 PF),"[1628373, 201142]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,In The Paint (Non-RA),8-16 Center,200832.0,,,,,,,,,,,,1.0,0.0,Durant,201142.0,,,,
125,PT00M37.20S,2023-03-05T18:33:41.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628373,,,1610612756,25,27,2023-03-05T18:33:50Z,1240000,False,,,0,,F. Ntilikina shooting personal FOUL (2 PF) (Durant 2 FT),"[1628373, 201142]",1610612742.0,DAL,shooting,,,Ntilikina,F. Ntilikina,,,,,In The Paint (Non-RA),8-16 Center,203592.0,,,,,,,,,,,,2.0,0.0,Durant,201142.0,,,,
127,PT00M37.20S,2023-03-05T18:34:14.1Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,25,27,2023-03-05T18:34:14Z,1260000,False,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
128,PT00M37.20S,2023-03-05T18:34:14.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,25,27,2023-03-05T18:34:14Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,
129,PT00M37.20S,2023-03-05T18:34:35.1Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,25,28,2023-03-05T18:34:35Z,1280000,False,,,0,,K. Durant Free Throw 2 of 2 (7 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
130,PT00M25.50S,2023-03-05T18:34:49.5Z,1,REGULAR,3pt,Jump Shot,[],203501,20.71287779237845,91.42156862745098,1610612742,25,28,2023-03-05T18:34:57Z,1290000,False,-207.0,142.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,25.12,Missed,,,,,,,,,,,,,,,,
131,PT00M21.90S,2023-03-05T18:34:53.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,25,28,2023-03-05T18:34:57Z,1300000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,130.0,3.0,3.0,0.0,,,,,,,,
132,PT00M02.80S,2023-03-05T18:35:12.2Z,1,REGULAR,3pt,Jump Shot,[],201142,78.66294349540078,90.93137254901961,1610612756,25,31,2023-03-05T18:35:16Z,1310000,False,205.0,148.0,1,right,K. Durant 25' 3PT  (10 PTS) (D. Booker 3 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,25.27,Made,10.0,D. Booker,1626164.0,3.0,,,,,,,,,,,,
134,PT00M00.00S,2023-03-05T18:35:24.1Z,1,REGULAR,period,end,[],0,,,1610612742,25,31,2023-03-05T18:35:24Z,1330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2023-03-05T18:35:59.7Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,25,31,2023-03-05T18:38:37Z,1340000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2023-03-05T18:35:59.7Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612742,25,31,2023-03-05T18:38:37Z,1350000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2023-03-05T18:35:59.7Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612742,25,31,2023-03-05T18:38:37Z,1360000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2023-03-05T18:35:59.7Z,2,REGULAR,substitution,in,['startperiod'],1627814,,,1610612742,25,31,2023-03-05T18:38:37Z,1370000,False,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2023-03-05T18:39:03.9Z,2,REGULAR,period,start,[],0,,,1610612742,25,31,2023-03-05T18:39:03Z,1380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT11M51.00S,2023-03-05T18:39:14.0Z,2,REGULAR,foul,personal,[],1628470,,,1610612742,25,31,2023-03-05T18:39:38Z,1390000,False,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 202681]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,200832.0,,,,,,,,,,,,1.0,0.0,Irving,202681.0,,,,
142,PT11M36.00S,2023-03-05T18:39:46.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,7.5722733245729295,50.98039215686274,1610612742,27,31,2023-03-05T18:39:54Z,1410000,False,-5.0,19.0,1,left,C. Wood finger roll Layup (2 PTS),[1626174],1610612742.0,DAL,finger roll,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,1.93,Made,2.0,,,,,,,,,,,,,,,
144,PT11M18.00S,2023-03-05T18:40:11.5Z,2,REGULAR,foul,technical,['1freethrow'],1626174,,,1610612756,27,31,2023-03-05T18:40:31Z,1430000,False,,,0,,C. Wood defensive-3-second technical FOUL (1 Tech),[1626174],1610612742.0,DAL,defensive-3-second,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,203592.0,,,,,,,,,,,,0.0,1.0,,,,,,
145,PT11M18.00S,2023-03-05T18:40:32.4Z,2,REGULAR,freethrow,1 of 1,[],201142,,,1610612756,27,32,2023-03-05T18:40:32Z,1440000,False,,,0,,K. Durant technical Free Throw 1 of 1 (11 PTS),[201142],1610612756.0,PHX,technical,,,Durant,K. Durant,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
146,PT11M10.00S,2023-03-05T18:40:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,92.46057818659659,47.794117647058826,1610612756,27,34,2023-03-05T18:40:58Z,1450000,False,-11.0,18.0,1,right,T. Craig cutting Layup (2 PTS) (C. Payne 1 AST),"[1628470, 1626166]",1610612756.0,PHX,cutting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,2.14,Made,2.0,C. Payne,1626166.0,1.0,,,,,,,,,,,,
148,PT10M50.00S,2023-03-05T18:41:14.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,6.521024967148489,48.77450980392157,1610612742,29,34,2023-03-05T18:41:17Z,1470000,False,6.0,9.0,1,left,C. Wood driving DUNK (4 PTS) (K. Irving 3 AST),"[1626174, 202681]",1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,1.07,Made,4.0,K. Irving,202681.0,3.0,,,,,,,,,,,,
150,PT10M32.00S,2023-03-05T18:41:33.3Z,2,REGULAR,foul,personal,[],203200,,,1610612756,29,34,2023-03-05T18:41:54Z,1490000,False,,,0,,J. Holiday personal FOUL (1 PF),"[203200, 201142]",1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,200832.0,,,,,,,,,,,,1.0,0.0,Durant,201142.0,,,,
152,PT10M31.00S,2023-03-05T18:41:52.6Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612756,29,34,2023-03-05T18:41:56Z,1510000,False,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 203200]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,,,Holiday,203200.0
153,PT10M31.00S,2023-03-05T18:41:52.6Z,2,REGULAR,steal,,[],203200,,,1610612742,29,34,2023-03-05T18:41:54Z,1520000,False,,,0,,J. Holiday STEAL (1 STL),[203200],1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
154,PT10M27.00S,2023-03-05T18:41:56.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203200,7.178055190538765,49.754901960784316,1610612742,31,34,2023-03-05T18:42:08Z,1530000,False,1.0,15.0,1,left,J. Holiday running finger roll Layup (2 PTS),[203200],1610612742.0,DAL,running finger roll,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,1.5,Made,2.0,,,,,,,,,,,,,,,
155,PT10M10.00S,2023-03-05T18:42:13.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,80.55190538764782,61.05238970588235,1610612756,31,36,2023-03-05T18:42:23Z,1540000,False,55.0,130.0,1,right,C. Payne 14' pullup Jump Shot (6 PTS) (T. Craig 1 AST),"[1626166, 1628470]",1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,14.15,Made,6.0,T. Craig,1628470.0,1.0,,,,,,,,,,,,
157,PT09M55.00S,2023-03-05T18:42:28.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202681,10.85742444152431,53.431372549019606,1610612742,33,36,2023-03-05T18:42:35Z,1560000,False,-17.0,50.0,1,left,K. Irving driving Hook (7 PTS),[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,5.25,Made,7.0,,,,,,,,,,,,,,,
158,PT09M48.00S,2023-03-05T18:42:35.6Z,2,REGULAR,2pt,Jump Shot,[],201142,85.10183968462549,31.61764705882353,1610612756,33,38,2023-03-05T18:42:41Z,1570000,False,-92.0,88.0,1,right,K. Durant 12' pullup Jump Shot (13 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,12.69,Made,13.0,,,,,,,,,,,,,,,
159,PT09M39.00S,2023-03-05T18:42:45.2Z,2,REGULAR,3pt,Jump Shot,[],202681,22.815374507227332,90.68627450980392,1610612742,33,38,2023-03-05T18:42:50Z,1580000,False,-203.0,162.0,1,left,MISS K. Irving 26' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,26.0,Missed,,,,,,,,,,,,,,,,
160,PT09M35.00S,2023-03-05T18:42:49.2Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612756,33,38,2023-03-05T18:42:50Z,1590000,False,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Left Center,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,
161,PT09M28.00S,2023-03-05T18:42:56.0Z,2,REGULAR,3pt,Jump Shot,[],201142,66.83639947437582,30.637254901960787,1610612756,33,41,2023-03-05T18:43:03Z,1600000,False,-97.0,259.0,1,right,K. Durant 27' 3PT pullup (16 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,27.67,Made,16.0,,,,,,,,,,,,,,,
162,PT09M16.00S,2023-03-05T18:43:07.5Z,2,REGULAR,3pt,Jump Shot,[],203501,33.065045992115635,62.99019607843137,1610612742,36,41,2023-03-05T18:43:12Z,1610000,False,-65.0,258.0,1,left,T. Hardaway Jr. 26' 3PT  (6 PTS) (K. Irving 4 AST),"[203501, 202681]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,26.64,Made,6.0,K. Irving,202681.0,4.0,,,,,,,,,,,,
164,PT09M01.00S,2023-03-05T18:43:22.2Z,2,REGULAR,3pt,Jump Shot,[],1628470,65.91655716162943,56.61764705882353,1610612756,36,41,2023-03-05T18:43:26Z,1630000,False,33.0,268.0,1,right,MISS T. Craig 26' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,26.99,Missed,,,,,,,,,,,,,,,,
165,PT08M59.00S,2023-03-05T18:43:24.2Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,36,41,2023-03-05T18:43:26Z,1640000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,,,,,,,164.0,1.0,1.0,0.0,,,,,,,,
166,PT08M54.00S,2023-03-05T18:43:28.9Z,2,REGULAR,foul,personal,['3freethrow'],203082,,,1610612742,36,41,2023-03-05T18:43:39Z,1650000,False,,,0,,T. Ross shooting personal FOUL (2 PF) (Hardaway Jr. 3 FT),"[203082, 203501]",1610612756.0,PHX,shooting,,,Ross,T. Ross,,,,,Above the Break 3,24+ Left Center,2715.0,,,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,
168,PT08M54.00S,2023-03-05T18:44:00.7Z,2,REGULAR,freethrow,1 of 3,['fastbreak'],203501,,,1610612742,37,41,2023-03-05T18:44:00Z,1670000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 3 (7 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
