actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
256,PT07M50.00S,2022-11-17T02:20:45.1Z,2,REGULAR,3pt,Jump Shot,[],1626174,72.88107752956637,17.892156862745097,1610612742,40,42,2022-11-17T02:20:52Z,2550000,False,-161.0,202.0,1,right,MISS C. Wood 25' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
257,PT07M48.00S,2022-11-17T02:20:47.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,40,42,2022-11-17T02:20:52Z,2560000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,256.0,,,,,,,,,,,,,,,,,
259,PT07M39.00S,2022-11-17T02:21:03.9Z,2,REGULAR,turnover,traveling,[],201569,,,1610612745,40,42,2022-11-17T02:21:16Z,2580000,False,,,0,,E. Gordon traveling TURNOVER (1 TO),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Left,,,,,,,,,1628484.0,1.0,,,,,,,,,,
260,PT07M21.00S,2022-11-17T02:21:37.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626174,92.9862023653088,47.05882352941176,1610612742,40,42,2022-11-17T02:21:45Z,2590000,False,-15.0,13.0,1,right,MISS C. Wood DUNK - blocked,"[1626174, 1629645]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,Porter Jr.,1629645.0,,,,,,,,,,,,
261,PT07M21.00S,2022-11-17T02:21:37.7Z,2,REGULAR,block,,[],1629645,,,1610612742,40,42,2022-11-17T02:21:40Z,2600000,False,,,0,,K. Porter Jr. BLOCK (1 BLK),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
262,PT07M21.00S,2022-11-17T02:21:37.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,40,42,2022-11-17T02:21:45Z,2610000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,260.0,,,,,,,,,,,,,,,,,
264,PT07M14.00S,2022-11-17T02:21:59.7Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1626174,89.70105124835742,28.186274509803923,1610612742,42,42,2022-11-17T02:22:05Z,2630000,False,-109.0,44.0,1,right,C. Wood 11' turnaround fadeaway Jump Shot (7 PTS) (S. Dinwiddie 5 AST),"[1626174, 203915]",1610612742.0,DAL,turnaround fadeaway,,,Wood,C. Wood,,,,,Mid-Range,8-16 Left,11.78,Made,,,,,,,,,7.0,,,,,S. Dinwiddie,203915.0,5.0,,
266,PT07M05.00S,2022-11-17T02:22:08.8Z,2,REGULAR,turnover,lost ball,[],201569,,,1610612745,42,42,2022-11-17T02:22:16Z,2650000,False,,,0,,E. Gordon lost ball TURNOVER (2 TO),"[201569, 1626174]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,,,,,,,,,Wood,1626174.0
267,PT07M05.00S,2022-11-17T02:22:08.8Z,2,REGULAR,steal,,[],1626174,,,1610612742,42,42,2022-11-17T02:22:10Z,2660000,False,,,0,,C. Wood STEAL (1 STL),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
268,PT06M52.00S,2022-11-17T02:22:21.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203915,94.1688567674113,94.11764705882352,1610612742,42,42,2022-11-17T02:22:27Z,2670000,False,221.0,2.0,1,right,MISS S. Dinwiddie 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,22.06,Missed,,,,,,,,,,,,,,,,,,
269,PT06M47.00S,2022-11-17T02:22:26.4Z,2,REGULAR,rebound,defensive,[],1630528,,,1610612745,42,42,2022-11-17T02:22:27Z,2680000,False,,,0,,J. Christopher REBOUND (Off:0 Def:1),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,Right Corner 3,24+ Right,,,268.0,1.0,1.0,0.0,,,,,,,,,,,,,,
270,PT06M32.00S,2022-11-17T02:22:41.6Z,2,REGULAR,turnover,bad pass,[],1630578,,,1610612745,42,42,2022-11-17T02:22:48Z,2690000,False,,,0,,A. Sengun bad pass TURNOVER (2 TO),"[1630578, 1628373]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,,,,,,,,,Ntilikina,1628373.0
271,PT06M32.00S,2022-11-17T02:22:41.6Z,2,REGULAR,steal,,[],1628373,,,1610612742,42,42,2022-11-17T02:41:00Z,2700000,False,,,0,,F. Ntilikina STEAL (1 STL),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT06M28.00S,2022-11-17T02:22:45.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628373,68.80749014454665,34.31372549019608,1610612742,42,42,2022-11-17T02:22:52Z,2710000,False,-78.0,241.0,1,right,MISS F. Ntilikina 25' running 3PT,[1628373],1610612742.0,DAL,running,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
273,PT06M24.00S,2022-11-17T02:22:48.7Z,2,REGULAR,rebound,offensive,[],1626174,,,1610612742,42,42,2022-11-17T02:22:48Z,2720000,False,,,0,,C. Wood REBOUND (Off:1 Def:0),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,272.0,1.0,0.0,1.0,,,,,,,,,,,,,,
274,PT06M14.00S,2022-11-17T02:22:59.4Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203915,78.9257555847569,78.92156862745098,1610612742,42,42,2022-11-17T02:23:04Z,2730000,False,145.0,146.0,1,right,MISS S. Dinwiddie 20' step back Shot,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Right Center,20.52,Missed,,,,,,,,,,,,,,,,,,
275,PT06M13.00S,2022-11-17T02:23:00.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,42,42,2022-11-17T02:23:04Z,2740000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Right Center,,,274.0,,,,,,,,,,,,,,,,,
277,PT06M13.00S,2022-11-17T02:23:10.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,42,42,2022-11-17T02:23:10Z,2760000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M13.00S,2022-11-17T02:23:13.3Z,2,REGULAR,substitution,out,[],1628373,,,1610612745,42,42,2022-11-17T02:25:53Z,2770000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M13.00S,2022-11-17T02:23:13.3Z,2,REGULAR,substitution,out,[],1630528,,,1610612745,42,42,2022-11-17T02:25:53Z,2780000,False,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT06M13.00S,2022-11-17T02:23:13.3Z,2,REGULAR,substitution,out,[],201569,,,1610612745,42,42,2022-11-17T02:25:53Z,2790000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT06M13.00S,2022-11-17T02:23:13.3Z,2,REGULAR,substitution,in,[],1630267,,,1610612745,42,42,2022-11-17T02:25:53Z,2800000,False,,,0,,SUB in: F. Campazzo,[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT06M13.00S,2022-11-17T02:23:13.3Z,2,REGULAR,substitution,in,[],1630231,,,1610612745,42,42,2022-11-17T02:25:53Z,2810000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT06M13.00S,2022-11-17T02:23:13.3Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,42,42,2022-11-17T02:25:53Z,2820000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT06M00.00S,2022-11-17T02:26:10.1Z,2,REGULAR,turnover,traveling,[],1630578,,,1610612745,42,42,2022-11-17T02:26:17Z,2830000,False,,,0,,A. Sengun traveling TURNOVER (3 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202026.0,3.0,,,,,,,,,,
285,PT05M41.00S,2022-11-17T02:26:38.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626174,91.80354796320631,53.18627450980392,1610612742,42,42,2022-11-17T02:26:45Z,2840000,False,16.0,25.0,1,right,MISS C. Wood driving Layup,[1626174],1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
286,PT05M38.00S,2022-11-17T02:26:41.6Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612742,42,42,2022-11-17T02:26:45Z,2850000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,285.0,2.0,1.0,1.0,,,,,,,,,,,,,,
287,PT05M27.00S,2022-11-17T02:26:51.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626174,92.46057818659659,54.41176470588235,1610612742,42,42,2022-11-17T02:26:58Z,2860000,False,22.0,18.0,1,right,MISS C. Wood cutting Layup - blocked,"[1626174, 1629645]",1610612742.0,DAL,cutting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,Porter Jr.,1629645.0,,,,,,,,,,,,
288,PT05M27.00S,2022-11-17T02:26:51.8Z,2,REGULAR,block,,[],1629645,,,1610612742,42,42,2022-11-17T02:26:54Z,2870000,False,,,0,,K. Porter Jr. BLOCK (2 BLK),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
289,PT05M25.00S,2022-11-17T02:26:53.8Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,42,42,2022-11-17T02:26:58Z,2880000,False,,,0,,J. Green REBOUND (Off:1 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,287.0,4.0,3.0,1.0,,,,,,,,,,,,,,
290,PT05M22.00S,2022-11-17T02:26:58.4Z,2,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,42,42,2022-11-17T02:27:04Z,2890000,False,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629645],1610612745.0,HOU,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,202026.0,1.0,,,,,,,,,,
291,PT05M02.00S,2022-11-17T02:27:24.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630267,69.72733245729303,66.42156862745098,1610612742,45,42,2022-11-17T02:27:33Z,2900000,False,82.0,232.0,1,right,F. Campazzo 24' 3PT pullup (3 PTS),[1630267],1610612742.0,DAL,pullup,,,Campazzo,F. Campazzo,,,,,Above the Break 3,24+ Right Center,24.62,Made,,,,,,,,,3.0,,,,,,,,,
292,PT04M44.00S,2022-11-17T02:27:42.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,10.33180026281209,62.254901960784316,1610612745,45,42,2022-11-17T02:27:48Z,2910000,False,-61.0,45.0,1,left,MISS K. Porter Jr. 7' floating Shot,[1629645],1610612745.0,HOU,floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.58,Missed,,,,,,,,,,,,,,,,,,
293,PT04M42.00S,2022-11-17T02:27:44.4Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,45,42,2022-11-17T02:27:48Z,2920000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,292.0,3.0,2.0,1.0,,,,,,,,,,,,,,
294,PT04M34.00S,2022-11-17T02:27:52.6Z,2,REGULAR,3pt,Jump Shot,[],1626174,69.46452036793693,68.87254901960785,1610612742,48,42,2022-11-17T02:27:56Z,2930000,False,94.0,235.0,1,right,C. Wood 25' 3PT  (10 PTS) (S. Dinwiddie 6 AST),"[1626174, 203915]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,25.28,Made,,,,,,,,,10.0,,,,,S. Dinwiddie,203915.0,6.0,,
296,PT04M13.00S,2022-11-17T02:28:12.7Z,2,REGULAR,2pt,Jump Shot,[],1630224,22.158344283837057,50.245098039215684,1610612745,48,42,2022-11-17T02:28:19Z,2950000,False,-1.0,156.0,1,left,MISS J. Green 15' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,8-16 Center,15.58,Missed,,,,,,,,,,,,,,,,,,
297,PT04M09.00S,2022-11-17T02:28:16.7Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,48,42,2022-11-17T02:28:19Z,2960000,False,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,8-16 Center,,,296.0,2.0,1.0,1.0,,,,,,,,,,,,,,
298,PT04M04.00S,2022-11-17T02:28:22.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,74.98357424441524,83.82352941176471,1610612742,51,42,2022-11-17T02:28:27Z,2970000,False,169.0,183.0,1,right,D. Finney-Smith 24' 3PT running (5 PTS) (C. Wood 2 AST),"[1627827, 1626174]",1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,24.89,Made,,,,,,,,,5.0,,,,,C. Wood,1626174.0,2.0,,
366,PT04M04.00S,2022-11-17T02:28:33.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612745,51,42,2022-11-17T02:56:08Z,2985000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M04.00S,2022-11-17T02:28:44.4Z,2,REGULAR,substitution,out,[],1631095,,,1610612745,51,42,2022-11-17T02:31:13Z,2990000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M04.00S,2022-11-17T02:28:44.4Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,51,42,2022-11-17T02:31:13Z,3000000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M04.00S,2022-11-17T02:28:44.4Z,2,REGULAR,substitution,in,[],1630586,,,1610612745,51,42,2022-11-17T02:31:13Z,3010000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT04M04.00S,2022-11-17T02:28:44.4Z,2,REGULAR,substitution,in,[],1631106,,,1610612745,51,42,2022-11-17T02:31:13Z,3020000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M48.00S,2022-11-17T02:31:32.1Z,2,REGULAR,violation,kicked ball,[],1627827,,,1610612745,51,42,2022-11-17T02:31:54Z,3030000,False,,,0,,D. Finney-Smith kicked ball VIOLATION,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,
305,PT03M36.00S,2022-11-17T02:31:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,4.681340341655716,55.88235294117647,1610612745,51,42,2022-11-17T02:32:04Z,3040000,False,-29.0,-8.0,1,left,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
306,PT03M35.00S,2022-11-17T02:31:55.9Z,2,REGULAR,rebound,offensive,[],1631106,,,1610612745,51,42,2022-11-17T02:46:30Z,3050000,False,,,0,,T. Eason REBOUND (Off:1 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,305.0,4.0,3.0,1.0,,,,,,,,,,,,,,
307,PT03M34.00S,2022-11-17T02:32:01.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631106,5.590000152587891,50.0,1610612745,51,44,2022-11-17T02:46:38Z,3060000,False,0.0,0.0,1,left,T. Eason tip Layup (4 PTS),[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,4.0,,,,,,,,,
308,PT03M20.00S,2022-11-17T02:32:10.4Z,2,REGULAR,3pt,Jump Shot,[],1627827,94.30026281208936,5.147058823529411,1610612742,51,44,2022-11-17T02:32:15Z,3070000,False,-224.0,1.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
309,PT03M17.00S,2022-11-17T02:32:13.4Z,2,REGULAR,rebound,defensive,[],1630586,,,1610612745,51,44,2022-11-17T02:32:15Z,3080000,False,,,0,,U. Garuba REBOUND (Off:0 Def:3),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Left Corner 3,24+ Left,,,308.0,3.0,3.0,0.0,,,,,,,,,,,,,,
310,PT03M10.00S,2022-11-17T02:32:21.3Z,2,REGULAR,turnover,bad pass,[],1629645,,,1610612745,51,44,2022-11-17T02:32:26Z,3090000,False,,,0,,K. Porter Jr. bad pass TURNOVER (2 TO),"[1629645, 1630267]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,2.0,,,,,,,,,Campazzo,1630267.0
311,PT03M10.00S,2022-11-17T02:32:21.3Z,2,REGULAR,steal,,[],1630267,,,1610612742,51,44,2022-11-17T02:32:23Z,3100000,False,,,0,,F. Campazzo STEAL (3 STL),[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
312,PT03M04.00S,2022-11-17T02:32:27.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203915,94.43166885676742,96.07843137254902,1610612742,51,44,2022-11-17T02:32:36Z,3110000,False,230.0,0.0,1,right,MISS S. Dinwiddie 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
313,PT03M01.00S,2022-11-17T02:32:30.1Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,51,44,2022-11-17T02:32:36Z,3120000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:4),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,,,312.0,5.0,4.0,1.0,,,,,,,,,,,,,,
314,PT02M50.00S,2022-11-17T02:32:41.5Z,2,REGULAR,3pt,Jump Shot,[],1630586,25.969119579500656,81.86274509803921,1610612745,51,47,2022-11-17T02:32:45Z,3130000,False,-159.0,192.0,1,left,U. Garuba 24' 3PT  (5 PTS) (K. Porter Jr. 4 AST),"[1630586, 1629645]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Left Center,24.92,Made,,,,,,,,,5.0,,,,,K. Porter Jr.,1629645.0,4.0,,
316,PT02M27.00S,2022-11-17T02:33:07.2Z,2,REGULAR,foul,personal,[],1629645,,,1610612742,51,47,2022-11-17T02:33:24Z,3150000,False,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 1626174]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2534.0,,,1.0,0.0,Wood,1626174.0,,,,,
318,PT02M27.00S,2022-11-17T02:33:25.8Z,2,REGULAR,substitution,out,[],1630231,,,1610612742,51,47,2022-11-17T02:33:33Z,3170000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M27.00S,2022-11-17T02:33:25.8Z,2,REGULAR,substitution,in,[],201569,,,1610612742,51,47,2022-11-17T02:33:33Z,3180000,False,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M12.00S,2022-11-17T02:33:51.6Z,2,REGULAR,2pt,Jump Shot,[],1626174,82.7365308804205,23.284313725490197,1610612742,51,47,2022-11-17T02:33:57Z,3190000,False,-134.0,110.0,1,right,MISS C. Wood 17' Jump Shot,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Left Center,17.29,Missed,,,,,,,,,,,,,,,,,,
322,PT02M09.00S,2022-11-17T02:33:54.6Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,51,47,2022-11-17T02:33:57Z,3200000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:5),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,321.0,6.0,5.0,1.0,,,,,,,,,,,,,,
323,PT01M56.00S,2022-11-17T02:34:08.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,8.754927726675426,41.17647058823529,1610612745,51,47,2022-11-17T02:34:12Z,3210000,False,44.0,30.0,1,left,MISS K. Porter Jr. driving floating bank Shot,[1629645],1610612745.0,HOU,driving floating bank,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
324,PT01M54.00S,2022-11-17T02:34:10.1Z,2,REGULAR,rebound,offensive,[],1630586,,,1610612745,51,47,2022-11-17T02:34:10Z,3220000,False,,,0,,U. Garuba REBOUND (Off:1 Def:3),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,,,323.0,4.0,3.0,1.0,,,,,,,,,,,,,,
325,PT01M53.00S,2022-11-17T02:34:10.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630586,6.521024967148489,46.568627450980394,1610612745,51,49,2022-11-17T02:34:15Z,3230000,False,17.0,9.0,1,left,U. Garuba putback Layup (7 PTS),[1630586],1610612745.0,HOU,putback,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,,7.0,,,,,,,,,
326,PT01M42.00S,2022-11-17T02:34:22.7Z,2,REGULAR,3pt,Jump Shot,[],1630267,85.23324572930355,95.09803921568627,1610612742,51,49,2022-11-17T02:34:26Z,3240000,False,225.0,86.0,1,right,MISS F. Campazzo 24' 3PT,[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,Right Corner 3,24+ Right,24.14,Missed,,,,,,,,,,,,,,,,,,
327,PT01M40.00S,2022-11-17T02:34:24.7Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,51,49,2022-11-17T02:34:26Z,3250000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:6),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,,,326.0,7.0,6.0,1.0,,,,,,,,,,,,,,
328,PT01M34.00S,2022-11-17T02:34:35.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612745,51,49,2022-11-17T02:34:35Z,3260000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M34.00S,2022-11-17T02:35:34.1Z,2,REGULAR,substitution,out,[],203915,,,1610612745,51,49,2022-11-17T02:36:05Z,3270000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M34.00S,2022-11-17T02:35:34.1Z,2,REGULAR,substitution,out,[],1626174,,,1610612745,51,49,2022-11-17T02:36:05Z,3280000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M34.00S,2022-11-17T02:35:34.1Z,2,REGULAR,substitution,in,[],203939,,,1610612745,51,49,2022-11-17T02:36:05Z,3290000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M34.00S,2022-11-17T02:35:34.1Z,2,REGULAR,substitution,in,[],203501,,,1610612745,51,49,2022-11-17T02:36:05Z,3300000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M20.00S,2022-11-17T02:36:21.1Z,2,REGULAR,3pt,Jump Shot,[],1630586,30.042706964520367,67.8921568627451,1610612745,51,52,2022-11-17T02:36:26Z,3310000,False,-89.0,230.0,1,left,U. Garuba 24' 3PT  (10 PTS) (K. Porter Jr. 5 AST),"[1630586, 1629645]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Left Center,24.67,Made,,,,,,,,,10.0,,,,,K. Porter Jr.,1629645.0,5.0,,
335,PT00M55.20S,2022-11-17T02:36:49.6Z,2,REGULAR,turnover,traveling,[],1630267,,,1610612742,51,52,2022-11-17T02:36:55Z,3330000,False,,,0,,F. Campazzo traveling TURNOVER (2 TO),[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,Left Corner 3,24+ Left,,,,,,,,,202026.0,2.0,,,,,,,,,,
