shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
10:40,16,PT10M40.00S,2022-12-13T01:41:40.3Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,3,0,2022-12-13T01:41:42Z,160000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],17,1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:30,17,PT10M30.00S,2022-12-13T01:41:50.1Z,1,REGULAR,3pt,Jump Shot,[],1629652,32.35052562417871,24.042585784313726,1610612760,3,0,2022-12-13T01:41:56Z,170000,False,130.0,252.0,1,left,MISS L. Dort 28' 3PT,[1629652],5,1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,28.31,Missed,,,,,,,,,,,,,,,,,,
10:28,18,PT10M28.00S,2022-12-13T01:41:52.1Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,3,0,2022-12-13T01:41:56Z,180000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],11,1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,
10:14,19,PT10M14.00S,2022-12-13T01:42:06.9Z,1,REGULAR,3pt,Jump Shot,[],1627827,94.30026281208936,2.696078431372549,1610612742,3,0,2022-12-13T01:42:11Z,190000,False,-237.0,1.0,1,right,MISS D. Finney-Smith 3PT,[1627827],10,1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
10:12,20,PT10M12.00S,2022-12-13T01:42:08.9Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,3,0,2022-12-13T01:42:11Z,200000,False,,,0,,D. Powell REBOUND (Off:2 Def:0),[203939],7,1610612742.0,DAL,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,,,19.0,2.0,0.0,2.0,,,,,,,,,,,,,,
10:06,21,PT10M06.00S,2022-12-13T01:42:16.5Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612742,3,0,2022-12-13T01:42:23Z,210000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Doncic 2 FT),"[1631114, 1629029]",8,1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628171.0,1.0,0.0,Doncic,1629029.0,,,,,
10:06,23,PT10M06.00S,2022-12-13T01:42:42.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629029,,,1610612742,3,0,2022-12-13T01:42:42Z,230000,False,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],77,1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
10:06,24,PT10M06.00S,2022-12-13T01:42:42.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,3,0,2022-12-13T01:42:42Z,240000,False,,,0,,TEAM offensive REBOUND,[],,1610612742.0,DAL,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
10:06,25,PT10M06.00S,2022-12-13T01:42:49.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,3,0,2022-12-13T01:42:49Z,250000,False,,,0,,OKC Timeout,[],,1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:06,26,PT10M06.00S,2022-12-13T01:45:48.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629029,,,1610612742,4,0,2022-12-13T01:45:48Z,260000,False,,,0,,L. Doncic Free Throw 2 of 2 (1 PTS),[1629029],77,1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
09:49,27,PT09M49.00S,2022-12-13T01:46:07.0Z,1,REGULAR,2pt,Jump Shot,[],1628983,22.026938239159,34.80392156862745,1610612760,4,0,2022-12-13T01:46:10Z,270000,False,76.0,155.0,1,left,MISS S. Gilgeous-Alexander 17' pullup Shot,[1628983],2,1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,17.23,Missed,,,,,,,,,,,,,,,,,,
09:47,28,PT09M47.00S,2022-12-13T01:46:09.0Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,4,0,2022-12-13T01:46:10Z,280000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],26,1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Right Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
09:43,29,PT09M43.00S,2022-12-13T01:46:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,94.1688567674113,55.14705882352941,1610612742,4,0,2022-12-13T01:46:42Z,290000,False,26.0,2.0,1,right,MISS S. Dinwiddie driving Layup,[203915],26,1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
09:41,30,PT09M41.00S,2022-12-13T01:46:17.4Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,4,0,2022-12-13T01:46:39Z,300000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],10,1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,,
09:39,31,PT09M39.00S,2022-12-13T01:46:18.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1627827,94.40999984741211,50.0,1610612742,4,0,2022-12-13T01:46:22Z,310000,False,0.0,0.0,1,right,MISS D. Finney-Smith tip Layup,[1627827],10,1610612742.0,DAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
09:39,32,PT09M39.00S,2022-12-13T01:46:18.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,4,0,2022-12-13T01:46:22Z,320000,False,,,0,,TEAM defensive REBOUND,[],,1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,31.0,,,,,,,,,,,,,,,,,
09:27,34,PT09M27.00S,2022-12-13T01:46:37.1Z,1,REGULAR,turnover,traveling,[],1629652,,,1610612760,4,0,2022-12-13T01:46:42Z,340000,False,,,0,,L. Dort traveling TURNOVER (1 TO),[1629652],5,1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2714.0,,,,,1.0,,,,
09:20,35,PT09M20.00S,2022-12-13T01:46:58.9Z,1,REGULAR,foul,personal,['2freethrow'],1630197,,,1610612742,4,0,2022-12-13T01:47:05Z,350000,False,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630197, 1629029]",17,1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,1.0,0.0,Doncic,1629029.0,,,,,
09:20,37,PT09M20.00S,2022-12-13T01:47:25.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629029,,,1610612742,5,0,2022-12-13T01:47:25Z,370000,False,,,0,,L. Doncic Free Throw 1 of 2 (2 PTS),[1629029],77,1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
09:20,38,PT09M20.00S,2022-12-13T01:47:42.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629029,,,1610612742,6,0,2022-12-13T01:47:42Z,380000,False,,,0,,L. Doncic Free Throw 2 of 2 (3 PTS),[1629029],77,1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
09:04,39,PT09M04.00S,2022-12-13T01:48:00.2Z,1,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,6,0,2022-12-13T01:48:05Z,390000,False,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (1 TO),[1630581],3,1610612760.0,OKC,bad pass,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628171.0,,,,,1.0,,,,
08:55,40,PT08M55.00S,2022-12-13T01:48:16.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,69.99014454664915,21.568627450980394,1610612742,9,0,2022-12-13T01:48:21Z,400000,False,-142.0,230.0,1,right,L. Doncic 27' 3PT  (6 PTS) (S. Dinwiddie 1 AST),"[1629029, 203915]",77,1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,27.01,Made,,,,,6.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,
08:45,42,PT08M45.00S,2022-12-13T01:48:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,15.850854139290407,59.80392156862745,1610612760,9,0,2022-12-13T01:48:29Z,420000,False,-49.0,96.0,1,left,MISS S. Gilgeous-Alexander 10' pullup Shot,[1628983],2,1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.82,Missed,,,,,,,,,,,,,,,,,,
08:44,43,PT08M44.00S,2022-12-13T01:48:26.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,9,0,2022-12-13T01:48:29Z,430000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],77,1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
08:35,44,PT08M35.00S,2022-12-13T01:48:36.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,94.43166885676742,2.450980392156863,1610612742,12,0,2022-12-13T01:48:41Z,440000,False,-238.0,0.0,1,right,D. Finney-Smith 3PT  (3 PTS) (S. Dinwiddie 2 AST),"[1627827, 203915]",10,1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,23.77,Made,,,,,3.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,
08:22,46,PT08M22.00S,2022-12-13T01:48:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,7.30946123521682,42.40196078431372,1610612760,12,2,2022-12-13T01:48:53Z,460000,False,38.0,16.0,1,left,J. Williams driving Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1631114, 1628983]",8,1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,4.13,Made,,,,,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,
08:09,48,PT08M09.00S,2022-12-13T01:49:05.7Z,1,REGULAR,foul,offensive,[],1629029,,,1610612742,12,2,2022-12-13T01:49:10Z,480000,False,,,0,,L. Doncic charge offensive FOUL (1 PF),"[1629029, 1631114]",77,1610612742.0,DAL,charge,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,2714.0,1.0,0.0,Williams,1631114.0,,,,,
08:09,50,PT08M09.00S,2022-12-13T01:49:05.7Z,1,REGULAR,turnover,offensive foul,[],1629029,,,1610612742,12,2,2022-12-13T01:49:05Z,500000,False,,,0,,L. Doncic offensive foul TURNOVER (1 TO),[1629029],77,1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,2714.0,,,,,1.0,,,,
07:57,51,PT07M57.00S,2022-12-13T01:49:33.3Z,1,REGULAR,turnover,traveling,[],1629652,,,1610612760,12,2,2022-12-13T01:49:37Z,510000,False,,,0,,L. Dort traveling TURNOVER (2 TO),[1629652],5,1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1155.0,,,,,2.0,,,,
07:47,52,PT07M47.00S,2022-12-13T01:49:57.2Z,1,REGULAR,foul,personal,[],1629652,,,1610612742,12,2,2022-12-13T01:50:03Z,520000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1629029]",5,1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2714.0,1.0,0.0,Doncic,1629029.0,,,,,
07:43,54,PT07M43.00S,2022-12-13T01:50:15.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,94.82588699080158,95.34313725490196,1610612742,12,2,2022-12-13T01:50:20Z,540000,False,227.0,-4.0,1,right,MISS D. Finney-Smith 3PT,[1627827],10,1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
07:39,55,PT07M39.00S,2022-12-13T01:50:19.6Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,12,2,2022-12-13T01:50:20Z,550000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],17,1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Right Corner 3,24+ Right,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,
07:34,56,PT07M34.00S,2022-12-13T01:50:24.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630581,19.398817345597898,91.66666666666666,1610612760,12,5,2022-12-13T01:51:48Z,560000,False,-208.0,130.0,1,left,J. Giddey 24' 3PT running (3 PTS) (A. Pokusevski 1 AST),"[1630581, 1630197]",3,1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,24.54,Made,,,,,3.0,A. Pokusevski,1630197.0,1.0,,,,,,,,,,
07:16,58,PT07M16.00S,2022-12-13T01:50:42.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,94.1688567674113,47.30392156862745,1610612742,12,5,2022-12-13T01:50:46Z,580000,False,-13.0,2.0,1,right,MISS D. Powell alley-oop DUNK,[203939],7,1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,,
07:15,59,PT07M15.00S,2022-12-13T01:50:43.0Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,12,5,2022-12-13T01:50:46Z,590000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:3),[1630197],17,1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,,
07:08,60,PT07M08.00S,2022-12-13T01:50:50.5Z,1,REGULAR,2pt,Jump Shot,[],1631114,13.61695137976347,13.970588235294118,1610612760,12,5,2022-12-13T01:50:54Z,600000,False,180.0,75.0,1,left,MISS J. Williams 19' pullup Shot,[1631114],8,1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right,19.53,Missed,,,,,,,,,,,,,,,,,,
07:06,61,PT07M06.00S,2022-12-13T01:50:52.5Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,12,5,2022-12-13T01:50:54Z,610000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],26,1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Right,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,
06:55,62,PT06M55.00S,2022-12-13T01:51:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,94.1688567674113,50.73529411764706,1610612742,14,5,2022-12-13T01:53:23Z,620000,False,4.0,2.0,1,right,S. Dinwiddie driving finger roll Layup (5 PTS),[203915],26,1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,5.0,,,,,,,,,,,,,
06:46,63,PT06M46.00S,2022-12-13T01:51:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.783837056504599,44.85294117647059,1610612760,14,7,2022-12-13T01:58:08Z,630000,False,26.0,11.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (2 PTS),[1628983],2,1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.81,Made,,,,,2.0,,,,,,,,,,,,,
06:33,64,PT06M33.00S,2022-12-13T01:51:25.6Z,1,REGULAR,3pt,Jump Shot,[],203501,67.88764783180025,58.57843137254902,1610612742,14,7,2022-12-13T01:52:17Z,640000,False,43.0,249.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],11,1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
06:33,65,PT06M33.00S,2022-12-13T01:51:25.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,14,7,2022-12-13T01:52:40Z,650000,False,,,0,,TEAM defensive REBOUND,[],,1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,64.0,,,,,,,,,,,,,,,,,
06:31,68,PT06M31.00S,2022-12-13T01:52:28.7Z,1,REGULAR,jumpball,recovered,[],1628983,,,1610612760,14,7,2022-12-13T01:56:35Z,652500,False,,,0,,Jump Ball A. Pokusevski vs. D. Finney-Smith: Tip to S. Gilgeous-Alexander,"[1628983, 1630197, 1627827]",2,1610612760.0,OKC,heldball,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Pokusevski,1630197.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,,,,,,,,
06:31,66,PT06M31.00S,2022-12-13T01:52:30.4Z,1,REGULAR,substitution,out,[],203939,,,1610612760,14,7,2022-12-13T01:55:40Z,655000,False,,,0,,SUB out: D. Powell,[203939],7,1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31,67,PT06M31.00S,2022-12-13T01:52:30.4Z,1,REGULAR,substitution,in,[],1626174,,,1610612760,14,7,2022-12-13T01:55:40Z,657500,False,,,0,,SUB in: C. Wood,[1626174],35,1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
06:23,73,PT06M23.00S,2022-12-13T01:52:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.1268068331143235,49.26470588235294,1610612760,14,9,2022-12-13T01:53:09Z,710000,False,4.0,5.0,1,left,J. Giddey driving Layup (5 PTS) (S. Gilgeous-Alexander 2 AST),"[1630581, 1628983]",3,1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,5.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,
06:10,75,PT06M10.00S,2022-12-13T01:52:45.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,88.64980289093299,48.529411764705884,1610612742,16,9,2022-12-13T01:53:15Z,730000,False,-7.0,54.0,1,right,L. Doncic driving floating Jump Shot (8 PTS),[1629029],77,1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,,,,,8.0,,,,,,,,,,,,,
06:03,76,PT06M03.00S,2022-12-13T01:52:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.389618922470433,48.77450980392157,1610612760,16,11,2022-12-13T01:59:48Z,740000,False,6.0,8.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (4 PTS),[1628983],2,1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,4.0,,,,,,,,,,,,,
05:46,77,PT05M46.00S,2022-12-13T01:53:16.7Z,1,REGULAR,foul,technical,['1freethrow'],1630197,,,1610612742,16,11,2022-12-13T01:53:37Z,750000,False,,,0,,A. Pokusevski defensive-3-second technical FOUL (1 Tech),[1630197],17,1610612760.0,OKC,defensive-3-second,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,2714.0,1.0,1.0,,,,,,,
05:46,78,PT05M46.00S,2022-12-13T01:53:38.8Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,17,11,2022-12-13T01:53:38Z,760000,False,,,0,,L. Doncic technical Free Throw 1 of 1 (9 PTS),[1629029],77,1610612742.0,DAL,technical,,,Doncic,L. Doncic,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
05:43,79,PT05M43.00S,2022-12-13T01:53:53.4Z,1,REGULAR,3pt,Jump Shot,[],203915,70.38436268068331,71.81372549019608,1610612742,17,11,2022-12-13T02:00:46Z,770000,False,109.0,226.0,1,right,MISS S. Dinwiddie 25' pullup 3PT,[203915],26,1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
05:40,80,PT05M40.00S,2022-12-13T01:53:56.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,17,11,2022-12-13T01:54:13Z,780000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],3,1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
05:36,81,PT05M36.00S,2022-12-13T01:54:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,15.456636005256241,37.745098039215684,1610612760,17,11,2022-12-13T02:01:22Z,790000,False,61.0,93.0,1,left,MISS J. Giddey 11' driving floating Shot,[1630581],3,1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,11.12,Missed,,,,,,,,,,,,,,,,,,
