shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-15T02:10:16.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-15T02:10:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-15T02:10:19.2Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2022-12-15T02:10:19Z,40000,False,,,0,,Jump Ball J. Allen vs. D. Powell: Tip to E. Mobley,"[1630596, 1628386, 203939]",4,1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
11:43,7,PT11M43.00S,2022-12-15T02:10:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629636,30.831143232588698,72.79411764705883,1610612739,0,3,2022-12-15T02:10:36Z,70000,False,-114.0,237.0,1,left,D. Garland 26' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1629636, 1628378]",10,1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.33,Made,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,
11:23,9,PT11M23.00S,2022-12-15T02:10:52.3Z,1,REGULAR,3pt,Jump Shot,[],203501,69.99014454664915,68.87254901960785,1610612742,0,3,2022-12-15T02:10:56Z,90000,False,94.0,230.0,1,right,MISS T. Hardaway Jr. 24' 3PT,[203501],11,1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,,
11:20,10,PT11M20.00S,2022-12-15T02:10:55.3Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,0,3,2022-12-15T02:10:56Z,100000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],10,1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11:14,11,PT11M14.00S,2022-12-15T02:11:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,4.5499342969776615,51.470588235294116,1610612739,0,5,2022-12-15T02:11:12Z,110000,False,-7.0,-10.0,1,left,J. Allen finger roll Layup (2 PTS) (D. Mitchell 2 AST),"[1628386, 1628378]",31,1610612739.0,CLE,finger roll,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.22,Made,2.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,,,,,
10:48,13,PT10M48.00S,2022-12-15T02:11:27.7Z,1,REGULAR,turnover,bad pass,[],203501,,,1610612742,0,5,2022-12-15T02:11:31Z,130000,False,,,0,,T. Hardaway Jr. bad pass TURNOVER (1 TO),"[203501, 1628386]",11,1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Allen,1628386.0,,,,,,,
10:48,14,PT10M48.00S,2022-12-15T02:11:27.7Z,1,REGULAR,steal,,[],1628386,,,1610612739,0,5,2022-12-15T02:11:29Z,140000,False,,,0,,J. Allen STEAL (1 STL),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
10:35,15,PT10M35.00S,2022-12-15T02:11:40.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630596,16.507884362680684,46.81372549019608,1610612739,0,7,2022-12-15T02:11:46Z,150000,False,16.0,103.0,1,left,E. Mobley 10' pullup Jump Shot (2 PTS) (D. Garland 1 AST),"[1630596, 1629636]",4,1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,10.39,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
10:18,16,PT10M18.00S,2022-12-15T02:11:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.72339027595268,57.84313725490197,1610612742,2,7,2022-12-15T02:13:51Z,160000,False,39.0,16.0,1,right,L. Doncic driving finger roll Layup (2 PTS),[1629029],77,1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,4.23,Made,2.0,,,,,,,,,,,,,,,,,
