actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-06T00:32:21.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-06T00:32:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-01-06T00:32:23.1Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612742,0,0,2023-01-06T00:32:23Z,40000,False,,,0,,Jump Ball C. Wood vs. A. Horford: Tip to L. Doncic,"[1629029, 1626174, 201143]",1610612742.0,DAL,startperiod,L. Doncic,1629029.0,Doncic,L. Doncic,Wood,1626174.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-01-06T00:32:39.6Z,1,REGULAR,3pt,Jump Shot,[],1626174,65.25952693823915,37.00980392156863,1610612742,0,0,2023-01-06T00:32:45Z,70000,False,-65.0,274.0,1,right,MISS C. Wood 28' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,28.17,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2023-01-06T00:32:43.6Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,0,0,2023-01-06T00:32:45Z,80000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2023-01-06T00:32:57.6Z,1,REGULAR,3pt,Jump Shot,[],203935,29.38567674113009,71.32352941176471,1610612738,0,3,2023-01-06T00:33:01Z,90000,False,-107.0,224.0,1,left,M. Smart 24' 3PT  (3 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,24.78,Made,,,,,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
11,PT10M57.00S,2023-01-06T00:33:23.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,75.64060446780552,10.53921568627451,1610612742,0,3,2023-01-06T00:33:44Z,110000,False,-197.0,176.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
12,PT10M53.00S,2023-01-06T00:33:27.7Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612742,0,3,2023-01-06T00:33:29Z,120000,False,,,0,,C. Wood REBOUND (Off:1 Def:0),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT10M44.00S,2023-01-06T00:33:36.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629029,87.86136662286465,27.696078431372552,1610612742,0,3,2023-01-06T00:34:28Z,130000,False,-112.0,62.0,1,right,MISS L. Doncic 12' turnaround Shot,[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,12.74,Missed,,,,,,,,,,,,,,,,,,
14,PT10M41.00S,2023-01-06T00:33:39.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,3,2023-01-06T00:33:42Z,140000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M32.00S,2023-01-06T00:33:50.1Z,1,REGULAR,foul,offensive,[],1627759,,,1610612738,0,3,2023-01-06T00:34:00Z,150000,False,,,0,,J. Brown charge offensive FOUL (1 PF),"[1627759, 203501]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202037.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,
17,PT10M32.00S,2023-01-06T00:33:50.1Z,1,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,0,3,2023-01-06T00:33:50Z,170000,False,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202037.0,,,,,1.0,,,,
18,PT10M20.00S,2023-01-06T00:34:21.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203915,75.64060446780552,87.5,1610612742,0,3,2023-01-06T00:34:26Z,180000,False,188.0,176.0,1,right,MISS S. Dinwiddie 25' step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
19,PT10M16.00S,2023-01-06T00:34:25.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,3,2023-01-06T00:34:26Z,190000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT10M12.00S,2023-01-06T00:34:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,8.229303547963205,43.872549019607845,1610612738,0,5,2023-01-06T00:34:36Z,200000,False,31.0,25.0,1,left,D. White driving Layup (2 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,3.95,Made,,,,,2.0,J. Tatum,1628369.0,2.0,,,,,,,,,,
22,PT09M52.00S,2023-01-06T00:34:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.72339027595268,41.17647058823529,1610612742,2,5,2023-01-06T00:35:30Z,220000,False,-44.0,16.0,1,right,L. Doncic driving Layup (2 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,4.69,Made,,,,,2.0,,,,,,,,,,,,,
23,PT09M50.00S,2023-01-06T00:34:55.8Z,1,REGULAR,foul,personal,[],1629029,,,1610612738,2,5,2023-01-06T00:35:00Z,230000,False,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 203935]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,202037.0,1.0,0.0,Smart,203935.0,,,,,
25,PT09M50.00S,2023-01-06T00:35:04.2Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,2,5,2023-01-06T00:35:08Z,250000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,202037.0,,,,,,,,,
26,PT09M39.00S,2023-01-06T00:35:18.5Z,1,REGULAR,3pt,Jump Shot,[],203935,28.203022339027594,20.588235294117645,1610612738,2,5,2023-01-06T00:36:09Z,260000,False,147.0,213.0,1,left,MISS M. Smart 25' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
27,PT09M34.00S,2023-01-06T00:35:23.3Z,1,REGULAR,rebound,offensive,[],203935,,,1610612738,2,5,2023-01-06T00:35:23Z,270000,False,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,,,
