actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-08T01:10:17.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-08T01:10:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-08T01:10:20.0Z,1,REGULAR,jumpball,recovered,[],1630230,,,1610612740,0,0,2023-01-08T01:10:20Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. D. Powell: Tip to N. Marshall,"[1630230, 202685, 203939]",1610612740.0,NOP,startperiod,N. Marshall,1630230.0,Marshall,N. Marshall,Valanciunas,202685.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-01-08T01:10:37.9Z,1,REGULAR,2pt,Jump Shot,[],202685,92.37844940867281,28.944546568627448,1610612740,0,2,2023-01-08T01:10:57Z,70000,False,-105.0,19.0,1,right,J. Valanciunas 10' turnaround Jump Shot (2 PTS) (N. Marshall 1 AST),"[202685, 1630230]",1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,10.7,Made,2.0,N. Marshall,1630230.0,1.0,,,,,,,,,,,,,,
9,PT11M15.00S,2023-01-08T01:11:01.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,9.937582128777924,51.71568627450981,1610612742,0,2,2023-01-08T01:11:06Z,90000,False,-9.0,41.0,1,left,MISS L. Doncic Jump Shot,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
10,PT11M13.00S,2023-01-08T01:11:03.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,2,2023-01-08T01:11:06Z,100000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M08.00S,2023-01-08T01:11:09.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202685,68.80749014454665,59.55882352941176,1610612740,0,2,2023-01-08T01:13:07Z,110000,False,48.0,241.0,1,right,MISS J. Valanciunas 24' running 3PT,[202685],1610612740.0,NOP,running,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,24.54,Missed,,,,,,,,,,,,,,,,,,
12,PT11M04.00S,2023-01-08T01:11:13.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,0,2,2023-01-08T01:11:14Z,120000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M57.00S,2023-01-08T01:11:19.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,31.488173455978973,41.911764705882355,1610612742,0,2,2023-01-08T01:11:25Z,130000,False,40.0,243.0,1,left,MISS L. Doncic 24' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,24.68,Missed,,,,,,,,,,,,,,,,,,
14,PT10M54.00S,2023-01-08T01:11:22.4Z,1,REGULAR,rebound,offensive,[],203501,,,1610612742,0,2,2023-01-08T01:11:22Z,140000,False,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:0),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,
15,PT10M53.00S,2023-01-08T01:11:23.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626174,16.507884362680684,95.34313725490196,1610612742,3,2,2023-01-08T01:11:27Z,150000,False,-227.0,103.0,1,left,C. Wood 24' 3PT  (3 PTS) (T. Hardaway Jr. 1 AST),"[1626174, 203501]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,24.89,Made,3.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,,,
