actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
264,PT03M26.00S,2022-11-03T01:23:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,93.77463863337714,57.107843137254896,1610612762,38,45,2022-11-03T01:24:00Z,2590000,36.0,6.0,1,right,MISS M. Conley driving reverse Layup,[201144],1610612762.0,UTA,driving reverse,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,,,,,,,,,
265,PT03M24.00S,2022-11-03T01:23:57.0Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,38,45,2022-11-03T01:24:00Z,2600000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,264.0,1.0,1.0,0.0,,,,,
266,PT03M18.00S,2022-11-03T01:24:02.3Z,2,REGULAR,3pt,Jump Shot,[],1629029,32.40801576872536,52.20588235294118,1610612742,38,45,2022-11-03T01:24:10Z,2610000,-11.0,252.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.23,Missed,,,,,,,,,,,,,,,,,,
267,PT03M15.00S,2022-11-03T01:24:05.3Z,2,REGULAR,rebound,offensive,[],203493,,,1610612742,38,45,2022-11-03T01:50:29Z,2620000,,,0,,R. Bullock REBOUND (Off:1 Def:0),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,266.0,1.0,0.0,1.0,,,,,
268,PT03M01.00S,2022-11-03T01:24:19.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203915,12.959921156373195,65.44117647058823,1610612742,38,45,2022-11-03T01:24:30Z,2630000,-77.0,69.0,1,left,MISS S. Dinwiddie 10' driving floating Shot,[203915],1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Left,10.37,Missed,,,,,,,,,,,,,,,,,,
269,PT02M59.00S,2022-11-03T01:24:21.7Z,2,REGULAR,rebound,offensive,[],203915,,,1610612742,38,45,2022-11-03T01:24:30Z,2640000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,268.0,3.0,2.0,1.0,,,,,
270,PT02M56.00S,2022-11-03T01:24:24.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,29.25427069645204,25.49019607843137,1610612742,38,45,2022-11-03T01:24:34Z,2650000,123.0,222.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
271,PT02M54.00S,2022-11-03T01:24:26.5Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,38,45,2022-11-03T01:24:34Z,2660000,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,270.0,1.0,0.0,1.0,,,,,
272,PT02M52.00S,2022-11-03T01:24:28.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,31.488173455978973,67.15686274509804,1610612742,38,45,2022-11-03T01:24:43Z,2670000,-86.0,243.0,1,left,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
273,PT02M52.00S,2022-11-03T01:24:28.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,38,45,2022-11-03T01:24:43Z,2680000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,272.0,,,,,,,,
274,PT02M50.00S,2022-11-03T01:24:41.5Z,2,REGULAR,foul,personal,[],203493,,,1610612762,38,45,2022-11-03T01:24:52Z,2690000,,,0,,R. Bullock loose ball personal FOUL (1 PF),"[203493, 201144]",1610612742.0,DAL,loose ball,,,Bullock,R. Bullock,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,1.0,0.0,Conley,201144.0,,,,,,,,,
276,PT02M50.00S,2022-11-03T01:25:47.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,38,45,2022-11-03T01:27:11Z,2710000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M50.00S,2022-11-03T01:27:27.0Z,2,REGULAR,substitution,out,[],203915,,,1610612762,38,45,2022-11-03T01:27:49Z,2730000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M50.00S,2022-11-03T01:27:27.0Z,2,REGULAR,substitution,in,[],1628467,,,1610612762,38,45,2022-11-03T01:27:49Z,2740000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M40.00S,2022-11-03T01:28:03.9Z,2,REGULAR,3pt,Jump Shot,[],1628374,68.54467805519053,21.07843137254902,1610612762,38,45,2022-11-03T01:28:12Z,2750000,-145.0,243.0,1,right,MISS L. Markkanen 28' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,28.29,Missed,,,,,,,,,,,,,,,,,,
281,PT02M38.00S,2022-11-03T01:28:05.9Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,38,45,2022-11-03T01:28:12Z,2760000,,,0,,R. Bullock REBOUND (Off:1 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,280.0,2.0,1.0,1.0,,,,,
282,PT02M20.00S,2022-11-03T01:28:27.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.514454664914586,48.28431372549019,1610612742,40,45,2022-11-03T01:28:36Z,2770000,9.0,56.0,1,left,L. Doncic driving floating Jump Shot (13 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,13.0,,,,,,,,,,,,,,,,,
283,PT02M20.00S,2022-11-03T01:28:30.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628374,,,1610612742,40,45,2022-11-03T01:28:36Z,2780000,,,0,,L. Markkanen shooting personal FOUL (2 PF) (Doncic 1 FT),"[1628374, 1629029]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,
285,PT02M20.00S,2022-11-03T01:28:57.2Z,2,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,41,45,2022-11-03T01:28:57Z,2800000,,,0,,L. Doncic Free Throw 1 of 1 (14 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
286,PT02M10.00S,2022-11-03T01:29:08.7Z,2,REGULAR,3pt,Jump Shot,[],1628374,67.62483574244416,25.735294117647058,1610612762,41,45,2022-11-03T01:29:13Z,2810000,-121.0,252.0,1,right,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,27.95,Missed,,,,,,,,,,,,,,,,,,
287,PT02M07.00S,2022-11-03T01:29:11.7Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,41,45,2022-11-03T01:29:13Z,2820000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,286.0,1.0,1.0,0.0,,,,,
288,PT01M52.00S,2022-11-03T01:29:27.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,5.863994743758213,49.26470588235294,1610612742,43,45,2022-11-03T01:29:31Z,2830000,4.0,3.0,1,left,L. Doncic driving finger roll Layup (16 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,0.45,Made,16.0,,,,,,,,,,,,,,,,,
289,PT01M36.00S,2022-11-03T01:29:42.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,82.9993429697766,40.931372549019606,1610612762,43,47,2022-11-03T01:29:51Z,2840000,-45.0,107.0,1,right,J. Clarkson 11' driving floating Jump Shot (11 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,11.65,Made,11.0,,,,,,,,,,,,,,,,,
290,PT01M36.00S,2022-11-03T01:29:48.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,43,47,2022-11-03T01:29:54Z,2850000,,,0,,TEAM delay-of-game VIOLATION,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,,
291,PT01M25.00S,2022-11-03T01:30:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,5.995400788436268,54.90196078431373,1610612742,45,47,2022-11-03T01:30:23Z,2860000,-25.0,4.0,1,left,D. Finney-Smith driving finger roll Layup (2 PTS) (L. Doncic 7 AST),"[1627827, 1629029]",1610612742.0,DAL,driving finger roll,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,2.48,Made,2.0,L. Doncic,1629029.0,7.0,,,,,,,,,,,,,,
293,PT01M07.00S,2022-11-03T01:30:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,90.88370565045992,50.49019607843137,1610612762,45,47,2022-11-03T01:30:40Z,2880000,2.0,33.0,1,right,MISS J. Vanderbilt Layup - blocked,"[1629020, 1628467]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0
294,PT01M07.00S,2022-11-03T01:30:35.4Z,2,REGULAR,block,,[],1628467,,,1610612762,45,47,2022-11-03T01:30:37Z,2890000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
295,PT01M05.00S,2022-11-03T01:30:37.4Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,45,47,2022-11-03T01:30:40Z,2900000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,293.0,2.0,2.0,0.0,,,,,
296,PT01M00.00S,2022-11-03T01:30:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.1268068331143235,48.529411764705884,1610612742,47,47,2022-11-03T01:30:49Z,2910000,7.0,5.0,1,left,L. Doncic driving Layup (18 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,0.9,Made,18.0,,,,,,,,,,,,,,,,,
297,PT01M00.00S,2022-11-03T01:30:53.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612762,47,47,2022-11-03T01:30:53Z,2920000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M00.00S,2022-11-03T01:30:56.3Z,2,REGULAR,substitution,out,[],1629020,,,1610612762,47,47,2022-11-03T01:32:27Z,2930000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M00.00S,2022-11-03T01:30:56.3Z,2,REGULAR,substitution,in,[],1627736,,,1610612762,47,47,2022-11-03T01:32:27Z,2940000,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M39.40S,2022-11-03T01:32:47.7Z,2,REGULAR,turnover,bad pass,[],201144,,,1610612762,47,47,2022-11-03T01:32:52Z,2950000,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 203939]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Powell,203939.0,,
301,PT00M39.40S,2022-11-03T01:32:47.7Z,2,REGULAR,steal,,[],203939,,,1610612742,47,47,2022-11-03T01:32:49Z,2960000,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
302,PT00M20.90S,2022-11-03T01:33:08.2Z,2,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,47,47,2022-11-03T01:33:13Z,2970000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (3 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Right Center,,,,,,,1628159.0,,,,,,,,,3.0,,,,
303,PT00M20.90S,2022-11-03T01:33:16.3Z,2,REGULAR,substitution,out,[],1629029,,,1610612762,47,47,2022-11-03T01:33:26Z,2980000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M20.90S,2022-11-03T01:33:16.3Z,2,REGULAR,substitution,in,[],203501,,,1610612762,47,47,2022-11-03T01:33:26Z,2990000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M04.30S,2022-11-03T01:33:49.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628374,94.43166885676742,50.245098039215684,1610612762,47,49,2022-11-03T01:33:54Z,3000000,1.0,0.0,1,right,L. Markkanen cutting Layup (8 PTS) (J. Clarkson 3 AST),"[1628374, 203903]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,0.12,Made,8.0,J. Clarkson,203903.0,3.0,,,,,,,,,,,,,,
307,PT00M04.30S,2022-11-03T01:33:52.9Z,2,REGULAR,foul,personal,['1freethrow'],203501,,,1610612762,47,49,2022-11-03T01:34:23Z,3020000,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Markkanen 1 FT),"[203501, 1628374]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,
309,PT00M04.30S,2022-11-03T01:34:06.3Z,2,REGULAR,substitution,out,[],203903,,,1610612762,47,49,2022-11-03T01:34:23Z,3040000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M04.30S,2022-11-03T01:34:06.3Z,2,REGULAR,substitution,in,[],1629659,,,1610612762,47,49,2022-11-03T01:34:23Z,3050000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M04.30S,2022-11-03T01:34:24.7Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628374,,,1610612762,47,50,2022-11-03T01:34:24Z,3060000,,,0,,L. Markkanen Free Throw 1 of 1 (9 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
312,PT00M00.00S,2022-11-03T01:34:33.1Z,2,REGULAR,3pt,Jump Shot,[],203501,45.02299605781866,85.7843137254902,1610612742,47,50,2022-11-03T01:45:35Z,3070000,-179.0,371.0,1,left,MISS T. Hardaway Jr. 41' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,41.16,Missed,,,,,,,,,,,,,,,,,,
313,PT00M00.00S,2022-11-03T01:34:33.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,47,50,2022-11-03T01:45:35Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,312.0,,,,,,,,
314,PT00M00.00S,2022-11-03T01:34:37.9Z,2,REGULAR,period,end,[],0,,,1610612742,47,50,2022-11-03T01:34:38Z,3090000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,out,['startperiod'],203939,,,1610612742,47,50,2022-11-03T01:49:56Z,3100000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,out,['startperiod'],203501,,,1610612742,47,50,2022-11-03T01:49:56Z,3110000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,out,['startperiod'],1628467,,,1610612742,47,50,2022-11-03T01:49:56Z,3120000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,out,['startperiod'],1629012,,,1610612742,47,50,2022-11-03T01:49:56Z,3130000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,out,['startperiod'],1627736,,,1610612742,47,50,2022-11-03T01:49:56Z,3140000,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,out,['startperiod'],1629659,,,1610612742,47,50,2022-11-03T01:49:56Z,3150000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,in,['startperiod'],201580,,,1610612742,47,50,2022-11-03T01:49:56Z,3160000,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,in,['startperiod'],1629029,,,1610612742,47,50,2022-11-03T01:49:56Z,3170000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,47,50,2022-11-03T01:49:56Z,3180000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,in,['startperiod'],203903,,,1610612742,47,50,2022-11-03T01:49:56Z,3190000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,in,['startperiod'],203482,,,1610612742,47,50,2022-11-03T01:49:56Z,3200000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2022-11-03T01:49:30.3Z,3,REGULAR,substitution,in,['startperiod'],1629020,,,1610612742,47,50,2022-11-03T01:49:56Z,3210000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2022-11-03T01:49:56.8Z,3,REGULAR,period,start,[],0,,,1610612742,47,50,2022-11-03T01:49:56Z,3220000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M36.00S,2022-11-03T01:50:20.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201580,93.24901445466492,51.71568627450981,1610612742,49,50,2022-11-03T01:51:25Z,3230000,9.0,11.0,1,right,J. McGee driving Layup (4 PTS),[201580],1610612742.0,DAL,driving,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,1.4,Made,4.0,,,,,,,,,,,,,,,,,
329,PT11M24.00S,2022-11-03T01:50:36.7Z,3,REGULAR,foul,technical,['1freethrow'],201580,,,1610612762,49,50,2022-11-03T01:50:45Z,3240000,,,0,,J. McGee defensive-3-second technical FOUL (1 Tech),[201580],1610612742.0,DAL,defensive-3-second,,,McGee,J. McGee,,,,,,,,,,,,,1628159.0,0.0,1.0,,,,,,,,,,,
330,PT11M24.00S,2022-11-03T01:50:54.1Z,3,REGULAR,freethrow,1 of 1,[],201144,,,1610612762,49,51,2022-11-03T01:50:54Z,3250000,,,0,,M. Conley technical Free Throw 1 of 1 (9 PTS),[201144],1610612762.0,UTA,technical,,,Conley,M. Conley,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
331,PT11M13.00S,2022-11-03T01:51:21.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,12.828515111695138,50.245098039215684,1610612762,49,51,2022-11-03T01:51:26Z,3260000,-1.0,68.0,1,left,MISS M. Conley 6' driving floating Shot,[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,,,,,,,
332,PT11M10.00S,2022-11-03T01:51:23.8Z,3,REGULAR,rebound,defensive,[],201580,,,1610612742,49,51,2022-11-03T01:51:23Z,3270000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,331.0,2.0,2.0,0.0,,,,,
333,PT11M07.00S,2022-11-03T01:51:29.8Z,3,REGULAR,turnover,out-of-bounds,[],203915,,,1610612742,49,51,2022-11-03T01:51:37Z,3280000,,,0,,S. Dinwiddie lost ball out-of-bounds TURNOVER (1 TO),[203915],1610612742.0,DAL,lost ball,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,202053.0,,,,,,,,,1.0,,,,
334,PT10M54.00S,2022-11-03T01:51:48.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628374,6.652431011826544,48.529411764705884,1610612762,49,53,2022-11-03T01:51:55Z,3290000,7.0,10.0,1,left,L. Markkanen cutting DUNK (11 PTS) (J. Clarkson 4 AST),"[1628374, 203903]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.24,Made,11.0,J. Clarkson,203903.0,4.0,,,,,,,,,,,,,,
336,PT10M39.00S,2022-11-03T01:52:03.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,93.51182654402102,37.00980392156863,1610612742,49,53,2022-11-03T01:52:11Z,3310000,-65.0,8.0,1,right,MISS L. Doncic 6' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,,,,,
337,PT10M36.00S,2022-11-03T01:52:06.6Z,3,REGULAR,rebound,defensive,[],203482,,,1610612762,49,53,2022-11-03T01:52:11Z,3320000,,,0,,K. Olynyk REBOUND (Off:2 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,336.0,5.0,3.0,2.0,,,,,
338,PT10M33.00S,2022-11-03T01:52:09.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203903,27.94021024967148,21.813725490196077,1610612762,49,56,2022-11-03T01:52:15Z,3330000,141.0,210.0,1,left,J. Clarkson 25' 3PT  (14 PTS) (M. Conley 2 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,25.3,Made,14.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,,
340,PT10M14.00S,2022-11-03T01:52:28.3Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,49,56,2022-11-03T01:52:31Z,3350000,,,0,,L. Doncic bad pass TURNOVER (4 TO),"[1629029, 203482]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,4.0,Olynyk,203482.0,,
341,PT10M14.00S,2022-11-03T01:52:28.3Z,3,REGULAR,steal,,[],203482,,,1610612762,49,56,2022-11-03T01:52:29Z,3360000,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
342,PT10M10.00S,2022-11-03T01:52:33.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,5.469776609724048,49.50980392156863,1610612762,49,58,2022-11-03T01:52:40Z,3370000,2.0,-1.0,1,left,J. Vanderbilt running DUNK (7 PTS) (J. Clarkson 5 AST),"[1629020, 203903]",1610612762.0,UTA,running,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,0.27,Made,7.0,J. Clarkson,203903.0,5.0,,,,,,,,,,,,,,
344,PT10M10.00S,2022-11-03T01:52:38.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,49,58,2022-11-03T01:52:38Z,3390000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
