actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT11M03.00S,2022-11-16T01:41:31.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,0,2,2022-11-16T01:41:41Z,170000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,16.0,,,,,,,,,,,,,
19,PT10M52.00S,2022-11-16T01:41:49.4Z,1,REGULAR,2pt,Jump Shot,[],1629029,10.85742444152431,67.8921568627451,1610612742,0,2,2022-11-16T01:41:56Z,190000,False,-89.0,50.0,1,left,MISS L. Doncic 10' Jump Shot,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,10.23,Missed,,,,,,,,,,,,,,,,,,
20,PT10M50.00S,2022-11-16T01:41:51.4Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,0,2,2022-11-16T01:41:56Z,200000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Left,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT10M41.00S,2022-11-16T01:42:00.9Z,1,REGULAR,2pt,Jump Shot,[],202694,83.78777923784494,67.64705882352942,1610612746,0,4,2022-11-16T01:42:06Z,210000,False,88.0,100.0,1,right,M. Morris Sr. 13' pullup Jump Shot (4 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Right,13.33,Made,4.0,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2022-11-16T01:42:22.1Z,1,REGULAR,3pt,Jump Shot,[],203915,10.463206307490145,94.11764705882352,1610612742,3,4,2022-11-16T01:42:29Z,220000,False,-221.0,46.0,1,left,S. Dinwiddie 3PT step back (3 PTS),[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,22.53,Made,3.0,,,,,,,,,,,,,,,,,
23,PT09M57.00S,2022-11-16T01:42:44.3Z,1,REGULAR,3pt,Jump Shot,[],202704,69.59592641261499,69.11764705882352,1610612746,3,4,2022-11-16T01:42:49Z,230000,False,96.0,233.0,1,right,MISS R. Jackson 25' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2022-11-16T01:42:47.3Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,3,4,2022-11-16T01:42:49Z,240000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M50.00S,2022-11-16T01:42:51.4Z,1,REGULAR,turnover,lost ball,[],203915,,,1610612742,3,4,2022-11-16T01:42:56Z,250000,False,,,0,,S. Dinwiddie lost ball TURNOVER (1 TO),"[203915, 202331]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,1.0,George,202331.0,,,,,,,,,,,,,,
26,PT09M50.00S,2022-11-16T01:42:51.4Z,1,REGULAR,steal,,[],202331,,,1610612746,3,4,2022-11-16T01:42:53Z,260000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
27,PT09M38.00S,2022-11-16T01:43:03.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,90.88370565045992,60.049019607843135,1610612746,3,4,2022-11-16T01:43:12Z,270000,False,50.0,33.0,1,right,MISS I. Zubac 6' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
28,PT09M38.00S,2022-11-16T01:43:03.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,3,4,2022-11-16T01:43:12Z,280000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M24.00S,2022-11-16T01:43:17.1Z,1,REGULAR,3pt,Jump Shot,[],1627827,4.418528252299605,95.09803921568627,1610612742,3,4,2022-11-16T01:43:21Z,290000,False,-225.0,-11.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
30,PT09M22.00S,2022-11-16T01:43:19.1Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,3,4,2022-11-16T01:43:21Z,300000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT09M15.00S,2022-11-16T01:43:26.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,93.11760840998686,47.05882352941176,1610612746,3,4,2022-11-16T01:43:33Z,310000,False,-15.0,12.0,1,right,MISS R. Jackson Layup,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
32,PT09M12.00S,2022-11-16T01:43:29.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,3,4,2022-11-16T01:43:33Z,320000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,
33,PT09M07.00S,2022-11-16T01:43:37.9Z,1,REGULAR,foul,personal,[],1628379,,,1610612742,3,4,2022-11-16T01:43:49Z,330000,False,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 1629029]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1628954.0,1.0,0.0,Doncic,1629029.0,,,,,
35,PT09M07.00S,2022-11-16T01:43:44.1Z,1,REGULAR,substitution,out,[],1628379,,,1610612742,3,4,2022-11-16T01:43:58Z,350000,False,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M07.00S,2022-11-16T01:43:44.1Z,1,REGULAR,substitution,in,[],1626181,,,1610612742,3,4,2022-11-16T01:43:58Z,360000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M59.00S,2022-11-16T01:44:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.521024967148489,45.588235294117645,1610612742,3,4,2022-11-16T01:44:19Z,370000,False,22.0,9.0,1,left,MISS L. Doncic driving Layup,[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
38,PT08M59.00S,2022-11-16T01:44:09.9Z,1,REGULAR,rebound,offensive,[],1629029,,,1610612742,3,4,2022-11-16T01:44:19Z,380000,False,,,0,,L. Doncic REBOUND (Off:1 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,37.0,3.0,2.0,1.0,,,,,,,,,,
39,PT08M54.00S,2022-11-16T01:44:15.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,6.521024967148489,48.77450980392157,1610612742,5,4,2022-11-16T01:44:25Z,390000,False,6.0,9.0,1,left,L. Doncic putback Layup (2 PTS),[1629029],1610612742.0,DAL,putback,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,1.07,Made,2.0,,,,,,,,,,,,,,,,,
40,PT08M32.00S,2022-11-16T01:44:38.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,84.83902759526939,39.950980392156865,1610612746,5,4,2022-11-16T01:44:43Z,400000,False,-50.0,90.0,1,right,MISS N. Powell 10' driving floating Shot,[1626181],1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,10.31,Missed,,,,,,,,,,,,,,,,,,
41,PT08M30.00S,2022-11-16T01:44:40.3Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,5,4,2022-11-16T01:44:43Z,410000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,
42,PT08M22.00S,2022-11-16T01:44:47.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.013797634691194,61.274509803921575,1610612742,5,4,2022-11-16T01:44:53Z,420000,False,-56.0,248.0,1,left,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
43,PT08M19.00S,2022-11-16T01:44:50.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,5,4,2022-11-16T01:44:53Z,430000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,42.0,2.0,1.0,1.0,,,,,,,,,,
44,PT08M08.00S,2022-11-16T01:45:02.1Z,1,REGULAR,3pt,Jump Shot,[],1626181,87.46714848883047,4.166666666666666,1610612746,5,7,2022-11-16T01:45:07Z,440000,False,-229.0,65.0,1,right,N. Powell 3PT  (3 PTS) (M. Morris Sr. 1 AST),"[1626181, 202694]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.83,Made,3.0,,,,,,,,,,,,,M. Morris Sr.,202694.0,1.0,,
46,PT07M53.00S,2022-11-16T01:45:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,8.623521681997373,48.77450980392157,1610612742,5,7,2022-11-16T01:57:51Z,460000,False,6.0,29.0,1,left,MISS D. Powell driving Layup,[203939],1610612742.0,DAL,driving,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
47,PT07M52.00S,2022-11-16T01:45:18.3Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,5,7,2022-11-16T01:57:51Z,470000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,46.0,1.0,0.0,1.0,,,,,,,,,,
48,PT07M52.00S,2022-11-16T01:45:23.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203939,5.590000152587891,50.0,1610612742,7,7,2022-11-16T01:58:06Z,480000,False,0.0,0.0,1,left,D. Powell tip Layup (2 PTS),[203939],1610612742.0,DAL,tip,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
49,PT07M38.00S,2022-11-16T01:45:31.3Z,1,REGULAR,3pt,Jump Shot,[],202704,67.23061760840999,55.88235294117647,1610612746,7,7,2022-11-16T01:45:36Z,490000,False,29.0,256.0,1,right,MISS R. Jackson 25' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
50,PT07M38.00S,2022-11-16T01:45:31.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,7,7,2022-11-16T01:45:36Z,500000,False,,,0,,L. Doncic REBOUND (Off:1 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,,49.0,4.0,3.0,1.0,,,,,,,,,,
51,PT07M26.00S,2022-11-16T01:45:44.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,9.674770039421814,43.38235294117647,1610612742,9,7,2022-11-16T01:45:49Z,510000,False,33.0,38.0,1,left,L. Doncic driving floating bank Jump Shot (4 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,4.0,,,,,,,,,,,,,,,,,
52,PT07M11.00S,2022-11-16T01:45:58.5Z,1,REGULAR,3pt,Jump Shot,[],1626181,86.28449408672799,95.83333333333334,1610612746,9,7,2022-11-16T01:46:03Z,520000,False,229.0,76.0,1,right,MISS N. Powell 24' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Right Corner 3,24+ Right,24.16,Missed,,,,,,,,,,,,,,,,,,
53,PT07M08.00S,2022-11-16T01:46:01.5Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,9,7,2022-11-16T01:46:03Z,530000,False,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,
54,PT06M47.00S,2022-11-16T01:46:22.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,29.911300919842315,74.26470588235294,1610612742,9,7,2022-11-16T01:46:30Z,540000,False,-121.0,229.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
55,PT06M44.00S,2022-11-16T01:46:25.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,9,7,2022-11-16T01:46:30Z,550000,False,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,54.0,3.0,2.0,1.0,,,,,,,,,,
56,PT06M39.00S,2022-11-16T01:46:30.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,93.38042049934296,55.14705882352941,1610612746,9,7,2022-11-16T01:46:40Z,560000,False,26.0,10.0,1,right,MISS N. Powell driving reverse Layup,[1626181],1610612746.0,LAC,driving reverse,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
57,PT06M36.00S,2022-11-16T01:46:33.7Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,9,7,2022-11-16T01:46:40Z,570000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,
58,PT06M29.00S,2022-11-16T01:46:42.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,12.697109067017081,34.55882352941176,1610612742,11,7,2022-11-16T01:46:49Z,580000,False,77.0,67.0,1,left,L. Doncic 10' driving floating bank Jump Shot (6 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Right,10.22,Made,6.0,,,,,,,,,,,,,,,,,
59,PT06M29.00S,2022-11-16T01:46:46.0Z,1,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612742,11,7,2022-11-16T01:49:33Z,590000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Doncic 1 FT),"[1627826, 1629029]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,201638.0,1.0,0.0,Doncic,1629029.0,,,,,
61,PT06M29.00S,2022-11-16T01:46:57.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,11,7,2022-11-16T01:46:57Z,610000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M29.00S,2022-11-16T01:49:59.6Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,12,7,2022-11-16T01:49:59Z,620000,False,,,0,,L. Doncic Free Throw 1 of 1 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
63,PT06M18.00S,2022-11-16T01:50:12.7Z,1,REGULAR,2pt,Jump Shot,[],202331,84.97043363994744,76.47058823529412,1610612746,12,7,2022-11-16T01:50:19Z,630000,False,132.0,89.0,1,right,MISS P. George 15' Jump Shot,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,8-16 Right,15.94,Missed,,,,,,,,,,,,,,,,,,
64,PT06M15.00S,2022-11-16T01:50:15.7Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,12,7,2022-11-16T01:50:19Z,640000,False,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Mid-Range,8-16 Right,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,
65,PT06M00.00S,2022-11-16T01:50:30.2Z,1,REGULAR,3pt,Jump Shot,[],203915,7.440867279894875,4.166666666666666,1610612742,15,7,2022-11-16T01:50:36Z,650000,False,229.0,17.0,1,left,S. Dinwiddie 3PT  (6 PTS) (L. Doncic 1 AST),"[203915, 1629029]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,22.99,Made,6.0,,,,,,,,,,,,,L. Doncic,1629029.0,1.0,,
67,PT05M43.00S,2022-11-16T01:50:47.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,83.39356110381078,38.48039215686275,1610612746,15,9,2022-11-16T01:50:52Z,670000,False,-58.0,104.0,1,right,R. Jackson 11' driving floating Jump Shot (2 PTS) (I. Zubac 1 AST),"[202704, 1627826]",1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,11.85,Made,2.0,,,,,,,,,,,,,I. Zubac,1627826.0,1.0,,
69,PT05M24.00S,2022-11-16T01:51:07.1Z,1,REGULAR,3pt,Jump Shot,[],1627827,32.013797634691194,51.71568627450981,1610612742,18,9,2022-11-16T01:51:10Z,690000,False,-9.0,248.0,1,left,D. Finney-Smith 24' 3PT  (3 PTS) (L. Doncic 2 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,24.85,Made,3.0,,,,,,,,,,,,,L. Doncic,1629029.0,2.0,,
71,PT05M00.00S,2022-11-16T01:51:29.9Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,18,9,2022-11-16T01:51:37Z,710000,False,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1629029]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Left,,,,1.0,Doncic,1629029.0,,,,,,,,,,,,,,
72,PT05M00.00S,2022-11-16T01:51:29.9Z,1,REGULAR,steal,,[],1629029,,,1610612742,18,9,2022-11-16T01:51:31Z,720000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
73,PT04M52.00S,2022-11-16T01:51:38.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,5.469776609724048,95.09803921568627,1610612742,21,9,2022-11-16T01:51:43Z,730000,False,-225.0,-1.0,1,left,D. Finney-Smith 3PT  (6 PTS) (S. Dinwiddie 1 AST),"[1627827, 203915]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,22.55,Made,6.0,,,,,,,,,,,,,S. Dinwiddie,203915.0,1.0,,
75,PT04M35.00S,2022-11-16T01:51:59.1Z,1,REGULAR,foul,personal,[],203915,,,1610612746,21,9,2022-11-16T01:52:27Z,750000,False,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1627826]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201638.0,1.0,0.0,Zubac,1627826.0,,,,,
77,PT04M35.00S,2022-11-16T01:52:07.1Z,1,REGULAR,substitution,out,[],203939,,,1610612746,21,9,2022-11-16T01:52:25Z,770000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M35.00S,2022-11-16T01:52:07.1Z,1,REGULAR,substitution,out,[],203493,,,1610612746,21,9,2022-11-16T01:52:25Z,780000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M35.00S,2022-11-16T01:52:07.1Z,1,REGULAR,substitution,out,[],202704,,,1610612746,21,9,2022-11-16T01:52:25Z,790000,False,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M35.00S,2022-11-16T01:52:07.1Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,21,9,2022-11-16T01:52:25Z,800000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M35.00S,2022-11-16T01:52:07.1Z,1,REGULAR,substitution,in,[],203501,,,1610612746,21,9,2022-11-16T01:52:25Z,810000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M35.00S,2022-11-16T01:52:07.1Z,1,REGULAR,substitution,in,[],1626174,,,1610612746,21,9,2022-11-16T01:52:25Z,820000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
