actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-12T01:12:54.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-12T01:12:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-12T01:12:56.9Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2025-11-12T01:12:56Z,40000,False,,,0,,Jump Ball A. Drummond vs. N. Queta: Tip to T. Maxey,"[1630178, 203083, 1629674]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Drummond,203083.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2025-11-12T01:13:15.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,6.521024967148489,52.20588235294118,1610612755,2,0,2025-11-12T01:13:21Z,70000,False,-11.0,9.0,1,left,A. Drummond DUNK (2 PTS) (T. Maxey 1 AST),"[203083, 1630178]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.41,Made,2.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2025-11-12T01:13:33.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,85.10183968462549,46.07843137254902,1610612738,2,2,2025-11-12T01:13:37Z,90000,False,-20.0,88.0,1,right,D. White 8' driving floating Jump Shot (2 PTS) (N. Queta 1 AST),"[1628401, 1629674]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,8.97,Made,2.0,N. Queta,1629674.0,1.0,,,,,,,,,,,,,,
11,PT10M54.00S,2025-11-12T01:14:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,13.61695137976347,51.470588235294116,1610612755,4,2,2025-11-12T01:14:03Z,110000,False,-7.0,75.0,1,left,T. Watford 7' driving floating Jump Shot (2 PTS) (T. Maxey 2 AST),"[1630570, 1630178]",1610612755.0,PHI,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,7.59,Made,2.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
13,PT10M40.00S,2025-11-12T01:14:15.8Z,1,REGULAR,foul,personal,[],1626162,,,1610612738,4,2,2025-11-12T01:14:20Z,130000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1629674]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,202058.0,1.0,0.0,Queta,1629674.0,,,,,,,,,
15,PT10M34.00S,2025-11-12T01:14:41.0Z,1,REGULAR,3pt,Jump Shot,[],1628401,68.28186596583443,61.76470588235294,1610612738,4,2,2025-11-12T01:14:47Z,150000,False,59.0,246.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,25.26,Missed,,,,,,,,,,,,,,,,,,
16,PT10M32.00S,2025-11-12T01:14:43.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,4,2,2025-11-12T01:14:47Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,15.0,,,,,,,,
18,PT10M21.00S,2025-11-12T01:15:06.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,83.65637319316689,53.18627450980392,1610612738,4,2,2025-11-12T01:15:12Z,180000,False,16.0,101.0,1,right,MISS J. Brown 10' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,10.23,Missed,,,,,,,,,,,,,,,,,,
19,PT10M17.00S,2025-11-12T01:15:10.5Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612755,4,2,2025-11-12T01:15:12Z,190000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,
20,PT10M16.00S,2025-11-12T01:15:11.2Z,1,REGULAR,turnover,bad pass,[],1630570,,,1610612755,4,2,2025-11-12T01:15:15Z,200000,False,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1630202]",1610612755.0,PHI,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Pritchard,1630202.0,,
21,PT10M16.00S,2025-11-12T01:15:11.2Z,1,REGULAR,steal,,[],1630202,,,1610612738,4,2,2025-11-12T01:15:13Z,210000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
22,PT10M09.00S,2025-11-12T01:15:18.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1630202,74.19513797634691,31.61764705882353,1610612738,4,2,2025-11-12T01:16:31Z,220000,False,-92.0,190.0,1,right,MISS P. Pritchard 21' running pullup Shot,[1630202],1610612738.0,BOS,running pullup,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Left Center,21.11,Missed,,,,,,,,,,,,,,,,,,
23,PT10M07.00S,2025-11-12T01:15:20.0Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,4,2,2025-11-12T01:15:27Z,230000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,22.0,1.0,0.0,1.0,,,,,
24,PT10M05.00S,2025-11-12T01:15:22.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629674,94.40999984741211,50.0,1610612738,4,4,2025-11-12T01:15:22Z,240000,False,0.0,0.0,1,right,N. Queta putback Layup (2 PTS),[1629674],1610612738.0,BOS,putback,,,Queta,N. Queta,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
