actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
33,PT09M22.00S,2025-12-08T00:45:00.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,8,7,2025-12-08T00:45:00Z,330000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,
34,PT09M06.00S,2025-12-08T00:45:15.9Z,1,REGULAR,3pt,Jump Shot,[],1642845,6.258212877792378,94.85294117647058,1610612755,8,7,2025-12-08T00:45:19Z,340000,False,-224.0,6.0,1,left,MISS V. Edgecombe 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Left Corner 3,24+ Left,22.44,Missed,,,,,,,,,,,,,,,,,,
35,PT09M04.00S,2025-12-08T00:45:17.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,8,7,2025-12-08T00:45:19Z,350000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,
36,PT09M00.00S,2025-12-08T00:45:22.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629060,94.56307490144546,56.86274509803921,1610612747,8,7,2025-12-08T00:45:28Z,360000,False,34.0,-1.0,1,right,MISS R. Hachimura running Layup - blocked,"[1629060, 1630178]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,Maxey,1630178.0,,,,,,
37,PT09M00.00S,2025-12-08T00:45:22.8Z,1,REGULAR,block,,[],1630178,,,1610612747,8,7,2025-12-08T00:45:25Z,370000,False,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M57.00S,2025-12-08T00:45:25.8Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,8,7,2025-12-08T00:45:28Z,380000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,
39,PT08M47.00S,2025-12-08T00:45:35.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.389618922470433,48.28431372549019,1610612755,10,7,2025-12-08T00:45:38Z,390000,False,9.0,8.0,1,left,J. Embiid driving finger roll Layup (2 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.15,Made,2.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
41,PT08M39.00S,2025-12-08T00:45:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,94.1688567674113,52.69607843137255,1610612747,10,9,2025-12-08T00:45:49Z,410000,False,13.0,2.0,1,right,D. Ayton reverse Layup (2 PTS) (A. Reaves 1 AST),"[1629028, 1630559]",1610612747.0,LAL,reverse,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.37,Made,2.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,
43,PT08M29.00S,2025-12-08T00:45:53.8Z,1,REGULAR,2pt,Jump Shot,[],202331,10.85742444152431,13.970588235294118,1610612755,12,9,2025-12-08T00:45:56Z,430000,False,180.0,50.0,1,left,P. George 18' step back Jump Shot (2 PTS),[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Mid-Range,16-24 Right,18.68,Made,2.0,,,,,,,,,,,,,,,,,
44,PT08M21.00S,2025-12-08T00:46:02.1Z,1,REGULAR,2pt,Jump Shot,[],1630559,80.1084099868594,28.431372549019606,1610612747,12,9,2025-12-08T00:46:07Z,440000,False,-108.0,134.0,1,right,MISS A. Reaves 17' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,17.24,Missed,,,,,,,,,,,,,,,,,,
45,PT08M16.00S,2025-12-08T00:46:07.1Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612755,12,9,2025-12-08T00:46:07Z,450000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,16-24 Left Center,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,
46,PT08M09.00S,2025-12-08T00:46:13.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,7.178055190538765,47.794117647058826,1610612755,14,9,2025-12-08T00:46:18Z,460000,False,11.0,15.0,1,left,P. George driving finger roll Layup (4 PTS),[202331],1610612755.0,PHI,driving finger roll,,,George,P. George,,,,,Restricted Area,0-8 Center,1.86,Made,4.0,,,,,,,,,,,,,,,,,
47,PT07M48.00S,2025-12-08T00:46:34.4Z,1,REGULAR,3pt,Jump Shot,[],2544,96.7969776609724,4.166666666666666,1610612747,14,9,2025-12-08T00:46:41Z,470000,False,-229.0,-22.0,1,right,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,23.03,Missed,,,,,,,,,,,,,,,,,,
48,PT07M44.00S,2025-12-08T00:46:38.4Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,14,9,2025-12-08T00:46:41Z,480000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,
49,PT07M36.00S,2025-12-08T00:46:46.0Z,1,REGULAR,3pt,Jump Shot,[],202331,7.5722733245729295,5.88235294117647,1610612755,14,9,2025-12-08T00:46:49Z,490000,False,221.0,19.0,1,left,MISS P. George 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,22.14,Missed,,,,,,,,,,,,,,,,,,
50,PT07M34.00S,2025-12-08T00:46:48.3Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,14,9,2025-12-08T00:46:48Z,500000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Right Corner 3,24+ Right,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,
51,PT07M21.00S,2025-12-08T00:47:01.0Z,1,REGULAR,2pt,Jump Shot,[],1629029,95.22010512483574,15.931372549019606,1610612747,14,9,2025-12-08T00:47:06Z,510000,False,-170.0,-8.0,1,right,MISS L. Dončić 17' turnaround fadeaway Shot,[1629029],1610612747.0,LAL,turnaround fadeaway,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left,17.05,Missed,,,,,,,,,,,,,,,,,,
52,PT07M18.00S,2025-12-08T00:47:04.0Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,14,9,2025-12-08T00:47:06Z,520000,False,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left,,,,,,,51.0,3.0,3.0,0.0,,,,,,,,,,
53,PT07M13.00S,2025-12-08T00:47:09.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,35.69316688567674,61.51960784313726,1610612755,17,9,2025-12-08T00:47:15Z,530000,False,-58.0,283.0,1,left,T. Maxey 28' 3PT running pullup (8 PTS),[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,28.88,Made,8.0,,,,,,,,,,,,,,,,,
54,PT06M44.00S,2025-12-08T00:47:40.9Z,1,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,17,9,2025-12-08T00:47:45Z,540000,False,,,0,,A. Reaves lost ball out-of-bounds TURNOVER (1 TO),[1630559],1610612747.0,LAL,lost ball,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202026.0,1.0,,,,,,,,
55,PT06M44.00S,2025-12-08T00:47:51.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,17,9,2025-12-08T00:47:51Z,550000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M44.00S,2025-12-08T00:50:09.7Z,1,REGULAR,substitution,out,[],2544,,,1610612755,17,9,2025-12-08T00:50:12Z,560000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M44.00S,2025-12-08T00:50:09.7Z,1,REGULAR,substitution,in,[],1631222,,,1610612755,17,9,2025-12-08T00:50:12Z,570000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M44.00S,2025-12-08T00:50:25.6Z,1,REGULAR,substitution,out,[],203954,,,1610612755,17,9,2025-12-08T00:50:28Z,580000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M44.00S,2025-12-08T00:50:25.6Z,1,REGULAR,substitution,in,[],203083,,,1610612755,17,9,2025-12-08T00:50:28Z,590000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2025-12-08T00:50:52.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202331,3.630091984231275,30.14705882352941,1610612755,17,9,2025-12-08T00:51:08Z,610000,False,99.0,-18.0,1,left,MISS P. George 10' pullup Shot,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,8-16 Right,10.1,Missed,,,,,,,,,,,,,,,,,,
62,PT06M28.00S,2025-12-08T00:50:55.9Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,17,9,2025-12-08T00:50:55Z,620000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Right,,,,,,,61.0,1.0,0.0,1.0,,,,,,,,,,
63,PT06M25.00S,2025-12-08T00:50:59.9Z,1,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612755,17,9,2025-12-08T00:51:07Z,630000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Barlow 2 FT),"[1631222, 1631230]",1610612747.0,LAL,shooting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,,,,1.0,0.0,Barlow,1631230.0,,
65,PT06M25.00S,2025-12-08T00:51:24.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1631230,,,1610612755,18,9,2025-12-08T00:51:24Z,650000,False,,,0,,D. Barlow Free Throw 1 of 2 (1 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
66,PT06M25.00S,2025-12-08T00:51:38.4Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1631230,,,1610612755,19,9,2025-12-08T00:51:38Z,660000,False,,,0,,D. Barlow Free Throw 2 of 2 (2 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
67,PT06M04.00S,2025-12-08T00:52:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,85.23324572930355,48.28431372549019,1610612747,19,9,2025-12-08T00:52:04Z,670000,False,-9.0,86.0,1,right,MISS A. Reaves 8' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,8.67,Missed,,,,,,,,,,,,,,,,,,
68,PT06M00.00S,2025-12-08T00:52:04.1Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,19,9,2025-12-08T00:52:04Z,680000,False,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,67.0,2.0,1.0,1.0,,,,,,,,,,
69,PT06M00.00S,2025-12-08T00:52:04.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629028,94.40999984741211,50.0,1610612747,19,11,2025-12-08T00:52:04Z,690000,False,0.0,0.0,1,right,D. Ayton tip DUNK (4 PTS),[1629028],1610612747.0,LAL,tip,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
70,PT05M44.00S,2025-12-08T00:52:24.9Z,1,REGULAR,foul,personal,[],1629060,,,1610612755,19,11,2025-12-08T00:52:31Z,700000,False,,,0,,R. Hachimura personal FOUL (1 PF),"[1629060, 202331]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627963.0,,,,1.0,0.0,George,202331.0,,
72,PT05M41.00S,2025-12-08T00:52:45.8Z,1,REGULAR,2pt,Jump Shot,[],1642845,7.703679369250986,68.62745098039215,1610612755,19,11,2025-12-08T00:52:50Z,720000,False,-93.0,20.0,1,left,MISS V. Edgecombe 9' turnaround Shot,[1642845],1610612755.0,PHI,turnaround,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Left,9.52,Missed,,,,,,,,,,,,,,,,,,
73,PT05M38.00S,2025-12-08T00:52:48.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,19,11,2025-12-08T00:52:50Z,730000,False,,,0,,L. Dončić REBOUND (Off:0 Def:2),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Left,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,,
74,PT05M31.00S,2025-12-08T00:52:55.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,83.919185282523,40.44117647058824,1610612747,19,11,2025-12-08T00:52:59Z,740000,False,-48.0,99.0,1,right,MISS L. Dončić 10' pullup Shot,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,10.97,Missed,,,,,,,,,,,,,,,,,,
75,PT05M27.00S,2025-12-08T00:52:59.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,19,11,2025-12-08T00:52:59Z,750000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,74.0,2.0,1.0,1.0,,,,,,,,,,
76,PT05M19.00S,2025-12-08T00:53:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,11.383048620236531,41.66666666666667,1610612755,21,11,2025-12-08T00:53:10Z,760000,False,42.0,55.0,1,left,T. Maxey 6' driving floating Jump Shot (10 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,6.86,Made,10.0,,,,,,,,,,,,,,,,,
77,PT05M03.00S,2025-12-08T00:53:22.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,93.38042049934296,50.49019607843137,1610612747,21,13,2025-12-08T01:11:21Z,770000,False,2.0,10.0,1,right,D. Ayton alley-oop DUNK (6 PTS) (L. Dončić 1 AST),"[1629028, 1629029]",1610612747.0,LAL,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.0,Made,6.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,,,,
79,PT04M45.00S,2025-12-08T00:53:40.7Z,1,REGULAR,3pt,Jump Shot,[],1630178,34.773324572930356,36.51960784313725,1610612755,21,13,2025-12-08T00:53:47Z,790000,False,67.0,274.0,1,left,MISS T. Maxey 28' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,28.26,Missed,,,,,,,,,,,,,,,,,,
80,PT04M38.00S,2025-12-08T00:53:47.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,21,13,2025-12-08T01:24:26Z,800000,False,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,,,,,,,79.0,3.0,2.0,1.0,,,,,,,,,,
83,PT04M33.00S,2025-12-08T00:53:53.1Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612747,21,13,2025-12-08T00:53:56Z,830000,False,,,0,,L. Dončić bad pass TURNOVER (1 TO),"[1629029, 1631230]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,,Barlow,1631230.0
