actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
171,PT01M18.00S,2025-11-23T18:36:34.2Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612748,22,31,2025-11-23T18:36:36Z,1710000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Fontecchio,S. Fontecchio,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,
172,PT01M15.00S,2025-11-23T18:36:37.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642352,94.03745072273325,51.225490196078425,1610612748,22,33,2025-11-23T18:39:00Z,1720000,False,6.0,4.0,1,right,K. Johnson running alley-oop DUNK (2 PTS) (J. Jaquez Jr. 1 AST),"[1642352, 1631170]",1610612748.0,MIA,running alley-oop,,,,,,Restricted Area,0-8 Center,,,,Johnson,K. Johnson,,,,0.7,Made,2.0,J. Jaquez Jr.,1631170.0,1.0,,,,,,,,,
174,PT01M05.00S,2025-11-23T18:36:47.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630178,12.697109067017081,49.01960784313725,1610612755,24,33,2025-11-23T18:36:51Z,1740000,False,5.0,67.0,1,left,T. Maxey 6' driving Hook (11 PTS),[1630178],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Maxey,T. Maxey,,,,6.71,Made,11.0,,,,,,,,,,,,
175,PT00M51.60S,2025-11-23T18:37:03.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,94.82588699080158,50.245098039215684,1610612748,24,35,2025-11-23T18:37:07Z,1750000,False,1.0,-4.0,1,right,J. Jaquez Jr. driving Layup (6 PTS),[1631170],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,0.41,Made,6.0,,,,,,,,,,,,
176,PT00M43.20S,2025-11-23T18:37:12.7Z,1,REGULAR,3pt,Jump Shot,[],1630570,30.436925098554536,21.07843137254902,1610612755,27,35,2025-11-23T18:37:18Z,1760000,False,145.0,234.0,1,left,T. Watford 27' 3PT  (5 PTS) (J. Edwards 1 AST),"[1630570, 1642348]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Watford,T. Watford,,,,27.47,Made,5.0,J. Edwards,1642348.0,1.0,,,,,,,,,
178,PT00M29.20S,2025-11-23T18:37:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642352,95.0886990801577,52.20588235294118,1610612748,27,35,2025-11-23T18:37:34Z,1780000,False,11.0,-6.0,1,right,MISS K. Johnson cutting Layup,[1642352],1610612748.0,MIA,cutting,,,,,,Restricted Area,0-8 Center,,,,Johnson,K. Johnson,,,,1.27,Missed,,,,,,,,,,,,,
179,PT00M27.00S,2025-11-23T18:37:31.0Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612755,27,35,2025-11-23T18:37:34Z,1790000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Watford,T. Watford,,,,,,,,,,178.0,1.0,1.0,0.0,,,,,
180,PT00M24.60S,2025-11-23T18:37:33.4Z,1,REGULAR,turnover,bad pass,[],1630570,,,1610612755,27,35,2025-11-23T18:38:33Z,1800000,False,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1642276]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Watford,T. Watford,,,1.0,,,,,,,,,,,,,Ware,1642276.0,
181,PT00M24.60S,2025-11-23T18:37:33.4Z,1,REGULAR,steal,,[],1642276,,,1610612748,27,35,2025-11-23T18:37:36Z,1810000,False,,,0,,K. Ware STEAL (1 STL),[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,
182,PT00M04.50S,2025-11-23T18:37:54.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630696,95.22010512483574,49.26470588235294,1610612748,27,37,2025-11-23T18:38:00Z,1820000,False,-4.0,-8.0,1,right,D. Smith driving Layup (2 PTS),[1630696],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,,,,Smith,D. Smith,,,,0.85,Made,2.0,,,,,,,,,,,,
183,PT00M00.20S,2025-11-23T18:38:00.1Z,1,REGULAR,heave,,[],0,,,1610612755,27,37,2025-11-23T18:42:24Z,1830000,False,,,0,,PHI Heave,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,50.22,,,,,,,,,,,,,,
184,PT00M00.10S,2025-11-23T18:38:00.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,27,37,2025-11-23T18:38:39Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,183.0,,,,,,,,
185,PT00M00.00S,2025-11-23T18:38:42.1Z,1,REGULAR,period,end,[],0,,,1610612755,27,37,2025-11-23T18:38:42Z,1850000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2025-11-23T18:39:54.9Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,27,37,2025-11-23T18:40:35Z,1860000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2025-11-23T18:39:54.9Z,2,REGULAR,substitution,out,['startperiod'],1642348,,,1610612755,27,37,2025-11-23T18:40:35Z,1870000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,,,,,,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-11-23T18:39:54.9Z,2,REGULAR,substitution,out,['startperiod'],1631133,,,1610612755,27,37,2025-11-23T18:40:35Z,1880000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2025-11-23T18:39:54.9Z,2,REGULAR,substitution,in,['startperiod'],1629656,,,1610612755,27,37,2025-11-23T18:40:35Z,1890000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2025-11-23T18:39:54.9Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612755,27,37,2025-11-23T18:40:35Z,1900000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2025-11-23T18:39:54.9Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612755,27,37,2025-11-23T18:40:35Z,1910000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2025-11-23T18:40:49.0Z,2,REGULAR,period,start,[],0,,,1610612748,27,37,2025-11-23T18:40:49Z,1920000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M42.00S,2025-11-23T18:41:06.3Z,2,REGULAR,3pt,Jump Shot,[],1631323,72.7496714848883,18.872549019607842,1610612748,27,37,2025-11-23T18:43:05Z,1930000,False,-156.0,204.0,1,right,MISS S. Fontecchio 25' pullup 3PT,[1631323],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Fontecchio,S. Fontecchio,,,,25.63,Missed,,,,,,,,,,,,,
194,PT11M41.00S,2025-11-23T18:41:07.3Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,27,37,2025-11-23T18:43:18Z,1940000,False,,,0,,K. Ware REBOUND (Off:7 Def:2),[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Ware,K. Ware,,,,,,,,,,193.0,9.0,2.0,7.0,,,,,
195,PT11M41.00S,2025-11-23T18:41:11.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642276,94.40999984741211,50.0,1610612748,27,37,2025-11-23T18:43:26Z,1950000,False,0.0,0.0,1,right,MISS K. Ware tip Layup,[1642276],1610612748.0,MIA,tip,,,,,,Restricted Area,0-8 Center,,,,Ware,K. Ware,,,,0.0,Missed,,,,,,,,,,,,,
196,PT11M40.00S,2025-11-23T18:41:12.1Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612755,27,37,2025-11-23T18:43:26Z,1960000,False,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Watford,T. Watford,,,,,,,,,,195.0,2.0,2.0,0.0,,,,,
197,PT11M30.00S,2025-11-23T18:41:17.8Z,2,REGULAR,turnover,bad pass,[],202331,,,1610612755,27,37,2025-11-23T18:41:21Z,1970000,False,,,0,,P. George bad pass TURNOVER (2 TO),"[202331, 1642276]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,George,P. George,,,2.0,,,,,,,,,,,,,Ware,1642276.0,
198,PT11M30.00S,2025-11-23T18:41:17.8Z,2,REGULAR,steal,,[],1642276,,,1610612748,27,37,2025-11-23T18:50:15Z,1980000,False,,,0,,K. Ware STEAL (2 STL),[1642276],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,
199,PT11M30.00S,2025-11-23T18:41:21.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642276,92.9862023653088,58.08823529411765,1610612748,27,37,2025-11-23T18:45:04Z,1990000,False,40.0,13.0,1,right,MISS K. Ware driving Layup,[1642276],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,,,,Ware,K. Ware,,,,4.26,Missed,,,,,,,,,,,,,
200,PT11M28.00S,2025-11-23T18:41:23.5Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612755,27,37,2025-11-23T18:45:04Z,2000000,False,,,0,,T. Watford REBOUND (Off:0 Def:3),[1630570],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Watford,T. Watford,,,,,,,,,,199.0,3.0,3.0,0.0,,,,,
201,PT11M06.00S,2025-11-23T18:41:42.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,14.14257555847569,37.5,1610612755,29,37,2025-11-23T18:41:45Z,2010000,False,62.0,80.0,1,left,P. George 10' pullup Jump Shot (6 PTS) (T. Watford 1 AST),"[202331, 1630570]",1610612755.0,PHI,pullup,,,,,,In The Paint (Non-RA),8-16 Right,,,,George,P. George,,,,10.18,Made,6.0,T. Watford,1630570.0,1.0,,,,,,,,,
203,PT10M48.00S,2025-11-23T18:41:59.5Z,2,REGULAR,3pt,Jump Shot,[],1631323,95.6143232588699,95.83333333333334,1610612748,29,40,2025-11-23T18:42:05Z,2030000,False,229.0,-11.0,1,right,S. Fontecchio 3PT  (3 PTS) (J. Jaquez Jr. 2 AST),"[1631323, 1631170]",1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,,Fontecchio,S. Fontecchio,,,,22.95,Made,3.0,J. Jaquez Jr.,1631170.0,2.0,,,,,,,,,
205,PT10M36.00S,2025-11-23T18:42:12.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,10.988830486202366,47.794117647058826,1610612755,31,40,2025-11-23T18:42:17Z,2050000,False,11.0,51.0,1,left,J. McCain driving finger roll Layup (4 PTS) (T. Watford 2 AST),"[1642272, 1630570]",1610612755.0,PHI,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,,McCain,J. McCain,,,,5.2,Made,4.0,T. Watford,1630570.0,2.0,,,,,,,,,
207,PT10M21.00S,2025-11-23T18:42:26.6Z,2,REGULAR,3pt,Jump Shot,[],1642276,96.66557161629436,5.392156862745098,1610612748,31,43,2025-11-23T18:42:30Z,2070000,False,-223.0,-21.0,1,right,K. Ware 3PT  (11 PTS) (J. Jaquez Jr. 3 AST),"[1642276, 1631170]",1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,,,,Ware,K. Ware,,,,22.4,Made,11.0,J. Jaquez Jr.,1631170.0,3.0,,,,,,,,,
209,PT10M12.00S,2025-11-23T18:42:38.2Z,2,REGULAR,3pt,Jump Shot,[],202331,34.37910643889619,56.127450980392155,1610612755,31,43,2025-11-23T18:46:30Z,2090000,False,-31.0,271.0,1,left,MISS P. George 27' 3PT,[202331],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,George,P. George,,,,27.24,Missed,,,,,,,,,,,,,
210,PT10M10.00S,2025-11-23T18:42:40.2Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612748,31,43,2025-11-23T18:46:30Z,2100000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:2),[1631323],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Fontecchio,S. Fontecchio,,,,,,,,,,209.0,2.0,2.0,0.0,,,,,
211,PT09M58.00S,2025-11-23T18:42:49.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,84.97043363994744,39.21568627450981,1610612748,31,45,2025-11-23T18:42:54Z,2110000,False,-54.0,89.0,1,right,J. Jaquez Jr. 10' turnaround fadeaway Jump Shot (8 PTS),[1631170],1610612748.0,MIA,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,10.39,Made,8.0,,,,,,,,,,,,
212,PT09M38.00S,2025-11-23T18:43:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,9.149145860709593,44.11764705882353,1610612755,31,45,2025-11-23T18:43:16Z,2120000,False,29.0,34.0,1,left,MISS T. Watford driving Layup,[1630570],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Watford,T. Watford,,,,4.46,Missed,,,,,,,,,,,,,
213,PT09M37.00S,2025-11-23T18:43:11.0Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,31,45,2025-11-23T18:47:29Z,2130000,False,,,0,,A. Drummond REBOUND (Off:2 Def:7),[203083],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,212.0,9.0,7.0,2.0,,,,,
214,PT09M37.00S,2025-11-23T18:43:13.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,5.590000152587891,50.0,1610612755,33,45,2025-11-23T18:47:37Z,2140000,False,0.0,0.0,1,left,A. Drummond tip Layup (4 PTS),[203083],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,0.0,Made,4.0,,,,,,,,,,,,
215,PT09M22.00S,2025-11-23T18:43:25.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,87.33574244415243,53.92156862745098,1610612748,33,47,2025-11-23T18:43:29Z,2150000,False,20.0,67.0,1,right,J. Jaquez Jr. 6' turnaround fadeaway Jump Shot (10 PTS),[1631170],1610612748.0,MIA,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,6.93,Made,10.0,,,,,,,,,,,,
216,PT09M14.00S,2025-11-23T18:43:38.3Z,2,REGULAR,foul,offensive,[],1642272,,,1610612755,33,47,2025-11-23T18:43:46Z,2160000,False,,,0,,J. McCain offensive FOUL (1 PF),"[1642272, 1630696]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,1628171.0,1.0,0.0,McCain,J. McCain,Smith,1630696.0,,,,,,,,,,,,,,,,
218,PT09M14.00S,2025-11-23T18:43:38.3Z,2,REGULAR,turnover,offensive foul,[],1642272,,,1610612755,33,47,2025-11-23T18:43:38Z,2180000,False,,,0,,J. McCain offensive foul TURNOVER (1 TO),[1642272],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,1628171.0,,,McCain,J. McCain,,,1.0,,,,,,,,,,,,,,,
220,PT08M53.00S,2025-11-23T18:44:27.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630696,86.41590013140605,55.88235294117647,1610612748,33,49,2025-11-23T18:44:34Z,2200000,False,29.0,75.0,1,right,D. Smith 8' driving Hook (4 PTS) (S. Fontecchio 1 AST),"[1630696, 1631323]",1610612748.0,MIA,driving,,,,,,In The Paint (Non-RA),8-16 Center,,,,Smith,D. Smith,,,,8.07,Made,4.0,S. Fontecchio,1631323.0,1.0,,,,,,,,,
222,PT08M42.00S,2025-11-23T18:44:38.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,7.178055190538765,53.67647058823529,1610612755,35,49,2025-11-23T18:44:42Z,2220000,False,-18.0,15.0,1,left,A. Drummond cutting finger roll Layup (6 PTS) (P. George 1 AST),"[203083, 202331]",1610612755.0,PHI,cutting finger roll,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,2.37,Made,6.0,P. George,202331.0,1.0,,,,,,,,,
224,PT08M33.00S,2025-11-23T18:44:49.9Z,2,REGULAR,turnover,out-of-bounds,[],1630696,,,1610612748,35,49,2025-11-23T18:44:57Z,2240000,False,,,0,,D. Smith step out-of-bounds TURNOVER (1 TO),[1630696],1610612748.0,MIA,step,,,,,,Left Corner 3,24+ Left,1628171.0,,,Smith,D. Smith,,,1.0,,,,,,,,,,,,,,,
226,PT08M23.00S,2025-11-23T18:46:04.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202331,20.844283837056505,31.862745098039213,1610612755,37,49,2025-11-23T18:46:08Z,2260000,False,91.0,143.0,1,left,P. George 16' pullup Jump Shot (8 PTS) (Q. Grimes 2 AST),"[202331, 1629656]",1610612755.0,PHI,pullup,,,,,,Mid-Range,16-24 Right Center,,,,George,P. George,,,,16.97,Made,8.0,Q. Grimes,1629656.0,2.0,,,,,,,,,
228,PT08M13.00S,2025-11-23T18:46:14.7Z,2,REGULAR,3pt,Jump Shot,[],1642352,67.49342969776609,56.61764705882353,1610612748,37,49,2025-11-23T18:46:18Z,2280000,False,33.0,253.0,1,right,MISS K. Johnson 25' 3PT,[1642352],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Johnson,K. Johnson,,,,25.53,Missed,,,,,,,,,,,,,
229,PT08M10.00S,2025-11-23T18:46:17.7Z,2,REGULAR,rebound,defensive,[],202331,,,1610612755,37,49,2025-11-23T18:46:18Z,2290000,False,,,0,,P. George REBOUND (Off:1 Def:1),[202331],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,George,P. George,,,,,,,,,,228.0,2.0,1.0,1.0,,,,,
231,PT08M09.00S,2025-11-23T18:46:23.5Z,2,REGULAR,substitution,out,[],1642276,,,1610612755,37,49,2025-11-23T18:46:27Z,2310000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,
232,PT08M09.00S,2025-11-23T18:46:23.5Z,2,REGULAR,substitution,in,[],1628389,,,1610612755,37,49,2025-11-23T18:46:27Z,2320000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
233,PT07M57.00S,2025-11-23T18:46:49.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,8.360709592641262,56.86274509803921,1610612755,37,49,2025-11-23T18:50:46Z,2330000,False,-34.0,26.0,1,left,MISS J. McCain driving finger roll Layup,[1642272],1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,McCain,J. McCain,,,,4.31,Missed,,,,,,,,,,,,,
234,PT07M56.00S,2025-11-23T18:46:50.4Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,37,49,2025-11-23T18:50:46Z,2340000,False,,,0,,A. Drummond REBOUND (Off:3 Def:7),[203083],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,233.0,10.0,7.0,3.0,,,,,
252,PT07M56.00S,2025-11-23T18:46:51.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,7.35873850197109,49.04258578431372,1610612755,37,49,2025-11-23T18:50:57Z,2345000,False,5.0,17.0,1,left,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,1.74,Missed,,,,,,,,,,,,,
253,PT07M55.00S,2025-11-23T18:46:52.5Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,37,49,2025-11-23T18:50:57Z,2347500,False,,,0,,A. Drummond REBOUND (Off:4 Def:7),[203083],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,252.0,11.0,7.0,4.0,,,,,
235,PT07M55.00S,2025-11-23T18:46:53.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,5.590000152587891,50.0,1610612755,39,49,2025-11-23T18:51:02Z,2350000,False,0.0,0.0,1,left,A. Drummond tip Layup (8 PTS),[203083],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,0.0,Made,8.0,,,,,,,,,,,,
237,PT07M42.00S,2025-11-23T18:47:03.2Z,2,REGULAR,3pt,Jump Shot,[],1631323,71.30420499342969,20.098039215686274,1610612748,39,49,2025-11-23T18:47:07Z,2370000,False,-150.0,217.0,1,right,MISS S. Fontecchio 26' 3PT,[1631323],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Fontecchio,S. Fontecchio,,,,26.37,Missed,,,,,,,,,,,,,
238,PT07M41.00S,2025-11-23T18:47:04.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,39,49,2025-11-23T18:47:07Z,2380000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,237.0,,,,,,,,
240,PT07M41.00S,2025-11-23T18:47:10.2Z,2,REGULAR,substitution,out,[],1642272,,,1610612755,39,49,2025-11-23T18:47:13Z,2400000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,,,,,,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,
241,PT07M41.00S,2025-11-23T18:47:10.2Z,2,REGULAR,substitution,in,[],1642348,,,1610612755,39,49,2025-11-23T18:47:13Z,2410000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,,,,,,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
242,PT07M22.00S,2025-11-23T18:47:37.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,11.251642575558476,44.11764705882353,1610612755,39,49,2025-11-23T18:47:43Z,2420000,False,29.0,53.0,1,left,MISS P. George 6' turnaround Shot,[202331],1610612755.0,PHI,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,,George,P. George,,,,6.09,Missed,,,,,,,,,,,,,
243,PT07M21.00S,2025-11-23T18:47:38.7Z,2,REGULAR,rebound,offensive,[],1642348,,,1610612755,39,49,2025-11-23T18:52:00Z,2430000,False,,,0,,J. Edwards REBOUND (Off:1 Def:0),[1642348],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edwards,J. Edwards,,,,,,,,,,242.0,1.0,0.0,1.0,,,,,
244,PT07M20.00S,2025-11-23T18:47:43.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642348,5.590000152587891,50.0,1610612755,41,49,2025-11-23T18:52:05Z,2440000,False,0.0,0.0,1,left,J. Edwards putback Layup (5 PTS),[1642348],1610612755.0,PHI,putback,,,,,,Restricted Area,0-8 Center,,,,Edwards,J. Edwards,,,,0.0,Made,5.0,,,,,,,,,,,,
245,PT07M05.00S,2025-11-23T18:47:54.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,89.04402102496715,53.18627450980392,1610612748,41,49,2025-11-23T18:48:03Z,2450000,False,16.0,50.0,1,right,MISS J. Jaquez Jr. driving finger roll Layup - blocked,"[1631170, 203083]",1610612748.0,MIA,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,5.29,Missed,,,,,,,,,Drummond,203083.0,,,
246,PT07M05.00S,2025-11-23T18:47:54.3Z,2,REGULAR,block,,[],203083,,,1610612748,41,49,2025-11-23T18:47:57Z,2460000,False,,,0,,A. Drummond BLOCK (2 BLK),[203083],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
247,PT07M02.00S,2025-11-23T18:47:57.3Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,41,49,2025-11-23T18:48:03Z,2470000,False,,,0,,A. Drummond REBOUND (Off:4 Def:8),[203083],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,245.0,12.0,8.0,4.0,,,,,
248,PT06M56.00S,2025-11-23T18:48:07.3Z,2,REGULAR,2pt,Jump Shot,[],1630570,11.908672798948752,33.57843137254902,1610612755,43,49,2025-11-23T18:48:52Z,2480000,False,82.0,59.0,1,left,T. Watford 10' driving floating Jump Shot (7 PTS) (P. George 2 AST),"[1630570, 202331]",1610612755.0,PHI,driving floating,,,,,,Mid-Range,8-16 Right,,,,Watford,T. Watford,,,,10.13,Made,7.0,P. George,202331.0,2.0,,,,,,,,,
250,PT06M56.00S,2025-11-23T18:48:11.7Z,2,REGULAR,foul,personal,['1freethrow'],1631170,,,1610612755,43,49,2025-11-23T18:48:18Z,2500000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (1 PF) (Watford 1 FT),"[1631170, 1630570]",1610612748.0,MIA,shooting,,,,,,Mid-Range,8-16 Right,1628171.0,1.0,0.0,Jaquez Jr.,J. Jaquez Jr.,Watford,1630570.0,,,,,,,,,,,,,,,,
254,PT06M56.00S,2025-11-23T18:48:23.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,43,49,2025-11-23T18:48:23Z,2520000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M56.00S,2025-11-23T18:50:55.8Z,2,REGULAR,substitution,out,[],1631323,,,1610612755,43,49,2025-11-23T18:51:05Z,2530000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612748.0,MIA,,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,
