actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-30T00:11:19.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-30T00:11:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-30T00:11:24.3Z,1,REGULAR,jumpball,recovered,[],1642845,,,1610612755,0,0,2026-01-30T00:11:24Z,40000,False,,,0,,Jump Ball J. Embiid vs. D. Sabonis: Tip to V. Edgecombe,"[1642845, 203954, 1627734]",1610612755.0,PHI,startperiod,V. Edgecombe,1642845.0,Edgecombe,V. Edgecombe,Embiid,203954.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-01-30T00:11:38.6Z,1,REGULAR,2pt,Jump Shot,[],202331,19.398817345597898,18.872549019607842,1610612755,0,0,2026-01-30T00:12:02Z,70000,False,156.0,130.0,1,left,MISS P. George 20' pullup Shot,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,20.26,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2026-01-30T00:11:40.6Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,0,0,2026-01-30T00:11:43Z,80000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2026-01-30T00:11:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642363,93.9060446780552,51.9607843137255,1610612758,0,0,2026-01-30T00:11:54Z,90000,False,10.0,5.0,1,right,MISS N. Clifford cutting finger roll Layup,[1642363],1610612758.0,SAC,cutting finger roll,,,Clifford,N. Clifford,,,,,Restricted Area,0-8 Center,1.09,Missed,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2026-01-30T00:11:52.8Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,0,0,2026-01-30T00:11:52Z,100000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M14.00S,2026-01-30T00:12:04.5Z,1,REGULAR,3pt,Jump Shot,[],1642845,30.56833114323259,22.54901960784314,1610612755,0,0,2026-01-30T00:12:08Z,110000,False,137.0,235.0,1,left,MISS V. Edgecombe 27' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,27.2,Missed,,,,,,,,,,,,,,,,,,
12,PT11M12.00S,2026-01-30T00:12:06.5Z,1,REGULAR,rebound,defensive,[],1642363,,,1610612758,0,0,2026-01-30T00:12:08Z,120000,False,,,0,,N. Clifford REBOUND (Off:0 Def:1),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M03.00S,2026-01-30T00:12:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,93.9060446780552,51.225490196078425,1610612758,0,2,2026-01-30T00:12:50Z,130000,False,6.0,5.0,1,right,P. Achiuwa driving Layup (2 PTS) (D. Sabonis 1 AST),"[1630173, 1627734]",1610612758.0,SAC,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,
15,PT10M49.00S,2026-01-30T00:12:29.5Z,1,REGULAR,2pt,Jump Shot,[],203954,7.046649145860711,32.1078431372549,1610612755,2,2,2026-01-30T00:13:26Z,150000,False,89.0,14.0,1,left,J. Embiid 9' bank Jump Shot (2 PTS) (P. George 1 AST),"[203954, 202331]",1610612755.0,PHI,bank,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,9.05,Made,,,,,2.0,P. George,202331.0,1.0,,,,,,,,,,
