actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-15T22:10:50.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-15T22:10:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2026-03-15T22:10:54.5Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612757,0,0,2026-03-15T22:10:54Z,40000,False,,,0,,Jump Ball D. Clingan vs. A. Bona: Tip to J. Grant,"[203924, 1642270, 1641737]",1610612757.0,POR,startperiod,J. Grant,203924.0,Grant,J. Grant,Clingan,1642270.0,Bona,1641737.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-03-15T22:11:03.9Z,1,REGULAR,3pt,Jump Shot,[],201950,80.3712220762155,2.941176470588235,1610612757,0,0,2026-03-15T22:11:13Z,70000,False,-235.0,132.0,1,right,MISS J. Holiday 26' 3PT,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2026-03-15T22:11:04.9Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,0,0,2026-03-15T22:11:13Z,80000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M44.00S,2026-03-15T22:11:13.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,92.06636005256242,49.26470588235294,1610612757,0,2,2026-03-15T22:11:20Z,90000,False,-4.0,22.0,1,right,D. Clingan putback Layup (2 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M44.00S,2026-03-15T22:11:17.0Z,1,REGULAR,foul,personal,['1freethrow'],1631230,,,1610612757,0,2,2026-03-15T22:11:25Z,100000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Clingan 1 FT),"[1631230, 1642270]",1610612755.0,PHI,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,1.0,0.0,Clingan,1642270.0,,,,,,,,
12,PT11M44.00S,2026-03-15T22:11:30.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1642270,,,1610612757,0,3,2026-03-15T22:11:30Z,120000,False,,,0,,D. Clingan Free Throw 1 of 1 (3 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
13,PT11M28.00S,2026-03-15T22:11:47.1Z,1,REGULAR,3pt,Jump Shot,[],1642845,25.969119579500656,85.5392156862745,1610612755,0,3,2026-03-15T22:11:51Z,130000,False,-178.0,192.0,1,left,MISS V. Edgecombe 26' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
14,PT11M26.00S,2026-03-15T22:11:49.1Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,0,3,2026-03-15T22:11:51Z,140000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M21.00S,2026-03-15T22:11:55.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203924,69.85873850197109,77.20588235294117,1610612757,0,6,2026-03-15T22:12:01Z,150000,False,136.0,231.0,1,right,J. Grant 26' 3PT running pullup (3 PTS) (T. Camara 1 AST),"[203924, 1641739]",1610612757.0,POR,running pullup,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,26.79,Made,,,,,3.0,,,,,,T. Camara,1641739.0,1.0,,,,,
