actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
445,PT02M21.00S,2026-04-05T00:45:11.1Z,3,REGULAR,substitution,in,[],1641842,,,1610612755,78,93,2026-04-05T00:45:13Z,4350000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
446,PT02M21.00S,2026-04-05T00:45:28.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1642845,,,1610612755,79,93,2026-04-05T00:45:28Z,4360000,False,,,0,,V. Edgecombe Free Throw 2 of 2 (17 PTS),[1642845],1610612755.0,PHI,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,Made,17.0,,,,,,,,,,,,
447,PT02M07.00S,2026-04-05T00:45:48.7Z,3,REGULAR,violation,kicked ball,[],1641737,,,1610612765,79,93,2026-04-05T00:45:56Z,4370000,False,,,0,,A. Bona kicked ball VIOLATION,[1641737],1610612755.0,PHI,,,,,,,,,200834.0,,Bona,A. Bona,,,,,,,,,,,,,,,,,,
448,PT02M03.00S,2026-04-05T00:46:07.7Z,3,REGULAR,3pt,Jump Shot,[],1628989,22.026938239159,91.17647058823529,1610612765,79,93,2026-04-05T00:49:15Z,4380000,False,-206.0,155.0,1,left,MISS K. Huerter 25' step back 3PT,[1628989],1610612765.0,DET,step back,,,,,,Above the Break 3,24+ Left Center,,,Huerter,K. Huerter,,,,,Missed,,25.75,,,,,,,,,,,
451,PT02M00.00S,2026-04-05T00:46:10.4Z,3,REGULAR,rebound,defensive,[],1629656,,,1610612755,79,93,2026-04-05T00:46:10Z,4390000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,Grimes,Q. Grimes,,,,,,,,,,,448.0,2.0,2.0,0.0,,,,
452,PT01M55.00S,2026-04-05T00:46:16.1Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630178,85.89027595269383,43.627450980392155,1610612755,79,93,2026-04-05T00:49:50Z,4400000,False,-32.0,80.0,1,right,MISS T. Maxey 8' running pullup Shot,[1630178],1610612755.0,PHI,running pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,Maxey,T. Maxey,,,,,Missed,,8.62,,,,,,,,,,,
453,PT01M52.00S,2026-04-05T00:46:19.1Z,3,REGULAR,rebound,offensive,[],1642845,,,1610612755,79,93,2026-04-05T00:49:50Z,4410000,False,,,0,,V. Edgecombe REBOUND (Off:2 Def:2),[1642845],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Edgecombe,V. Edgecombe,,,,,,,,,,,452.0,4.0,2.0,2.0,,,,
454,PT01M48.00S,2026-04-05T00:46:23.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642845,76.95466491458606,6.127450980392156,1610612755,79,93,2026-04-05T00:46:29Z,4420000,False,-219.0,164.0,1,right,MISS V. Edgecombe 27' 3PT,[1642845],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,Edgecombe,V. Edgecombe,,,,,Missed,,27.4,,,,,,,,,,,
455,PT01M46.00S,2026-04-05T00:46:25.0Z,3,REGULAR,rebound,defensive,[],1641842,,,1610612765,79,93,2026-04-05T00:46:29Z,4430000,False,,,0,,R. Holland II REBOUND (Off:0 Def:2),[1641842],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Holland II,R. Holland II,,,,,,,,,,,454.0,2.0,2.0,0.0,,,,
456,PT01M37.00S,2026-04-05T00:46:33.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,5.732588699080158,47.794117647058826,1610612765,79,93,2026-04-05T00:46:40Z,4440000,False,11.0,1.0,1,left,MISS R. Holland II driving Layup,[1641842],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,,,Holland II,R. Holland II,,,,,Missed,,1.11,,,,,,,,,,,
457,PT01M33.00S,2026-04-05T00:46:37.0Z,3,REGULAR,rebound,offensive,[],1641842,,,1610612765,79,93,2026-04-05T00:46:37Z,4450000,False,,,0,,R. Holland II REBOUND (Off:1 Def:2),[1641842],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Holland II,R. Holland II,,,,,,,,,,,456.0,3.0,2.0,1.0,,,,
458,PT01M33.00S,2026-04-05T00:46:37.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641842,5.590000152587891,50.0,1610612765,79,93,2026-04-05T00:46:37Z,4460000,False,0.0,0.0,1,left,MISS R. Holland II tip Layup,[1641842],1610612765.0,DET,tip,,,,,,Mid-Range,8-16 Left,,,Holland II,R. Holland II,,,,,Missed,,0.0,,,,,,,,,,,
459,PT01M32.00S,2026-04-05T00:46:38.0Z,3,REGULAR,rebound,defensive,[],1631230,,,1610612755,79,93,2026-04-05T00:46:38Z,4470000,False,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,Barlow,D. Barlow,,,,,,,,,,,458.0,1.0,1.0,0.0,,,,
460,PT01M31.00S,2026-04-05T00:46:47.0Z,3,REGULAR,turnover,out-of-bounds,[],1642845,,,1610612755,79,93,2026-04-05T00:47:00Z,4480000,False,,,0,,V. Edgecombe step out-of-bounds TURNOVER (3 TO),[1642845],1610612755.0,PHI,step,,,,,,Left Corner 3,24+ Left,1628171.0,3.0,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
509,PT01M17.00S,2026-04-05T00:47:22.4Z,3,REGULAR,turnover,lost ball,[],1628989,,,1610612765,79,93,2026-04-05T00:55:36Z,4515000,False,,,0,,K. Huerter lost ball TURNOVER (2 TO),"[1628989, 1642845]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,2.0,Huerter,K. Huerter,,,,,,,,,,,,,,,Edgecombe,1642845.0,,
510,PT01M17.00S,2026-04-05T00:47:22.4Z,3,REGULAR,steal,,[],1642845,,,1610612755,79,93,2026-04-05T00:55:36Z,4517500,False,,,0,,V. Edgecombe STEAL (2 STL),[1642845],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
464,PT00M58.80S,2026-04-05T00:47:31.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642845,81.8166885676741,49.754901960784316,1610612755,81,93,2026-04-05T00:55:36Z,4520000,False,-1.0,118.0,1,right,V. Edgecombe 11' step back Jump Shot (19 PTS),[1642845],1610612755.0,PHI,step back,,,,,,In The Paint (Non-RA),8-16 Center,,,Edgecombe,V. Edgecombe,,,,,Made,19.0,11.84,,,,,,,,,,,
465,PT00M46.70S,2026-04-05T00:47:47.8Z,3,REGULAR,2pt,Jump Shot,[],1641842,12.040078843626807,20.34313725490196,1610612765,81,95,2026-04-05T00:48:00Z,4530000,False,148.0,61.0,1,left,R. Holland II 16' pullup Jump Shot (7 PTS) (D. Jenkins 10 AST),"[1641842, 1642450]",1610612765.0,DET,pullup,,,,,,Mid-Range,8-16 Right,,,Holland II,R. Holland II,,,,,Made,7.0,16.02,D. Jenkins,1642450.0,10.0,,,,,,,,
468,PT00M31.90S,2026-04-05T00:48:06.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.85479632063075,49.754901960784316,1610612755,81,95,2026-04-05T00:48:11Z,4560000,False,-1.0,15.0,1,right,MISS T. Maxey driving finger roll Layup - blocked,"[1630178, 1630194]",1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Maxey,T. Maxey,,,,,Missed,,1.47,,,,,,,,,,Reed,1630194.0
469,PT00M31.90S,2026-04-05T00:48:06.2Z,3,REGULAR,block,,[],1630194,,,1610612755,81,95,2026-04-05T00:48:08Z,4570000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
470,PT00M29.30S,2026-04-05T00:48:08.8Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612765,81,95,2026-04-05T00:48:11Z,4580000,False,,,0,,P. Reed REBOUND (Off:2 Def:2),[1630194],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Reed,P. Reed,,,,,,,,,,,468.0,4.0,2.0,2.0,,,,
471,PT00M15.40S,2026-04-05T00:48:25.5Z,3,REGULAR,foul,personal,[],1631230,,,1610612765,81,95,2026-04-05T00:48:49Z,4590000,False,,,0,,D. Barlow personal FOUL (2 PF),"[1631230, 1628989]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,1628171.0,,Barlow,D. Barlow,2.0,0.0,Huerter,1628989.0,,,,,,,,,,,,,,
473,PT00M15.40S,2026-04-05T00:48:48.8Z,3,REGULAR,substitution,out,[],1641842,,,1610612765,81,95,2026-04-05T00:49:01Z,4610000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
474,PT00M15.40S,2026-04-05T00:48:48.8Z,3,REGULAR,substitution,in,[],1629130,,,1610612765,81,95,2026-04-05T00:49:01Z,4620000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
475,PT00M02.90S,2026-04-05T00:49:22.6Z,3,REGULAR,3pt,Jump Shot,[],1642450,37.79566360052563,60.049019607843135,1610612765,81,95,2026-04-05T00:54:37Z,4630000,False,-50.0,303.0,1,left,MISS D. Jenkins 30' step back 3PT,[1642450],1610612765.0,DET,step back,,,,,,Above the Break 3,24+ Center,,,Jenkins,D. Jenkins,,,,,Missed,,30.69,,,,,,,,,,,
476,PT00M02.90S,2026-04-05T00:49:22.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,81,95,2026-04-05T00:50:15Z,4640000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,475.0,,,,,,,
477,PT00M00.00S,2026-04-05T00:49:31.8Z,3,REGULAR,period,end,[],0,,,1610612765,81,95,2026-04-05T00:49:31Z,4650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2026-04-05T00:51:07.5Z,4,REGULAR,substitution,out,['startperiod'],1630178,,,1610612765,81,95,2026-04-05T00:52:30Z,4660000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2026-04-05T00:51:07.5Z,4,REGULAR,substitution,out,['startperiod'],1630194,,,1610612765,81,95,2026-04-05T00:52:30Z,4670000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2026-04-05T00:51:07.5Z,4,REGULAR,substitution,out,['startperiod'],1629130,,,1610612765,81,95,2026-04-05T00:52:30Z,4680000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2026-04-05T00:51:07.5Z,4,REGULAR,substitution,in,['startperiod'],202331,,,1610612765,81,95,2026-04-05T00:52:30Z,4690000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2026-04-05T00:51:07.5Z,4,REGULAR,substitution,in,['startperiod'],1631105,,,1610612765,81,95,2026-04-05T00:52:30Z,4700000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2026-04-05T00:51:07.5Z,4,REGULAR,substitution,in,['startperiod'],1641842,,,1610612765,81,95,2026-04-05T00:52:30Z,4710000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2026-04-05T00:52:30.9Z,4,REGULAR,period,start,[],0,,,1610612765,81,95,2026-04-05T00:52:30Z,4720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT11M44.00S,2026-04-05T00:52:46.8Z,4,REGULAR,2pt,Jump Shot,[],1628989,9.017739816031538,32.59803921568628,1610612765,81,95,2026-04-05T00:56:00Z,4730000,False,87.0,32.0,1,left,MISS K. Huerter 9' driving floating Shot,[1628989],1610612765.0,DET,driving floating,,,,,,Mid-Range,8-16 Right,,,Huerter,K. Huerter,,,,,Missed,,9.28,,,,,,,,,,,
486,PT11M39.00S,2026-04-05T00:52:51.8Z,4,REGULAR,rebound,defensive,[],1629656,,,1610612755,81,95,2026-04-05T00:56:00Z,4740000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,Grimes,Q. Grimes,,,,,,,,,,,485.0,3.0,3.0,0.0,,,,
487,PT11M34.00S,2026-04-05T00:52:55.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642845,91.67214191852825,49.50980392156863,1610612755,81,95,2026-04-05T00:53:00Z,4750000,False,-2.0,26.0,1,right,MISS V. Edgecombe running Layup,[1642845],1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,,,Edgecombe,V. Edgecombe,,,,,Missed,,2.59,,,,,,,,,,,
488,PT11M33.00S,2026-04-05T00:52:57.2Z,4,REGULAR,rebound,offensive,[],1642845,,,1610612755,81,95,2026-04-05T00:52:57Z,4760000,False,,,0,,V. Edgecombe REBOUND (Off:3 Def:2),[1642845],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,Edgecombe,V. Edgecombe,,,,,,,,,,,487.0,5.0,2.0,3.0,,,,
489,PT11M20.00S,2026-04-05T00:53:09.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642845,71.69842312746385,82.84313725490196,1610612755,81,95,2026-04-05T00:56:56Z,4770000,False,164.0,214.0,1,right,MISS V. Edgecombe 26' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,,,Edgecombe,V. Edgecombe,,,,,Missed,,26.93,,,,,,,,,,,
490,PT11M16.00S,2026-04-05T00:53:13.7Z,4,REGULAR,rebound,offensive,[],1641737,,,1610612755,81,95,2026-04-05T00:53:13Z,4780000,False,,,0,,A. Bona REBOUND (Off:3 Def:1),[1641737],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Bona,A. Bona,,,,,,,,,,,489.0,4.0,1.0,3.0,,,,
491,PT11M16.00S,2026-04-05T00:53:13.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641737,94.40999984741211,50.0,1610612755,83,95,2026-04-05T00:53:13Z,4790000,False,0.0,0.0,1,right,A. Bona tip DUNK (10 PTS),[1641737],1610612755.0,PHI,tip,,,,,,Mid-Range,8-16 Left,,,Bona,A. Bona,,,,,Made,10.0,0.0,,,,,,,,,,,
492,PT10M52.00S,2026-04-05T00:53:38.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,8.229303547963205,46.81372549019608,1610612765,83,95,2026-04-05T00:57:23Z,4800000,False,16.0,25.0,1,left,MISS J. Duren turnaround Hook,[1631105],1610612765.0,DET,turnaround,,,,,,Restricted Area,0-8 Center,,,Duren,J. Duren,,,,,Missed,,2.95,,,,,,,,,,,
493,PT10M50.00S,2026-04-05T00:53:40.0Z,4,REGULAR,rebound,offensive,[],1627747,,,1610612765,83,95,2026-04-05T00:53:40Z,4810000,False,,,0,,C. LeVert REBOUND (Off:1 Def:0),[1627747],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,LeVert,C. LeVert,,,,,,,,,,,492.0,1.0,0.0,1.0,,,,
494,PT10M48.00S,2026-04-05T00:53:42.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641842,4.812746386333772,50.73529411764706,1610612765,83,95,2026-04-05T00:53:52Z,4820000,False,-4.0,-7.0,1,left,MISS R. Holland II reverse Layup,[1641842],1610612765.0,DET,reverse,,,,,,Restricted Area,0-8 Center,,,Holland II,R. Holland II,,,,,Missed,,0.82,,,,,,,,,,,
495,PT10M46.00S,2026-04-05T00:53:44.6Z,4,REGULAR,rebound,defensive,[],202331,,,1610612755,83,95,2026-04-05T00:53:52Z,4830000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,George,P. George,,,,,,,,,,,494.0,4.0,4.0,0.0,,,,
496,PT10M31.00S,2026-04-05T00:53:59.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,80.76544021024968,54.65686274509803,1610612755,83,95,2026-04-05T00:58:17Z,4840000,False,23.0,128.0,1,right,MISS P. George 13' driving floating Shot,[202331],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,George,P. George,,,,,Missed,,13.04,,,,,,,,,,,
497,PT10M28.00S,2026-04-05T00:54:02.4Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612765,83,95,2026-04-05T00:54:04Z,4850000,False,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Huerter,K. Huerter,,,,,,,,,,,496.0,3.0,3.0,0.0,,,,
498,PT10M20.00S,2026-04-05T00:54:13.5Z,4,REGULAR,foul,personal,[],1631230,,,1610612765,83,95,2026-04-05T00:54:37Z,4860000,False,,,0,,D. Barlow personal FOUL (3 PF),"[1631230, 1627747]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right,1628171.0,,Barlow,D. Barlow,3.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,
500,PT10M10.00S,2026-04-05T00:54:43.1Z,4,REGULAR,2pt,Jump Shot,[],1627747,11.383048620236531,28.431372549019606,1610612765,83,95,2026-04-05T00:54:48Z,4880000,False,108.0,55.0,1,left,MISS C. LeVert 12' turnaround fadeaway Shot,[1627747],1610612765.0,DET,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,,,LeVert,C. LeVert,,,,,Missed,,12.08,,,,,,,,,,,
501,PT10M08.00S,2026-04-05T00:54:45.4Z,4,REGULAR,rebound,defensive,[],1631230,,,1610612755,83,95,2026-04-05T00:54:45Z,4890000,False,,,0,,D. Barlow REBOUND (Off:0 Def:2),[1631230],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,Barlow,D. Barlow,,,,,,,,,,,500.0,2.0,2.0,0.0,,,,
502,PT09M50.00S,2026-04-05T00:55:03.1Z,4,REGULAR,turnover,bad pass,[],1629656,,,1610612755,83,95,2026-04-05T00:55:07Z,4900000,False,,,0,,Q. Grimes bad pass TURNOVER (1 TO),"[1629656, 1642450]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,1.0,Grimes,Q. Grimes,,,,,,,,,,,,,,,Jenkins,1642450.0,,
503,PT09M50.00S,2026-04-05T00:55:03.1Z,4,REGULAR,steal,,[],1642450,,,1610612765,83,95,2026-04-05T00:55:04Z,4910000,False,,,0,,D. Jenkins STEAL (1 STL),[1642450],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
505,PT09M45.00S,2026-04-05T00:55:08.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628989,19.267411300919843,7.352941176470589,1610612765,83,98,2026-04-05T00:55:14Z,4930000,False,213.0,129.0,1,left,K. Huerter 24' 3PT running (5 PTS) (D. Jenkins 11 AST),"[1628989, 1642450]",1610612765.0,DET,running,,,,,,Above the Break 3,24+ Right Center,,,Huerter,K. Huerter,,,,,Made,5.0,24.9,D. Jenkins,1642450.0,11.0,,,,,,,,
507,PT09M24.00S,2026-04-05T00:55:28.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,92.59198423127464,47.794117647058826,1610612755,83,98,2026-04-05T00:55:33Z,4950000,False,-11.0,17.0,1,right,MISS Q. Grimes driving Layup,[1629656],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,Grimes,Q. Grimes,,,,,Missed,,2.03,,,,,,,,,,,
508,PT09M22.00S,2026-04-05T00:55:30.9Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,83,98,2026-04-05T00:55:30Z,4960000,False,,,0,,R. Holland II REBOUND (Off:1 Def:3),[1641842],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Holland II,R. Holland II,,,,,,,,,,,507.0,4.0,3.0,1.0,,,,
511,PT09M15.00S,2026-04-05T00:55:37.5Z,4,REGULAR,3pt,Jump Shot,[],1642450,13.485545335085414,96.07843137254902,1610612765,83,98,2026-04-05T00:55:43Z,4970000,False,-230.0,74.0,1,left,MISS D. Jenkins 24' 3PT,[1642450],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Jenkins,D. Jenkins,,,,,Missed,,24.21,,,,,,,,,,,
512,PT09M12.00S,2026-04-05T00:55:40.5Z,4,REGULAR,rebound,defensive,[],1642845,,,1610612755,83,98,2026-04-05T00:55:47Z,4980000,False,,,0,,V. Edgecombe REBOUND (Off:3 Def:3),[1642845],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,Edgecombe,V. Edgecombe,,,,,,,,,,,511.0,6.0,3.0,3.0,,,,
513,PT09M02.00S,2026-04-05T00:55:51.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,93.77463863337714,49.26470588235294,1610612755,83,98,2026-04-05T01:00:01Z,4990000,False,-4.0,6.0,1,right,MISS P. George driving floating bank Shot,[202331],1610612755.0,PHI,driving floating bank,,,,,,Restricted Area,0-8 Center,,,George,P. George,,,,,Missed,,0.7,,,,,,,,,,,
514,PT08M59.00S,2026-04-05T00:55:54.5Z,4,REGULAR,rebound,offensive,[],202331,,,1610612755,83,98,2026-04-05T01:00:01Z,5000000,False,,,0,,P. George REBOUND (Off:1 Def:4),[202331],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,George,P. George,,,,,,,,,,,513.0,5.0,4.0,1.0,,,,
515,PT08M59.00S,2026-04-05T00:56:02.6Z,4,REGULAR,foul,personal,[],1628989,,,1610612755,83,98,2026-04-05T01:00:25Z,5010000,False,,,0,,K. Huerter personal FOUL (3 PF),"[1628989, 202331]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,1628171.0,,Huerter,K. Huerter,3.0,0.0,George,202331.0,,,,,,,,,,,,,,
517,PT08M59.00S,2026-04-05T00:56:22.9Z,4,REGULAR,substitution,out,[],1631230,,,1610612755,83,98,2026-04-05T00:56:35Z,5030000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
518,PT08M59.00S,2026-04-05T00:56:22.9Z,4,REGULAR,substitution,out,[],1641737,,,1610612755,83,98,2026-04-05T00:56:35Z,5040000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,
519,PT08M59.00S,2026-04-05T00:56:22.9Z,4,REGULAR,substitution,in,[],1630178,,,1610612755,83,98,2026-04-05T00:56:35Z,5050000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
520,PT08M59.00S,2026-04-05T00:56:22.9Z,4,REGULAR,substitution,in,[],203083,,,1610612755,83,98,2026-04-05T00:56:35Z,5060000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
521,PT08M48.00S,2026-04-05T00:56:58.8Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202331,81.8166885676741,13.970588235294118,1610612755,83,98,2026-04-05T00:57:11Z,5070000,False,-180.0,118.0,1,right,MISS P. George 21' Jump Shot - blocked,"[202331, 1641842]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left,,,George,P. George,,,,,Missed,,21.55,,,,,,,,,,Holland II,1641842.0
522,PT08M48.00S,2026-04-05T00:56:58.8Z,4,REGULAR,block,,[],1641842,,,1610612755,83,98,2026-04-05T00:57:01Z,5080000,False,,,0,,R. Holland II BLOCK (1 BLK),[1641842],1610612765.0,DET,,,,,,,Mid-Range,16-24 Left,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
523,PT08M44.00S,2026-04-05T00:57:02.8Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,83,98,2026-04-05T00:57:03Z,5090000,False,,,0,,R. Holland II REBOUND (Off:1 Def:4),[1641842],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Holland II,R. Holland II,,,,,,,,,,,521.0,5.0,4.0,1.0,,,,
524,PT08M38.00S,2026-04-05T00:57:08.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642450,19.004599211563733,58.82352941176471,1610612765,83,98,2026-04-05T01:01:08Z,5100000,False,-44.0,126.0,1,left,MISS D. Jenkins 13' pullup Shot,[1642450],1610612765.0,DET,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,Jenkins,D. Jenkins,,,,,Missed,,13.36,,,,,,,,,,,
525,PT08M36.00S,2026-04-05T00:57:10.2Z,4,REGULAR,rebound,offensive,[],1628989,,,1610612765,83,98,2026-04-05T01:01:08Z,5110000,False,,,0,,K. Huerter REBOUND (Off:1 Def:3),[1628989],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Huerter,K. Huerter,,,,,,,,,,,524.0,4.0,3.0,1.0,,,,
526,PT08M35.00S,2026-04-05T00:57:11.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,21.76412614980289,9.068627450980392,1610612765,83,98,2026-04-05T00:57:27Z,5120000,False,205.0,152.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Huerter,K. Huerter,,,,,Missed,,25.5,,,,,,,,,,,
527,PT08M33.00S,2026-04-05T00:57:13.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,83,98,2026-04-05T00:59:11Z,5130000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,526.0,,,,,,,
529,PT08M33.00S,2026-04-05T00:57:38.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,83,98,2026-04-05T01:02:20Z,5150000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
