actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
374,PT10M33.00S,2026-03-26T00:25:39.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642845,73.76806833114324,11.274509803921575,1610612755,78,58,2026-03-26T00:25:43Z,3730000,False,-194.0,194.0,1,right,V. Edgecombe 27' 3PT  (17 PTS) (J. Embiid 3 AST),"[1642845, 203954]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,27.41,Made,,,,,,,,17.0,J. Embiid,203954.0,3.0,,,,,,,
376,PT10M22.00S,2026-03-26T00:25:51.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,9.247700394218143,56.61764705882353,1610612741,78,58,2026-03-26T00:25:56Z,3750000,False,-33.0,34.0,1,left,MISS T. Jones driving finger roll Layup - blocked,"[1630200, 1629656]",1610612741.0,CHI,driving finger roll,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.77,Missed,,,,,,,,,,,,,Grimes,1629656.0,,,,
377,PT10M22.00S,2026-03-26T00:25:51.4Z,3,REGULAR,block,,[],1629656,,,1610612741,78,58,2026-03-26T00:25:54Z,3760000,False,,,0,,Q. Grimes BLOCK (2 BLK),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
378,PT10M22.00S,2026-03-26T00:25:51.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,78,58,2026-03-26T00:25:56Z,3770000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,376.0,,,,,,,,,,,,,,,,,
380,PT10M11.00S,2026-03-26T00:26:16.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630172,21.0742444152431,62.99019607843137,1610612741,78,60,2026-03-26T00:26:42Z,3790000,False,-65.0,146.0,1,left,P. Williams 15' turnaround Jump Shot (2 PTS) (T. Jones 3 AST),"[1630172, 1630200]",1610612741.0,CHI,turnaround,,,Williams,P. Williams,,,,,Mid-Range,8-16 Center,15.95,Made,,,,,,,,2.0,T. Jones,1630200.0,3.0,,,,,,,
381,PT10M03.00S,2026-03-26T00:26:31.2Z,3,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612755,78,60,2026-03-26T00:26:38Z,3800000,False,,,0,,M. Buzelis shooting personal FOUL (3 PF) (Barlow 2 FT),"[1641824, 1631230]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,2715.0,,,3.0,0.0,Barlow,1631230.0
383,PT10M03.00S,2026-03-26T00:26:53.4Z,3,REGULAR,freethrow,1 of 2,[],1631230,,,1610612755,79,60,2026-03-26T00:26:53Z,3820000,False,,,0,,D. Barlow Free Throw 1 of 2 (4 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
384,PT10M03.00S,2026-03-26T00:26:56.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,79,60,2026-03-26T00:26:56Z,3830000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT10M03.00S,2026-03-26T00:29:30.4Z,3,REGULAR,substitution,out,[],1641824,,,1610612755,79,60,2026-03-26T00:29:44Z,3840000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT10M03.00S,2026-03-26T00:29:30.4Z,3,REGULAR,substitution,in,[],1631159,,,1610612755,79,60,2026-03-26T00:29:44Z,3850000,False,,,0,,SUB in: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT10M03.00S,2026-03-26T00:29:56.8Z,3,REGULAR,freethrow,2 of 2,[],1631230,,,1610612755,80,60,2026-03-26T00:29:56Z,3860000,False,,,0,,D. Barlow Free Throw 2 of 2 (5 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
389,PT09M41.00S,2026-03-26T00:30:21.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,10.298948751642584,52.69607843137255,1610612741,80,62,2026-03-26T00:30:26Z,3870000,False,-13.0,44.0,1,left,T. Jones driving Layup (11 PTS) (L. Miller 1 AST),"[1630200, 1631159]",1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.63,Made,,,,,,,,11.0,L. Miller,1631159.0,1.0,,,,,,,
391,PT09M41.00S,2026-03-26T00:30:24.9Z,3,REGULAR,foul,personal,['1freethrow'],1631230,,,1610612741,80,62,2026-03-26T00:30:46Z,3890000,False,,,0,,D. Barlow shooting personal FOUL (3 PF) (Jones 1 FT),"[1631230, 1630200]",1610612755.0,PHI,shooting,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2715.0,,,3.0,0.0,Jones,1630200.0
393,PT09M41.00S,2026-03-26T00:30:44.3Z,3,REGULAR,freethrow,1 of 1,[],1630200,,,1610612741,80,63,2026-03-26T00:30:51Z,3910000,False,,,0,,T. Jones Free Throw 1 of 1 (12 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
394,PT09M26.00S,2026-03-26T00:31:00.6Z,3,REGULAR,3pt,Jump Shot,[],1642845,71.40275952693824,77.45098039215686,1610612755,83,63,2026-03-26T00:31:06Z,3920000,False,137.0,216.0,1,right,V. Edgecombe 25' 3PT  (20 PTS) (J. Embiid 4 AST),"[1642845, 203954]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,25.62,Made,,,,,,,,20.0,J. Embiid,203954.0,4.0,,,,,,,
396,PT09M10.00S,2026-03-26T00:31:16.1Z,3,REGULAR,3pt,Jump Shot,[],1630172,10.561760840998687,98.2843137254902,1610612741,83,66,2026-03-26T00:31:21Z,3940000,False,-241.0,47.0,1,left,P. Williams 24' 3PT  (5 PTS) (J. Giddey 6 AST),"[1630172, 1630581]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,24.59,Made,,,,,,,,5.0,J. Giddey,1630581.0,6.0,,,,,,,
398,PT08M54.00S,2026-03-26T00:31:32.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.82194480946123,48.529411764705884,1610612755,83,66,2026-03-26T00:31:37Z,3960000,False,-7.0,15.0,1,right,MISS J. Embiid Layup,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
399,PT08M54.00S,2026-03-26T00:31:35.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,83,66,2026-03-26T00:31:35Z,3970000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,398.0,,,,,,,,,,,,,,,,,
401,PT08M46.00S,2026-03-26T00:32:05.4Z,3,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612755,83,66,2026-03-26T00:32:12Z,3990000,False,,,0,,I. Okoro shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630171, 203954]",1610612741.0,CHI,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2715.0,,,2.0,0.0,Embiid,203954.0
403,PT08M46.00S,2026-03-26T00:32:35.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,84,66,2026-03-26T00:32:35Z,4010000,False,,,0,,J. Embiid Free Throw 1 of 2 (26 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,26.0,,,,,,,,,,
404,PT08M46.00S,2026-03-26T00:32:57.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,85,66,2026-03-26T00:32:57Z,4020000,False,,,0,,J. Embiid Free Throw 2 of 2 (27 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,27.0,,,,,,,,,,
405,PT08M28.00S,2026-03-26T00:33:16.5Z,3,REGULAR,3pt,Jump Shot,[],1631159,15.029566360052556,98.2843137254902,1610612741,85,66,2026-03-26T00:33:22Z,4030000,False,-241.0,89.0,1,left,MISS L. Miller 25' 3PT,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Left Corner 3,24+ Left,25.72,Missed,,,,,,,,,,,,,,,,,,
406,PT08M24.00S,2026-03-26T00:33:20.5Z,3,REGULAR,rebound,defensive,[],1629656,,,1610612755,85,66,2026-03-26T00:33:22Z,4040000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:5),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,405.0,6.0,5.0,1.0,,,,,,,,,,,,,,
407,PT08M14.00S,2026-03-26T00:33:31.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,93.61038107752957,54.16666666666667,1610612755,87,66,2026-03-26T00:33:35Z,4050000,False,21.0,8.0,1,right,Q. Grimes driving finger roll Layup (7 PTS) (J. Embiid 5 AST),"[1629656, 203954]",1610612755.0,PHI,driving finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,7.0,J. Embiid,203954.0,5.0,,,,,,,
409,PT08M06.00S,2026-03-26T00:33:38.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,10.82457293035479,59.80392156862745,1610612741,87,66,2026-03-26T00:37:12Z,4070000,False,-49.0,49.0,1,left,MISS T. Jones 6' driving floating Shot - blocked,"[1630200, 1629656]",1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.95,Missed,,,,,,,,,,,,,Grimes,1629656.0,,,,
410,PT08M06.00S,2026-03-26T00:33:38.7Z,3,REGULAR,block,,[],1629656,,,1610612741,87,66,2026-03-26T00:33:41Z,4080000,False,,,0,,Q. Grimes BLOCK (3 BLK),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
411,PT08M03.00S,2026-03-26T00:33:41.7Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,87,66,2026-03-26T00:33:43Z,4090000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,409.0,3.0,3.0,0.0,,,,,,,,,,,,,,
412,PT07M54.00S,2026-03-26T00:33:51.7Z,3,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,87,66,2026-03-26T00:33:59Z,4100000,False,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (2 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,,,,,,,2715.0,,,,,,
413,PT07M54.00S,2026-03-26T00:33:55.6Z,3,REGULAR,substitution,out,[],1630200,,,1610612741,87,66,2026-03-26T00:34:03Z,4110000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M54.00S,2026-03-26T00:33:55.6Z,3,REGULAR,substitution,out,[],1630171,,,1610612741,87,66,2026-03-26T00:34:03Z,4120000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M54.00S,2026-03-26T00:33:55.6Z,3,REGULAR,substitution,in,[],1641824,,,1610612741,87,66,2026-03-26T00:34:03Z,4130000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT07M54.00S,2026-03-26T00:33:55.6Z,3,REGULAR,substitution,in,[],1627824,,,1610612741,87,66,2026-03-26T00:34:03Z,4140000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT07M45.00S,2026-03-26T00:34:19.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630581,11.350197109067011,45.833333333333336,1610612741,87,66,2026-03-26T00:34:25Z,4150000,False,21.0,54.0,1,left,MISS J. Giddey pullup Shot,[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,5.81,Missed,,,,,,,,,,,,,,,,,,
418,PT07M42.00S,2026-03-26T00:34:22.7Z,3,REGULAR,rebound,defensive,[],1642845,,,1610612755,87,66,2026-03-26T00:34:29Z,4160000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:6),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,,,417.0,6.0,6.0,0.0,,,,,,,,,,,,,,
422,PT07M35.00S,2026-03-26T00:35:13.4Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612755,87,66,2026-03-26T00:37:27Z,4200000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT07M35.00S,2026-03-26T00:37:14.5Z,3,REGULAR,foul,personal,[],1630172,,,1610612755,87,66,2026-03-26T00:37:23Z,4220000,False,,,0,,P. Williams personal FOUL (1 PF),"[1630172, 203954]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2534.0,,,1.0,0.0,Embiid,203954.0
426,PT07M26.00S,2026-03-26T00:38:17.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,88.74835742444152,48.0392156862745,1610612755,89,66,2026-03-26T00:38:21Z,4240000,False,-10.0,53.0,1,right,J. Embiid turnaround Jump Shot (29 PTS) (P. George 4 AST),"[203954, 202331]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.42,Made,,,,,,,,29.0,P. George,202331.0,4.0,,,,,,,
428,PT07M14.00S,2026-03-26T00:38:29.0Z,3,REGULAR,3pt,Jump Shot,[],1641824,29.48423127463863,81.86274509803921,1610612741,89,69,2026-03-26T00:38:33Z,4260000,False,-159.0,225.0,1,left,M. Buzelis 27' 3PT  (11 PTS) (J. Giddey 7 AST),"[1641824, 1630581]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,27.54,Made,,,,,,,,11.0,J. Giddey,1630581.0,7.0,,,,,,,
430,PT06M56.00S,2026-03-26T00:38:47.1Z,3,REGULAR,3pt,Jump Shot,[],1642845,92.42772667542707,4.166666666666657,1610612755,89,69,2026-03-26T00:38:53Z,4280000,False,-229.0,19.0,1,right,MISS V. Edgecombe 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Left Corner 3,24+ Left,23.0,Missed,,,,,,,,,,,,,,,,,,
431,PT06M52.00S,2026-03-26T00:38:51.1Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612741,89,69,2026-03-26T00:38:53Z,4290000,False,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,430.0,5.0,4.0,1.0,,,,,,,,,,,,,,
432,PT06M42.00S,2026-03-26T00:39:01.2Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612741,89,69,2026-03-26T00:39:12Z,4300000,False,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 202331]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,2.0,George,202331.0,,,,,,,,,,,
433,PT06M42.00S,2026-03-26T00:39:01.2Z,3,REGULAR,steal,,[],202331,,,1610612755,89,69,2026-03-26T00:40:01Z,4310000,False,,,0,,P. George STEAL (3 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
434,PT06M31.00S,2026-03-26T00:39:11.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202331,88.2227332457293,98.2843137254902,1610612755,92,69,2026-03-26T00:39:16Z,4320000,False,241.0,58.0,1,right,P. George 24' 3PT  (10 PTS) (J. Embiid 6 AST),"[202331, 203954]",1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,24.83,Made,,,,,,,,10.0,J. Embiid,203954.0,6.0,,,,,,,
436,PT06M19.00S,2026-03-26T00:39:24.5Z,3,REGULAR,turnover,lost ball,[],1630581,,,1610612741,92,69,2026-03-26T00:39:28Z,4340000,False,,,0,,J. Giddey lost ball TURNOVER (3 TO),"[1630581, 1629656]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,3.0,Grimes,1629656.0,,,,,,,,,,,
437,PT06M19.00S,2026-03-26T00:39:24.5Z,3,REGULAR,steal,,[],1629656,,,1610612755,92,69,2026-03-26T00:39:26Z,4350000,False,,,0,,Q. Grimes STEAL (2 STL),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
438,PT06M14.00S,2026-03-26T00:39:29.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631230,93.74178712220763,49.01960784313726,1610612755,94,69,2026-03-26T00:39:36Z,4360000,False,-5.0,6.0,1,right,D. Barlow running DUNK (7 PTS) (Q. Grimes 4 AST),"[1631230, 1629656]",1610612755.0,PHI,running,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,7.0,Q. Grimes,1629656.0,4.0,,,,,,,
440,PT06M13.00S,2026-03-26T00:39:36.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,94,69,2026-03-26T00:39:36Z,4380000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M13.00S,2026-03-26T00:41:17.2Z,3,REGULAR,substitution,out,[],1630172,,,1610612741,94,69,2026-03-26T00:41:21Z,4390000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M13.00S,2026-03-26T00:41:17.2Z,3,REGULAR,substitution,in,[],1629012,,,1610612741,94,69,2026-03-26T00:41:21Z,4400000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT06M03.00S,2026-03-26T00:42:04.1Z,3,REGULAR,foul,personal,[],202331,,,1610612741,94,69,2026-03-26T00:42:09Z,4420000,False,,,0,,P. George personal FOUL (2 PF),"[202331, 1641824]",1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2715.0,,,2.0,0.0,Buzelis,1641824.0
446,PT05M56.00S,2026-03-26T00:42:25.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,14.109724047306173,53.18627450980392,1610612741,94,69,2026-03-26T00:42:32Z,4440000,False,-16.0,80.0,1,left,MISS J. Giddey 8' driving floating Shot,[1630581],1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,8.17,Missed,,,,,,,,,,,,,,,,,,
447,PT05M55.00S,2026-03-26T00:42:26.6Z,3,REGULAR,rebound,offensive,[],1630581,,,1610612741,94,69,2026-03-26T00:42:32Z,4450000,False,,,0,,J. Giddey REBOUND (Off:2 Def:4),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,446.0,6.0,4.0,2.0,,,,,,,,,,,,,,
448,PT05M52.00S,2026-03-26T00:42:30.1Z,3,REGULAR,turnover,lost ball,[],1641824,,,1610612741,94,69,2026-03-26T00:42:34Z,4460000,False,,,0,,M. Buzelis lost ball TURNOVER (3 TO),"[1641824, 202331]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,8-16 Center,,,,,,,3.0,George,202331.0,,,,,,,,,,,
449,PT05M52.00S,2026-03-26T00:42:30.1Z,3,REGULAR,steal,,[],202331,,,1610612755,94,69,2026-03-26T00:42:32Z,4470000,False,,,0,,P. George STEAL (4 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
450,PT05M43.00S,2026-03-26T00:42:38.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202331,66.14651773981603,51.96078431372549,1610612755,97,69,2026-03-26T00:42:43Z,4480000,False,10.0,266.0,1,right,P. George 26' 3PT  (13 PTS) (D. Barlow 4 AST),"[202331, 1631230]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,26.59,Made,,,,,,,,13.0,D. Barlow,1631230.0,4.0,,,,,,,
452,PT05M38.00S,2026-03-26T00:42:47.4Z,3,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612741,97,69,2026-03-26T00:42:53Z,4500000,False,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (4 TO),[1630581],1610612741.0,CHI,bad pass,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,4.0,,,,,,,2715.0,,,,,,
453,PT05M34.00S,2026-03-26T00:42:59.4Z,3,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612755,97,69,2026-03-26T00:43:04Z,4510000,False,,,0,,M. Buzelis shooting personal FOUL (4 PF) (Grimes 2 FT),"[1641824, 1629656]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2715.0,,,4.0,0.0,Grimes,1629656.0
455,PT05M34.00S,2026-03-26T00:43:18.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629656,,,1610612755,98,69,2026-03-26T00:43:18Z,4530000,False,,,0,,Q. Grimes Free Throw 1 of 2 (8 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
456,PT05M34.00S,2026-03-26T00:43:23.8Z,3,REGULAR,substitution,out,[],1630581,,,1610612755,98,69,2026-03-26T00:43:28Z,4540000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M34.00S,2026-03-26T00:43:23.8Z,3,REGULAR,substitution,out,[],1641824,,,1610612755,98,69,2026-03-26T00:43:28Z,4550000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT05M34.00S,2026-03-26T00:43:23.8Z,3,REGULAR,substitution,in,[],1630200,,,1610612755,98,69,2026-03-26T00:43:28Z,4560000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT05M34.00S,2026-03-26T00:43:23.8Z,3,REGULAR,substitution,in,[],1630171,,,1610612755,98,69,2026-03-26T00:43:28Z,4570000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT05M34.00S,2026-03-26T00:43:39.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629656,,,1610612755,99,69,2026-03-26T00:43:39Z,4580000,False,,,0,,Q. Grimes Free Throw 2 of 2 (9 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
461,PT05M26.00S,2026-03-26T00:43:49.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631159,7.933639947437584,55.14705882352941,1610612741,99,71,2026-03-26T00:43:54Z,4590000,False,-26.0,22.0,1,left,L. Miller driving Layup (2 PTS) (T. Jones 4 AST),"[1631159, 1630200]",1610612741.0,CHI,driving,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,3.39,Made,,,,,,,,2.0,T. Jones,1630200.0,4.0,,,,,,,
463,PT05M18.00S,2026-03-26T00:43:57.3Z,3,REGULAR,2pt,Jump Shot,[],202331,95.05584756898817,23.774509803921575,1610612755,101,71,2026-03-26T00:44:03Z,4610000,False,-131.0,-6.0,1,right,P. George 13' fadeaway Jump Shot (15 PTS) (V. Edgecombe 5 AST),"[202331, 1642845]",1610612755.0,PHI,fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Left,13.12,Made,,,,,,,,15.0,V. Edgecombe,1642845.0,5.0,,,,,,,
465,PT04M57.00S,2026-03-26T00:44:20.8Z,3,REGULAR,foul,personal,['2freethrow'],203954,,,1610612741,101,71,2026-03-26T00:44:26Z,4630000,False,,,0,,J. Embiid shooting personal FOUL (2 PF) (Sexton 2 FT),"[203954, 1629012]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2534.0,,,2.0,0.0,Sexton,1629012.0
467,PT04M57.00S,2026-03-26T00:44:44.9Z,3,REGULAR,freethrow,1 of 2,[],1629012,,,1610612741,101,72,2026-03-26T00:44:44Z,4650000,False,,,0,,C. Sexton Free Throw 1 of 2 (9 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
468,PT04M57.00S,2026-03-26T00:44:46.7Z,3,REGULAR,substitution,out,[],1629656,,,1610612741,101,72,2026-03-26T00:44:53Z,4660000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M57.00S,2026-03-26T00:44:46.7Z,3,REGULAR,substitution,out,[],202331,,,1610612741,101,72,2026-03-26T00:44:53Z,4670000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M57.00S,2026-03-26T00:44:46.7Z,3,REGULAR,substitution,in,[],1642348,,,1610612741,101,72,2026-03-26T00:44:53Z,4680000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
