actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
563,PT11M29.00S,2026-03-26T01:00:19.7Z,4,REGULAR,freethrow,1 of 1,[],1629012,,,1610612741,125,88,2026-03-26T01:03:11Z,5600000,False,,,0,,MISS C. Sexton Free Throw 1 of 1,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
564,PT11M28.00S,2026-03-26T01:00:20.7Z,4,REGULAR,rebound,defensive,[],1641737,,,1610612755,125,88,2026-03-26T01:03:11Z,5610000,False,,,0,,A. Bona REBOUND (Off:2 Def:3),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,563.0,5.0,3.0,2.0,,,,,,,,,,,,,,
565,PT11M08.00S,2026-03-26T01:00:30.1Z,4,REGULAR,3pt,Jump Shot,[],1626166,67.85479632063075,54.16666666666667,1610612755,128,88,2026-03-26T01:00:37Z,5620000,False,21.0,250.0,1,right,C. Payne 25' 3PT pullup (15 PTS),[1626166],1610612755.0,PHI,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,25.06,Made,,,,,,,,15.0,,,,,,,,,,
566,PT10M53.00S,2026-03-26T01:00:45.0Z,4,REGULAR,turnover,lost ball,[],1629012,,,1610612741,128,88,2026-03-26T01:00:49Z,5630000,False,,,0,,C. Sexton lost ball TURNOVER (1 TO),"[1629012, 1629656]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Center,,,,,,,1.0,Grimes,1629656.0,,,,,,,,,,,
567,PT10M53.00S,2026-03-26T01:00:45.0Z,4,REGULAR,steal,,[],1629656,,,1610612755,128,88,2026-03-26T01:00:47Z,5640000,False,,,0,,Q. Grimes STEAL (3 STL),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
568,PT10M47.00S,2026-03-26T01:00:51.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202331,75.21353482260184,85.5392156862745,1610612755,128,88,2026-03-26T01:04:47Z,5650000,False,178.0,180.0,1,right,MISS P. George 25' running 3PT,[202331],1610612755.0,PHI,running,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
569,PT10M45.00S,2026-03-26T01:00:53.3Z,4,REGULAR,rebound,defensive,[],1641824,,,1610612741,128,88,2026-03-26T01:00:53Z,5660000,False,,,0,,M. Buzelis REBOUND (Off:2 Def:3),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,568.0,5.0,3.0,2.0,,,,,,,,,,,,,,
570,PT10M38.00S,2026-03-26T01:01:00.5Z,4,REGULAR,3pt,Jump Shot,[],1642265,12.532851511169525,5.882352941176478,1610612741,128,88,2026-03-26T01:01:09Z,5670000,False,221.0,65.0,1,left,MISS R. Dillingham pullup 3PT,[1642265],1610612741.0,CHI,pullup,,,Dillingham,R. Dillingham,,,,,Right Corner 3,24+ Right,23.01,Missed,,,,,,,,,,,,,,,,,,
571,PT10M34.00S,2026-03-26T01:01:04.5Z,4,REGULAR,rebound,defensive,[],202331,,,1610612755,128,88,2026-03-26T01:01:09Z,5680000,False,,,0,,P. George REBOUND (Off:2 Def:4),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,,,570.0,6.0,4.0,2.0,,,,,,,,,,,,,,
572,PT10M28.00S,2026-03-26T01:01:10.3Z,4,REGULAR,2pt,Jump Shot,[],202331,80.20696452036793,81.86274509803921,1610612755,130,88,2026-03-26T01:05:01Z,5690000,False,159.0,134.0,1,right,P. George 20' pullup Jump Shot (20 PTS),[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,20.79,Made,,,,,,,,20.0,,,,,,,,,,
573,PT10M16.00S,2026-03-26T01:01:22.1Z,4,REGULAR,2pt,Jump Shot,[],1641824,27.644546649145866,63.23529411764706,1610612741,130,88,2026-03-26T01:01:27Z,5700000,False,-66.0,207.0,1,left,MISS M. Buzelis 21' pullup Shot,[1641824],1610612741.0,CHI,pullup,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Left Center,21.77,Missed,,,,,,,,,,,,,,,,,,
574,PT10M16.00S,2026-03-26T01:01:22.1Z,4,REGULAR,rebound,defensive,[],1641737,,,1610612755,130,88,2026-03-26T01:01:27Z,5710000,False,,,0,,A. Bona REBOUND (Off:2 Def:4),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,16-24 Left Center,,,573.0,6.0,4.0,2.0,,,,,,,,,,,,,,
575,PT10M06.00S,2026-03-26T01:01:31.9Z,4,REGULAR,2pt,Jump Shot,[],202331,75.87056504599212,67.40196078431373,1610612755,132,88,2026-03-26T01:01:36Z,5720000,False,87.0,174.0,1,right,P. George 19' pullup Jump Shot (22 PTS),[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,19.48,Made,,,,,,,,22.0,,,,,,,,,,
576,PT09M51.00S,2026-03-26T01:01:46.5Z,4,REGULAR,3pt,Jump Shot,[],1641824,35.92312746386334,50.98039215686275,1610612741,132,88,2026-03-26T01:01:51Z,5730000,False,-5.0,285.0,1,left,MISS M. Buzelis 28' pullup 3PT,[1641824],1610612741.0,CHI,pullup,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,28.52,Missed,,,,,,,,,,,,,,,,,,
577,PT09M49.00S,2026-03-26T01:01:48.5Z,4,REGULAR,rebound,defensive,[],1641737,,,1610612755,132,88,2026-03-26T01:01:51Z,5740000,False,,,0,,A. Bona REBOUND (Off:2 Def:5),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,576.0,7.0,5.0,2.0,,,,,,,,,,,,,,
578,PT09M42.00S,2026-03-26T01:01:56.8Z,4,REGULAR,3pt,Jump Shot,[],202331,66.5407358738502,58.57843137254902,1610612755,135,88,2026-03-26T01:02:05Z,5750000,False,43.0,262.0,1,right,P. George 26' 3PT step back (25 PTS),[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Above the Break 3,24+ Center,26.55,Made,,,,,,,,25.0,,,,,,,,,,
579,PT09M40.00S,2026-03-26T01:02:03.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,135,88,2026-03-26T01:02:03Z,5760000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT09M40.00S,2026-03-26T01:04:29.2Z,4,REGULAR,substitution,out,[],1630172,,,1610612741,135,88,2026-03-26T01:04:40Z,5770000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT09M40.00S,2026-03-26T01:04:29.2Z,4,REGULAR,substitution,out,[],1641824,,,1610612741,135,88,2026-03-26T01:04:40Z,5780000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT09M40.00S,2026-03-26T01:04:29.2Z,4,REGULAR,substitution,in,[],1630200,,,1610612741,135,88,2026-03-26T01:04:40Z,5790000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT09M40.00S,2026-03-26T01:04:29.2Z,4,REGULAR,substitution,in,[],1627824,,,1610612741,135,88,2026-03-26T01:04:40Z,5800000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT09M20.00S,2026-03-26T01:05:14.4Z,4,REGULAR,3pt,Jump Shot,[],1642265,31.84954007884363,71.81372549019608,1610612741,135,88,2026-03-26T01:05:22Z,5810000,False,-109.0,247.0,1,left,MISS R. Dillingham 26' 3PT,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Left Center,26.99,Missed,,,,,,,,,,,,,,,,,,
585,PT09M14.00S,2026-03-26T01:05:20.4Z,4,REGULAR,rebound,offensive,[],1630581,,,1610612741,135,88,2026-03-26T01:05:22Z,5820000,False,,,0,,J. Giddey REBOUND (Off:3 Def:4),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,584.0,7.0,4.0,3.0,,,,,,,,,,,,,,
586,PT09M14.00S,2026-03-26T01:05:21.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,5.590000152587891,50.0,1610612741,135,90,2026-03-26T01:05:21Z,5830000,False,0.0,0.0,1,left,J. Giddey tip Layup (18 PTS),[1630581],1610612741.0,CHI,tip,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,18.0,,,,,,,,,,
587,PT09M07.00S,2026-03-26T01:05:30.2Z,4,REGULAR,foul,offensive,[],1641737,,,1610612755,135,90,2026-03-26T01:05:38Z,5840000,False,,,0,,A. Bona offensive FOUL (1 PF),"[1641737, 1629012]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2534.0,,,1.0,0.0,Sexton,1629012.0
589,PT09M07.00S,2026-03-26T01:05:30.2Z,4,REGULAR,turnover,offensive foul,[],1641737,,,1610612755,135,90,2026-03-26T01:05:30Z,5860000,False,,,0,,A. Bona offensive foul TURNOVER (2 TO),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,8-16 Right,,,,,,,2.0,,,,,,,2534.0,,,,,,
590,PT09M07.00S,2026-03-26T01:05:39.5Z,4,REGULAR,substitution,out,[],1629012,,,1610612741,135,90,2026-03-26T01:05:43Z,5870000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT09M07.00S,2026-03-26T01:05:39.5Z,4,REGULAR,substitution,in,[],1631159,,,1610612741,135,90,2026-03-26T01:05:43Z,5880000,False,,,0,,SUB in: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT08M57.00S,2026-03-26T01:05:59.1Z,4,REGULAR,foul,personal,[],1629656,,,1610612741,135,90,2026-03-26T01:06:21Z,5890000,False,,,0,,Q. Grimes personal FOUL (2 PF),"[1629656, 1627824]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1662.0,,,2.0,0.0,Yabusele,1627824.0
594,PT08M54.00S,2026-03-26T01:06:17.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,8.065045992115643,54.16666666666667,1610612741,135,92,2026-03-26T01:06:25Z,5910000,False,-21.0,23.0,1,left,T. Jones alley-oop Layup (15 PTS) (J. Giddey 10 AST),"[1630200, 1630581]",1610612741.0,CHI,alley-oop,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,,,,15.0,J. Giddey,1630581.0,10.0,,,,,,,
596,PT08M42.00S,2026-03-26T01:06:29.3Z,4,REGULAR,3pt,Jump Shot,[],202331,70.08869908015768,74.50980392156863,1610612755,138,92,2026-03-26T01:06:35Z,5930000,False,123.0,229.0,1,right,P. George 25' 3PT step back (28 PTS),[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.94,Made,,,,,,,,28.0,,,,,,,,,,
597,PT08M35.00S,2026-03-26T01:06:37.4Z,4,REGULAR,3pt,Jump Shot,[],1630581,36.0545335085414,56.61764705882353,1610612741,138,95,2026-03-26T01:06:41Z,5940000,False,-33.0,286.0,1,left,J. Giddey 28' 3PT pullup (21 PTS),[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,28.83,Made,,,,,,,,21.0,,,,,,,,,,
598,PT08M11.00S,2026-03-26T01:07:01.3Z,4,REGULAR,3pt,Jump Shot,[],1626166,72.45400788436268,81.86274509803921,1610612755,138,95,2026-03-26T01:07:08Z,5950000,False,159.0,206.0,1,right,MISS C. Payne 26' 3PT,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
599,PT08M05.00S,2026-03-26T01:07:07.3Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612741,138,95,2026-03-26T01:07:08Z,5960000,False,,,0,,T. Jones REBOUND (Off:0 Def:3),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,598.0,3.0,3.0,0.0,,,,,,,,,,,,,,
600,PT08M04.00S,2026-03-26T01:07:08.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631159,8.196452036793687,52.94117647058824,1610612741,138,97,2026-03-26T01:07:15Z,5970000,False,-15.0,25.0,1,left,L. Miller running DUNK (4 PTS) (T. Jones 5 AST),"[1631159, 1630200]",1610612741.0,CHI,running,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,4.0,T. Jones,1630200.0,5.0,,,,,,,
602,PT07M56.00S,2026-03-26T01:07:16.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641737,92.82194480946123,47.05882352941176,1610612755,138,97,2026-03-26T01:07:21Z,5990000,False,-15.0,15.0,1,right,MISS A. Bona Layup,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
603,PT07M55.00S,2026-03-26T01:07:17.0Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612741,138,97,2026-03-26T01:07:21Z,6000000,False,,,0,,J. Giddey REBOUND (Off:3 Def:5),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,602.0,8.0,5.0,3.0,,,,,,,,,,,,,,
604,PT07M50.00S,2026-03-26T01:07:22.4Z,4,REGULAR,foul,personal,['3freethrow'],1641737,,,1610612741,138,97,2026-03-26T01:07:36Z,6010000,False,,,0,,A. Bona shooting personal FOUL (2 PF) (Yabusele 3 FT),"[1641737, 1627824]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1662.0,,,2.0,0.0,Yabusele,1627824.0
606,PT07M50.00S,2026-03-26T01:07:55.9Z,4,REGULAR,freethrow,1 of 3,[],1627824,,,1610612741,138,98,2026-03-26T01:08:34Z,6030000,False,,,0,,G. Yabusele Free Throw 1 of 3 (6 PTS),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
607,PT07M50.00S,2026-03-26T01:07:55.9Z,4,REGULAR,freethrow,2 of 3,[],1627824,,,1610612741,138,99,2026-03-26T01:08:34Z,6040000,False,,,0,,G. Yabusele Free Throw 2 of 3 (7 PTS),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
608,PT07M50.00S,2026-03-26T01:07:55.9Z,4,REGULAR,freethrow,3 of 3,[],1627824,,,1610612741,138,100,2026-03-26T01:08:34Z,6050000,False,,,0,,G. Yabusele Free Throw 3 of 3 (8 PTS),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
609,PT07M37.00S,2026-03-26T01:08:40.5Z,4,REGULAR,3pt,Jump Shot,[],202331,74.81931668856767,85.29411764705883,1610612755,138,100,2026-03-26T01:12:09Z,6060000,False,176.0,184.0,1,right,MISS P. George 25' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
610,PT07M34.00S,2026-03-26T01:08:43.5Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612741,138,100,2026-03-26T01:08:47Z,6070000,False,,,0,,J. Giddey REBOUND (Off:3 Def:6),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,609.0,9.0,6.0,3.0,,,,,,,,,,,,,,
611,PT07M30.00S,2026-03-26T01:08:47.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631159,8.590670170827863,50.245098039215684,1610612741,138,102,2026-03-26T01:08:53Z,6080000,False,-1.0,28.0,1,left,L. Miller running Layup (6 PTS) (J. Giddey 11 AST),"[1631159, 1630581]",1610612741.0,CHI,running,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,,,,6.0,J. Giddey,1630581.0,11.0,,,,,,,
613,PT07M18.00S,2026-03-26T01:08:59.0Z,4,REGULAR,3pt,Jump Shot,[],202331,69.82588699080158,70.09803921568627,1610612755,138,102,2026-03-26T01:09:03Z,6100000,False,100.0,231.0,1,right,MISS P. George 25' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
614,PT07M15.00S,2026-03-26T01:09:02.0Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612741,138,102,2026-03-26T01:09:03Z,6110000,False,,,0,,T. Jones REBOUND (Off:0 Def:4),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,613.0,4.0,4.0,0.0,,,,,,,,,,,,,,
615,PT07M12.00S,2026-03-26T01:09:06.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631159,7.276609724047319,52.94117647058824,1610612741,138,104,2026-03-26T01:09:12Z,6120000,False,-15.0,16.0,1,left,L. Miller running DUNK (8 PTS) (T. Jones 6 AST),"[1631159, 1630200]",1610612741.0,CHI,running,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,,8.0,T. Jones,1630200.0,6.0,,,,,,,
617,PT07M11.00S,2026-03-26T01:09:14.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,138,104,2026-03-26T01:09:14Z,6140000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT07M11.00S,2026-03-26T01:11:22.6Z,4,REGULAR,substitution,out,[],202331,,,1610612755,138,104,2026-03-26T01:11:35Z,6150000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT07M11.00S,2026-03-26T01:11:22.6Z,4,REGULAR,substitution,out,[],1630570,,,1610612755,138,104,2026-03-26T01:11:35Z,6160000,False,,,0,,SUB out: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT07M11.00S,2026-03-26T01:11:22.6Z,4,REGULAR,substitution,in,[],1630699,,,1610612755,138,104,2026-03-26T01:11:35Z,6170000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT07M11.00S,2026-03-26T01:11:22.6Z,4,REGULAR,substitution,in,[],1631133,,,1610612755,138,104,2026-03-26T01:11:35Z,6180000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT06M54.00S,2026-03-26T01:12:20.1Z,4,REGULAR,3pt,Jump Shot,[],1626166,73.242444152431,83.33333333333334,1610612755,138,104,2026-03-26T01:12:26Z,6190000,False,167.0,199.0,1,right,MISS C. Payne 25' pullup 3PT,[1626166],1610612755.0,PHI,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,25.96,Missed,,,,,,,,,,,,,,,,,,
623,PT06M52.00S,2026-03-26T01:12:22.1Z,4,REGULAR,rebound,offensive,[],1641737,,,1610612755,138,104,2026-03-26T01:12:26Z,6200000,False,,,0,,A. Bona REBOUND (Off:3 Def:5),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Right Center,,,622.0,8.0,5.0,3.0,,,,,,,,,,,,,,
624,PT06M50.00S,2026-03-26T01:12:25.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630699,66.67214191852825,56.127450980392155,1610612755,138,104,2026-03-26T01:12:35Z,6210000,False,31.0,261.0,1,right,MISS M. Beauchamp 26' 3PT,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Center,26.26,Missed,,,,,,,,,,,,,,,,,,
625,PT06M47.00S,2026-03-26T01:12:28.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,138,104,2026-03-26T01:12:35Z,6220000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,624.0,,,,,,,,,,,,,,,,,
626,PT06M47.00S,2026-03-26T01:12:31.7Z,4,REGULAR,foul,personal,[],1627824,,,1610612755,138,104,2026-03-26T01:12:38Z,6230000,False,,,0,,G. Yabusele loose ball personal FOUL (2 PF),"[1627824, 1631133]",1610612741.0,CHI,loose ball,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1662.0,,,2.0,0.0,Walker,1631133.0
629,PT06M41.00S,2026-03-26T01:13:07.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629656,93.74178712220763,49.01960784313726,1610612755,140,104,2026-03-26T01:13:39Z,6260000,False,-5.0,6.0,1,right,Q. Grimes alley-oop DUNK (11 PTS) (C. Payne 3 AST),"[1629656, 1626166]",1610612755.0,PHI,alley-oop,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,11.0,C. Payne,1626166.0,3.0,,,,,,,
631,PT06M32.00S,2026-03-26T01:13:16.3Z,4,REGULAR,3pt,Jump Shot,[],1627824,33.6892247043364,40.68627450980392,1610612741,140,107,2026-03-26T01:13:20Z,6280000,False,47.0,264.0,1,left,G. Yabusele 26' 3PT  (11 PTS) (T. Jones 7 AST),"[1627824, 1630200]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,26.83,Made,,,,,,,,11.0,T. Jones,1630200.0,7.0,,,,,,,
633,PT06M17.00S,2026-03-26T01:13:31.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629656,84.4119579500657,37.99019607843137,1610612755,142,107,2026-03-26T01:13:36Z,6300000,False,-60.0,94.0,1,right,Q. Grimes 11' turnaround Jump Shot (13 PTS),[1629656],1610612755.0,PHI,turnaround,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Left,11.15,Made,,,,,,,,13.0,,,,,,,,,,
635,PT06M07.00S,2026-03-26T01:13:43.7Z,4,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612741,142,107,2026-03-26T01:13:49Z,6320000,False,,,0,,Q. Grimes shooting personal FOUL (3 PF) (Giddey 2 FT),"[1629656, 1630581]",1610612755.0,PHI,shooting,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1662.0,,,3.0,0.0,Giddey,1630581.0
637,PT06M07.00S,2026-03-26T01:14:06.1Z,4,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,142,108,2026-03-26T01:14:06Z,6340000,False,,,0,,J. Giddey Free Throw 1 of 2 (22 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,,,,,,,,22.0,,,,,,,,,,
638,PT06M07.00S,2026-03-26T01:14:06.9Z,4,REGULAR,substitution,out,[],1627824,,,1610612741,142,108,2026-03-26T01:14:19Z,6350000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT06M07.00S,2026-03-26T01:14:06.9Z,4,REGULAR,substitution,out,[],1630200,,,1610612741,142,108,2026-03-26T01:14:19Z,6360000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT06M07.00S,2026-03-26T01:14:06.9Z,4,REGULAR,substitution,in,[],1641824,,,1610612741,142,108,2026-03-26T01:14:19Z,6370000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT06M07.00S,2026-03-26T01:14:06.9Z,4,REGULAR,substitution,in,[],1642950,,,1610612741,142,108,2026-03-26T01:14:19Z,6380000,False,,,0,,SUB in: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT06M07.00S,2026-03-26T01:14:26.8Z,4,REGULAR,substitution,out,[],1629656,,,1610612741,142,108,2026-03-26T01:14:29Z,6390000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT06M07.00S,2026-03-26T01:14:26.8Z,4,REGULAR,substitution,in,[],1631207,,,1610612741,142,108,2026-03-26T01:14:29Z,6400000,False,,,0,,SUB in: D. Terry,[1631207],1610612755.0,PHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT06M07.00S,2026-03-26T01:14:30.1Z,4,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,142,109,2026-03-26T01:14:30Z,6410000,False,,,0,,J. Giddey Free Throw 2 of 2 (23 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,,,,,,,,23.0,,,,,,,,,,
645,PT05M48.00S,2026-03-26T01:14:46.2Z,4,REGULAR,3pt,Jump Shot,[],1630699,93.61038107752957,4.166666666666657,1610612755,142,109,2026-03-26T01:14:52Z,6420000,False,-229.0,8.0,1,right,MISS M. Beauchamp 3PT,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
646,PT05M44.00S,2026-03-26T01:14:50.2Z,4,REGULAR,rebound,defensive,[],1631159,,,1610612741,142,109,2026-03-26T01:14:52Z,6430000,False,,,0,,L. Miller REBOUND (Off:0 Def:2),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Left Corner 3,24+ Left,,,645.0,2.0,2.0,0.0,,,,,,,,,,,,,,
