actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-06T01:41:54.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-06T01:41:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2026-01-06T01:41:58.8Z,1,REGULAR,jumpball,recovered,[],1631212,,,1610612743,0,0,2026-01-06T01:41:58Z,40000,False,,,0,,Jump Ball D. Holmes II vs. J. Embiid: Tip to P. Watson,"[1631212, 1641747, 203954]",1610612743.0,DEN,startperiod,P. Watson,1631212.0,Watson,P. Watson,Holmes II,1641747.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-01-06T01:42:09.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642461,86.7772667542707,49.26470588235294,1610612743,0,2,2026-01-06T01:42:14Z,70000,False,-4.0,72.0,1,right,S. Jones 7' Hook (2 PTS) (D. Holmes II 1 AST),"[1642461, 1641747]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.19,Made,2.0,D. Holmes II,1641747.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2026-01-06T01:42:30.3Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,0,2,2026-01-06T01:42:34Z,90000,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 1642461]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Jones,1642461.0,,,,,,,,,,,
10,PT11M23.00S,2026-01-06T01:42:30.3Z,1,REGULAR,steal,,[],1642461,,,1610612743,0,2,2026-01-06T01:42:32Z,100000,False,,,0,,S. Jones STEAL (1 STL),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M20.00S,2026-01-06T01:42:33.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642461,93.08475689881735,49.01960784313726,1610612743,0,4,2026-01-06T01:42:39Z,110000,False,-5.0,13.0,1,right,S. Jones running DUNK (4 PTS),[1642461],1610612743.0,DEN,running,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,1.34,Made,4.0,,,,,,,,,,,,,,,,,
12,PT11M07.00S,2026-01-06T01:42:45.8Z,1,REGULAR,2pt,Jump Shot,[],202331,8.722076215505908,30.882352941176478,1610612755,2,4,2026-01-06T01:42:50Z,120000,False,96.0,29.0,1,left,P. George 10' fadeaway Jump Shot (2 PTS) (V. Edgecombe 1 AST),"[202331, 1642845]",1610612755.0,PHI,fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Right,10.0,Made,2.0,V. Edgecombe,1642845.0,1.0,,,,,,,,,,,,,,
14,PT10M51.00S,2026-01-06T01:43:03.4Z,1,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612743,2,4,2026-01-06T01:43:12Z,140000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Jones 2 FT),"[1631230, 1642461]",1610612755.0,PHI,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627541.0,1.0,0.0,Jones,1642461.0,,,,,,
16,PT10M51.00S,2026-01-06T01:43:25.4Z,1,REGULAR,freethrow,1 of 2,[],1642461,,,1610612743,2,4,2026-01-06T01:43:25Z,160000,False,,,0,,MISS S. Jones Free Throw 1 of 2,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
17,PT10M51.00S,2026-01-06T01:43:25.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,2,4,2026-01-06T01:43:25Z,170000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,
18,PT10M51.00S,2026-01-06T01:43:38.9Z,1,REGULAR,freethrow,2 of 2,[],1642461,,,1610612743,2,5,2026-01-06T01:43:38Z,180000,False,,,0,,S. Jones Free Throw 2 of 2 (5 PTS),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
19,PT10M31.00S,2026-01-06T01:44:00.1Z,1,REGULAR,3pt,Jump Shot,[],1642845,3.203022339027598,95.58823529411765,1610612755,2,5,2026-01-06T01:44:05Z,190000,False,-228.0,-22.0,1,left,MISS V. Edgecombe 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Left Corner 3,24+ Left,22.9,Missed,,,,,,,,,,,,,,,,,,
20,PT10M30.00S,2026-01-06T01:44:01.1Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612755,2,5,2026-01-06T01:44:42Z,200000,False,,,0,,D. Barlow REBOUND (Off:1 Def:0),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,19.0,1.0,0.0,1.0,,
21,PT10M29.00S,2026-01-06T01:44:05.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631230,5.590000152587891,50.0,1610612755,2,5,2026-01-06T01:44:49Z,210000,False,0.0,0.0,1,left,MISS D. Barlow tip Layup,[1631230],1610612755.0,PHI,tip,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
22,PT10M29.00S,2026-01-06T01:44:05.1Z,1,REGULAR,rebound,defensive,[],1629618,,,1610612743,2,5,2026-01-06T01:44:49Z,220000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,
23,PT10M17.00S,2026-01-06T01:44:13.8Z,1,REGULAR,3pt,Jump Shot,[],1629618,69.03745072273324,68.13725490196079,1610612743,2,8,2026-01-06T01:44:18Z,230000,False,91.0,239.0,1,right,J. Pickett 25' 3PT step back (3 PTS),[1629618],1610612743.0,DEN,step back,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Right Center,25.52,Made,3.0,,,,,,,,,,,,,,,,,
24,PT10M05.00S,2026-01-06T01:44:26.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,23.308147174770042,88.97058823529412,1610612755,2,8,2026-01-06T01:44:30Z,240000,False,-195.0,167.0,1,left,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
25,PT10M02.00S,2026-01-06T01:44:29.3Z,1,REGULAR,rebound,defensive,[],1629618,,,1610612743,2,8,2026-01-06T01:44:30Z,250000,False,,,0,,J. Pickett REBOUND (Off:0 Def:2),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,24.0,2.0,2.0,0.0,,
26,PT09M50.00S,2026-01-06T01:44:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629618,92.42772667542707,44.36274509803921,1610612743,2,8,2026-01-06T01:44:45Z,260000,False,-28.0,19.0,1,right,MISS J. Pickett driving finger roll Layup,[1629618],1610612743.0,DEN,driving finger roll,,,Pickett,J. Pickett,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
27,PT09M48.00S,2026-01-06T01:44:43.7Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,2,8,2026-01-06T01:44:45Z,270000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,
29,PT09M29.00S,2026-01-06T01:45:18.7Z,1,REGULAR,2pt,Jump Shot,[],202331,18.05190538764782,72.05882352941177,1610612755,2,8,2026-01-06T01:45:23Z,290000,False,-110.0,117.0,1,left,MISS P. George 16' pullup Shot,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,16-24 Left Center,16.09,Missed,,,,,,,,,,,,,,,,,,
30,PT09M25.00S,2026-01-06T01:45:22.7Z,1,REGULAR,rebound,defensive,[],1641747,,,1610612743,2,8,2026-01-06T01:45:23Z,300000,False,,,0,,D. Holmes II REBOUND (Off:0 Def:1),[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,
31,PT09M20.00S,2026-01-06T01:45:27.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642461,74.55650459921156,86.27450980392157,1610612743,2,11,2026-01-06T01:45:32Z,310000,False,181.0,187.0,1,right,S. Jones 26' 3PT running (8 PTS) (J. Pickett 1 AST),"[1642461, 1629618]",1610612743.0,DEN,running,,,Jones,S. Jones,,,,,Above the Break 3,24+ Right Center,26.03,Made,8.0,J. Pickett,1629618.0,1.0,,,,,,,,,,,,,,
33,PT09M05.00S,2026-01-06T01:45:43.2Z,1,REGULAR,3pt,Jump Shot,[],1631230,3.5972404730617598,95.58823529411765,1610612755,2,11,2026-01-06T01:45:49Z,330000,False,-228.0,-19.0,1,left,MISS D. Barlow 3PT,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,22.87,Missed,,,,,,,,,,,,,,,,,,
34,PT09M03.00S,2026-01-06T01:45:45.2Z,1,REGULAR,rebound,offensive,[],1642845,,,1610612755,2,11,2026-01-06T01:45:49Z,340000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:0),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,33.0,1.0,0.0,1.0,,
35,PT09M02.00S,2026-01-06T01:45:47.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203954,17.000657030223394,44.607843137254896,1610612755,4,11,2026-01-06T01:45:51Z,350000,False,27.0,107.0,1,left,J. Embiid 11' Jump Shot (2 PTS) (V. Edgecombe 2 AST),"[203954, 1642845]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.06,Made,2.0,V. Edgecombe,1642845.0,2.0,,,,,,,,,,,,,,
37,PT08M44.00S,2026-01-06T01:46:03.8Z,1,REGULAR,3pt,Jump Shot,[],1629618,71.27135348226018,79.65686274509804,1610612743,4,11,2026-01-06T01:46:08Z,370000,False,148.0,218.0,1,right,MISS J. Pickett 26' 3PT,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
38,PT08M42.00S,2026-01-06T01:46:05.8Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612755,4,11,2026-01-06T01:47:13Z,380000,False,,,0,,D. Barlow REBOUND (Off:1 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,37.0,2.0,1.0,1.0,,
39,PT08M32.00S,2026-01-06T01:46:18.4Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,4,11,2026-01-06T01:46:24Z,390000,False,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (2 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,,,202026.0,,,,,,,,,,
40,PT08M20.00S,2026-01-06T01:46:37.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631212,93.2161629434954,52.69607843137255,1610612743,4,13,2026-01-06T01:46:42Z,400000,False,13.0,11.0,1,right,P. Watson driving Layup (2 PTS),[1631212],1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,,,,,,,,,,,,,,,,,
41,PT07M58.00S,2026-01-06T01:47:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,14.109724047306173,42.892156862745104,1610612755,6,13,2026-01-06T01:47:07Z,410000,False,36.0,80.0,1,left,J. Embiid 8' turnaround bank Jump Shot (4 PTS) (V. Edgecombe 3 AST),"[203954, 1642845]",1610612755.0,PHI,turnaround bank,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,8.76,Made,4.0,V. Edgecombe,1642845.0,3.0,,,,,,,,,,,,,,
43,PT07M58.00S,2026-01-06T01:47:06.6Z,1,REGULAR,foul,personal,['1freethrow'],1641747,,,1610612755,6,13,2026-01-06T01:47:16Z,430000,False,,,0,,D. Holmes II shooting personal FOUL (1 PF) (Embiid 1 FT),"[1641747, 203954]",1610612743.0,DEN,shooting,,,Holmes II,D. Holmes II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627541.0,1.0,0.0,Embiid,203954.0,,,,,,
45,PT07M58.00S,2026-01-06T01:47:34.6Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,7,13,2026-01-06T01:47:34Z,450000,False,,,0,,J. Embiid Free Throw 1 of 1 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
46,PT07M46.00S,2026-01-06T01:47:49.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,86.12023653088042,43.872549019607845,1610612743,7,15,2026-01-06T01:47:53Z,460000,False,-31.0,78.0,1,right,B. Brown 8' floating Jump Shot (2 PTS) (J. Pickett 2 AST),"[1628971, 1629618]",1610612743.0,DEN,floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,8.38,Made,2.0,J. Pickett,1629618.0,2.0,,,,,,,,,,,,,,
48,PT07M22.00S,2026-01-06T01:48:11.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,5.962549277266746,49.26470588235294,1610612755,9,15,2026-01-06T01:48:24Z,480000,False,4.0,4.0,1,left,J. Embiid DUNK (7 PTS) (V. Edgecombe 4 AST),"[203954, 1642845]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.51,Made,7.0,V. Edgecombe,1642845.0,4.0,,,,,,,,,,,,,,
50,PT07M10.00S,2026-01-06T01:48:31.3Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612743,9,15,2026-01-06T01:48:39Z,500000,False,,,0,,P. George shooting personal FOUL (1 PF) (Watson 2 FT),"[202331, 1631212]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,202026.0,1.0,0.0,Watson,1631212.0,,,,,,
52,PT07M10.00S,2026-01-06T01:48:53.0Z,1,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,9,15,2026-01-06T01:48:52Z,520000,False,,,0,,MISS P. Watson Free Throw 1 of 2,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
53,PT07M10.00S,2026-01-06T01:48:53.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,9,15,2026-01-06T01:48:52Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,
54,PT07M10.00S,2026-01-06T01:49:09.4Z,1,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,9,16,2026-01-06T01:49:09Z,540000,False,,,0,,P. Watson Free Throw 2 of 2 (3 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
55,PT06M56.00S,2026-01-06T01:49:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,5.042706964520377,47.549019607843135,1610612755,11,16,2026-01-06T01:49:29Z,550000,False,12.0,-5.0,1,left,D. Barlow Layup (2 PTS) (J. Embiid 1 AST),"[1631230, 203954]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,1.33,Made,2.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,
57,PT06M56.00S,2026-01-06T01:49:32.7Z,1,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612755,11,16,2026-01-06T01:49:49Z,570000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Barlow 1 FT),"[1628971, 1631230]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202026.0,1.0,0.0,Barlow,1631230.0,,,,,,
59,PT06M56.00S,2026-01-06T01:49:56.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,11,16,2026-01-06T01:53:35Z,590000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M56.00S,2026-01-06T01:53:18.6Z,1,REGULAR,freethrow,1 of 1,[],1631230,,,1610612755,12,16,2026-01-06T01:53:18Z,600000,False,,,0,,D. Barlow Free Throw 1 of 1 (3 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
61,PT06M44.00S,2026-01-06T01:53:32.3Z,1,REGULAR,3pt,Jump Shot,[],1641747,66.14651773981603,44.36274509803921,1610612743,12,16,2026-01-06T01:53:37Z,610000,False,-28.0,266.0,1,right,MISS D. Holmes II 26' 3PT,[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Above the Break 3,24+ Center,26.72,Missed,,,,,,,,,,,,,,,,,,
62,PT06M42.00S,2026-01-06T01:53:34.3Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,12,16,2026-01-06T01:53:57Z,620000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,61.0,2.0,2.0,0.0,,
63,PT06M25.00S,2026-01-06T01:53:52.4Z,1,REGULAR,turnover,out-of-bounds,[],1642845,,,1610612755,12,16,2026-01-06T01:53:57Z,630000,False,,,0,,V. Edgecombe bad pass out-of-bounds TURNOVER (1 TO),[1642845],1610612755.0,PHI,bad pass,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Center,,,,,,,1.0,,,1627541.0,,,,,,,,,,
64,PT06M11.00S,2026-01-06T01:54:17.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629618,92.0335085413929,44.607843137254896,1610612743,12,16,2026-01-06T01:54:20Z,640000,False,-27.0,22.0,1,right,MISS J. Pickett driving Layup,[1629618],1610612743.0,DEN,driving,,,Pickett,J. Pickett,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,,
65,PT06M08.00S,2026-01-06T01:54:20.2Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,12,16,2026-01-06T01:54:20Z,650000,False,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,64.0,3.0,3.0,0.0,,
66,PT06M02.00S,2026-01-06T01:54:26.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,13.058475689881732,52.205882352941174,1610612755,14,16,2026-01-06T01:56:16Z,660000,False,-11.0,70.0,1,left,T. Maxey 7' driving floating Jump Shot (2 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,7.11,Made,2.0,,,,,,,,,,,,,,,,,
67,PT05M39.00S,2026-01-06T01:54:48.1Z,1,REGULAR,3pt,Jump Shot,[],1628971,65.3580814717477,43.627450980392155,1610612743,14,19,2026-01-06T01:54:52Z,670000,False,-32.0,273.0,1,right,B. Brown 27' 3PT  (5 PTS) (P. Watson 1 AST),"[1628971, 1631212]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,27.5,Made,5.0,P. Watson,1631212.0,1.0,,,,,,,,,,,,,,
69,PT05M23.00S,2026-01-06T01:55:04.4Z,1,REGULAR,3pt,Jump Shot,[],1631230,3.465834428383701,94.8529411764706,1610612755,14,19,2026-01-06T01:55:09Z,690000,False,-224.0,-20.0,1,left,MISS D. Barlow 3PT,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,22.52,Missed,,,,,,,,,,,,,,,,,,
70,PT05M20.00S,2026-01-06T01:55:07.4Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,14,19,2026-01-06T01:55:09Z,700000,False,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,69.0,1.0,0.0,1.0,,
71,PT05M19.00S,2026-01-06T01:55:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,7.145203679369246,45.833333333333336,1610612755,14,19,2026-01-06T01:55:12Z,710000,False,21.0,15.0,1,left,MISS J. Embiid Layup,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,,,,,
72,PT05M19.00S,2026-01-06T01:55:08.7Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,14,19,2026-01-06T01:57:01Z,720000,False,,,0,,J. Embiid REBOUND (Off:2 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,71.0,2.0,0.0,2.0,,
73,PT05M18.00S,2026-01-06T01:55:11.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203954,5.590000152587891,50.0,1610612755,16,19,2026-01-06T01:57:07Z,730000,False,0.0,0.0,1,left,J. Embiid tip Layup (9 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.0,Made,9.0,,,,,,,,,,,,,,,,,
