actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
83,PT05M04.00S,2026-03-23T23:23:36.3Z,1,REGULAR,2pt,Jump Shot,[],1642845,20.285808147174762,31.862745098039213,1610612755,13,19,2026-03-23T23:23:40Z,820000,False,91.0,138.0,1,left,MISS V. Edgecombe 16' pullup Shot,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Right Center,16.53,Missed,,,,,,,,,,,,,,,,,,
84,PT05M01.00S,2026-03-23T23:23:39.3Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,13,19,2026-03-23T23:23:40Z,830000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,83.0,,,,,,1.0,1.0,0.0,,,,,
85,PT04M49.00S,2026-03-23T23:23:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.61038107752957,47.05882352941176,1610612760,13,21,2026-03-23T23:23:55Z,840000,False,-15.0,8.0,1,right,S. Gilgeous-Alexander driving reverse Layup (8 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.65,Made,8.0,,,,,,,,,,,,,,,,,
86,PT04M44.00S,2026-03-23T23:23:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630699,10.167542706964511,49.26470588235294,1610612755,13,21,2026-03-23T23:24:11Z,850000,False,4.0,43.0,1,left,MISS M. Beauchamp driving Layup,[1630699],1610612755.0,PHI,driving,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,4.33,Missed,,,,,,,,,,,,,,,,,,
87,PT04M43.00S,2026-03-23T23:24:00.5Z,1,REGULAR,rebound,offensive,[],1630699,,,1610612755,13,21,2026-03-23T23:24:00Z,860000,False,,,0,,M. Beauchamp REBOUND (Off:1 Def:0),[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,,,,,,,86.0,,,,,,1.0,0.0,1.0,,,,,
88,PT04M43.00S,2026-03-23T23:24:00.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630699,5.590000152587891,50.0,1610612755,13,21,2026-03-23T23:24:00Z,870000,False,0.0,0.0,1,left,MISS M. Beauchamp tip Layup,[1630699],1610612755.0,PHI,tip,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
89,PT04M43.00S,2026-03-23T23:24:01.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,13,21,2026-03-23T23:24:01Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,88.0,,,,,,,,,,,,,
91,PT04M43.00S,2026-03-23T23:24:12.6Z,1,REGULAR,substitution,out,[],1642348,,,1610612755,13,21,2026-03-23T23:24:16Z,900000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M43.00S,2026-03-23T23:24:12.6Z,1,REGULAR,substitution,in,[],1626166,,,1610612755,13,21,2026-03-23T23:24:16Z,910000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M28.00S,2026-03-23T23:24:36.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630570,5.699737187910642,51.22549019607843,1610612755,15,21,2026-03-23T23:24:40Z,920000,False,-6.0,1.0,1,left,T. Watford driving Layup (2 PTS) (A. Drummond 1 AST),"[1630570, 203083]",1610612755.0,PHI,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,0.62,Made,2.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,,,
95,PT04M14.00S,2026-03-23T23:24:50.9Z,1,REGULAR,3pt,Jump Shot,[],1642272,90.98226018396846,1.9607843137254974,1610612760,15,24,2026-03-23T23:24:55Z,940000,False,-240.0,32.0,1,right,J. McCain 24' 3PT pullup (3 PTS) (J. Williams 1 AST),"[1642272, 1631119]",1610612760.0,OKC,pullup,,,McCain,J. McCain,,,,,Left Corner 3,24+ Left,24.24,Made,3.0,J. Williams,1631119.0,1.0,,,,,,,,,,,,,,
97,PT03M57.00S,2026-03-23T23:25:07.4Z,1,REGULAR,3pt,Jump Shot,[],1642845,33.03219448094612,63.970588235294116,1610612755,15,24,2026-03-23T23:25:11Z,960000,False,-70.0,258.0,1,left,MISS V. Edgecombe 26' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,26.73,Missed,,,,,,,,,,,,,,,,,,
98,PT03M54.00S,2026-03-23T23:25:10.4Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,15,24,2026-03-23T23:25:11Z,970000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,97.0,,,,,,2.0,2.0,0.0,,,,,
99,PT03M47.00S,2026-03-23T23:25:18.2Z,1,REGULAR,3pt,Jump Shot,[],1642272,65.62089356110381,63.970588235294116,1610612760,15,27,2026-03-23T23:25:21Z,980000,False,70.0,271.0,1,right,J. McCain 27' 3PT  (6 PTS) (J. Williams 2 AST),"[1642272, 1631119]",1610612760.0,OKC,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,27.96,Made,6.0,J. Williams,1631119.0,2.0,,,,,,,,,,,,,,
101,PT03M33.00S,2026-03-23T23:25:32.4Z,1,REGULAR,2pt,Jump Shot,[],1626166,10.298948751642584,27.450980392156865,1610612755,17,27,2026-03-23T23:25:35Z,1000000,False,113.0,44.0,1,left,C. Payne 12' pullup Jump Shot (2 PTS),[1626166],1610612755.0,PHI,pullup,,,Payne,C. Payne,,,,,Mid-Range,8-16 Right,12.11,Made,2.0,,,,,,,,,,,,,,,,,
102,PT03M12.00S,2026-03-23T23:25:52.4Z,1,REGULAR,3pt,Jump Shot,[],1631119,66.40932982917215,48.28431372549019,1610612760,17,30,2026-03-23T23:25:55Z,1010000,False,-9.0,263.0,1,right,J. Williams 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,26.34,Made,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
104,PT02M53.00S,2026-03-23T23:26:10.9Z,1,REGULAR,3pt,Jump Shot,[],1626166,22.2568988173456,94.6078431372549,1610612755,20,30,2026-03-23T23:26:16Z,1030000,False,-223.0,157.0,1,left,C. Payne 27' 3PT  (5 PTS) (V. Edgecombe 2 AST),"[1626166, 1642845]",1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,27.26,Made,5.0,V. Edgecombe,1642845.0,2.0,,,,,,,,,,,,,,
106,PT02M53.00S,2026-03-23T23:26:21.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,20,30,2026-03-23T23:26:21Z,1050000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M53.00S,2026-03-23T23:29:05.9Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,20,30,2026-03-23T23:29:10Z,1060000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M53.00S,2026-03-23T23:29:05.9Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,20,30,2026-03-23T23:29:10Z,1070000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M39.00S,2026-03-23T23:29:27.6Z,1,REGULAR,foul,offensive,[],1628983,,,1610612760,20,30,2026-03-23T23:29:40Z,1080000,False,,,0,,S. Gilgeous-Alexander offensive FOUL (2 PF),"[1628983, 203083]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,1628954.0,2.0,0.0,Drummond,203083.0,,,,,,,,
111,PT02M39.00S,2026-03-23T23:29:27.6Z,1,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,20,30,2026-03-23T23:29:27Z,1100000,False,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (4 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,1628954.0,,,,,,,,,,4.0,,
112,PT02M29.00S,2026-03-23T23:29:49.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630570,11.218791064388967,48.0392156862745,1610612755,22,30,2026-03-23T23:29:53Z,1110000,False,10.0,53.0,1,left,T. Watford driving floating Jump Shot (4 PTS),[1630570],1610612755.0,PHI,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,5.39,Made,4.0,,,,,,,,,,,,,,,,,
113,PT02M08.00S,2026-03-23T23:30:10.9Z,1,REGULAR,3pt,Jump Shot,[],1641717,68.77463863337714,72.54901960784314,1610612760,22,33,2026-03-23T23:30:14Z,1120000,False,113.0,241.0,1,right,C. Wallace 26' 3PT  (3 PTS) (A. Caruso 1 AST),"[1641717, 1627936]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,26.6,Made,3.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,
115,PT01M47.00S,2026-03-23T23:30:31.6Z,1,REGULAR,turnover,lost ball,[],1630570,,,1610612755,22,33,2026-03-23T23:30:35Z,1140000,False,,,0,,T. Watford lost ball TURNOVER (1 TO),"[1630570, 1628983]",1610612755.0,PHI,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0
116,PT01M47.00S,2026-03-23T23:30:31.6Z,1,REGULAR,steal,,[],1628983,,,1610612760,22,33,2026-03-23T23:30:34Z,1150000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
117,PT01M42.00S,2026-03-23T23:30:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627936,93.74178712220763,51.71568627450981,1610612760,22,35,2026-03-23T23:30:43Z,1160000,False,9.0,6.0,1,right,A. Caruso running Layup (2 PTS) (C. Wallace 1 AST),"[1627936, 1641717]",1610612760.0,OKC,running,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1.07,Made,2.0,C. Wallace,1641717.0,1.0,,,,,,,,,,,,,,
121,PT01M22.00S,2026-03-23T23:31:33.7Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612755,22,35,2026-03-23T23:31:42Z,1200000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M22.00S,2026-03-23T23:35:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642845,15.686596583442835,48.529411764705884,1610612755,22,35,2026-03-23T23:36:35Z,1220000,False,7.0,95.0,1,left,MISS V. Edgecombe 9' driving Layup - blocked,"[1642845, 1628983]",1610612755.0,PHI,driving,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0,,,
124,PT01M22.00S,2026-03-23T23:35:02.4Z,1,REGULAR,block,,[],1628983,,,1610612755,22,35,2026-03-23T23:35:05Z,1230000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
130,PT01M22.00S,2026-03-23T23:35:02.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,22,35,2026-03-23T23:36:42Z,1235000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,123.0,,,,,,,,,,,,,
125,PT01M22.00S,2026-03-23T23:35:32.7Z,1,REGULAR,substitution,out,[],1630699,,,1610612760,22,35,2026-03-23T23:36:34Z,1240000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M22.00S,2026-03-23T23:35:32.7Z,1,REGULAR,substitution,in,[],1631207,,,1610612760,22,35,2026-03-23T23:36:34Z,1250000,False,,,0,,SUB in: D. Terry,[1631207],1610612755.0,PHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M22.00S,2026-03-23T23:36:34.5Z,1,REGULAR,jumpball,recovered,[],1641717,,,1610612760,22,35,2026-03-23T23:38:20Z,1260000,False,,,0,,Jump Ball J. Williams vs. A. Drummond: Tip to C. Wallace,"[1641717, 1631119, 203083]",1610612760.0,OKC,heldball,C. Wallace,1641717.0,Wallace,C. Wallace,Williams,1631119.0,Drummond,203083.0,,,,,,,,,,,,,,,,,,,,,,
131,PT01M07.00S,2026-03-23T23:36:44.4Z,1,REGULAR,3pt,Jump Shot,[],1642272,68.24901445466492,76.22549019607843,1610612760,22,35,2026-03-23T23:36:49Z,1290000,False,131.0,246.0,1,right,MISS J. McCain 27' 3PT,[1642272],1610612760.0,OKC,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,27.88,Missed,,,,,,,,,,,,,,,,,,
132,PT01M04.00S,2026-03-23T23:36:47.1Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,22,35,2026-03-23T23:36:47Z,1300000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,131.0,,,,,,1.0,1.0,0.0,,,,,
133,PT00M56.70S,2026-03-23T23:36:56.2Z,1,REGULAR,3pt,Jump Shot,[],1642845,8.459264126149804,6.127450980392155,1610612755,25,35,2026-03-23T23:36:59Z,1310000,False,219.0,27.0,1,left,V. Edgecombe 3PT  (8 PTS) (T. Watford 1 AST),"[1642845, 1630570]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Right Corner 3,24+ Right,22.11,Made,8.0,T. Watford,1630570.0,1.0,,,,,,,,,,,,,,
135,PT00M35.60S,2026-03-23T23:37:20.8Z,1,REGULAR,3pt,Jump Shot,[],1628983,66.40932982917215,66.17647058823529,1610612760,25,35,2026-03-23T23:37:26Z,1330000,False,81.0,263.0,1,right,MISS S. Gilgeous-Alexander 27' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,27.54,Missed,,,,,,,,,,,,,,,,,,
136,PT00M31.60S,2026-03-23T23:37:24.8Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,25,35,2026-03-23T23:37:26Z,1340000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:2),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,,,,,135.0,,,,,,2.0,2.0,0.0,,,,,
137,PT00M21.30S,2026-03-23T23:37:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,12.270039421813408,48.774509803921575,1610612755,25,35,2026-03-23T23:37:38Z,1350000,False,6.0,63.0,1,left,MISS T. Watford 6' driving floating Shot,[1630570],1610612755.0,PHI,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
138,PT00M18.70S,2026-03-23T23:37:37.6Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,25,35,2026-03-23T23:37:37Z,1360000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,137.0,,,,,,1.0,1.0,0.0,,,,,
139,PT00M07.10S,2026-03-23T23:37:51.1Z,1,REGULAR,foul,personal,[],1631207,,,1610612760,25,35,2026-03-23T23:38:00Z,1370000,False,,,0,,D. Terry personal FOUL (1 PF),"[1631207, 1628983]",1610612755.0,PHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Right Center,,,,,,,,202049.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,
141,PT00M03.10S,2026-03-23T23:38:15.6Z,1,REGULAR,3pt,Jump Shot,[],1631119,88.2227332457293,97.54901960784314,1610612760,25,35,2026-03-23T23:38:20Z,1390000,False,238.0,58.0,1,right,MISS J. Williams 24' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,24.47,Missed,,,,,,,,,,,,,,,,,,
142,PT00M00.50S,2026-03-23T23:38:18.2Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612755,25,35,2026-03-23T23:38:18Z,1400000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,Right Corner 3,24+ Right,,,,,,,141.0,,,,,,1.0,1.0,0.0,,,,,
143,PT00M00.00S,2026-03-23T23:38:26.5Z,1,REGULAR,period,end,[],0,,,1610612755,25,35,2026-03-23T23:38:26Z,1410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,out,['startperiod'],203083,,,1610612755,25,35,2026-03-23T23:40:41Z,1420000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,out,['startperiod'],1642845,,,1610612755,25,35,2026-03-23T23:40:41Z,1430000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612755,25,35,2026-03-23T23:40:41Z,1440000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,out,['startperiod'],1642272,,,1610612755,25,35,2026-03-23T23:40:41Z,1450000,False,,,0,,SUB out: J. McCain,[1642272],1610612760.0,OKC,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612755,25,35,2026-03-23T23:40:41Z,1460000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,out,['startperiod'],1627936,,,1610612755,25,35,2026-03-23T23:40:41Z,1470000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,in,['startperiod'],1642348,,,1610612755,25,35,2026-03-23T23:40:41Z,1480000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,in,['startperiod'],1641737,,,1610612755,25,35,2026-03-23T23:40:41Z,1490000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612755,25,35,2026-03-23T23:40:41Z,1500000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,in,['startperiod'],1630198,,,1610612755,25,35,2026-03-23T23:40:41Z,1510000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,in,['startperiod'],1631114,,,1610612755,25,35,2026-03-23T23:40:41Z,1520000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2026-03-23T23:38:37.9Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612755,25,35,2026-03-23T23:40:41Z,1530000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2026-03-23T23:40:59.0Z,2,REGULAR,period,start,[],0,,,1610612755,25,35,2026-03-23T23:40:59Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M46.00S,2026-03-23T23:41:12.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,11.218791064388967,52.69607843137255,1610612755,25,35,2026-03-23T23:43:04Z,1550000,False,-13.0,53.0,1,left,MISS T. Watford driving Layup - blocked,"[1630570, 1628392]",1610612755.0,PHI,driving,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,Hartenstein,1628392.0,,,
158,PT11M46.00S,2026-03-23T23:41:12.5Z,2,REGULAR,block,,[],1628392,,,1610612755,25,35,2026-03-23T23:41:15Z,1560000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT11M42.00S,2026-03-23T23:41:16.5Z,2,REGULAR,rebound,offensive,[],1630570,,,1610612755,25,35,2026-03-23T23:41:22Z,1570000,False,,,0,,T. Watford REBOUND (Off:1 Def:1),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,157.0,,,,,,2.0,1.0,1.0,,,,,
160,PT11M39.00S,2026-03-23T23:41:19.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626166,35.66031537450722,30.392156862745097,1610612755,25,35,2026-03-23T23:41:24Z,1580000,False,98.0,283.0,1,left,MISS C. Payne 29' 3PT - blocked,"[1626166, 1641717]",1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,29.92,Missed,,,,,,,,,,,,,,Wallace,1641717.0,,,
161,PT11M39.00S,2026-03-23T23:41:19.5Z,2,REGULAR,block,,[],1641717,,,1610612755,25,35,2026-03-23T23:41:22Z,1590000,False,,,0,,C. Wallace BLOCK (1 BLK),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
162,PT11M36.00S,2026-03-23T23:41:22.5Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,25,35,2026-03-23T23:41:24Z,1600000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,160.0,,,,,,3.0,2.0,1.0,,,,,
163,PT11M29.00S,2026-03-23T23:41:29.2Z,2,REGULAR,turnover,bad pass,[],1641717,,,1610612760,25,35,2026-03-23T23:41:34Z,1610000,False,,,0,,C. Wallace bad pass TURNOVER (1 TO),"[1641717, 1626166]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Payne,1626166.0
164,PT11M29.00S,2026-03-23T23:41:29.2Z,2,REGULAR,steal,,[],1626166,,,1610612755,25,35,2026-03-23T23:41:32Z,1620000,False,,,0,,C. Payne STEAL (1 STL),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
165,PT11M24.00S,2026-03-23T23:41:33.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631207,7.802233902759525,51.96078431372549,1610612755,27,35,2026-03-23T23:41:39Z,1630000,False,-10.0,21.0,1,left,D. Terry running Layup (2 PTS) (T. Watford 2 AST),"[1631207, 1630570]",1610612755.0,PHI,running,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,2.3,Made,2.0,T. Watford,1630570.0,2.0,,,,,,,,,,,,,,
167,PT11M11.00S,2026-03-23T23:41:46.6Z,2,REGULAR,3pt,Jump Shot,[],1630198,71.00854139290408,20.09803921568627,1610612760,27,38,2026-03-23T23:41:50Z,1650000,False,-150.0,220.0,1,right,I. Joe 26' 3PT  (3 PTS) (J. Williams 3 AST),"[1630198, 1631114]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,26.6,Made,3.0,J. Williams,1631114.0,3.0,,,,,,,,,,,,,,
169,PT11M02.00S,2026-03-23T23:41:58.8Z,2,REGULAR,foul,offensive,[],1626166,,,1610612755,27,38,2026-03-23T23:42:10Z,1670000,False,,,0,,C. Payne offensive FOUL (1 PF),"[1626166, 1631114]",1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,,,,,,,,1628954.0,1.0,0.0,Williams,1631114.0,,,,,,,,
171,PT11M02.00S,2026-03-23T23:41:58.8Z,2,REGULAR,turnover,offensive foul,[],1626166,,,1610612755,27,38,2026-03-23T23:41:58Z,1690000,False,,,0,,C. Payne offensive foul TURNOVER (1 TO),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,,,,,,,,1628954.0,,,,,,,,,,1.0,,
