actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
169,PT12M00.00S,2025-11-20T00:39:50.5Z,2,REGULAR,substitution,out,['startperiod'],1630570,,,1610612761,28,33,2025-11-20T00:40:18Z,1670000,False,,,0,,SUB out: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-11-20T00:39:50.5Z,2,REGULAR,substitution,out,['startperiod'],1642266,,,1610612761,28,33,2025-11-20T00:40:18Z,1680000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-11-20T00:39:50.5Z,2,REGULAR,substitution,in,['startperiod'],1631230,,,1610612761,28,33,2025-11-20T00:40:18Z,1690000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-11-20T00:39:50.5Z,2,REGULAR,substitution,in,['startperiod'],1629628,,,1610612761,28,33,2025-11-20T00:40:18Z,1700000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-11-20T00:40:31.8Z,2,REGULAR,period,start,[],0,,,1610612761,28,33,2025-11-20T00:40:31Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M53.00S,2025-11-20T00:40:38.0Z,2,REGULAR,2pt,Jump Shot,[],1630193,85.72601839684626,67.64705882352942,1610612761,28,35,2025-11-20T00:40:43Z,1720000,False,88.0,82.0,1,right,I. Quickley 12' driving floating Jump Shot (4 PTS),[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,,12.02,Made,,,,4.0,,,,,,,,,,,
175,PT11M24.00S,2025-11-20T00:41:06.8Z,2,REGULAR,2pt,Jump Shot,[],1631230,13.715505913272011,29.411764705882348,1610612755,28,35,2025-11-20T00:41:10Z,1730000,False,103.0,76.0,1,left,MISS D. Barlow 12' pullup Shot,[1631230],1610612755.0,PHI,pullup,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Right,,,,12.82,Missed,,,,,,,,,,,,,,,
176,PT11M21.00S,2025-11-20T00:41:09.5Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,28,35,2025-11-20T00:41:09Z,1740000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,175.0,,,,,,,,,,3.0,3.0,0.0
177,PT11M09.00S,2025-11-20T00:41:21.2Z,2,REGULAR,3pt,Jump Shot,[],1630572,66.01511169513799,62.5,1610612761,28,35,2025-11-20T00:41:25Z,1750000,False,62.0,267.0,1,right,MISS S. Mamukelashvili 27' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,,27.42,Missed,,,,,,,,,,,,,,,
178,PT11M06.00S,2025-11-20T00:41:24.2Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612755,28,35,2025-11-20T00:41:25Z,1760000,False,,,0,,J. Walker REBOUND (Off:1 Def:2),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,177.0,,,,,,,,,,3.0,2.0,1.0
179,PT10M49.00S,2025-11-20T00:41:42.8Z,2,REGULAR,3pt,Jump Shot,[],1642272,34.08344283837057,50.49019607843137,1610612755,31,35,2025-11-20T00:41:46Z,1770000,False,-2.0,268.0,1,left,J. McCain 26' 3PT pullup (5 PTS) (D. Barlow 2 AST),"[1642272, 1631230]",1610612755.0,PHI,pullup,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,,,,26.79,Made,,,,5.0,D. Barlow,1631230.0,2.0,,,,,,,,
181,PT10M27.00S,2025-11-20T00:42:03.5Z,2,REGULAR,3pt,Jump Shot,[],1630193,90.8508541392904,93.87254901960785,1610612761,31,35,2025-11-20T00:42:10Z,1790000,False,219.0,34.0,1,right,MISS I. Quickley 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,,22.19,Missed,,,,,,,,,,,,,,,
182,PT10M27.00S,2025-11-20T00:42:03.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,31,35,2025-11-20T01:00:58Z,1800000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,181.0,,,,,,,,,,,,
183,PT10M27.00S,2025-11-20T00:42:11.1Z,2,REGULAR,foul,personal,[],1630572,,,1610612755,31,35,2025-11-20T01:01:07Z,1810000,False,,,0,,S. Mamukelashvili loose ball personal FOUL (1 PF),"[1630572, 1631133]",1610612761.0,TOR,loose ball,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,204059.0,1.0,0.0,Walker,1631133.0,,,
185,PT10M08.00S,2025-11-20T00:42:43.2Z,2,REGULAR,turnover,lost ball,[],1642272,,,1610612755,31,35,2025-11-20T00:42:47Z,1830000,False,,,0,,J. McCain lost ball TURNOVER (1 TO),"[1642272, 1641711]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Mid-Range,8-16 Center,1.0,Dick,1641711.0,,,,,,,,,,,,,,,,,
186,PT10M08.00S,2025-11-20T00:42:43.2Z,2,REGULAR,steal,,[],1641711,,,1610612761,31,35,2025-11-20T03:38:17Z,1840000,False,,,0,,G. Dick STEAL (2 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
187,PT10M03.00S,2025-11-20T00:42:47.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,91.63929040735874,50.0,1610612761,31,35,2025-11-20T00:42:52Z,1850000,False,0.0,26.0,1,right,MISS R. Barrett running Layup,[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,2.61,Missed,,,,,,,,,,,,,,,
188,PT10M01.00S,2025-11-20T00:42:49.9Z,2,REGULAR,rebound,defensive,[],1642272,,,1610612755,31,35,2025-11-20T00:42:52Z,1860000,False,,,0,,J. McCain REBOUND (Off:0 Def:1),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,,,,,187.0,,,,,,,,,,1.0,1.0,0.0
189,PT09M57.00S,2025-11-20T00:42:56.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642845,6.750985545335084,48.529411764705884,1610612755,31,35,2025-11-20T00:56:10Z,1870000,False,7.0,11.0,1,left,MISS V. Edgecombe running Layup,[1642845],1610612755.0,PHI,running,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,1.33,Missed,,,,,,,,,,,,,,,
190,PT09M56.00S,2025-11-20T00:42:57.7Z,2,REGULAR,rebound,offensive,[],1631230,,,1610612755,31,35,2025-11-20T00:56:10Z,1880000,False,,,0,,D. Barlow REBOUND (Off:1 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,189.0,,,,,,,,,,2.0,1.0,1.0
201,PT09M55.00S,2025-11-20T00:42:58.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631230,6.619579500657039,51.470588235294116,1610612755,31,35,2025-11-20T00:58:32Z,1885000,False,-7.0,10.0,1,left,MISS D. Barlow tip Layup,[1631230],1610612755.0,PHI,tip,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,1.22,Missed,,,,,,,,,,,,,,,
202,PT09M52.00S,2025-11-20T00:43:01.3Z,2,REGULAR,rebound,offensive,[],1631230,,,1610612755,31,35,2025-11-20T00:58:32Z,1887500,False,,,0,,D. Barlow REBOUND (Off:2 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,201.0,,,,,,,,,,3.0,1.0,2.0
191,PT09M52.00S,2025-11-20T00:42:59.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631230,5.590000152587891,50.0,1610612755,33,35,2025-11-20T00:58:24Z,1893750,False,0.0,0.0,1,left,D. Barlow tip Layup (2 PTS),[1631230],1610612755.0,PHI,tip,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,2.0,,,,,,,,,,,
192,PT09M39.00S,2025-11-20T00:43:11.8Z,2,REGULAR,3pt,Jump Shot,[],1629628,85.06898817345598,3.67647058823529,1610612761,33,35,2025-11-20T00:43:18Z,1900000,False,-232.0,88.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,,,,24.77,Missed,,,,,,,,,,,,,,,
193,PT09M39.00S,2025-11-20T00:43:11.8Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,33,35,2025-11-20T00:43:18Z,1910000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Left Corner 3,24+ Left,,,,,,,,192.0,,,,,,,,,,2.0,1.0,1.0
194,PT09M27.00S,2025-11-20T00:43:23.4Z,2,REGULAR,3pt,Jump Shot,[],1642845,28.95860709592641,21.32352941176471,1610612755,33,35,2025-11-20T00:43:27Z,1920000,False,143.0,220.0,1,left,MISS V. Edgecombe 26' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,26.24,Missed,,,,,,,,,,,,,,,
195,PT09M24.00S,2025-11-20T00:43:26.4Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,33,35,2025-11-20T00:43:27Z,1930000,False,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,194.0,,,,,,,,,,4.0,4.0,0.0
196,PT09M22.00S,2025-11-20T00:43:31.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641711,72.84822601839684,15.931372549019613,1610612761,33,35,2025-11-20T00:57:44Z,1940000,False,-170.0,203.0,1,right,MISS G. Dick 26' running pullup 3PT,[1641711],1610612761.0,TOR,running pullup,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,,26.47,Missed,,,,,,,,,,,,,,,
197,PT09M15.00S,2025-11-20T00:43:38.1Z,2,REGULAR,rebound,defensive,[],1642272,,,1610612755,33,35,2025-11-20T00:57:23Z,1950000,False,,,0,,J. McCain REBOUND (Off:0 Def:2),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,,,,,,,,196.0,,,,,,,,,,2.0,2.0,0.0
198,PT09M08.00S,2025-11-20T00:43:43.2Z,2,REGULAR,3pt,Jump Shot,[],1631133,23.176741130091983,11.029411764705884,1610612755,36,35,2025-11-20T00:43:47Z,1960000,False,195.0,165.0,1,left,J. Walker 25' 3PT  (5 PTS) (V. Edgecombe 2 AST),"[1631133, 1642845]",1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,25.56,Made,,,,5.0,V. Edgecombe,1642845.0,2.0,,,,,,,,
200,PT09M07.00S,2025-11-20T00:43:52.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,36,35,2025-11-20T00:43:52Z,1980000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M07.00S,2025-11-20T00:46:30.1Z,2,REGULAR,substitution,out,[],1641711,,,1610612761,36,35,2025-11-20T00:46:46Z,1990000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M07.00S,2025-11-20T00:46:30.1Z,2,REGULAR,substitution,out,[],1630572,,,1610612761,36,35,2025-11-20T00:46:46Z,2000000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M07.00S,2025-11-20T00:46:30.1Z,2,REGULAR,substitution,in,[],1642419,,,1610612761,36,35,2025-11-20T00:46:46Z,2010000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M07.00S,2025-11-20T00:46:30.1Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,36,35,2025-11-20T00:46:46Z,2020000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M51.00S,2025-11-20T00:47:01.2Z,2,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612761,36,35,2025-11-20T00:47:17Z,2030000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Barrett 2 FT),"[1629656, 1629628]",1610612755.0,PHI,shooting,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1151.0,1.0,0.0,Barrett,1629628.0,,,
209,PT08M51.00S,2025-11-20T00:47:28.6Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,36,36,2025-11-20T00:47:28Z,2050000,False,,,0,,R. Barrett Free Throw 1 of 2 (3 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,Made,,,,3.0,,,,,,,,,,,
210,PT08M51.00S,2025-11-20T00:47:30.4Z,2,REGULAR,substitution,out,[],1631133,,,1610612761,36,36,2025-11-20T00:47:33Z,2060000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M51.00S,2025-11-20T00:47:30.4Z,2,REGULAR,substitution,in,[],203083,,,1610612761,36,36,2025-11-20T00:47:33Z,2070000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M51.00S,2025-11-20T00:47:46.2Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,36,37,2025-11-20T00:47:46Z,2080000,False,,,0,,R. Barrett Free Throw 2 of 2 (4 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,Made,,,,4.0,,,,,,,,,,,
213,PT08M41.00S,2025-11-20T00:48:01.4Z,2,REGULAR,foul,personal,[],1630193,,,1610612755,36,37,2025-11-20T00:48:07Z,2090000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1642272]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,204059.0,1.0,0.0,McCain,1642272.0,,,
215,PT08M29.00S,2025-11-20T00:48:29.0Z,2,REGULAR,3pt,Jump Shot,[],1631230,3.860052562417877,94.6078431372549,1610612755,36,37,2025-11-20T00:48:32Z,2110000,False,-223.0,-16.0,1,left,MISS D. Barlow 3PT,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,,,,22.36,Missed,,,,,,,,,,,,,,,
216,PT08M26.00S,2025-11-20T00:48:32.0Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,36,37,2025-11-20T00:48:32Z,2120000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,,,,,,,,215.0,,,,,,,,,,2.0,2.0,0.0
217,PT08M15.00S,2025-11-20T00:48:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.2161629434954,48.529411764705884,1610612761,36,39,2025-11-20T00:48:47Z,2130000,False,-7.0,11.0,1,right,R. Barrett driving Layup (6 PTS),[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,1.35,Made,,,,6.0,,,,,,,,,,,
218,PT07M59.00S,2025-11-20T00:48:58.9Z,2,REGULAR,3pt,Jump Shot,[],1629656,31.718134034165573,72.54901960784314,1610612755,36,39,2025-11-20T00:49:02Z,2140000,False,-113.0,246.0,1,left,MISS Q. Grimes 27' 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,27.03,Missed,,,,,,,,,,,,,,,
219,PT07M57.00S,2025-11-20T00:49:00.9Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,36,39,2025-11-20T00:49:02Z,2150000,False,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,218.0,,,,,,,,,,3.0,3.0,0.0
220,PT07M44.00S,2025-11-20T00:49:13.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.82194480946123,52.69607843137255,1610612761,36,41,2025-11-20T00:49:18Z,2160000,False,13.0,15.0,1,right,J. Poeltl Layup (8 PTS) (I. Quickley 2 AST),"[1627751, 1630193]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,2.02,Made,,,,8.0,I. Quickley,1630193.0,2.0,,,,,,,,
222,PT07M35.00S,2025-11-20T00:49:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642845,6.093955321944804,51.470588235294116,1610612755,36,41,2025-11-20T01:04:44Z,2180000,False,-7.0,5.0,1,left,MISS V. Edgecombe driving finger roll Layup,[1642845],1610612755.0,PHI,driving finger roll,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,0.88,Missed,,,,,,,,,,,,,,,
223,PT07M33.00S,2025-11-20T00:49:24.8Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,36,41,2025-11-20T00:49:26Z,2190000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,222.0,,,,,,,,,,1.0,1.0,0.0
224,PT07M26.00S,2025-11-20T00:49:31.4Z,2,REGULAR,3pt,Jump Shot,[],1642419,75.21353482260184,11.274509803921575,1610612761,36,41,2025-11-20T00:49:36Z,2200000,False,-194.0,180.0,1,right,MISS J. Battle 26' 3PT,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Above the Break 3,24+ Left Center,,,,26.47,Missed,,,,,,,,,,,,,,,
225,PT07M23.00S,2025-11-20T00:49:34.9Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,36,41,2025-11-20T00:49:34Z,2210000,False,,,0,,S. Barnes REBOUND (Off:1 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,224.0,,,,,,,,,,5.0,4.0,1.0
226,PT07M21.00S,2025-11-20T00:49:37.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642419,78.10446780551905,8.088235294117652,1610612761,36,41,2025-11-20T00:49:41Z,2220000,False,-210.0,153.0,1,right,MISS J. Battle 25' 3PT,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Above the Break 3,24+ Left Center,,,,25.97,Missed,,,,,,,,,,,,,,,
227,PT07M17.00S,2025-11-20T00:49:41.4Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612755,36,41,2025-11-20T00:49:41Z,2230000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,,,226.0,,,,,,,,,,2.0,2.0,0.0
228,PT07M12.00S,2025-11-20T00:49:54.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,36,41,2025-11-20T00:49:54Z,2240000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,out,[],1642272,,,1610612755,36,41,2025-11-20T00:52:30Z,2250000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,out,[],1631230,,,1610612755,36,41,2025-11-20T00:52:30Z,2260000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,out,[],1642845,,,1610612755,36,41,2025-11-20T00:52:30Z,2270000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,out,[],1630567,,,1610612755,36,41,2025-11-20T00:52:30Z,2280000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,out,[],1630193,,,1610612755,36,41,2025-11-20T00:52:30Z,2290000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,out,[],1629628,,,1610612755,36,41,2025-11-20T00:52:30Z,2300000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,36,41,2025-11-20T00:52:30Z,2310000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,in,[],1642348,,,1610612755,36,41,2025-11-20T00:52:30Z,2320000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,in,[],1630570,,,1610612755,36,41,2025-11-20T00:52:30Z,2330000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,in,[],1627742,,,1610612755,36,41,2025-11-20T00:52:30Z,2340000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,in,[],1642347,,,1610612755,36,41,2025-11-20T00:52:30Z,2350000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M12.00S,2025-11-20T00:51:48.9Z,2,REGULAR,substitution,in,[],1642266,,,1610612755,36,41,2025-11-20T00:52:30Z,2360000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M01.00S,2025-11-20T00:52:58.3Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612755,36,41,2025-11-20T00:53:06Z,2370000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Edwards 2 FT),"[1627751, 1642348]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,1.0,0.0,Edwards,1642348.0,,,
243,PT07M01.00S,2025-11-20T00:53:31.5Z,2,REGULAR,freethrow,1 of 2,[],1642348,,,1610612755,37,41,2025-11-20T00:53:31Z,2390000,False,,,0,,J. Edwards Free Throw 1 of 2 (3 PTS),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,Made,,,,3.0,,,,,,,,,,,
244,PT07M01.00S,2025-11-20T00:53:48.7Z,2,REGULAR,freethrow,2 of 2,[],1642348,,,1610612755,38,41,2025-11-20T00:53:48Z,2400000,False,,,0,,J. Edwards Free Throw 2 of 2 (4 PTS),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,Made,,,,4.0,,,,,,,,,,,
245,PT06M42.00S,2025-11-20T00:54:10.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642419,85.72601839684626,44.11764705882353,1610612761,38,43,2025-11-20T01:07:02Z,2410000,False,-29.0,82.0,1,right,J. Battle 8' driving floating Jump Shot (2 PTS) (B. Ingram 2 AST),"[1642419, 1627742]",1610612761.0,TOR,driving floating,,,Battle,J. Battle,,,,,In The Paint (Non-RA),8-16 Center,,,,8.68,Made,,,,2.0,B. Ingram,1627742.0,2.0,,,,,,,,
247,PT06M17.00S,2025-11-20T00:54:36.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,4.77989487516426,49.754901960784316,1610612755,40,43,2025-11-20T00:54:39Z,2430000,False,1.0,-8.0,1,left,A. Drummond Layup (4 PTS) (T. Maxey 2 AST),"[203083, 1630178]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,0.77,Made,,,,4.0,T. Maxey,1630178.0,2.0,,,,,,,,
249,PT05M54.00S,2025-11-20T00:54:58.4Z,2,REGULAR,2pt,Jump Shot,[],1627751,95.45006570302233,70.09803921568627,1610612761,40,45,2025-11-20T00:55:03Z,2450000,False,100.0,-10.0,1,right,J. Poeltl 10' floating Jump Shot (10 PTS) (J. Shead 2 AST),"[1627751, 1642347]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,10.1,Made,,,,10.0,J. Shead,1642347.0,2.0,,,,,,,,
