actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
603,PT08M39.00S,2025-12-24T02:15:08.3Z,4,REGULAR,block,,[],202331,,,1610612751,77,95,2025-12-24T02:15:10Z,5950000,False,,,0,,P. George BLOCK (2 BLK),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
604,PT08M37.00S,2025-12-24T02:15:10.3Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,77,95,2025-12-24T02:15:12Z,5960000,False,,,0,,J. McCain REBOUND (Off:1 Def:5),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,602.0,,,,,,,,,,,,,6.0,5.0,1.0,,
605,PT08M34.00S,2025-12-24T02:15:14.1Z,4,REGULAR,foul,personal,['2freethrow'],1642849,,,1610612755,77,95,2025-12-24T02:15:24Z,5970000,False,,,0,,N. Traore shooting personal FOUL (2 PF) (McCain 2 FT),"[1642849, 1642272]",1610612751.0,BKN,shooting,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,1626300.0,2.0,0.0,McCain,1642272.0,,,,,,,,,,,,
607,PT08M34.00S,2025-12-24T02:15:52.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1642272,,,1610612755,78,95,2025-12-24T02:16:21Z,5990000,False,,,0,,J. McCain Free Throw 1 of 2 (5 PTS),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
608,PT08M34.00S,2025-12-24T02:15:55.1Z,4,REGULAR,substitution,out,[],201569,,,1610612755,78,95,2025-12-24T02:16:01Z,6000000,False,,,0,,SUB out: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT08M34.00S,2025-12-24T02:15:55.1Z,4,REGULAR,substitution,in,[],1642348,,,1610612755,78,95,2025-12-24T02:16:01Z,6020000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT08M34.00S,2025-12-24T02:15:55.1Z,4,REGULAR,substitution,in,[],203954,,,1610612755,78,95,2025-12-24T02:16:01Z,6030000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT08M34.00S,2025-12-24T02:15:55.1Z,4,REGULAR,substitution,out,[],202331,,,1610612755,78,95,2025-12-24T02:16:14Z,6040000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT08M34.00S,2025-12-24T02:15:52.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1642272,,,1610612755,78,95,2025-12-24T02:16:21Z,6050000,False,,,0,,MISS J. McCain Free Throw 2 of 2,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
614,PT08M31.00S,2025-12-24T02:15:55.2Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,78,95,2025-12-24T02:16:21Z,6060000,False,,,0,,D. Sharpe REBOUND (Off:5 Def:6),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,613.0,,,,,,,,,,,,,11.0,6.0,5.0,,
615,PT08M17.00S,2025-12-24T02:16:36.6Z,4,REGULAR,foul,personal,['2freethrow'],203954,,,1610612751,78,95,2025-12-24T02:16:44Z,6070000,False,,,0,,J. Embiid shooting personal FOUL (4 PF) (Williams 2 FT),"[203954, 1630533]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,1626300.0,4.0,0.0,Williams,1630533.0,,,,,,,,,,,,
617,PT08M17.00S,2025-12-24T02:17:11.6Z,4,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,78,96,2025-12-24T02:17:11Z,6090000,False,,,0,,Z. Williams Free Throw 1 of 2 (8 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
618,PT08M17.00S,2025-12-24T02:17:29.5Z,4,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,78,97,2025-12-24T02:17:29Z,6100000,False,,,0,,Z. Williams Free Throw 2 of 2 (9 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
619,PT07M59.00S,2025-12-24T02:17:51.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642348,92.85479632063075,46.81372549019608,1610612755,78,97,2025-12-24T02:17:57Z,6110000,False,-16.0,15.0,1,right,MISS J. Edwards cutting Layup,[1642348],1610612755.0,PHI,cutting,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
620,PT07M55.00S,2025-12-24T02:17:55.5Z,4,REGULAR,rebound,offensive,[],1642348,,,1610612755,78,97,2025-12-24T02:17:55Z,6120000,False,,,0,,J. Edwards REBOUND (Off:1 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,619.0,,,,,,,,,,,,,2.0,1.0,1.0,,
621,PT07M55.00S,2025-12-24T02:17:55.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642348,94.40999984741211,50.0,1610612755,80,97,2025-12-24T02:17:55Z,6130000,False,0.0,0.0,1,right,J. Edwards putback Layup (4 PTS),[1642348],1610612755.0,PHI,putback,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,4.0,,,,,,,,,,,
622,PT07M49.00S,2025-12-24T02:18:01.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642849,15.325229960578188,57.84313725490197,1610612751,80,99,2025-12-24T02:18:06Z,6140000,False,-39.0,92.0,1,left,N. Traore 9' driving floating Jump Shot (5 PTS) (T. Martin 1 AST),"[1642849, 1631213]",1610612751.0,BKN,driving floating,,,Traore,N. Traore,,,,,In The Paint (Non-RA),8-16 Center,9.96,Made,,,,,,,5.0,T. Martin,1631213.0,1.0,,,,,,,,
624,PT07M35.00S,2025-12-24T02:18:16.7Z,4,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,80,99,2025-12-24T02:18:25Z,6160000,False,,,0,,T. Maxey bad pass out-of-bounds TURNOVER (3 TO),[1630178],1610612755.0,PHI,bad pass,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,1627539.0,,,,,,,,,3.0,,,,,,,
625,PT07M20.00S,2025-12-24T02:18:50.6Z,4,REGULAR,turnover,bad pass,[],1642874,,,1610612751,80,99,2025-12-24T02:18:54Z,6170000,False,,,0,,D. Wolf bad pass TURNOVER (2 TO),"[1642874, 1630178]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,Maxey,1630178.0,,,,,
626,PT07M20.00S,2025-12-24T02:18:50.6Z,4,REGULAR,steal,,[],1630178,,,1610612755,80,99,2025-12-24T02:18:52Z,6180000,False,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
627,PT07M11.00S,2025-12-24T02:18:59.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630178,77.08607095926413,56.372549019607845,1610612755,80,99,2025-12-24T02:19:06Z,6190000,False,32.0,163.0,1,right,MISS T. Maxey 16' turnaround fadeaway Shot,[1630178],1610612755.0,PHI,turnaround fadeaway,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,16.6,Missed,,,,,,,,,,,,,,,,,,
628,PT07M11.00S,2025-12-24T02:18:59.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,80,99,2025-12-24T02:19:06Z,6200000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,16-24 Center,,,627.0,,,,,,,,,,,,,,,,,
629,PT07M11.00S,2025-12-24T02:19:04.1Z,4,REGULAR,foul,personal,[],1630549,,,1610612755,80,99,2025-12-24T02:19:12Z,6210000,False,,,0,,D. Sharpe loose ball personal FOUL (3 PF),"[1630549, 1641737]",1610612751.0,BKN,loose ball,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,1626300.0,3.0,0.0,Bona,1641737.0,,,,,,,,,,,,
631,PT07M11.00S,2025-12-24T02:19:12.3Z,4,REGULAR,substitution,out,[],1630549,,,1610612755,80,99,2025-12-24T02:19:25Z,6230000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT07M11.00S,2025-12-24T02:19:12.3Z,4,REGULAR,substitution,out,[],1642849,,,1610612755,80,99,2025-12-24T02:19:25Z,6240000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT07M11.00S,2025-12-24T02:19:12.3Z,4,REGULAR,substitution,out,[],1642874,,,1610612755,80,99,2025-12-24T02:19:25Z,6250000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT07M11.00S,2025-12-24T02:19:12.3Z,4,REGULAR,substitution,in,[],1641730,,,1610612755,80,99,2025-12-24T02:19:25Z,6260000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT07M11.00S,2025-12-24T02:19:12.3Z,4,REGULAR,substitution,in,[],1629651,,,1610612755,80,99,2025-12-24T02:19:25Z,6270000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT07M11.00S,2025-12-24T02:19:12.3Z,4,REGULAR,substitution,in,[],1642856,,,1610612755,80,99,2025-12-24T02:19:25Z,6280000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT07M11.00S,2025-12-24T02:19:31.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,80,99,2025-12-24T02:19:31Z,6290000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT06M51.00S,2025-12-24T02:22:38.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203954,94.40999984741211,50.0,1610612755,80,99,2025-12-24T02:29:06Z,6320000,False,0.0,0.0,1,right,MISS J. Embiid alley-oop Layup,[203954],1610612755.0,PHI,alley-oop,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
641,PT06M50.00S,2025-12-24T02:22:39.4Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,80,99,2025-12-24T02:28:20Z,6330000,False,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,640.0,,,,,,,,,,,,,6.0,5.0,1.0,,
642,PT06M50.00S,2025-12-24T02:22:40.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,94.40999984741211,50.0,1610612755,82,99,2025-12-24T02:22:40Z,6340000,False,0.0,0.0,1,right,J. Embiid tip Layup (23 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,23.0,,,,,,,,,,,
643,PT06M37.00S,2025-12-24T02:22:53.4Z,4,REGULAR,3pt,Jump Shot,[],1641730,10.200394218134035,96.56862745098039,1610612751,82,99,2025-12-24T02:23:01Z,6350000,False,-233.0,43.0,1,left,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,,
644,PT06M34.00S,2025-12-24T02:22:56.4Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,82,99,2025-12-24T02:23:01Z,6360000,False,,,0,,J. McCain REBOUND (Off:1 Def:6),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Left Corner 3,24+ Left,,,643.0,,,,,,,,,,,,,7.0,6.0,1.0,,
645,PT06M20.00S,2025-12-24T02:23:12.3Z,4,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612755,82,99,2025-12-24T02:23:24Z,6370000,False,,,0,,N. Clowney shooting personal FOUL (5 PF) (Embiid 2 FT),"[1641730, 203954]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,2004.0,5.0,0.0,Embiid,203954.0,,,,,,,,,,,,
647,PT06M20.00S,2025-12-24T02:23:45.1Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,83,99,2025-12-24T02:23:45Z,6390000,False,,,0,,J. Embiid Free Throw 1 of 2 (24 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,,
648,PT06M20.00S,2025-12-24T02:23:46.8Z,4,REGULAR,substitution,out,[],1630533,,,1610612755,83,99,2025-12-24T02:23:53Z,6400000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT06M20.00S,2025-12-24T02:23:46.8Z,4,REGULAR,substitution,out,[],1631213,,,1610612755,83,99,2025-12-24T02:23:53Z,6410000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT06M20.00S,2025-12-24T02:23:46.8Z,4,REGULAR,substitution,in,[],1629611,,,1610612755,83,99,2025-12-24T02:23:53Z,6420000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT06M20.00S,2025-12-24T02:23:46.8Z,4,REGULAR,substitution,in,[],1629008,,,1610612755,83,99,2025-12-24T02:23:53Z,6430000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT06M20.00S,2025-12-24T02:24:04.2Z,4,REGULAR,substitution,out,[],1642348,,,1610612755,83,99,2025-12-24T02:24:08Z,6440000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT06M20.00S,2025-12-24T02:24:04.2Z,4,REGULAR,substitution,in,[],202331,,,1610612755,83,99,2025-12-24T02:24:08Z,6450000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT06M20.00S,2025-12-24T02:24:23.5Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,84,99,2025-12-24T02:24:23Z,6460000,False,,,0,,J. Embiid Free Throw 2 of 2 (25 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,25.0,,,,,,,,,,,
655,PT06M09.00S,2025-12-24T02:24:37.5Z,4,REGULAR,turnover,bad pass,[],1629611,,,1610612751,84,99,2025-12-24T02:24:42Z,6470000,False,,,0,,T. Mann bad pass TURNOVER (2 TO),"[1629611, 1630178]",1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Maxey,1630178.0,,,,,
656,PT06M09.00S,2025-12-24T02:24:37.5Z,4,REGULAR,steal,,[],1630178,,,1610612755,84,99,2025-12-24T02:24:39Z,6480000,False,,,0,,T. Maxey STEAL (3 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
657,PT06M07.00S,2025-12-24T02:24:40.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,93.38042049934296,49.754901960784316,1610612755,86,99,2025-12-24T02:24:46Z,6490000,False,-1.0,10.0,1,right,T. Maxey running finger roll Layup (11 PTS),[1630178],1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,11.0,,,,,,,,,,,
658,PT05M42.00S,2025-12-24T02:25:04.3Z,4,REGULAR,3pt,Jump Shot,[],1629008,34.641918528252305,53.431372549019606,1610612751,86,99,2025-12-24T02:29:56Z,6500000,False,-17.0,273.0,1,left,MISS M. Porter Jr. 27' pullup 3PT,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,27.36,Missed,,,,,,,,,,,,,,,,,,
659,PT05M40.00S,2025-12-24T02:25:06.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,86,99,2025-12-24T02:25:14Z,6510000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,658.0,,,,,,,,,,,,,,,,,
660,PT05M40.00S,2025-12-24T02:25:09.0Z,4,REGULAR,foul,personal,[],1641737,,,1610612751,86,99,2025-12-24T02:25:23Z,6520000,False,,,0,,A. Bona loose ball personal FOUL (3 PF),"[1641737, 1629651]",1610612755.0,PHI,loose ball,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,2004.0,3.0,0.0,Claxton,1629651.0,,,,,,,,,,,,
662,PT05M31.00S,2025-12-24T02:25:39.2Z,4,REGULAR,turnover,out-of-bounds,[],1642856,,,1610612751,86,99,2025-12-24T02:25:44Z,6540000,False,,,0,,E. Dëmin bad pass out-of-bounds TURNOVER (2 TO),[1642856],1610612751.0,BKN,bad pass,,,Dëmin,E. Dëmin,,,,,Mid-Range,8-16 Left,,,,1626300.0,,,,,,,,,2.0,,,,,,,
663,PT05M11.00S,2025-12-24T02:26:00.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641737,93.24901445466492,47.794117647058826,1610612755,88,99,2025-12-24T02:26:05Z,6550000,False,-11.0,11.0,1,right,A. Bona alley-oop DUNK (4 PTS) (J. Embiid 3 AST),"[1641737, 203954]",1610612755.0,PHI,alley-oop,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,4.0,J. Embiid,203954.0,3.0,,,,,,,,
665,PT04M56.00S,2025-12-24T02:26:15.6Z,4,REGULAR,3pt,Jump Shot,[],1642856,27.54599211563732,15.931372549019606,1610612751,88,99,2025-12-24T02:26:21Z,6570000,False,170.0,206.0,1,left,MISS E. Dëmin 26' 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,26.76,Missed,,,,,,,,,,,,,,,,,,
666,PT04M54.00S,2025-12-24T02:26:17.6Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,88,99,2025-12-24T02:26:21Z,6580000,False,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,665.0,,,,,,,,,,,,,3.0,3.0,0.0,,
667,PT04M40.00S,2025-12-24T02:26:34.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629008,,,1610612755,88,99,2025-12-24T02:26:40Z,6590000,False,,,0,,M. Porter Jr. personal FOUL (3 PF) (Embiid 2 FT),"[1629008, 203954]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,1627539.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,,,
669,PT04M40.00S,2025-12-24T02:27:09.3Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,89,99,2025-12-24T02:27:09Z,6610000,False,,,0,,J. Embiid Free Throw 1 of 2 (26 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,26.0,,,,,,,,,,,
670,PT04M40.00S,2025-12-24T02:27:36.2Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,90,99,2025-12-24T02:27:36Z,6620000,False,,,0,,J. Embiid Free Throw 2 of 2 (27 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,27.0,,,,,,,,,,,
671,PT04M40.00S,2025-12-24T02:27:47.5Z,4,REGULAR,foul,technical,['1freethrow'],1641737,,,1610612751,90,99,2025-12-24T02:27:55Z,6630000,False,,,0,,A. Bona technical FOUL (1 Tech),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,1626300.0,3.0,1.0,,,,,,,,,,,,,,
672,PT04M40.00S,2025-12-24T02:28:13.1Z,4,REGULAR,freethrow,1 of 1,[],1629008,,,1610612751,90,99,2025-12-24T02:28:13Z,6640000,False,,,0,,MISS M. Porter Jr. technical Free Throw 1 of 1,[1629008],1610612751.0,BKN,technical,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
673,PT04M40.00S,2025-12-24T02:28:13.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,90,99,2025-12-24T02:28:13Z,6650000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,672.0,,,,,,,,,,,,,,,,,
674,PT04M24.00S,2025-12-24T02:28:49.4Z,4,REGULAR,foul,personal,[],202331,,,1610612751,90,99,2025-12-24T02:29:22Z,6660000,False,,,0,,P. George personal FOUL (2 PF),"[202331, 1629008]",1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,2.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,
678,PT04M24.00S,2025-12-24T02:29:39.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641737,,,1610612751,90,99,2025-12-24T02:29:52Z,6700000,False,,,0,,A. Bona away-from-play personal FOUL (4 PF) (Claxton 1 FT),"[1641737, 1629651]",1610612755.0,PHI,away-from-play,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,,2004.0,4.0,1.0,Claxton,1629651.0,,,,,,,,,,,,
680,PT04M24.00S,2025-12-24T02:29:53.8Z,4,REGULAR,freethrow,1 of 1,[],1629008,,,1610612751,90,100,2025-12-24T02:29:53Z,6720000,False,,,0,,M. Porter Jr. away-from-play Free Throw 1 of 1 (28 PTS),[1629008],1610612751.0,BKN,away-from-play,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,28.0,,,,,,,,,,,
681,PT04M22.00S,2025-12-24T02:30:01.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612755,90,100,2025-12-24T02:30:18Z,6730000,False,,,0,,J. Embiid personal FOUL (5 PF) (Clowney 2 FT),"[203954, 1641730]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,1626300.0,5.0,0.0,Clowney,1641730.0,,,,,,,,,,,,
683,PT04M22.00S,2025-12-24T02:30:26.3Z,4,REGULAR,freethrow,1 of 2,[],1641730,,,1610612751,90,101,2025-12-24T02:30:26Z,6750000,False,,,0,,N. Clowney Free Throw 1 of 2 (12 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
684,PT04M22.00S,2025-12-24T02:30:45.0Z,4,REGULAR,freethrow,2 of 2,[],1641730,,,1610612751,90,102,2025-12-24T02:30:45Z,6760000,False,,,0,,N. Clowney Free Throw 2 of 2 (13 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
685,PT04M04.00S,2025-12-24T02:31:51.8Z,4,REGULAR,jumpball,recovered,[],202331,,,1610612755,90,102,2025-12-24T02:35:38Z,6770000,False,,,0,,Jump Ball J. Embiid vs. N. Clowney: Tip to P. George,"[202331, 203954, 1641730]",1610612755.0,PHI,heldball,P. George,202331.0,George,P. George,Embiid,203954.0,Clowney,1641730.0,,,,,,,,,,,,,,,,,,,,,,
688,PT03M56.00S,2025-12-24T02:31:55.5Z,4,REGULAR,3pt,Jump Shot,[],202331,68.80749014454665,74.50980392156863,1610612755,93,102,2025-12-24T02:32:05Z,6800000,False,123.0,241.0,1,right,P. George 27' 3PT step back (16 PTS),[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Above the Break 3,24+ Right Center,27.01,Made,,,,,,,16.0,,,,,,,,,,,
689,PT03M31.00S,2025-12-24T02:32:20.9Z,4,REGULAR,3pt,Jump Shot,[],1641730,30.962549277266753,23.284313725490197,1610612751,93,102,2025-12-24T02:36:16Z,6810000,False,134.0,239.0,1,left,MISS N. Clowney 27' pullup 3PT,[1641730],1610612751.0,BKN,pullup,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,27.34,Missed,,,,,,,,,,,,,,,,,,
690,PT03M29.00S,2025-12-24T02:32:22.9Z,4,REGULAR,rebound,offensive,[],1629611,,,1610612751,93,102,2025-12-24T02:32:31Z,6820000,False,,,0,,T. Mann REBOUND (Off:2 Def:3),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,689.0,,,,,,,,,,,,,5.0,3.0,2.0,,
691,PT03M29.00S,2025-12-24T02:32:31.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641737,,,1610612751,93,102,2025-12-24T02:32:39Z,6830000,False,,,0,,A. Bona personal FOUL (5 PF) (Mann 2 FT),"[1641737, 1629611]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),8-16 Center,,,,2004.0,5.0,1.0,Mann,1629611.0,,,,,,,,,,,,
693,PT03M29.00S,2025-12-24T02:32:49.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629611,,,1610612751,93,103,2025-12-24T02:32:49Z,6850000,False,,,0,,T. Mann Free Throw 1 of 2 (3 PTS),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
