actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-17T00:13:12.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-17T00:13:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-17T00:13:16.5Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2026-01-17T00:13:16Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Embiid: Tip to E. Mobley,"[1630596, 1628386, 203954]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-01-17T00:13:30.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.87319316688567,47.79411764705882,1610612739,0,2,2026-01-17T00:13:36Z,70000,False,-11.0,5.0,1,right,E. Mobley alley-oop DUNK (2 PTS) (D. Mitchell 1 AST),"[1630596, 1628378]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.21,Made,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2026-01-17T00:13:52.1Z,1,REGULAR,2pt,Jump Shot,[],1642845,18.446123521681997,27.450980392156865,1610612755,2,2,2026-01-17T00:13:56Z,90000,False,113.0,121.0,1,left,V. Edgecombe 16' pullup Jump Shot (2 PTS),[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Right Center,16.53,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M59.00S,2026-01-17T00:14:37.9Z,1,REGULAR,2pt,Hook,[],1630596,86.90867279894876,71.32352941176471,1610612739,2,4,2026-01-17T00:14:45Z,120000,False,107.0,71.0,1,right,E. Mobley 12' turnaround Hook (4 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,12.79,Made,4.0,,,,,,,,,,,,,,,,,
13,PT10M36.00S,2026-01-17T00:15:00.5Z,1,REGULAR,2pt,Jump Shot,[],203954,29.221419185282528,45.34313725490197,1610612755,4,4,2026-01-17T00:15:04Z,130000,False,23.0,222.0,1,left,J. Embiid 22' pullup Jump Shot (2 PTS) (P. George 1 AST),"[203954, 202331]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,22.34,Made,2.0,P. George,202331.0,1.0,,,,,,,,,,,,,,
15,PT10M20.00S,2026-01-17T00:15:16.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641854,82.44086727989487,52.450980392156865,1610612739,4,6,2026-01-17T00:15:20Z,150000,False,12.0,113.0,1,right,C. Porter Jr. 11' fadeaway Jump Shot (2 PTS),[1641854],1610612739.0,CLE,fadeaway,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.33,Made,2.0,,,,,,,,,,,,,,,,,
16,PT09M59.00S,2026-01-17T00:15:36.8Z,1,REGULAR,2pt,Jump Shot,[],203954,25.147831800262807,46.81372549019608,1610612755,6,6,2026-01-17T00:15:41Z,160000,False,16.0,184.0,1,left,J. Embiid 18' step back Jump Shot (4 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,18.46,Made,4.0,,,,,,,,,,,,,,,,,
17,PT09M43.00S,2026-01-17T00:15:53.5Z,1,REGULAR,3pt,Jump Shot,[],1642281,73.63666228646518,16.17647058823529,1610612739,6,6,2026-01-17T00:16:00Z,170000,False,-169.0,195.0,1,right,MISS J. Tyson 25' 3PT,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
18,PT09M42.00S,2026-01-17T00:15:54.5Z,1,REGULAR,rebound,offensive,[],1641854,,,1610612739,6,6,2026-01-17T00:16:00Z,180000,False,,,0,,C. Porter Jr. REBOUND (Off:1 Def:0),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,
19,PT09M36.00S,2026-01-17T00:16:00.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642281,87.9599211563732,41.42156862745098,1610612739,6,8,2026-01-17T00:16:05Z,190000,False,-43.0,61.0,1,right,J. Tyson 7' driving floating Jump Shot (2 PTS) (C. Porter Jr. 1 AST),"[1642281, 1641854]",1610612739.0,CLE,driving floating,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,7.43,Made,2.0,C. Porter Jr.,1641854.0,1.0,,,,,,,,,,,,,,
21,PT09M24.00S,2026-01-17T00:16:15.7Z,1,REGULAR,foul,personal,[],1642281,,,1610612755,6,8,2026-01-17T00:16:24Z,210000,False,,,0,,J. Tyson personal FOUL (1 PF),"[1642281, 202331]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627524.0,1.0,0.0,George,202331.0,,,,,
23,PT09M14.00S,2026-01-17T00:16:42.0Z,1,REGULAR,3pt,Jump Shot,[],202331,13.452693823915894,4.411764705882348,1610612755,6,8,2026-01-17T00:16:47Z,230000,False,228.0,74.0,1,left,MISS P. George 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,23.96,Missed,,,,,,,,,,,,,,,,,,
24,PT09M10.00S,2026-01-17T00:16:46.0Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,6,8,2026-01-17T00:16:47Z,240000,False,,,0,,J. Tyson REBOUND (Off:0 Def:1),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Right Corner 3,24+ Right,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M02.00S,2026-01-17T00:16:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,92.29632063074901,52.94117647058824,1610612739,6,8,2026-01-17T00:16:58Z,250000,False,15.0,20.0,1,right,MISS C. Porter Jr. driving Layup - blocked,"[1641854, 1631230]",1610612739.0,CLE,driving,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,Barlow,1631230.0,,,
26,PT09M02.00S,2026-01-17T00:16:52.8Z,1,REGULAR,block,,[],1631230,,,1610612739,6,8,2026-01-17T00:16:55Z,260000,False,,,0,,D. Barlow BLOCK (1 BLK),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M00.00S,2026-01-17T00:16:54.8Z,1,REGULAR,rebound,offensive,[],1641854,,,1610612739,6,8,2026-01-17T00:16:58Z,270000,False,,,0,,C. Porter Jr. REBOUND (Off:2 Def:0),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,25.0,2.0,0.0,2.0,,,,,,,,,,
28,PT08M59.00S,2026-01-17T00:16:57.1Z,1,REGULAR,turnover,bad pass,[],1642281,,,1610612739,6,8,2026-01-17T00:17:00Z,280000,False,,,0,,J. Tyson bad pass TURNOVER (1 TO),"[1642281, 1630178]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Maxey,1630178.0
29,PT08M59.00S,2026-01-17T00:16:57.1Z,1,REGULAR,steal,,[],1630178,,,1610612755,6,8,2026-01-17T00:16:58Z,290000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
30,PT08M54.00S,2026-01-17T00:17:02.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202331,14.109724047306173,4.411764705882348,1610612755,9,8,2026-01-17T00:17:10Z,300000,False,228.0,80.0,1,left,P. George 24' 3PT running (3 PTS) (T. Maxey 1 AST),"[202331, 1630178]",1610612755.0,PHI,running,,,George,P. George,,,,,Right Corner 3,24+ Right,24.16,Made,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
32,PT08M42.00S,2026-01-17T00:17:18.4Z,1,REGULAR,foul,personal,[],1642845,,,1610612739,9,8,2026-01-17T00:17:24Z,320000,False,,,0,,V. Edgecombe personal FOUL (1 PF),"[1642845, 1628378]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1628487.0,1.0,0.0,Mitchell,1628378.0,,,,,
34,PT08M28.00S,2026-01-17T00:17:45.2Z,1,REGULAR,turnover,bad pass,[],1641854,,,1610612739,9,8,2026-01-17T00:17:48Z,340000,False,,,0,,C. Porter Jr. bad pass TURNOVER (1 TO),"[1641854, 1631230]",1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Barlow,1631230.0
35,PT08M28.00S,2026-01-17T00:17:45.2Z,1,REGULAR,steal,,[],1631230,,,1610612755,9,8,2026-01-17T00:17:47Z,350000,False,,,0,,D. Barlow STEAL (1 STL),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
