actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
200,PT00M40.90S,2026-02-20T00:41:18.4Z,1,REGULAR,substitution,out,[],1631133,,,1610612737,23,24,2026-02-20T00:41:26Z,1930000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,
201,PT00M40.90S,2026-02-20T00:41:18.4Z,1,REGULAR,substitution,in,[],1642845,,,1610612737,23,24,2026-02-20T00:41:26Z,1940000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
202,PT00M40.90S,2026-02-20T00:41:34.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629638,,,1610612737,23,25,2026-02-20T00:41:34Z,1950000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (6 PTS),[1629638],1610612737.0,ATL,,,,,,,,,,Made,6.0,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,
203,PT00M28.90S,2026-02-20T00:41:51.0Z,1,REGULAR,2pt,Jump Shot,[],1630178,25.57490144546649,67.40196078431373,1610612755,23,25,2026-02-20T00:41:55Z,1960000,False,-87.0,188.0,1,left,MISS T. Maxey 20' step back Shot,[1630178],1610612755.0,PHI,step back,,,,,,Mid-Range,16-24 Left Center,20.71,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
204,PT00M26.30S,2026-02-20T00:41:53.6Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612737,23,25,2026-02-20T00:41:53Z,1970000,False,,,0,,C. Kispert REBOUND (Off:1 Def:2),[1630557],1610612737.0,ATL,,,,,,,Mid-Range,16-24 Left Center,,,,Kispert,C. Kispert,,,,,,,203.0,3.0,2.0,1.0,,,,,,,,
205,PT00M07.50S,2026-02-20T00:42:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.9060446780552,60.5392156862745,1610612737,23,25,2026-02-20T00:42:19Z,1980000,False,53.0,5.0,1,right,MISS C. McCollum driving finger roll Layup - blocked,"[203468, 1641737]",1610612737.0,ATL,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,Bona,1641737.0
206,PT00M07.50S,2026-02-20T00:42:12.4Z,1,REGULAR,block,,[],1641737,,,1610612737,23,25,2026-02-20T00:42:15Z,1990000,False,,,0,,A. Bona BLOCK (3 BLK),[1641737],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,
207,PT00M03.60S,2026-02-20T00:42:16.3Z,1,REGULAR,rebound,offensive,[],1630557,,,1610612737,23,25,2026-02-20T00:42:19Z,2000000,False,,,0,,C. Kispert REBOUND (Off:2 Def:2),[1630557],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kispert,C. Kispert,,,,,,,205.0,4.0,2.0,2.0,,,,,,,,
208,PT00M03.60S,2026-02-20T00:42:19.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,75.64060446780552,85.7843137254902,1610612737,23,28,2026-02-20T00:42:45Z,2010000,False,179.0,176.0,1,right,N. Alexander-Walker 25' 3PT  (9 PTS) (C. Kispert 1 AST),"[1629638, 1630557]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,25.13,Made,9.0,Alexander-Walker,N. Alexander-Walker,C. Kispert,1630557.0,1.0,,,,,,,,,,,,,,,
210,PT00M00.20S,2026-02-20T00:42:28.9Z,1,REGULAR,3pt,Jump Shot,[],1642845,31.35676741130092,89.70588235294117,1610612755,26,28,2026-02-20T00:42:37Z,2030000,False,-199.0,242.0,1,left,V. Edgecombe 31' 3PT pullup bank (11 PTS),[1642845],1610612755.0,PHI,pullup bank,,,,,,Above the Break 3,24+ Left Center,31.32,Made,11.0,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
211,PT00M00.00S,2026-02-20T00:42:56.3Z,1,REGULAR,period,end,[],0,,,1610612737,26,28,2026-02-20T00:42:56Z,2040000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT12M00.00S,2026-02-20T00:44:44.5Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612737,26,28,2026-02-20T00:45:16Z,2050000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
214,PT12M00.00S,2026-02-20T00:44:44.5Z,2,REGULAR,substitution,out,['startperiod'],1629638,,,1610612737,26,28,2026-02-20T00:45:16Z,2060000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,,,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,
215,PT12M00.00S,2026-02-20T00:44:44.5Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612737,26,28,2026-02-20T00:45:16Z,2070000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,
216,PT12M00.00S,2026-02-20T00:44:44.5Z,2,REGULAR,substitution,in,['startperiod'],1630700,,,1610612737,26,28,2026-02-20T00:45:16Z,2080000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
217,PT12M00.00S,2026-02-20T00:45:13.4Z,2,REGULAR,period,start,[],0,,,0,26,28,2026-02-20T00:45:17Z,2090000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT11M46.00S,2026-02-20T00:45:26.6Z,2,REGULAR,3pt,Jump Shot,[],1629111,65.91655716162943,37.745098039215684,1610612737,26,28,2026-02-20T00:45:31Z,2100000,False,-61.0,268.0,1,right,MISS J. Landale 27' 3PT,[1629111],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,27.48,Missed,,Landale,J. Landale,,,,,,,,,,,,,,,,,,
219,PT11M41.00S,2026-02-20T00:45:31.6Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,26,28,2026-02-20T00:45:31Z,2110000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:3),[1642845],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Edgecombe,V. Edgecombe,,,,,,,218.0,3.0,3.0,0.0,,,,,,,,
220,PT11M32.00S,2026-02-20T00:45:41.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,9.543363994743759,38.970588235294116,1610612755,26,28,2026-02-20T00:45:51Z,2120000,False,55.0,37.0,1,left,MISS V. Edgecombe 6' driving floating Shot,[1642845],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
221,PT11M30.00S,2026-02-20T00:45:43.3Z,2,REGULAR,rebound,offensive,[],1641737,,,1610612755,26,28,2026-02-20T00:45:52Z,2130000,False,,,0,,A. Bona REBOUND (Off:2 Def:0),[1641737],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bona,A. Bona,,,,,,,220.0,2.0,0.0,2.0,,,,,,,,
222,PT11M28.00S,2026-02-20T00:46:06.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,6.1268068331143235,4.901960784313726,1610612755,29,28,2026-02-20T00:46:10Z,2140000,False,225.0,5.0,1,left,Q. Grimes 3PT  (4 PTS) (C. Payne 1 AST),"[1629656, 1626166]",1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,22.56,Made,4.0,Grimes,Q. Grimes,C. Payne,1626166.0,1.0,,,,,,,,,,,,,,,
224,PT11M05.00S,2026-02-20T00:46:30.9Z,2,REGULAR,foul,personal,[],1642845,,,1610612737,29,28,2026-02-20T00:46:36Z,2160000,False,,,0,,V. Edgecombe personal FOUL (2 PF),"[1642845, 1629111]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Edgecombe,V. Edgecombe,,,,1628485.0,2.0,0.0,,,,,,,,,Landale,1629111.0,,
226,PT10M56.00S,2026-02-20T00:46:57.5Z,2,REGULAR,2pt,Jump Shot,[],203468,82.7365308804205,32.59803921568628,1610612737,29,30,2026-02-20T00:47:01Z,2180000,False,-87.0,110.0,1,right,C. McCollum 14' pullup Jump Shot (5 PTS),[203468],1610612737.0,ATL,pullup,,,,,,Mid-Range,8-16 Left,14.01,Made,5.0,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
227,PT10M34.00S,2026-02-20T00:47:19.1Z,2,REGULAR,3pt,Jump Shot,[],1626166,30.17411300919842,22.30392156862745,1610612755,29,30,2026-02-20T00:47:24Z,2190000,False,138.0,231.0,1,left,MISS C. Payne 26' pullup 3PT,[1626166],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,26.94,Missed,,Payne,C. Payne,,,,,,,,,,,,,,,,,,
228,PT10M33.00S,2026-02-20T00:47:20.1Z,2,REGULAR,rebound,offensive,[],1641737,,,1610612755,29,30,2026-02-20T00:47:24Z,2200000,False,,,0,,A. Bona REBOUND (Off:3 Def:0),[1641737],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Bona,A. Bona,,,,,,,227.0,3.0,0.0,3.0,,,,,,,,
229,PT10M33.00S,2026-02-20T00:47:23.8Z,2,REGULAR,foul,personal,['2freethrow'],1631243,,,1610612755,29,30,2026-02-20T00:47:31Z,2210000,False,,,0,,M. Gueye shooting personal FOUL (1 PF) (Bona 2 FT),"[1631243, 1641737]",1610612737.0,ATL,shooting,,,,,,Restricted Area,0-8 Center,,,,Gueye,M. Gueye,,,,1628485.0,1.0,0.0,,,,,,,,,Bona,1641737.0,,
231,PT10M33.00S,2026-02-20T00:47:52.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1641737,,,1610612755,30,30,2026-02-20T00:48:19Z,2230000,False,,,0,,A. Bona Free Throw 1 of 2 (3 PTS),[1641737],1610612755.0,PHI,,,,,,,,,,Made,3.0,Bona,A. Bona,,,,,,,,,,,,,,,,,,
232,PT10M33.00S,2026-02-20T00:47:52.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1641737,,,1610612755,30,30,2026-02-20T00:48:19Z,2240000,False,,,0,,MISS A. Bona Free Throw 2 of 2,[1641737],1610612755.0,PHI,,,,,,,,,,Missed,,Bona,A. Bona,,,,,,,,,,,,,,,,,,
233,PT10M31.00S,2026-02-20T00:47:54.6Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,30,30,2026-02-20T00:48:19Z,2250000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612737.0,ATL,,,,,,,,,,,,Daniels,D. Daniels,,,,,,,232.0,2.0,2.0,0.0,,,,,,,,
234,PT10M20.00S,2026-02-20T00:48:29.0Z,2,REGULAR,3pt,Jump Shot,[],1629111,68.9388961892247,27.450980392156865,1610612737,30,33,2026-02-20T00:48:33Z,2260000,False,-113.0,239.0,1,right,J. Landale 26' 3PT  (8 PTS) (D. Daniels 1 AST),"[1629111, 1630700]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,26.47,Made,8.0,Landale,J. Landale,D. Daniels,1630700.0,1.0,,,,,,,,,,,,,,,
236,PT10M01.00S,2026-02-20T00:48:46.8Z,2,REGULAR,2pt,Jump Shot,[],1629656,9.411957950065702,74.26470588235294,1610612755,32,33,2026-02-20T00:48:53Z,2280000,False,-121.0,36.0,1,left,Q. Grimes 12' step back Jump Shot (6 PTS) (C. Payne 2 AST),"[1629656, 1626166]",1610612755.0,PHI,step back,,,,,,Mid-Range,8-16 Left,12.65,Made,6.0,Grimes,Q. Grimes,C. Payne,1626166.0,2.0,,,,,,,,,,,,,,,
238,PT09M52.00S,2026-02-20T00:49:01.5Z,2,REGULAR,foul,personal,[],1641737,,,1610612737,32,33,2026-02-20T00:49:11Z,2300000,False,,,0,,A. Bona personal FOUL (2 PF),"[1641737, 1629111]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bona,A. Bona,,,,1628485.0,2.0,0.0,,,,,,,,,Landale,1629111.0,,
240,PT09M43.00S,2026-02-20T00:49:23.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,91.5407358738502,38.23529411764706,1610612737,32,33,2026-02-20T00:49:31Z,2320000,False,-59.0,27.0,1,right,MISS J. Landale 6' turnaround Hook,[1629111],1610612737.0,ATL,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.47,Missed,,Landale,J. Landale,,,,,,,,,,,,,,,,,,
241,PT09M39.00S,2026-02-20T00:49:27.1Z,2,REGULAR,rebound,offensive,[],1631243,,,1610612737,32,33,2026-02-20T00:49:27Z,2330000,False,,,0,,M. Gueye REBOUND (Off:1 Def:0),[1631243],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Gueye,M. Gueye,,,,,,,240.0,1.0,0.0,1.0,,,,,,,,
242,PT09M39.00S,2026-02-20T00:49:27.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631243,94.40999984741211,50.0,1610612737,32,33,2026-02-20T00:51:34Z,2340000,False,0.0,0.0,1,right,MISS M. Gueye tip Layup,[1631243],1610612737.0,ATL,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,
243,PT09M38.00S,2026-02-20T00:49:28.1Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612755,32,33,2026-02-20T00:57:05Z,2350000,False,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Watford,T. Watford,,,,,,,242.0,2.0,2.0,0.0,,,,,,,,
244,PT09M33.00S,2026-02-20T00:49:32.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629656,27.94021024967148,18.137254901960784,1610612755,35,33,2026-02-20T00:50:32Z,2360000,False,159.0,210.0,1,left,Q. Grimes 26' 3PT running pullup (9 PTS) (C. Payne 3 AST),"[1629656, 1626166]",1610612755.0,PHI,running pullup,,,,,,Above the Break 3,24+ Right Center,26.37,Made,9.0,Grimes,Q. Grimes,C. Payne,1626166.0,3.0,,,,,,,,,,,,,,,
246,PT09M32.00S,2026-02-20T00:49:48.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,35,33,2026-02-20T00:49:48Z,2380000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT09M32.00S,2026-02-20T00:51:58.2Z,2,REGULAR,substitution,out,[],1641737,,,1610612737,35,33,2026-02-20T00:52:01Z,2390000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,
250,PT09M32.00S,2026-02-20T00:51:58.2Z,2,REGULAR,substitution,in,[],203083,,,1610612737,35,33,2026-02-20T00:52:01Z,2400000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
251,PT09M32.00S,2026-02-20T00:52:23.4Z,2,REGULAR,substitution,out,[],203468,,,1610612737,35,33,2026-02-20T00:52:28Z,2410000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
252,PT09M32.00S,2026-02-20T00:52:23.4Z,2,REGULAR,substitution,out,[],1631243,,,1610612737,35,33,2026-02-20T00:52:28Z,2420000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,,,,,,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,
253,PT09M32.00S,2026-02-20T00:52:23.4Z,2,REGULAR,substitution,in,[],1642258,,,1610612737,35,33,2026-02-20T00:52:28Z,2430000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,,,,,,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,
254,PT09M32.00S,2026-02-20T00:52:23.4Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,35,33,2026-02-20T00:52:28Z,2440000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,,,,,,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,
255,PT09M23.00S,2026-02-20T00:52:44.1Z,2,REGULAR,violation,kicked ball,[],1629656,,,1610612737,35,33,2026-02-20T00:52:48Z,2450000,False,,,0,,Q. Grimes kicked ball VIOLATION,[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,,1628485.0,,,,,,,,,,,,,,
256,PT09M13.00S,2026-02-20T00:52:59.4Z,2,REGULAR,3pt,Jump Shot,[],1630700,91.01511169513797,3.9215686274509802,1610612737,35,33,2026-02-20T00:53:06Z,2460000,False,-230.0,32.0,1,right,MISS D. Daniels 3PT,[1630700],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,23.26,Missed,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
257,PT09M07.00S,2026-02-20T00:53:05.4Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,35,33,2026-02-20T00:53:06Z,2470000,False,,,0,,A. Drummond REBOUND (Off:2 Def:6),[203083],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,,Drummond,A. Drummond,,,,,,,256.0,8.0,6.0,2.0,,,,,,,,
258,PT08M56.00S,2026-02-20T00:53:19.3Z,2,REGULAR,foul,personal,[],1630552,,,1610612755,35,33,2026-02-20T00:53:26Z,2480000,False,,,0,,J. Johnson personal FOUL (2 PF),"[1630552, 1630570]",1610612737.0,ATL,,,,,,,Mid-Range,8-16 Left,,,,Johnson,J. Johnson,,,,202007.0,2.0,0.0,,,,,,,,,Watford,1630570.0,,
260,PT08M42.00S,2026-02-20T00:53:49.9Z,2,REGULAR,2pt,Jump Shot,[],1630570,19.793035479632064,30.637254901960787,1610612755,35,33,2026-02-20T00:53:53Z,2500000,False,97.0,134.0,1,left,MISS T. Watford 16' driving floating Shot,[1630570],1610612755.0,PHI,driving floating,,,,,,Mid-Range,16-24 Right Center,16.5,Missed,,Watford,T. Watford,,,,,,,,,,,,,,,,,,
261,PT08M39.00S,2026-02-20T00:53:52.0Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,35,33,2026-02-20T00:53:52Z,2510000,False,,,0,,D. Daniels REBOUND (Off:0 Def:3),[1630700],1610612737.0,ATL,,,,,,,Mid-Range,16-24 Right Center,,,,Daniels,D. Daniels,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,
262,PT08M31.00S,2026-02-20T00:54:00.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,90.48948751642575,48.28431372549019,1610612737,35,33,2026-02-20T00:54:04Z,2520000,False,-9.0,37.0,1,right,MISS J. Johnson driving floating Shot - blocked,"[1630552, 203083]",1610612737.0,ATL,driving floating,,,,,,Restricted Area,0-8 Center,3.79,Missed,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,Drummond,203083.0
263,PT08M31.00S,2026-02-20T00:54:00.0Z,2,REGULAR,block,,[],203083,,,1610612737,35,33,2026-02-20T00:54:02Z,2530000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
264,PT08M28.00S,2026-02-20T00:54:03.0Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,35,33,2026-02-20T00:54:04Z,2540000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:4),[1642845],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Edgecombe,V. Edgecombe,,,,,,,262.0,4.0,4.0,0.0,,,,,,,,
265,PT08M15.00S,2026-02-20T00:54:16.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642845,13.87976346911958,50.98039215686274,1610612755,35,33,2026-02-20T00:54:21Z,2550000,False,-5.0,78.0,1,left,MISS V. Edgecombe 7' driving Layup,[1642845],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
266,PT08M13.00S,2026-02-20T00:54:18.6Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612737,35,33,2026-02-20T00:54:21Z,2560000,False,,,0,,J. Landale REBOUND (Off:1 Def:2),[1629111],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Landale,J. Landale,,,,,,,265.0,3.0,2.0,1.0,,,,,,,,
267,PT08M12.00S,2026-02-20T00:54:21.9Z,2,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612737,35,33,2026-02-20T00:54:28Z,2570000,False,,,0,,C. Payne shooting personal FOUL (1 PF) (Kispert 2 FT),"[1626166, 1630557]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Payne,C. Payne,,,,202007.0,1.0,0.0,,,,,,,,,Kispert,1630557.0,,
269,PT08M12.00S,2026-02-20T00:54:53.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630557,,,1610612737,35,34,2026-02-20T00:54:53Z,2590000,False,,,0,,C. Kispert Free Throw 1 of 2 (1 PTS),[1630557],1610612737.0,ATL,,,,,,,,,,Made,1.0,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
270,PT08M12.00S,2026-02-20T00:54:54.0Z,2,REGULAR,substitution,out,[],1630570,,,1610612737,35,34,2026-02-20T00:54:59Z,2600000,False,,,0,,SUB out: T. Watford,[1630570],1610612755.0,PHI,,,,,,,,,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,
271,PT08M12.00S,2026-02-20T00:54:54.0Z,2,REGULAR,substitution,in,[],1626162,,,1610612737,35,34,2026-02-20T00:54:59Z,2610000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
272,PT08M12.00S,2026-02-20T00:55:16.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630557,,,1610612737,35,35,2026-02-20T00:55:16Z,2620000,False,,,0,,C. Kispert Free Throw 2 of 2 (2 PTS),[1630557],1610612737.0,ATL,,,,,,,,,,Made,2.0,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
273,PT08M03.00S,2026-02-20T00:55:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,9.149145860709593,56.61764705882353,1610612755,37,35,2026-02-20T00:55:33Z,2630000,False,-33.0,34.0,1,left,A. Drummond Layup (2 PTS) (C. Payne 4 AST),"[203083, 1626166]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,2.0,Drummond,A. Drummond,C. Payne,1626166.0,4.0,,,,,,,,,,,,,,,
275,PT08M03.00S,2026-02-20T00:55:31.9Z,2,REGULAR,foul,personal,['1freethrow'],1629111,,,1610612755,37,35,2026-02-20T00:55:37Z,2650000,False,,,0,,J. Landale shooting personal FOUL (2 PF) (Drummond 1 FT),"[1629111, 203083]",1610612737.0,ATL,shooting,,,,,,Restricted Area,0-8 Center,,,,Landale,J. Landale,,,,202007.0,2.0,0.0,,,,,,,,,Drummond,203083.0,,
277,PT08M03.00S,2026-02-20T00:55:54.3Z,2,REGULAR,freethrow,1 of 1,[],203083,,,1610612755,38,35,2026-02-20T00:55:54Z,2670000,False,,,0,,A. Drummond Free Throw 1 of 1 (3 PTS),[203083],1610612755.0,PHI,,,,,,,,,,Made,3.0,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
278,PT07M43.00S,2026-02-20T00:56:14.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,93.9060446780552,47.05882352941176,1610612737,38,37,2026-02-20T00:56:20Z,2680000,False,-15.0,5.0,1,right,J. Johnson Layup (9 PTS),[1630552],1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,1.55,Made,9.0,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,
279,PT07M26.00S,2026-02-20T00:56:31.4Z,2,REGULAR,3pt,Jump Shot,[],1629656,4.28712220762155,94.6078431372549,1610612755,38,37,2026-02-20T00:56:36Z,2690000,False,-223.0,-12.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,22.33,Missed,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
280,PT07M22.00S,2026-02-20T00:56:34.8Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,38,37,2026-02-20T00:56:34Z,2700000,False,,,0,,A. Drummond REBOUND (Off:3 Def:6),[203083],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,,Drummond,A. Drummond,,,,,,,279.0,9.0,6.0,3.0,,,,,,,,
281,PT07M17.00S,2026-02-20T00:56:40.1Z,2,REGULAR,turnover,bad pass,[],1629656,,,1610612755,38,37,2026-02-20T00:56:44Z,2710000,False,,,0,,Q. Grimes bad pass TURNOVER (1 TO),"[1629656, 1630552]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Grimes,Q. Grimes,,,,,,,,,,,1.0,Johnson,1630552.0,,,,,
282,PT07M17.00S,2026-02-20T00:56:40.1Z,2,REGULAR,steal,,[],1630552,,,1610612737,38,37,2026-02-20T01:00:28Z,2720000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,
283,PT07M11.00S,2026-02-20T00:56:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630700,94.82588699080158,50.73529411764706,1610612737,38,39,2026-02-20T00:56:51Z,2730000,False,4.0,-4.0,1,right,D. Daniels running Layup (6 PTS) (J. Landale 1 AST),"[1630700, 1629111]",1610612737.0,ATL,running,,,,,,Restricted Area,0-8 Center,0.54,Made,6.0,Daniels,D. Daniels,J. Landale,1629111.0,1.0,,,,,,,,,,,,,,,
285,PT06M57.00S,2026-02-20T00:57:07.3Z,2,REGULAR,foul,offensive,[],1642845,,,1610612755,38,39,2026-02-20T00:57:16Z,2750000,False,,,0,,V. Edgecombe offensive FOUL (3 PF),"[1642845, 1629111]",1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,,Edgecombe,V. Edgecombe,,,,204059.0,3.0,0.0,,,,,,,,,Landale,1629111.0,,
