actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-10T00:41:11.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-10T00:41:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-10T00:41:15.5Z,1,REGULAR,jumpball,recovered,[],1626162,,,1610612755,0,0,2025-11-10T00:41:15Z,40000,False,,,0,,Jump Ball A. Drummond vs. J. Duren: Tip to K. Oubre Jr.,"[1626162, 203083, 1631105]",1610612755.0,PHI,startperiod,K. Oubre Jr.,1626162.0,Oubre Jr.,K. Oubre Jr.,Drummond,203083.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M53.00S,2025-11-10T00:41:17.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,5.469776609724048,48.529411764705884,1610612755,2,0,2025-11-10T00:41:22Z,70000,False,7.0,-1.0,1,left,K. Oubre Jr. DUNK (2 PTS) (A. Drummond 1 AST),"[1626162, 203083]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,0.75,Made,2.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2025-11-10T00:41:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.85479632063075,47.30392156862745,1610612765,2,0,2025-11-10T00:41:40Z,90000,False,-13.0,15.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2025-11-10T00:41:38.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,2,0,2025-11-10T00:41:38Z,100000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M24.00S,2025-11-10T00:41:47.9Z,1,REGULAR,foul,personal,['3freethrow'],1630178,,,1610612765,2,0,2025-11-10T00:42:01Z,110000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Robinson 3 FT),"[1630178, 1629130]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1155.0,1.0,0.0,Robinson,1629130.0,,,,,
13,PT11M24.00S,2025-11-10T00:42:16.7Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1629130,,,1610612765,2,1,2025-11-10T00:42:16Z,130000,False,,,0,,D. Robinson Free Throw 1 of 3 (1 PTS),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
14,PT11M24.00S,2025-11-10T00:42:39.3Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1629130,,,1610612765,2,2,2025-11-10T00:42:39Z,140000,False,,,0,,D. Robinson Free Throw 2 of 3 (2 PTS),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
15,PT11M24.00S,2025-11-10T00:42:54.0Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1629130,,,1610612765,2,3,2025-11-10T00:42:54Z,150000,False,,,0,,D. Robinson Free Throw 3 of 3 (3 PTS),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
16,PT11M10.00S,2025-11-10T00:43:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642845,6.783837056504599,52.94117647058824,1610612755,2,3,2025-11-10T00:43:16Z,160000,False,-15.0,11.0,1,left,MISS V. Edgecombe driving finger roll Layup,[1642845],1610612755.0,PHI,driving finger roll,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,1.85,Missed,,,,,,,,,,,,,,,,,,
