actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-08T00:11:11.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-08T00:11:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-08T00:11:15.6Z,1,REGULAR,jumpball,recovered,[],1642845,,,1610612755,0,0,2026-01-08T00:11:15Z,40000,False,,,0,,Jump Ball J. Embiid vs. A. Sarr: Tip to V. Edgecombe,"[1642845, 203954, 1642259]",1610612755.0,PHI,startperiod,V. Edgecombe,1642845.0,Edgecombe,V. Edgecombe,Embiid,203954.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-01-08T00:11:27.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,16.507884362680684,55.88235294117647,1610612755,2,0,2026-01-08T00:11:32Z,70000,False,-29.0,103.0,1,left,J. Embiid 10' step back Jump Shot (2 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,10.68,Made,2.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2026-01-08T00:11:45.9Z,1,REGULAR,turnover,bad pass,[],1642267,,,1610612764,2,0,2026-01-08T00:16:53Z,90000,False,,,0,,B. Carrington bad pass TURNOVER (1 TO),"[1642267, 1642845]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Edgecombe,1642845.0,,,,,,,,,,,
10,PT11M25.00S,2026-01-08T00:11:45.9Z,1,REGULAR,steal,,[],1642845,,,1610612755,2,0,2026-01-08T00:11:47Z,100000,False,,,0,,V. Edgecombe STEAL (1 STL),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
11,PT11M18.00S,2026-01-08T00:11:52.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631230,10.33180026281209,51.470588235294116,1610612755,2,0,2026-01-08T00:14:25Z,110000,False,-7.0,45.0,1,left,MISS D. Barlow running Layup - blocked,"[1631230, 1630551]",1610612755.0,PHI,running,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,Champagnie,1630551.0,,,,,,,,,
12,PT11M18.00S,2026-01-08T00:11:52.9Z,1,REGULAR,block,,[],1630551,,,1610612755,2,0,2026-01-08T00:18:45Z,120000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M18.00S,2026-01-08T00:11:52.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,2,0,2026-01-08T00:12:04Z,130000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,11.0,,,,,,,,
15,PT11M02.00S,2026-01-08T00:12:19.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,93.64323258869908,46.07843137254902,1610612764,2,0,2026-01-08T00:12:22Z,150000,False,-20.0,7.0,1,right,MISS B. Coulibaly driving finger roll Layup,[1641731],1610612764.0,WAS,driving finger roll,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
16,PT11M00.00S,2026-01-08T00:12:21.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,0,2026-01-08T00:12:22Z,160000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT10M57.00S,2026-01-08T00:12:24.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,31.09395532194481,22.058823529411764,1610612755,5,0,2026-01-08T00:12:32Z,170000,False,140.0,240.0,1,left,T. Maxey 27' 3PT running pullup (3 PTS),[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.75,Made,3.0,,,,,,,,,,,,,,,,,
18,PT10M37.00S,2026-01-08T00:12:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,89.43823915900131,55.88235294117647,1610612764,5,0,2026-01-08T00:15:17Z,180000,False,29.0,47.0,1,right,MISS A. Sarr driving floating Shot,[1642259],1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2026-01-08T00:12:44.8Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,5,0,2026-01-08T00:12:49Z,190000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,
20,PT10M34.00S,2026-01-08T00:12:48.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642845,34.37910643889619,56.86274509803921,1610612755,5,0,2026-01-08T00:13:01Z,200000,False,-34.0,271.0,1,left,MISS V. Edgecombe 27' running pullup 3PT,[1642845],1610612755.0,PHI,running pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,27.29,Missed,,,,,,,,,,,,,,,,,,
21,PT10M29.00S,2026-01-08T00:12:53.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,5,0,2026-01-08T00:13:01Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,20.0,,,,,,,,
23,PT10M23.00S,2026-01-08T00:13:16.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203954,6.783837056504599,49.50980392156863,1610612755,7,0,2026-01-08T00:16:12Z,230000,False,2.0,11.0,1,left,J. Embiid cutting DUNK (4 PTS) (P. George 1 AST),"[203954, 202331]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.16,Made,4.0,P. George,202331.0,1.0,,,,,,,,,,,,,,
25,PT10M23.00S,2026-01-08T00:13:33.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,7,0,2026-01-08T00:13:33Z,250000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M04.00S,2026-01-08T00:16:32.4Z,1,REGULAR,3pt,Jump Shot,[],1641731,73.27529566360053,15.441176470588236,1610612764,7,3,2026-01-08T00:16:37Z,260000,False,-173.0,199.0,1,right,B. Coulibaly 26' 3PT  (3 PTS) (T. Johnson 1 AST),"[1641731, 1642848]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,26.33,Made,3.0,T. Johnson,1642848.0,1.0,,,,,,,,,,,,,,
28,PT09M42.00S,2026-01-08T00:16:53.8Z,1,REGULAR,3pt,Jump Shot,[],202331,33.065045992115635,55.392156862745104,1610612755,7,3,2026-01-08T00:16:59Z,280000,False,-27.0,258.0,1,left,MISS P. George 25' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,,,
29,PT09M38.00S,2026-01-08T00:16:57.8Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,7,3,2026-01-08T00:16:59Z,290000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,
30,PT09M34.00S,2026-01-08T00:17:02.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630551,95.0886990801577,50.49019607843137,1610612764,7,5,2026-01-08T00:17:07Z,300000,False,2.0,-6.0,1,right,J. Champagnie running finger roll Layup (2 PTS) (B. Carrington 1 AST),"[1630551, 1642267]",1610612764.0,WAS,running finger roll,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.68,Made,2.0,B. Carrington,1642267.0,1.0,,,,,,,,,,,,,,
32,PT09M16.00S,2026-01-08T00:17:19.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631230,5.863994743758213,51.470588235294116,1610612755,9,5,2026-01-08T00:17:23Z,320000,False,-7.0,3.0,1,left,D. Barlow cutting DUNK (2 PTS) (T. Maxey 2 AST),"[1631230, 1630178]",1610612755.0,PHI,cutting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,0.78,Made,2.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
34,PT09M00.00S,2026-01-08T00:17:36.7Z,1,REGULAR,turnover,lost ball,[],1642267,,,1610612764,9,5,2026-01-08T00:17:41Z,340000,False,,,0,,B. Carrington lost ball TURNOVER (2 TO),"[1642267, 1642845]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,Edgecombe,1642845.0,,,,,,,,,,,
35,PT09M00.00S,2026-01-08T00:17:36.7Z,1,REGULAR,steal,,[],1642845,,,1610612755,9,5,2026-01-08T00:17:39Z,350000,False,,,0,,V. Edgecombe STEAL (2 STL),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
36,PT08M52.00S,2026-01-08T00:17:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642845,7.835085413929041,50.0,1610612755,9,5,2026-01-08T00:19:51Z,360000,False,0.0,21.0,1,left,MISS V. Edgecombe driving reverse Layup - blocked,"[1642845, 1642259]",1610612755.0,PHI,driving reverse,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,Sarr,1642259.0,,,,,,,,,
37,PT08M52.00S,2026-01-08T00:17:44.4Z,1,REGULAR,block,,[],1642259,,,1610612755,9,5,2026-01-08T00:17:46Z,370000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M49.00S,2026-01-08T00:17:47.4Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612755,9,5,2026-01-08T00:17:50Z,380000,False,,,0,,D. Barlow REBOUND (Off:1 Def:0),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,36.0,1.0,0.0,1.0,,,,,
39,PT08M47.00S,2026-01-08T00:17:49.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630178,26.757555847568987,14.460784313725492,1610612755,9,5,2026-01-08T00:17:53Z,390000,False,178.0,199.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
40,PT08M47.00S,2026-01-08T00:17:49.2Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,9,5,2026-01-08T00:17:53Z,400000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,
