actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
25,PT10M23.00S,2026-01-21T00:12:49.8Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,2,0,2026-01-21T00:14:55Z,250000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,
26,PT10M13.00S,2026-01-21T00:12:56.6Z,1,REGULAR,3pt,Jump Shot,[],1626162,30.699737187910642,71.07843137254902,1610612755,2,0,2026-01-21T00:13:03Z,260000,False,-105.0,236.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.86,Missed,,,,,,,,,,,,,,,
27,PT10M11.00S,2026-01-21T00:12:59.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,2,0,2026-01-21T00:12:59Z,270000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,26.0,,,,,,,,
29,PT10M02.00S,2026-01-21T00:13:17.8Z,1,REGULAR,foul,personal,[],1642845,,,1610612756,2,0,2026-01-21T00:13:23Z,290000,False,,,0,,V. Edgecombe personal FOUL (1 PF),"[1642845, 1631221]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Right Center,,,,,,,1162.0,1.0,0.0,Gillespie,1631221.0,,,,,,,,,
31,PT09M58.00S,2026-01-21T00:13:39.8Z,1,REGULAR,3pt,Jump Shot,[],1631221,66.70499342969777,54.166666666666664,1610612756,2,0,2026-01-21T00:13:48Z,310000,False,21.0,260.0,1,right,MISS C. Gillespie 26' pullup 3PT,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,,26.13,Missed,,,,,,,,,,,,,,,
32,PT09M56.00S,2026-01-21T00:13:41.8Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612756,2,0,2026-01-21T00:13:48Z,320000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,31.0,1.0,0.0,1.0,,,,,
33,PT09M52.00S,2026-01-21T00:13:45.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,66.17936925098554,51.470588235294116,1610612756,2,0,2026-01-21T00:13:50Z,330000,False,7.0,265.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,26.55,Missed,,,,,,,,,,,,,,,
34,PT09M52.00S,2026-01-21T00:13:45.5Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,2,0,2026-01-21T00:13:50Z,340000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,
35,PT09M37.00S,2026-01-21T00:14:00.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.722076215505915,52.69607843137255,1610612755,2,0,2026-01-21T00:14:05Z,350000,False,-13.0,264.0,1,left,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,26.48,Missed,,,,,,,,,,,,,,,
36,PT09M34.00S,2026-01-21T00:14:03.1Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612755,2,0,2026-01-21T00:14:05Z,360000,False,,,0,,D. Barlow REBOUND (Off:1 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,35.0,2.0,1.0,1.0,,,,,
37,PT09M33.00S,2026-01-21T00:14:04.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642845,25.18068331143233,86.27450980392157,1610612755,5,0,2026-01-21T00:14:10Z,370000,False,-181.0,184.0,1,left,V. Edgecombe 25' 3PT  (3 PTS) (D. Barlow 1 AST),"[1642845, 1631230]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,25.85,Made,3.0,,,,,,,,,,,,D. Barlow,1631230.0,1.0
39,PT09M11.00S,2026-01-21T00:14:28.2Z,1,REGULAR,foul,personal,['2freethrow'],203083,,,1610612756,5,0,2026-01-21T00:14:36Z,390000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Booker 2 FT),"[203083, 1626164]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627964.0,1.0,0.0,Booker,1626164.0,,,,,,,,,
41,PT09M11.00S,2026-01-21T00:14:56.5Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,5,1,2026-01-21T00:14:56Z,410000,False,,,0,,D. Booker Free Throw 1 of 2 (1 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
42,PT09M11.00S,2026-01-21T00:15:09.9Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,5,2,2026-01-21T00:15:09Z,420000,False,,,0,,D. Booker Free Throw 2 of 2 (2 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
43,PT08M57.00S,2026-01-21T00:15:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,5.206964520367937,53.92156862745098,1610612755,5,2,2026-01-21T00:16:21Z,430000,False,-20.0,-4.0,1,left,MISS K. Oubre Jr. driving floating bank Shot,[1626162],1610612755.0,PHI,driving floating bank,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,1.99,Missed,,,,,,,,,,,,,,,
44,PT08M55.00S,2026-01-21T00:15:30.6Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,5,2,2026-01-21T00:16:21Z,440000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,
45,PT08M49.00S,2026-01-21T00:15:36.5Z,1,REGULAR,turnover,double dribble,[],1628415,,,1610612756,5,2,2026-01-21T00:15:48Z,450000,False,,,0,,D. Brooks double dribble TURNOVER (1 TO),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,1162.0,,,,,,,,,,,,,
46,PT08M38.00S,2026-01-21T00:15:57.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,6.915243101182654,46.568627450980394,1610612755,5,2,2026-01-21T00:16:15Z,460000,False,17.0,13.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,2.13,Missed,,,,,,,,,,,,,,,
48,PT08M35.00S,2026-01-21T00:16:00.7Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,5,2,2026-01-21T00:16:03Z,480000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,46.0,2.0,1.0,1.0,,,,,
49,PT08M34.00S,2026-01-21T00:16:01.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,6.915243101182654,49.50980392156863,1610612755,7,2,2026-01-21T00:16:10Z,490000,False,2.0,13.0,1,left,A. Drummond putback DUNK (2 PTS),[203083],1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,1.27,Made,2.0,,,,,,,,,,,,,,
50,PT08M22.00S,2026-01-21T00:16:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.72339027595268,45.34313725490196,1610612756,7,2,2026-01-21T00:20:27Z,500000,False,-23.0,16.0,1,right,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,2.82,Missed,,,,,,,,,,,,,,,
51,PT08M21.00S,2026-01-21T00:16:15.1Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,7,2,2026-01-21T00:16:21Z,510000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,50.0,3.0,2.0,1.0,,,,,
52,PT08M16.00S,2026-01-21T00:16:20.2Z,1,REGULAR,foul,personal,['2freethrow'],1631221,,,1610612755,7,2,2026-01-21T00:16:28Z,520000,False,,,0,,C. Gillespie shooting personal FOUL (1 PF) (Edgecombe 2 FT),"[1631221, 1642845]",1610612756.0,PHX,shooting,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627964.0,1.0,0.0,Edgecombe,1642845.0,,,,,,,,,
54,PT08M16.00S,2026-01-21T00:16:50.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642845,,,1610612755,7,2,2026-01-21T00:16:50Z,540000,False,,,0,,MISS V. Edgecombe Free Throw 1 of 2,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
55,PT08M16.00S,2026-01-21T00:16:50.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,7,2,2026-01-21T00:16:50Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,
56,PT08M16.00S,2026-01-21T00:17:10.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642845,,,1610612755,8,2,2026-01-21T00:17:10Z,560000,False,,,0,,V. Edgecombe Free Throw 2 of 2 (4 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
57,PT08M03.00S,2026-01-21T00:17:25.0Z,1,REGULAR,2pt,Jump Shot,[],1626164,78.26872536136662,35.294117647058826,1610612756,8,2,2026-01-21T00:17:30Z,570000,False,-74.0,152.0,1,right,MISS D. Booker 16' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,,,,16.87,Missed,,,,,,,,,,,,,,,
58,PT08M01.00S,2026-01-21T00:17:27.0Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612756,8,2,2026-01-21T00:17:30Z,580000,False,,,0,,M. Williams REBOUND (Off:2 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,57.0,2.0,0.0,2.0,,,,,
59,PT08M00.00S,2026-01-21T00:17:29.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,72.61826544021025,15.196078431372548,1610612756,8,2,2026-01-21T00:17:39Z,590000,False,-174.0,205.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,26.88,Missed,,,,,,,,,,,,,,,
60,PT07M56.00S,2026-01-21T00:17:33.3Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,8,2,2026-01-21T00:17:39Z,600000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,,
61,PT07M56.00S,2026-01-21T00:17:35.2Z,1,REGULAR,foul,personal,[],1631221,,,1610612755,8,2,2026-01-21T00:17:46Z,610000,False,,,0,,C. Gillespie personal FOUL (2 PF),"[1631221, 1626162]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628953.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,
63,PT07M42.00S,2026-01-21T00:18:03.6Z,1,REGULAR,3pt,Jump Shot,[],1642845,34.247700394218136,48.28431372549019,1610612755,8,2,2026-01-21T00:18:09Z,630000,False,9.0,269.0,1,left,MISS V. Edgecombe 26' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,,26.95,Missed,,,,,,,,,,,,,,,
64,PT07M39.00S,2026-01-21T00:18:06.6Z,1,REGULAR,rebound,defensive,[],1631221,,,1610612756,8,2,2026-01-21T00:18:09Z,640000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,
65,PT07M32.00S,2026-01-21T00:18:13.8Z,1,REGULAR,2pt,Jump Shot,[],1628415,81.553876478318,26.96078431372549,1610612756,8,4,2026-01-21T00:18:19Z,650000,False,-115.0,121.0,1,right,D. Brooks 16' step back Jump Shot (2 PTS),[1628415],1610612756.0,PHX,step back,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,,,16.7,Made,2.0,,,,,,,,,,,,,,
67,PT07M21.00S,2026-01-21T00:18:24.3Z,1,REGULAR,turnover,lost ball,[],1630178,,,1610612755,8,4,2026-01-21T00:18:27Z,670000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 1626164]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,1.0,Booker,1626164.0,,,,,,,,,,,,,,,,,
68,PT07M21.00S,2026-01-21T00:18:24.3Z,1,REGULAR,steal,,[],1626164,,,1610612756,8,4,2026-01-21T00:18:26Z,680000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
69,PT07M19.00S,2026-01-21T00:18:27.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626164,93.51182654402102,48.77450980392157,1610612756,8,6,2026-01-21T00:18:31Z,690000,False,-6.0,8.0,1,right,D. Booker running DUNK (4 PTS),[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,1.05,Made,4.0,,,,,,,,,,,,,,
70,PT06M56.00S,2026-01-21T00:18:49.5Z,1,REGULAR,3pt,Jump Shot,[],1626162,5.469776609724048,96.07843137254902,1610612755,8,6,2026-01-21T00:18:55Z,700000,False,-230.0,-1.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,23.04,Missed,,,,,,,,,,,,,,,
71,PT06M55.00S,2026-01-21T00:18:50.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,8,6,2026-01-21T00:18:55Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,70.0,,,,,,,,
73,PT06M55.00S,2026-01-21T00:18:59.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,8,6,2026-01-21T00:18:59Z,730000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M55.00S,2026-01-21T00:19:41.9Z,1,REGULAR,substitution,out,[],1631221,,,1610612755,8,6,2026-01-21T00:21:26Z,740000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M55.00S,2026-01-21T00:19:41.9Z,1,REGULAR,substitution,out,[],1631109,,,1610612755,8,6,2026-01-21T00:21:26Z,750000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M55.00S,2026-01-21T00:19:41.9Z,1,REGULAR,substitution,in,[],1628960,,,1610612755,8,6,2026-01-21T00:21:26Z,760000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M55.00S,2026-01-21T00:19:41.9Z,1,REGULAR,substitution,in,[],1642345,,,1610612755,8,6,2026-01-21T00:21:26Z,770000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M51.00S,2026-01-21T00:21:51.8Z,1,REGULAR,turnover,bad pass,[],1626162,,,1610612755,8,6,2026-01-21T00:21:55Z,780000,False,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 1628415]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,1.0,Brooks,1628415.0,,,,,,,,,,,,,,,,,
79,PT06M51.00S,2026-01-21T00:21:51.8Z,1,REGULAR,steal,,[],1628415,,,1610612756,8,6,2026-01-21T00:21:54Z,790000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
80,PT06M30.00S,2026-01-21T00:22:12.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,67.62483574244416,31.61764705882353,1610612756,8,6,2026-01-21T00:22:18Z,800000,False,-92.0,252.0,1,right,MISS G. Allen 26' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,26.8,Missed,,,,,,,,,,,,,,,
81,PT06M28.00S,2026-01-21T00:22:14.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,8,6,2026-01-21T00:22:18Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,80.0,,,,,,,,
83,PT06M22.00S,2026-01-21T00:22:33.5Z,1,REGULAR,turnover,lost ball,[],1626164,,,1610612756,8,6,2026-01-21T00:22:37Z,830000,False,,,0,,D. Booker lost ball TURNOVER (1 TO),"[1626164, 1626162]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,1.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,,,
