actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-15T00:12:59.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-15T00:12:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-15T00:13:03.1Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2026-01-15T00:13:03Z,40000,False,,,0,,Jump Ball J. Allen vs. D. Barlow: Tip to D. Garland,"[1629636, 1628386, 1631230]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Barlow,1631230.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-01-15T00:13:17.2Z,1,REGULAR,3pt,Jump Shot,[],1629636,84.28055190538765,96.32352941176471,1610612739,0,3,2026-01-15T00:13:24Z,70000,False,232.0,95.0,1,right,D. Garland 25' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1629636, 1628378]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,25.04,Made,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2026-01-15T00:13:43.9Z,1,REGULAR,2pt,Jump Shot,[],202331,5.174113009198422,26.225490196078425,1610612755,2,3,2026-01-15T00:13:51Z,90000,False,119.0,-4.0,1,left,P. George 11' Jump Shot (2 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,8-16 Right,11.9,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2026-01-15T00:13:47.6Z,1,REGULAR,foul,personal,['1freethrow'],1629636,,,1610612755,2,3,2026-01-15T00:13:52Z,100000,False,,,0,,D. Garland shooting personal FOUL (1 PF) (George 1 FT),"[1629636, 202331]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,,,2003.0,1.0,0.0,George,202331.0,,,,,,,,,
12,PT11M17.00S,2026-01-15T00:14:12.5Z,1,REGULAR,freethrow,1 of 1,[],202331,,,1610612755,2,3,2026-01-15T00:14:18Z,120000,False,,,0,,MISS P. George Free Throw 1 of 1,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
13,PT11M16.00S,2026-01-15T00:14:13.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,3,2026-01-15T00:14:18Z,130000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,
14,PT11M06.00S,2026-01-15T00:14:22.3Z,1,REGULAR,2pt,Jump Shot,[],1630596,76.26478318002628,43.38235294117647,1610612739,2,5,2026-01-15T00:14:27Z,140000,False,-33.0,171.0,1,right,E. Mobley 17' step back Jump Shot (2 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,step back,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Center,17.38,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
16,PT10M47.00S,2026-01-15T00:14:41.7Z,1,REGULAR,3pt,Jump Shot,[],1642845,7.933639947437584,94.6078431372549,1610612755,5,5,2026-01-15T00:14:49Z,160000,False,-223.0,22.0,1,left,V. Edgecombe 3PT step back (3 PTS) (P. George 1 AST),"[1642845, 202331]",1610612755.0,PHI,step back,,,Edgecombe,V. Edgecombe,,,,,Left Corner 3,24+ Left,22.41,Made,3.0,P. George,202331.0,1.0,,,,,,,,,,,,,,
18,PT10M34.00S,2026-01-15T00:14:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,94.66162943495401,40.931372549019606,1610612739,5,7,2026-01-15T00:15:01Z,180000,False,-45.0,-2.0,1,right,J. Allen floating Jump Shot (2 PTS) (D. Garland 2 AST),"[1628386, 1629636]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,4.54,Made,2.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,,,
20,PT10M09.00S,2026-01-15T00:15:19.0Z,1,REGULAR,2pt,Jump Shot,[],203954,15.686596583442835,70.58823529411765,1610612755,5,7,2026-01-15T00:15:27Z,200000,False,-103.0,95.0,1,left,MISS J. Embiid 14' driving floating bank Shot,[203954],1610612755.0,PHI,driving floating bank,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,14.0,Missed,,,,,,,,,,,,,,,,,,
21,PT10M07.00S,2026-01-15T00:15:21.0Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612755,5,7,2026-01-15T00:15:27Z,210000,False,,,0,,D. Barlow REBOUND (Off:1 Def:0),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,
22,PT10M05.00S,2026-01-15T00:15:22.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631230,5.590000152587891,50.0,1610612755,7,7,2026-01-15T00:15:22Z,220000,False,0.0,0.0,1,left,D. Barlow putback Layup (2 PTS),[1631230],1610612755.0,PHI,putback,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M53.00S,2026-01-15T00:15:35.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628378,87.43429697766098,62.745098039215684,1610612739,7,9,2026-01-15T00:15:44Z,230000,False,64.0,66.0,1,right,D. Mitchell 9' driving Hook (2 PTS) (D. Garland 3 AST),"[1628378, 1629636]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,9.14,Made,2.0,D. Garland,1629636.0,3.0,,,,,,,,,,,,,,
25,PT09M41.00S,2026-01-15T00:15:46.8Z,1,REGULAR,3pt,Jump Shot,[],203954,33.295006570302235,53.67647058823529,1610612755,10,9,2026-01-15T00:15:52Z,250000,False,-18.0,260.0,1,left,J. Embiid 26' 3PT  (3 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,26.11,Made,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
27,PT09M32.00S,2026-01-15T00:15:56.8Z,1,REGULAR,3pt,Jump Shot,[],1629636,69.69448094612352,22.794117647058826,1610612739,10,9,2026-01-15T00:16:04Z,270000,False,-136.0,232.0,1,right,MISS D. Garland 26' pullup 3PT - blocked,"[1629636, 1642845]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.93,Missed,,,,,,,,,,,,,,Edgecombe,1642845.0,,,
28,PT09M32.00S,2026-01-15T00:15:56.8Z,1,REGULAR,block,,[],1642845,,,1610612739,10,9,2026-01-15T00:15:59Z,280000,False,,,0,,V. Edgecombe BLOCK (1 BLK),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
29,PT09M31.00S,2026-01-15T00:15:57.8Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,10,9,2026-01-15T00:19:30Z,290000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,
30,PT09M30.00S,2026-01-15T00:16:02.3Z,1,REGULAR,turnover,bad pass,[],1642845,,,1610612755,10,9,2026-01-15T00:20:49Z,300000,False,,,0,,V. Edgecombe bad pass TURNOVER (1 TO),"[1642845, 1629636]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Garland,1629636.0
31,PT09M30.00S,2026-01-15T00:16:02.3Z,1,REGULAR,steal,,[],1629636,,,1610612739,10,9,2026-01-15T00:16:05Z,310000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
32,PT09M21.00S,2026-01-15T00:16:06.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,80.46977660972405,7.598039215686271,1610612739,10,9,2026-01-15T00:16:15Z,320000,False,-212.0,131.0,1,right,MISS D. Garland 24' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,,,,,,,,,,,,
33,PT09M19.00S,2026-01-15T00:16:08.8Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,10,9,2026-01-15T00:16:15Z,330000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,32.0,1.0,0.0,1.0,,,,,
34,PT09M17.00S,2026-01-15T00:16:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628386,94.40999984741211,50.0,1610612739,10,11,2026-01-15T00:16:11Z,340000,False,0.0,0.0,1,right,J. Allen tip Layup (4 PTS),[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
35,PT09M06.00S,2026-01-15T00:16:24.3Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,10,11,2026-01-15T00:16:34Z,350000,False,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (1 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,2003.0,,,,,,,,,,,1.0,,
36,PT08M57.00S,2026-01-15T00:16:37.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,78.63009198423127,35.78431372549019,1610612739,10,11,2026-01-15T02:12:59Z,360000,False,-71.0,148.0,1,right,MISS D. Mitchell 16' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,16.46,Missed,,,,,,,,,,,,,,,,,,
37,PT08M54.00S,2026-01-15T00:16:40.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,10,11,2026-01-15T00:16:43Z,370000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,
