actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
179,PT11M35.00S,2026-04-03T23:40:19.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,10.693166885676746,51.470588235294116,1610612755,19,17,2026-04-03T23:40:29Z,1770000,False,-7.0,48.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,4.86,Missed,,,,,,,,,,,,,,,,
180,PT11M32.00S,2026-04-03T23:40:22.4Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,19,17,2026-04-03T23:40:29Z,1780000,False,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,,
181,PT11M24.00S,2026-04-03T23:40:30.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,83.75492772667542,57.59803921568628,1610612750,19,19,2026-04-03T23:40:37Z,1790000,False,38.0,100.0,1,right,K. Anderson 10' turnaround Jump Shot (2 PTS) (B. Hyland 1 AST),"[203937, 1630538]",1610612750.0,MIN,turnaround,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,10.72,Made,2.0,,,,,,,,,B. Hyland,1630538.0,1.0,,,,
184,PT11M01.00S,2026-04-03T23:41:49.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641737,7.408015768725363,50.73529411764706,1610612755,21,19,2026-04-03T23:41:54Z,1810000,False,-4.0,17.0,1,left,A. Bona DUNK (2 PTS) (P. George 1 AST),"[1641737, 202331]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,1.75,Made,2.0,,,,,,,,,P. George,202331.0,1.0,,,,
186,PT10M43.00S,2026-04-03T23:42:07.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.34756898817345,51.96078431372549,1610612750,21,21,2026-04-03T23:42:13Z,1830000,False,10.0,10.0,1,right,N. Reid driving reverse Layup (4 PTS) (B. Hyland 2 AST),"[1629675, 1630538]",1610612750.0,MIN,driving reverse,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,1.4,Made,4.0,,,,,,,,,B. Hyland,1630538.0,2.0,,,,
187,PT10M28.00S,2026-04-03T23:42:22.0Z,2,REGULAR,2pt,Jump Shot,[],202331,6.225361366622863,34.06862745098039,1610612755,23,21,2026-04-03T23:42:26Z,1840000,False,80.0,6.0,1,left,P. George 7' turnaround Jump Shot (8 PTS),[202331],1610612755.0,PHI,turnaround,,,George,P. George,,,,,Mid-Range,0-8 Center,,,7.99,Made,8.0,,,,,,,,,,,,,,,
189,PT10M17.00S,2026-04-03T23:42:35.4Z,2,REGULAR,turnover,out-of-bounds,[],203944,,,1610612750,23,21,2026-04-03T23:42:39Z,1850000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (1 TO),[203944],1610612750.0,MIN,bad pass,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Right,1629177.0,1.0,,,,,,,,,,,,,,,,,,
190,PT10M07.00S,2026-04-03T23:42:50.3Z,2,REGULAR,foul,offensive,[],1641737,,,1610612755,23,21,2026-04-03T23:43:01Z,1860000,False,,,0,,A. Bona charge offensive FOUL (1 PF),"[1641737, 1629675]",1610612755.0,PHI,charge,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,201245.0,,,,,,,,,1.0,0.0,Reid,1629675.0,,,,,,,
192,PT10M07.00S,2026-04-03T23:42:50.3Z,2,REGULAR,turnover,offensive foul,[],1641737,,,1610612755,23,21,2026-04-03T23:42:50Z,1880000,False,,,0,,A. Bona offensive foul TURNOVER (1 TO),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,201245.0,1.0,,,,,,,,,,,,,,,,,,
193,PT09M55.00S,2026-04-03T23:43:17.3Z,2,REGULAR,turnover,out-of-bounds,[],203944,,,1610612750,23,21,2026-04-03T23:43:23Z,1890000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (2 TO),[203944],1610612750.0,MIN,bad pass,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,1629177.0,2.0,,,,,,,,,,,,,,,,,,
194,PT09M41.00S,2026-04-03T23:43:40.6Z,2,REGULAR,foul,personal,['2freethrow'],203937,,,1610612755,23,21,2026-04-03T23:43:50Z,1900000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (George 2 FT),"[203937, 202331]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left,201245.0,,,,,,,,,1.0,0.0,George,202331.0,,,,,,,
196,PT09M41.00S,2026-04-03T23:44:06.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202331,,,1610612755,24,21,2026-04-03T23:44:06Z,1920000,False,,,0,,P. George Free Throw 1 of 2 (9 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
197,PT09M41.00S,2026-04-03T23:44:22.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202331,,,1610612755,25,21,2026-04-03T23:44:22Z,1930000,False,,,0,,P. George Free Throw 2 of 2 (10 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
198,PT09M41.00S,2026-04-03T23:44:30.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612750,25,21,2026-04-03T23:44:34Z,1940000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,,
199,PT09M20.00S,2026-04-03T23:44:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,93.34756898817345,52.69607843137255,1610612750,25,23,2026-04-03T23:45:01Z,1950000,False,13.0,10.0,1,right,B. Hyland driving finger roll Layup (2 PTS),[1630538],1610612750.0,MIN,driving finger roll,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,1.68,Made,2.0,,,,,,,,,,,,,,,
200,PT09M05.00S,2026-04-03T23:45:12.1Z,2,REGULAR,3pt,Jump Shot,[],1629656,33.820630749014455,72.05882352941177,1610612755,25,23,2026-04-03T23:45:20Z,1960000,False,-110.0,265.0,1,left,MISS Q. Grimes 28' 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,28.74,Missed,,,,,,,,,,,,,,,,
201,PT09M02.00S,2026-04-03T23:45:15.1Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612750,25,23,2026-04-03T23:45:16Z,1970000,False,,,0,,B. Hyland REBOUND (Off:0 Def:3),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,,,200.0,3.0,3.0,0.0,,,,,,,,,,,
202,PT09M01.00S,2026-04-03T23:45:20.2Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630538,88.87976346911958,32.35294117647058,1610612750,25,25,2026-04-03T23:47:27Z,1980000,False,-88.0,52.0,1,right,B. Hyland 10' running pullup Jump Shot (4 PTS),[1630538],1610612750.0,MIN,running pullup,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,,,10.24,Made,4.0,,,,,,,,,,,,,,,
204,PT09M01.00S,2026-04-03T23:45:27.9Z,2,REGULAR,foul,personal,['1freethrow'],1642845,,,1610612750,25,25,2026-04-03T23:45:34Z,2000000,False,,,0,,V. Edgecombe shooting personal FOUL (1 PF) (Hyland 1 FT),"[1642845, 1630538]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Left,1629177.0,,,,,,,,,1.0,0.0,Hyland,1630538.0,,,,,,,
206,PT09M01.00S,2026-04-03T23:45:45.7Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630538,,,1610612750,25,26,2026-04-03T23:45:45Z,2020000,False,,,0,,B. Hyland Free Throw 1 of 1 (5 PTS),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
207,PT08M38.00S,2026-04-03T23:46:10.5Z,2,REGULAR,2pt,Jump Shot,[],1642845,18.577529566360056,73.77450980392157,1610612755,25,26,2026-04-03T23:46:17Z,2030000,False,-119.0,122.0,1,left,MISS V. Edgecombe 17' floating Shot,[1642845],1610612755.0,PHI,floating,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Left Center,,,17.04,Missed,,,,,,,,,,,,,,,,
209,PT08M34.00S,2026-04-03T23:46:14.5Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,25,26,2026-04-03T23:46:17Z,2050000,False,,,0,,N. Reid REBOUND (Off:1 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Left Center,,,,,,207.0,4.0,3.0,1.0,,,,,,,,,,,
210,PT08M31.00S,2026-04-03T23:46:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,91.11366622864652,42.64705882352941,1610612750,25,26,2026-04-03T23:46:27Z,2060000,False,-37.0,31.0,1,right,MISS N. Reid driving Layup - blocked,"[1629675, 1629656]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,4.81,Missed,,,,,,,,,,,,,,,Grimes,1629656.0
211,PT08M31.00S,2026-04-03T23:46:19.6Z,2,REGULAR,block,,[],1629656,,,1610612750,25,26,2026-04-03T23:46:23Z,2070000,False,,,0,,Q. Grimes BLOCK (2 BLK),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT08M30.00S,2026-04-03T23:46:20.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,25,26,2026-04-03T23:46:27Z,2080000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,210.0,,,,,,,,,,,,,,
214,PT08M30.00S,2026-04-03T23:46:33.7Z,2,REGULAR,substitution,out,[],1641737,,,1610612750,25,26,2026-04-03T23:46:40Z,2100000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M30.00S,2026-04-03T23:46:33.7Z,2,REGULAR,substitution,in,[],203954,,,1610612750,25,26,2026-04-03T23:46:40Z,2110000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M26.00S,2026-04-03T23:46:51.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630538,80.99540078843627,5.14705882352942,1610612750,25,29,2026-04-03T23:46:55Z,2120000,False,-224.0,126.0,1,right,B. Hyland 25' 3PT  (8 PTS) (K. Anderson 1 AST),"[1630538, 203937]",1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,25.73,Made,8.0,,,,,,,,,K. Anderson,203937.0,1.0,,,,
218,PT08M06.00S,2026-04-03T23:47:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,10.82457293035479,50.49019607843137,1610612755,27,29,2026-04-03T23:52:13Z,2140000,False,-2.0,49.0,1,left,K. Oubre Jr. driving floating Jump Shot (2 PTS) (J. Embiid 1 AST),"[1626162, 203954]",1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,4.94,Made,2.0,,,,,,,,,J. Embiid,203954.0,1.0,,,,
219,PT07M51.00S,2026-04-03T23:47:25.7Z,2,REGULAR,3pt,Jump Shot,[],1628978,78.89290407358739,7.35294117647058,1610612750,27,29,2026-04-03T23:47:31Z,2150000,False,-213.0,146.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,25.83,Missed,,,,,,,,,,,,,,,,
220,PT07M49.00S,2026-04-03T23:47:27.7Z,2,REGULAR,rebound,defensive,[],202331,,,1610612755,27,29,2026-04-03T23:47:31Z,2160000,False,,,0,,P. George REBOUND (Off:1 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,219.0,3.0,2.0,1.0,,,,,,,,,,,
221,PT07M43.00S,2026-04-03T23:47:35.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,8.196452036793687,4.901960784313729,1610612755,30,29,2026-04-03T23:47:41Z,2170000,False,225.0,25.0,1,left,K. Oubre Jr. 3PT running (5 PTS) (V. Edgecombe 1 AST),"[1626162, 1642845]",1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,22.68,Made,5.0,,,,,,,,,V. Edgecombe,1642845.0,1.0,,,,
223,PT07M23.00S,2026-04-03T23:47:55.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,94.13600525624179,49.754901960784316,1610612750,30,31,2026-04-03T23:47:59Z,2190000,False,-1.0,3.0,1,right,J. Randle driving DUNK (7 PTS),[203944],1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,0.29,Made,7.0,,,,,,,,,,,,,,,
224,PT07M12.00S,2026-04-03T23:48:07.8Z,2,REGULAR,foul,personal,['2freethrow'],203937,,,1610612755,30,31,2026-04-03T23:48:20Z,2200000,False,,,0,,K. Anderson shooting personal FOUL (2 PF) (George 2 FT),"[203937, 202331]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,201245.0,,,,,,,,,2.0,0.0,George,202331.0,,,,,,,
226,PT07M12.00S,2026-04-03T23:48:44.9Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612755,30,31,2026-04-03T23:48:44Z,2220000,False,,,0,,MISS P. George Free Throw 1 of 2,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
227,PT07M12.00S,2026-04-03T23:48:44.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,30,31,2026-04-03T23:48:44Z,2230000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,
228,PT07M12.00S,2026-04-03T23:48:47.2Z,2,REGULAR,substitution,out,[],1628978,,,1610612755,30,31,2026-04-03T23:48:52Z,2240000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M12.00S,2026-04-03T23:48:47.2Z,2,REGULAR,substitution,out,[],203944,,,1610612755,30,31,2026-04-03T23:48:52Z,2250000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M12.00S,2026-04-03T23:48:47.2Z,2,REGULAR,substitution,in,[],203497,,,1610612755,30,31,2026-04-03T23:48:52Z,2260000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M12.00S,2026-04-03T23:48:47.2Z,2,REGULAR,substitution,in,[],1630245,,,1610612755,30,31,2026-04-03T23:48:52Z,2270000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M12.00S,2026-04-03T23:49:14.3Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612755,31,31,2026-04-03T23:49:14Z,2280000,False,,,0,,P. George Free Throw 2 of 2 (11 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
233,PT06M52.00S,2026-04-03T23:49:35.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,83.36070959264126,43.627450980392155,1610612750,31,33,2026-04-03T23:49:43Z,2290000,False,-32.0,104.0,1,right,K. Anderson 10' turnaround Jump Shot (4 PTS) (N. Reid 1 AST),"[203937, 1629675]",1610612750.0,MIN,turnaround,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,10.87,Made,4.0,,,,,,,,,N. Reid,1629675.0,1.0,,,,
235,PT06M38.00S,2026-04-03T23:49:49.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,17.65768725361366,48.0392156862745,1610612755,31,33,2026-04-03T23:49:53Z,2310000,False,10.0,113.0,1,left,MISS K. Oubre Jr. 11' pullup Shot,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,11.39,Missed,,,,,,,,,,,,,,,,
236,PT06M35.00S,2026-04-03T23:49:52.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,31,33,2026-04-03T23:49:53Z,2320000,False,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,235.0,5.0,4.0,1.0,,,,,,,,,,,
237,PT06M24.00S,2026-04-03T23:50:04.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,90.8508541392904,44.607843137254896,1610612750,31,33,2026-04-03T23:50:08Z,2330000,False,-27.0,34.0,1,right,MISS R. Gobert Layup - blocked,"[203497, 203954]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,4.3,Missed,,,,,,,,,,,,,,,Embiid,203954.0
238,PT06M24.00S,2026-04-03T23:50:04.2Z,2,REGULAR,block,,[],203954,,,1610612750,31,33,2026-04-03T23:50:06Z,2340000,False,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
239,PT06M21.00S,2026-04-03T23:50:07.2Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,31,33,2026-04-03T23:50:08Z,2350000,False,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,237.0,6.0,4.0,2.0,,,,,,,,,,,
240,PT06M19.00S,2026-04-03T23:50:08.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203937,90.32522996057818,97.54901960784314,1610612750,31,33,2026-04-03T23:50:16Z,2360000,False,238.0,38.0,1,right,MISS K. Anderson 24' 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Right Corner 3,24+ Right,,,24.08,Missed,,,,,,,,,,,,,,,,
241,PT06M14.00S,2026-04-03T23:50:13.6Z,2,REGULAR,rebound,defensive,[],202331,,,1610612755,31,33,2026-04-03T23:50:16Z,2370000,False,,,0,,P. George REBOUND (Off:1 Def:3),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,,,,,,240.0,4.0,3.0,1.0,,,,,,,,,,,
242,PT06M13.00S,2026-04-03T23:50:15.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629656,6.750985545335084,50.49019607843137,1610612755,33,33,2026-04-03T23:50:21Z,2380000,False,-2.0,11.0,1,left,Q. Grimes running Layup (2 PTS) (J. Embiid 2 AST),"[1629656, 203954]",1610612755.0,PHI,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,1.13,Made,2.0,,,,,,,,,J. Embiid,203954.0,2.0,,,,
244,PT05M53.00S,2026-04-03T23:50:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,93.47897503285151,53.431372549019606,1610612750,33,35,2026-04-03T23:50:38Z,2400000,False,17.0,9.0,1,right,K. Anderson driving Layup (6 PTS) (B. Hyland 3 AST),"[203937, 1630538]",1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,1.93,Made,6.0,,,,,,,,,B. Hyland,1630538.0,3.0,,,,
246,PT05M51.00S,2026-04-03T23:50:42.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,33,35,2026-04-03T23:50:42Z,2420000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M51.00S,2026-04-03T23:53:16.6Z,2,REGULAR,substitution,out,[],202331,,,1610612755,33,35,2026-04-03T23:53:38Z,2430000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M51.00S,2026-04-03T23:53:16.6Z,2,REGULAR,substitution,out,[],1642845,,,1610612755,33,35,2026-04-03T23:53:38Z,2440000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M51.00S,2026-04-03T23:53:16.6Z,2,REGULAR,substitution,out,[],203937,,,1610612755,33,35,2026-04-03T23:53:38Z,2450000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M51.00S,2026-04-03T23:53:16.6Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,33,35,2026-04-03T23:53:38Z,2460000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M51.00S,2026-04-03T23:53:16.6Z,2,REGULAR,substitution,in,[],1631230,,,1610612755,33,35,2026-04-03T23:53:38Z,2470000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M51.00S,2026-04-03T23:53:16.6Z,2,REGULAR,substitution,in,[],1630162,,,1610612755,33,35,2026-04-03T23:53:38Z,2480000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M39.00S,2026-04-03T23:53:41.8Z,2,REGULAR,2pt,Jump Shot,[],1629656,7.802233902759525,85.29411764705883,1610612755,33,35,2026-04-03T23:53:47Z,2490000,False,-176.0,21.0,1,left,MISS Q. Grimes 17' pullup Shot,[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Left,,,17.77,Missed,,,,,,,,,,,,,,,,
255,PT05M36.00S,2026-04-03T23:53:44.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,33,35,2026-04-03T23:53:47Z,2500000,False,,,0,,R. Gobert REBOUND (Off:2 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left,,,,,,254.0,7.0,5.0,2.0,,,,,,,,,,,
256,PT05M25.00S,2026-04-03T23:53:55.5Z,2,REGULAR,3pt,Jump Shot,[],1629675,73.76806833114324,15.931372549019613,1610612750,33,38,2026-04-03T23:53:59Z,2510000,False,-170.0,194.0,1,right,N. Reid 25' 3PT  (7 PTS) (A. Dosunmu 1 AST),"[1629675, 1630245]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,25.82,Made,7.0,,,,,,,,,A. Dosunmu,1630245.0,1.0,,,,
258,PT05M05.00S,2026-04-03T23:54:16.0Z,2,REGULAR,3pt,Jump Shot,[],203954,35.00328515111694,53.18627450980392,1610612755,33,38,2026-04-03T23:59:07Z,2530000,False,-16.0,277.0,1,left,MISS J. Embiid 27' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,27.7,Missed,,,,,,,,,,,,,,,,
259,PT05M03.00S,2026-04-03T23:54:18.0Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612750,33,38,2026-04-03T23:54:22Z,2540000,False,,,0,,B. Hyland REBOUND (Off:0 Def:4),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,,,,,,258.0,4.0,4.0,0.0,,,,,,,,,,,
260,PT04M39.00S,2026-04-03T23:54:42.9Z,2,REGULAR,3pt,Jump Shot,[],1630538,72.32260183968462,86.51960784313725,1610612750,33,41,2026-04-03T23:54:49Z,2550000,False,183.0,208.0,1,right,B. Hyland 27' 3PT step back (11 PTS),[1630538],1610612750.0,MIN,step back,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,27.66,Made,11.0,,,,,,,,,,,,,,,
261,PT04M20.00S,2026-04-03T23:55:01.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,7.539421813403408,51.470588235294116,1610612755,35,41,2026-04-03T23:55:05Z,2560000,False,-7.0,18.0,1,left,Q. Grimes driving finger roll Layup (4 PTS) (K. Oubre Jr. 1 AST),"[1629656, 1626162]",1610612755.0,PHI,driving finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,1.98,Made,4.0,,,,,,,,,K. Oubre Jr.,1626162.0,1.0,,,,
263,PT04M03.00S,2026-04-03T23:55:17.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,92.69053876478318,41.91176470588235,1610612750,35,41,2026-04-03T23:55:30Z,2580000,False,-40.0,16.0,1,right,MISS B. Hyland driving Layup,[1630538],1610612750.0,MIN,driving,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,4.35,Missed,,,,,,,,,,,,,,,,
264,PT04M01.00S,2026-04-03T23:55:19.4Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,35,41,2026-04-03T23:55:30Z,2590000,False,,,0,,R. Gobert REBOUND (Off:3 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,263.0,8.0,5.0,3.0,,,,,,,,,,,
265,PT04M00.00S,2026-04-03T23:55:25.9Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203497,94.40999984741211,50.0,1610612750,35,41,2026-04-03T23:55:37Z,2600000,False,0.0,0.0,1,right,MISS R. Gobert tip DUNK - blocked,"[203497, 1631230]",1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,Barlow,1631230.0
