actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
256,PT05M41.00S,2025-12-03T00:51:06.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641737,5.590000152587891,50.0,1610612755,56,47,2025-12-03T00:51:06Z,2540000,False,0.0,0.0,1,left,A. Bona putback Layup (2 PTS),[1641737],1610612755.0,PHI,putback,,,Bona,A. Bona,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
257,PT05M32.00S,2025-12-03T00:51:15.6Z,2,REGULAR,3pt,Jump Shot,[],203468,70.77858081471747,75.49019607843137,1610612764,56,47,2025-12-03T00:51:20Z,2550000,False,127.0,222.0,1,right,MISS C. McCollum 25' pullup 3PT,[203468],1610612764.0,WAS,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
258,PT05M29.00S,2025-12-03T00:51:18.6Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,56,47,2025-12-03T00:51:20Z,2560000,False,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,257.0,3.0,3.0,0.0,,,,,,,,,,,,,,
259,PT05M23.00S,2025-12-03T00:51:24.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,6.521024967148489,48.77450980392157,1610612755,58,47,2025-12-03T00:51:29Z,2570000,False,6.0,9.0,1,left,T. Maxey running finger roll Layup (13 PTS),[1630178],1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,13.0,,,,,,,,,,,,,
260,PT05M07.00S,2025-12-03T00:51:40.7Z,2,REGULAR,3pt,Jump Shot,[],1630551,97.19119579500656,95.34313725490196,1610612764,58,47,2025-12-03T00:51:44Z,2580000,False,227.0,-26.0,1,right,MISS J. Champagnie 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
261,PT05M04.00S,2025-12-03T00:51:43.7Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612755,58,47,2025-12-03T00:51:44Z,2590000,False,,,0,,J. Walker REBOUND (Off:2 Def:1),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,260.0,3.0,1.0,2.0,,,,,,,,,,,,,,
262,PT04M58.00S,2025-12-03T00:51:53.9Z,2,REGULAR,foul,personal,['2freethrow'],1642860,,,1610612755,58,47,2025-12-03T00:52:02Z,2600000,False,,,0,,W. Riley shooting personal FOUL (1 PF) (Maxey 2 FT),"[1642860, 1630178]",1610612764.0,WAS,shooting,,,Riley,W. Riley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627541.0,,,,1.0,0.0,Maxey,1630178.0,,,,,
264,PT04M58.00S,2025-12-03T00:52:31.6Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,59,47,2025-12-03T00:52:31Z,2620000,False,,,0,,T. Maxey Free Throw 1 of 2 (14 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
265,PT04M58.00S,2025-12-03T00:52:33.3Z,2,REGULAR,substitution,out,[],1642860,,,1610612755,59,47,2025-12-03T00:52:36Z,2630000,False,,,0,,SUB out: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M58.00S,2025-12-03T00:52:33.3Z,2,REGULAR,substitution,in,[],1642273,,,1610612755,59,47,2025-12-03T00:52:36Z,2640000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M58.00S,2025-12-03T00:52:56.4Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,60,47,2025-12-03T00:52:56Z,2650000,False,,,0,,T. Maxey Free Throw 2 of 2 (15 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
268,PT04M41.00S,2025-12-03T00:53:14.0Z,2,REGULAR,3pt,Jump Shot,[],203468,75.24638633377135,13.970588235294118,1610612764,60,47,2025-12-03T00:53:17Z,2660000,False,-180.0,180.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
269,PT04M38.00S,2025-12-03T00:53:17.0Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612755,60,47,2025-12-03T00:53:17Z,2670000,False,,,0,,J. Walker REBOUND (Off:2 Def:2),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,268.0,4.0,2.0,2.0,,,,,,,,,,,,,,
270,PT04M21.00S,2025-12-03T00:53:33.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642348,6.915243101182654,51.71568627450981,1610612755,60,47,2025-12-03T00:53:37Z,2680000,False,-9.0,13.0,1,left,MISS J. Edwards driving Layup - blocked,"[1642348, 1628963]",1610612755.0,PHI,driving,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,Bagley III,1628963.0
271,PT04M21.00S,2025-12-03T00:53:33.9Z,2,REGULAR,block,,[],1628963,,,1610612755,60,47,2025-12-03T00:53:36Z,2690000,False,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT04M18.00S,2025-12-03T00:53:36.9Z,2,REGULAR,rebound,defensive,[],1641731,,,1610612764,60,47,2025-12-03T00:53:37Z,2700000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:3),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,270.0,4.0,3.0,1.0,,,,,,,,,,,,,,
273,PT04M17.00S,2025-12-03T00:53:38.5Z,2,REGULAR,turnover,lost ball,[],1630551,,,1610612764,60,47,2025-12-03T00:53:42Z,2710000,False,,,0,,J. Champagnie lost ball TURNOVER (1 TO),"[1630551, 1630178]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Maxey,1630178.0,,
274,PT04M17.00S,2025-12-03T00:53:38.5Z,2,REGULAR,steal,,[],1630178,,,1610612755,60,47,2025-12-03T00:53:41Z,2720000,False,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
275,PT04M02.00S,2025-12-03T00:53:53.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631133,32.802233902759525,34.31372549019608,1610612755,60,47,2025-12-03T00:53:58Z,2730000,False,78.0,256.0,1,left,MISS J. Walker 26' 3PT,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,26.75,Missed,,,,,,,,,,,,,,,,,,
276,PT03M59.00S,2025-12-03T00:53:56.9Z,2,REGULAR,rebound,offensive,[],1641737,,,1610612755,60,47,2025-12-03T00:53:58Z,2740000,False,,,0,,A. Bona REBOUND (Off:2 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,275.0,3.0,1.0,2.0,,,,,,,,,,,,,,
277,PT03M57.00S,2025-12-03T00:53:58.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642348,28.07161629434954,80.3921568627451,1610612755,60,47,2025-12-03T00:54:01Z,2750000,False,-152.0,211.0,1,left,MISS J. Edwards 26' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
278,PT03M54.00S,2025-12-03T00:54:01.1Z,2,REGULAR,rebound,defensive,[],1641731,,,1610612764,60,47,2025-12-03T00:54:01Z,2760000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:4),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,277.0,5.0,4.0,1.0,,,,,,,,,,,,,,
279,PT03M47.00S,2025-12-03T00:54:10.8Z,2,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612764,60,47,2025-12-03T00:54:16Z,2770000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (George 2 FT),"[1631133, 1642273]",1610612755.0,PHI,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,,,,1.0,0.0,George,1642273.0,,,,,
281,PT03M47.00S,2025-12-03T00:54:37.5Z,2,REGULAR,freethrow,1 of 2,[],1642273,,,1610612764,60,48,2025-12-03T00:55:07Z,2790000,False,,,0,,K. George Free Throw 1 of 2 (6 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
282,PT03M47.00S,2025-12-03T00:54:39.1Z,2,REGULAR,substitution,out,[],1630178,,,1610612764,60,48,2025-12-03T00:54:49Z,2800000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M47.00S,2025-12-03T00:54:39.1Z,2,REGULAR,substitution,out,[],1642348,,,1610612764,60,48,2025-12-03T00:54:49Z,2810000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M47.00S,2025-12-03T00:54:39.1Z,2,REGULAR,substitution,out,[],201569,,,1610612764,60,48,2025-12-03T00:54:49Z,2820000,False,,,0,,SUB out: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M47.00S,2025-12-03T00:54:39.1Z,2,REGULAR,substitution,in,[],202331,,,1610612764,60,48,2025-12-03T00:54:49Z,2830000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M47.00S,2025-12-03T00:54:39.1Z,2,REGULAR,substitution,in,[],1642845,,,1610612764,60,48,2025-12-03T00:54:49Z,2840000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M47.00S,2025-12-03T00:54:39.1Z,2,REGULAR,substitution,in,[],1642272,,,1610612764,60,48,2025-12-03T00:54:49Z,2850000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M47.00S,2025-12-03T00:54:37.5Z,2,REGULAR,freethrow,2 of 2,[],1642273,,,1610612764,60,48,2025-12-03T00:55:07Z,2860000,False,,,0,,MISS K. George Free Throw 2 of 2,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
289,PT03M44.00S,2025-12-03T00:54:40.5Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612755,60,48,2025-12-03T00:55:07Z,2870000,False,,,0,,J. Walker REBOUND (Off:2 Def:3),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,288.0,5.0,3.0,2.0,,,,,,,,,,,,,,
290,PT03M32.00S,2025-12-03T00:55:18.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642845,6.652431011826544,50.0,1610612755,62,48,2025-12-03T00:55:21Z,2880000,False,0.0,10.0,1,left,V. Edgecombe driving DUNK (4 PTS),[1642845],1610612755.0,PHI,driving,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,4.0,,,,,,,,,,,,,
291,PT03M12.00S,2025-12-03T00:55:38.6Z,2,REGULAR,3pt,Jump Shot,[],1641731,88.51839684625493,96.07843137254902,1610612764,62,48,2025-12-03T00:55:43Z,2890000,False,230.0,55.0,1,right,MISS B. Coulibaly 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,23.7,Missed,,,,,,,,,,,,,,,,,,
292,PT03M08.00S,2025-12-03T00:55:42.6Z,2,REGULAR,rebound,offensive,[],1630551,,,1610612764,62,48,2025-12-03T00:55:43Z,2900000,False,,,0,,J. Champagnie REBOUND (Off:3 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,291.0,4.0,1.0,3.0,,,,,,,,,,,,,,
301,PT03M07.00S,2025-12-03T00:55:46.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630551,90.22667542706965,49.01960784313725,1610612764,62,48,2025-12-03T00:57:15Z,2925000,False,-5.0,39.0,1,right,MISS J. Champagnie putback Layup - blocked,"[1630551, 1642845]",1610612764.0,WAS,putback,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,Edgecombe,1642845.0
302,PT03M07.00S,2025-12-03T00:55:46.5Z,2,REGULAR,block,,[],1642845,,,1610612764,62,48,2025-12-03T00:57:08Z,2927500,False,,,0,,V. Edgecombe BLOCK (1 BLK),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
303,PT03M07.00S,2025-12-03T00:55:46.5Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,62,48,2025-12-03T00:57:08Z,2928750,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:2),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,301.0,2.0,2.0,0.0,,,,,,,,,,,,,,
295,PT03M01.00S,2025-12-03T00:55:49.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642272,7.5722733245729295,49.26470588235294,1610612755,64,48,2025-12-03T00:57:55Z,2930000,False,4.0,19.0,1,left,J. McCain running finger roll Layup (11 PTS) (J. Walker 1 AST),"[1642272, 1631133]",1610612755.0,PHI,running finger roll,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,11.0,,J. Walker,1631133.0,1.0,,,,,,,,,
297,PT02M36.00S,2025-12-03T00:56:14.1Z,2,REGULAR,3pt,Jump Shot,[],1642273,64.33968462549278,44.36274509803921,1610612764,64,48,2025-12-03T00:56:20Z,2950000,False,-28.0,283.0,1,right,MISS K. George 28' pullup 3PT,[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,28.41,Missed,,,,,,,,,,,,,,,,,,
298,PT02M33.00S,2025-12-03T00:56:17.1Z,2,REGULAR,rebound,defensive,[],202331,,,1610612755,64,48,2025-12-03T00:56:20Z,2960000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,297.0,4.0,4.0,0.0,,,,,,,,,,,,,,
299,PT02M27.00S,2025-12-03T00:56:23.8Z,2,REGULAR,turnover,out-of-bounds,[],202331,,,1610612755,64,48,2025-12-03T00:56:31Z,2970000,False,,,0,,P. George bad pass out-of-bounds TURNOVER (2 TO),[202331],1610612755.0,PHI,bad pass,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,1628951.0,,,,,,,,2.0,,,,
300,PT02M27.00S,2025-12-03T00:56:31.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,64,48,2025-12-03T00:56:31Z,2980000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M27.00S,2025-12-03T00:59:18.6Z,2,REGULAR,substitution,out,[],1641731,,,1610612764,64,48,2025-12-03T00:59:25Z,2990000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M27.00S,2025-12-03T00:59:18.6Z,2,REGULAR,substitution,in,[],1641715,,,1610612764,64,48,2025-12-03T00:59:25Z,3000000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M12.00S,2025-12-03T00:59:45.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203468,91.67214191852825,4.901960784313726,1610612764,64,48,2025-12-03T00:59:49Z,3010000,False,-225.0,26.0,1,right,MISS C. McCollum 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,22.7,Missed,,,,,,,,,,,,,,,,,,
307,PT02M08.00S,2025-12-03T00:59:48.5Z,2,REGULAR,rebound,defensive,[],202331,,,1610612755,64,48,2025-12-03T00:59:48Z,3020000,False,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,306.0,5.0,5.0,0.0,,,,,,,,,,,,,,
308,PT02M04.00S,2025-12-03T00:59:54.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642272,25.57490144546649,85.7843137254902,1610612755,64,48,2025-12-03T00:59:59Z,3030000,False,-179.0,188.0,1,left,MISS J. McCain 25' running pullup 3PT,[1642272],1610612755.0,PHI,running pullup,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
309,PT02M00.00S,2025-12-03T00:59:56.9Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612764,64,48,2025-12-03T00:59:56Z,3040000,False,,,0,,J. Champagnie REBOUND (Off:3 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,308.0,5.0,2.0,3.0,,,,,,,,,,,,,,
310,PT01M45.00S,2025-12-03T01:00:14.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,93.77463863337714,49.26470588235294,1610612764,64,50,2025-12-03T01:00:18Z,3050000,False,-4.0,6.0,1,right,J. Champagnie cutting Layup (9 PTS) (K. George 3 AST),"[1630551, 1642273]",1610612764.0,WAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,9.0,,K. George,1642273.0,3.0,,,,,,,,,
312,PT01M45.00S,2025-12-03T01:00:16.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641737,,,1610612764,64,50,2025-12-03T01:00:26Z,3070000,False,,,0,,A. Bona shooting personal FOUL (2 PF) (Champagnie 1 FT),"[1641737, 1630551]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,2.0,0.0,Champagnie,1630551.0,,,,,
314,PT01M45.00S,2025-12-03T01:00:39.1Z,2,REGULAR,freethrow,1 of 1,[],1630551,,,1610612764,64,51,2025-12-03T01:00:39Z,3090000,False,,,0,,J. Champagnie Free Throw 1 of 1 (10 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
315,PT01M32.00S,2025-12-03T01:00:53.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,17.69053876478318,34.55882352941176,1610612755,64,51,2025-12-03T01:00:57Z,3100000,False,77.0,114.0,1,left,MISS V. Edgecombe 13' turnaround fadeaway Shot,[1642845],1610612755.0,PHI,turnaround fadeaway,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Right,13.75,Missed,,,,,,,,,,,,,,,,,,
316,PT01M29.00S,2025-12-03T01:00:56.6Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612764,64,51,2025-12-03T01:00:57Z,3110000,False,,,0,,J. Champagnie REBOUND (Off:3 Def:3),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Right,,,315.0,6.0,3.0,3.0,,,,,,,,,,,,,,
317,PT01M25.00S,2025-12-03T01:01:00.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641715,73.01248357424441,15.441176470588236,1610612764,64,51,2025-12-03T01:01:05Z,3120000,False,-173.0,201.0,1,right,MISS C. Whitmore 26' running 3PT,[1641715],1610612764.0,WAS,running,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,26.52,Missed,,,,,,,,,,,,,,,,,,
318,PT01M22.00S,2025-12-03T01:01:03.2Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,64,51,2025-12-03T01:01:05Z,3130000,False,,,0,,A. Bona REBOUND (Off:2 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,317.0,4.0,2.0,2.0,,,,,,,,,,,,,,
319,PT01M17.00S,2025-12-03T01:01:10.2Z,2,REGULAR,turnover,out-of-bounds,[],1631133,,,1610612755,64,51,2025-12-03T01:01:15Z,3140000,False,,,0,,J. Walker lost ball out-of-bounds TURNOVER (1 TO),[1631133],1610612755.0,PHI,lost ball,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200832.0,,,,,,,,1.0,,,,
320,PT01M02.00S,2025-12-03T01:01:30.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630551,75.64060446780552,12.254901960784313,1610612764,64,54,2025-12-03T01:01:34Z,3150000,False,-189.0,176.0,1,right,J. Champagnie 25' 3PT  (13 PTS) (C. McCollum 4 AST),"[1630551, 203468]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.84,Made,,,,,13.0,,C. McCollum,203468.0,4.0,,,,,,,,,
322,PT00M45.40S,2025-12-03T01:01:50.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631133,6.521024967148489,48.77450980392157,1610612755,66,54,2025-12-03T01:01:54Z,3170000,False,6.0,9.0,1,left,J. Walker cutting DUNK (8 PTS) (J. McCain 4 AST),"[1631133, 1642272]",1610612755.0,PHI,cutting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,8.0,,J. McCain,1642272.0,4.0,,,,,,,,,
324,PT00M31.20S,2025-12-03T01:02:06.2Z,2,REGULAR,3pt,Jump Shot,[],1641715,72.61826544021025,83.33333333333334,1610612764,66,54,2025-12-03T01:03:29Z,3190000,False,167.0,205.0,1,right,MISS C. Whitmore 26' step back 3PT,[1641715],1610612764.0,WAS,step back,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
325,PT00M28.30S,2025-12-03T01:02:09.1Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,66,54,2025-12-03T01:02:11Z,3200000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:3),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,324.0,3.0,3.0,0.0,,,,,,,,,,,,,,
326,PT00M27.30S,2025-12-03T01:02:13.4Z,2,REGULAR,foul,personal,[],203468,,,1610612755,66,54,2025-12-03T01:02:28Z,3210000,False,,,0,,C. McCollum personal FOUL (1 PF),"[203468, 1642845]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,1627541.0,,,,1.0,0.0,Edgecombe,1642845.0,,,,,
328,PT00M27.30S,2025-12-03T01:02:29.3Z,2,REGULAR,substitution,out,[],1641737,,,1610612755,66,54,2025-12-03T01:02:38Z,3230000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M27.30S,2025-12-03T01:02:29.3Z,2,REGULAR,substitution,out,[],203468,,,1610612755,66,54,2025-12-03T01:02:38Z,3240000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M27.30S,2025-12-03T01:02:29.3Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,66,54,2025-12-03T01:02:38Z,3250000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M27.30S,2025-12-03T01:02:29.3Z,2,REGULAR,substitution,in,[],1641731,,,1610612755,66,54,2025-12-03T01:02:38Z,3260000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M07.80S,2025-12-03T01:03:03.4Z,2,REGULAR,turnover,lost ball,[],1642272,,,1610612755,66,54,2025-12-03T01:03:09Z,3270000,False,,,0,,J. McCain lost ball TURNOVER (1 TO),"[1642272, 1641731]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Coulibaly,1641731.0,,
333,PT00M07.80S,2025-12-03T01:03:03.4Z,2,REGULAR,steal,,[],1641731,,,1610612764,66,54,2025-12-03T01:05:38Z,3280000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
334,PT00M00.30S,2025-12-03T01:03:12.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642273,81.94809461235218,42.15686274509804,1610612764,66,54,2025-12-03T01:03:21Z,3290000,False,-39.0,117.0,1,right,MISS K. George 12' driving floating Shot,[1642273],1610612764.0,WAS,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,12.36,Missed,,,,,,,,,,,,,,,,,,
335,PT00M00.10S,2025-12-03T01:03:12.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,66,54,2025-12-03T01:03:21Z,3300000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,334.0,,,,,,,,,,,,,,,,,
336,PT00M00.00S,2025-12-03T01:03:16.6Z,2,REGULAR,period,end,[],0,,,1610612764,66,54,2025-12-03T01:03:16Z,3310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
