actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT06M26.00S,2025-11-26T01:27:03.4Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,9,11,2025-11-26T01:27:03Z,830000,False,,,0,,J. Suggs REBOUND (Off:1 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,83.0,3.0,2.0,1.0,,,,,,,
85,PT06M20.00S,2025-11-26T01:27:09.3Z,1,REGULAR,3pt,Jump Shot,[],1641710,95.48291721419186,3.9215686274509802,1610612753,9,11,2025-11-26T01:28:40Z,840000,False,-230.0,-10.0,1,right,MISS A. Black 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Left Corner 3,24+ Left,,,,23.06,Missed,,,,,,,,,,,,,,,
86,PT06M18.00S,2025-11-26T01:27:11.3Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,9,11,2025-11-26T01:27:22Z,850000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,85.0,3.0,1.0,2.0,,,,,,,
87,PT06M18.00S,2025-11-26T01:27:19.4Z,1,REGULAR,foul,personal,['2freethrow'],1642272,,,1610612753,9,11,2025-11-26T01:27:27Z,860000,False,,,0,,J. McCain shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1642272, 1628976]",1610612755.0,PHI,shooting,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1830.0,,,1.0,0.0,Carter Jr.,1628976.0
89,PT06M18.00S,2025-11-26T01:27:47.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,9,12,2025-11-26T01:27:47Z,880000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (1 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
90,PT06M18.00S,2025-11-26T01:28:05.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,9,13,2025-11-26T01:28:05Z,890000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (2 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
91,PT06M07.00S,2025-11-26T01:28:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,8.09789750328515,48.03921568627451,1610612755,11,13,2025-11-26T01:28:23Z,900000,False,10.0,24.0,1,left,T. Watford driving finger roll Layup (2 PTS) (T. Maxey 1 AST),"[1630570, 1630178]",1610612755.0,PHI,driving finger roll,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,2.56,Made,2.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,
93,PT05M59.00S,2025-11-26T01:28:26.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,85.10183968462549,43.13725490196079,1610612753,11,13,2025-11-26T01:28:30Z,920000,False,-34.0,88.0,1,right,MISS J. Suggs 9' pullup Shot,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,9.4,Missed,,,,,,,,,,,,,,,
94,PT05M56.00S,2025-11-26T01:28:29.5Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,11,13,2025-11-26T01:28:30Z,930000,False,,,0,,A. Drummond REBOUND (Off:0 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,93.0,5.0,5.0,0.0,,,,,,,
95,PT05M50.00S,2025-11-26T01:28:37.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630570,13.748357424441524,53.67647058823529,1610612755,13,13,2025-11-26T01:35:35Z,940000,False,-18.0,77.0,1,left,T. Watford 7' turnaround Hook (4 PTS),[1630570],1610612755.0,PHI,turnaround,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,7.89,Made,4.0,,,,,,,,,,,,,,
97,PT05M34.00S,2025-11-26T01:28:51.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641710,95.0886990801577,49.754901960784316,1610612753,13,13,2025-11-26T01:28:57Z,960000,False,-1.0,-6.0,1,right,MISS A. Black driving DUNK - blocked,"[1641710, 203083]",1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,0.64,Missed,,,,,,,,,,Drummond,203083.0,,,,
98,PT05M34.00S,2025-11-26T01:28:51.4Z,1,REGULAR,block,,[],203083,,,1610612753,13,13,2025-11-26T01:28:54Z,970000,False,,,0,,A. Drummond BLOCK (2 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
99,PT05M32.00S,2025-11-26T01:28:53.4Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,13,13,2025-11-26T01:28:57Z,980000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,97.0,2.0,2.0,0.0,,,,,,,
100,PT05M32.00S,2025-11-26T01:28:56.8Z,1,REGULAR,foul,personal,[],1630591,,,1610612755,13,13,2025-11-26T01:29:04Z,990000,False,,,0,,J. Suggs personal FOUL (1 PF),"[1630591, 1629656]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1629177.0,,,1.0,0.0,Grimes,1629656.0
102,PT05M32.00S,2025-11-26T01:29:15.7Z,1,REGULAR,substitution,out,[],1629656,,,1610612755,13,13,2025-11-26T01:29:29Z,1010000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M32.00S,2025-11-26T01:29:15.7Z,1,REGULAR,substitution,out,[],1628976,,,1610612755,13,13,2025-11-26T01:29:29Z,1020000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M32.00S,2025-11-26T01:29:15.7Z,1,REGULAR,substitution,in,[],1642348,,,1610612755,13,13,2025-11-26T01:29:29Z,1030000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M32.00S,2025-11-26T01:29:15.7Z,1,REGULAR,substitution,in,[],1629048,,,1610612755,13,13,2025-11-26T01:29:29Z,1040000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M18.00S,2025-11-26T01:29:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.703679369250986,50.0,1610612755,13,13,2025-11-26T01:29:38Z,1050000,False,0.0,20.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,1.99,Missed,,,,,,,,,,,,,,,
107,PT05M15.00S,2025-11-26T01:29:37.5Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,13,13,2025-11-26T01:29:37Z,1060000,False,,,0,,F. Wagner REBOUND (Off:1 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,106.0,4.0,3.0,1.0,,,,,,,
108,PT05M13.00S,2025-11-26T01:29:39.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641710,95.48291721419186,51.9607843137255,1610612753,13,15,2025-11-26T01:29:45Z,1070000,False,10.0,-10.0,1,right,A. Black running DUNK (2 PTS) (J. Suggs 1 AST),"[1641710, 1630591]",1610612753.0,ORL,running,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,1.4,Made,2.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,
110,PT05M02.00S,2025-11-26T01:29:51.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641783,,,1610612755,13,15,2025-11-26T01:32:10Z,1082500,False,,,0,,T. da Silva shooting personal FOUL (3 PF) (Edwards 2 FT),"[1641783, 1642348]",1610612753.0,ORL,shooting,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1627962.0,,,3.0,0.0,Edwards,1642348.0
112,PT05M02.00S,2025-11-26T01:30:02.5Z,1,REGULAR,freethrow,1 of 2,[],1642348,,,1610612755,14,15,2025-11-26T01:33:49Z,1084375,False,,,0,,J. Edwards Free Throw 1 of 2 (4 PTS),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
137,PT05M02.00S,2025-11-26T01:30:03.5Z,1,REGULAR,substitution,out,[],203083,,,1610612755,14,15,2025-11-26T01:33:09Z,1084531,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT05M02.00S,2025-11-26T01:30:03.5Z,1,REGULAR,substitution,out,[],1641783,,,1610612755,14,15,2025-11-26T01:33:09Z,1084609,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT05M02.00S,2025-11-26T01:30:03.5Z,1,REGULAR,substitution,in,[],1631230,,,1610612755,14,15,2025-11-26T01:33:09Z,1084648,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT05M02.00S,2025-11-26T01:30:03.5Z,1,REGULAR,substitution,in,[],1626145,,,1610612755,14,15,2025-11-26T01:33:09Z,1084667,False,,,0,,SUB in: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT05M02.00S,2025-11-26T01:30:02.5Z,1,REGULAR,freethrow,2 of 2,[],1642348,,,1610612755,15,15,2025-11-26T01:33:49Z,1084687,False,,,0,,J. Edwards Free Throw 2 of 2 (5 PTS),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
118,PT04M54.00S,2025-11-26T01:30:58.5Z,1,REGULAR,foul,personal,[],1642272,,,1610612753,15,15,2025-11-26T01:31:04Z,1170000,False,,,0,,J. McCain personal FOUL (2 PF),"[1642272, 1630532]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1830.0,,,2.0,0.0,Wagner,1630532.0
120,PT04M47.00S,2025-11-26T01:31:16.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,94.69448094612353,49.754901960784316,1610612753,15,17,2025-11-26T01:31:25Z,1190000,False,-1.0,-3.0,1,right,G. Bitadze alley-oop DUNK (2 PTS) (J. Suggs 2 AST),"[1629048, 1630591]",1610612753.0,ORL,alley-oop,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,0.29,Made,2.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,
122,PT04M33.00S,2025-11-26T01:31:36.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626145,,,1610612755,15,17,2025-11-26T01:31:42Z,1210000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (McCain 2 FT),"[1626145, 1642272]",1610612753.0,ORL,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1830.0,,,1.0,0.0,McCain,1642272.0
124,PT04M33.00S,2025-11-26T01:32:00.8Z,1,REGULAR,freethrow,1 of 2,[],1642272,,,1610612755,16,17,2025-11-26T01:32:00Z,1230000,False,,,0,,J. McCain Free Throw 1 of 2 (4 PTS),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
125,PT04M33.00S,2025-11-26T01:32:00.8Z,1,REGULAR,freethrow,2 of 2,[],1642272,,,1610612755,16,17,2025-11-26T01:32:19Z,1240000,False,,,0,,MISS J. McCain Free Throw 2 of 2,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
126,PT04M31.00S,2025-11-26T01:32:02.8Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,16,17,2025-11-26T01:32:19Z,1250000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,
127,PT04M23.00S,2025-11-26T01:32:26.5Z,1,REGULAR,turnover,bad pass,[],1641710,,,1610612753,16,17,2025-11-26T01:32:31Z,1260000,False,,,0,,A. Black bad pass TURNOVER (1 TO),"[1641710, 1630178]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,1.0,Maxey,1630178.0,,,,,,,,,,,,,,,,,
128,PT04M23.00S,2025-11-26T01:32:26.5Z,1,REGULAR,steal,,[],1630178,,,1610612755,16,17,2025-11-26T01:32:28Z,1270000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
129,PT04M19.00S,2025-11-26T01:32:30.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,7.178055190538765,48.529411764705884,1610612755,18,17,2025-11-26T01:32:36Z,1280000,False,7.0,15.0,1,left,T. Maxey running finger roll Layup (5 PTS),[1630178],1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,1.67,Made,5.0,,,,,,,,,,,,,,
130,PT04M10.00S,2025-11-26T01:32:38.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,87.99277266754271,53.18627450980392,1610612753,18,17,2025-11-26T01:32:45Z,1290000,False,16.0,60.0,1,right,MISS F. Wagner 6' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,6.25,Missed,,,,,,,,,,,,,,,
131,PT04M07.00S,2025-11-26T01:32:41.2Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,18,17,2025-11-26T01:32:45Z,1300000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,130.0,2.0,1.0,1.0,,,,,,,
132,PT04M07.00S,2025-11-26T01:32:41.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,94.40999984741211,50.0,1610612753,18,17,2025-11-26T01:32:41Z,1310000,False,0.0,0.0,1,right,MISS G. Bitadze tip Layup,[1629048],1610612753.0,ORL,tip,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
133,PT04M06.00S,2025-11-26T01:32:42.6Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,18,17,2025-11-26T01:32:42Z,1320000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,
134,PT04M04.00S,2025-11-26T01:32:44.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642272,27.283180026281208,14.215686274509803,1610612755,21,17,2025-11-26T01:32:49Z,1330000,False,179.0,204.0,1,left,J. McCain 27' 3PT running (7 PTS) (T. Maxey 2 AST),"[1642272, 1630178]",1610612755.0,PHI,running,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,,,,27.13,Made,7.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,
136,PT04M03.00S,2025-11-26T01:32:53.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,21,17,2025-11-26T01:32:53Z,1350000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT04M03.00S,2025-11-26T01:36:00.5Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,21,17,2025-11-26T01:36:25Z,1360000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT04M03.00S,2025-11-26T01:36:00.5Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,21,17,2025-11-26T01:36:25Z,1370000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT04M03.00S,2025-11-26T01:36:00.5Z,1,REGULAR,substitution,in,[],1630217,,,1610612753,21,17,2025-11-26T01:36:25Z,1380000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT04M03.00S,2025-11-26T01:36:00.5Z,1,REGULAR,substitution,in,[],1642869,,,1610612753,21,17,2025-11-26T01:36:25Z,1390000,False,,,0,,SUB in: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT03M45.00S,2025-11-26T01:36:44.8Z,1,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612753,21,17,2025-11-26T01:37:01Z,1400000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Black 2 FT),"[1630570, 1641710]",1610612755.0,PHI,shooting,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1627962.0,,,1.0,0.0,Black,1641710.0
147,PT03M45.00S,2025-11-26T01:37:11.9Z,1,REGULAR,freethrow,1 of 2,[],1641710,,,1610612753,21,18,2025-11-26T01:37:11Z,1420000,False,,,0,,A. Black Free Throw 1 of 2 (3 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
148,PT03M45.00S,2025-11-26T01:37:24.4Z,1,REGULAR,freethrow,2 of 2,[],1641710,,,1610612753,21,19,2025-11-26T01:37:24Z,1430000,False,,,0,,A. Black Free Throw 2 of 2 (4 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
149,PT03M32.00S,2025-11-26T01:37:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.389618922470433,50.73529411764706,1610612755,23,19,2025-11-26T01:40:09Z,1440000,False,-4.0,8.0,1,left,T. Maxey driving finger roll Layup (7 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,0.85,Made,7.0,,,,,,,,,,,,,,
150,PT03M25.00S,2025-11-26T01:37:45.5Z,1,REGULAR,3pt,Jump Shot,[],1642869,70.64717477003943,77.20588235294117,1610612753,23,19,2025-11-26T01:37:53Z,1450000,False,136.0,223.0,1,right,MISS N. Penda 26' 3PT,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Above the Break 3,24+ Right Center,,,,26.15,Missed,,,,,,,,,,,,,,,
151,PT03M18.00S,2025-11-26T01:37:52.5Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,23,19,2025-11-26T01:37:53Z,1460000,False,,,0,,G. Bitadze REBOUND (Off:2 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,150.0,3.0,1.0,2.0,,,,,,,
152,PT03M18.00S,2025-11-26T01:37:52.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,94.40999984741211,50.0,1610612753,23,21,2025-11-26T01:37:52Z,1470000,False,0.0,0.0,1,right,G. Bitadze putback Layup (4 PTS),[1629048],1610612753.0,ORL,putback,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,,,,0.0,Made,4.0,,,,,,,,,,,,,,
153,PT02M59.00S,2025-11-26T01:38:11.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642348,13.748357424441524,55.63725490196079,1610612755,25,21,2025-11-26T01:38:14Z,1480000,False,-28.0,77.0,1,left,J. Edwards 8' pullup Jump Shot (7 PTS),[1642348],1610612755.0,PHI,pullup,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,8.17,Made,7.0,,,,,,,,,,,,,,
154,PT02M50.00S,2025-11-26T01:38:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.85479632063075,46.568627450980394,1610612753,25,21,2025-11-26T01:41:32Z,1490000,False,-17.0,15.0,1,right,MISS D. Bane driving finger roll Layup,[1630217],1610612753.0,ORL,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,2.26,Missed,,,,,,,,,,,,,,,
155,PT02M49.00S,2025-11-26T01:38:24.0Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,25,21,2025-11-26T01:41:32Z,1500000,False,,,0,,G. Bitadze REBOUND (Off:3 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,154.0,4.0,1.0,3.0,,,,,,,
156,PT02M49.00S,2025-11-26T01:38:27.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629048,94.40999984741211,50.0,1610612753,25,23,2025-11-26T01:41:38Z,1510000,False,0.0,0.0,1,right,G. Bitadze tip Layup (6 PTS),[1629048],1610612753.0,ORL,tip,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,0.0,Made,6.0,,,,,,,,,,,,,,
157,PT02M32.00S,2025-11-26T01:38:40.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641710,,,1610612755,25,23,2025-11-26T01:38:48Z,1520000,False,,,0,,A. Black shooting personal FOUL (1 PF) (Watford 2 FT),"[1641710, 1630570]",1610612753.0,ORL,shooting,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627962.0,,,1.0,0.0,Watford,1630570.0
159,PT02M32.00S,2025-11-26T01:39:08.9Z,1,REGULAR,freethrow,1 of 2,[],1630570,,,1610612755,26,23,2025-11-26T01:39:08Z,1540000,False,,,0,,T. Watford Free Throw 1 of 2 (5 PTS),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
160,PT02M32.00S,2025-11-26T01:39:11.2Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,26,23,2025-11-26T01:39:16Z,1550000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT02M32.00S,2025-11-26T01:39:11.2Z,1,REGULAR,substitution,in,[],1629656,,,1610612755,26,23,2025-11-26T01:39:16Z,1560000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT02M32.00S,2025-11-26T01:39:26.0Z,1,REGULAR,freethrow,2 of 2,[],1630570,,,1610612755,27,23,2025-11-26T01:39:26Z,1570000,False,,,0,,T. Watford Free Throw 2 of 2 (6 PTS),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
163,PT02M17.00S,2025-11-26T01:39:44.4Z,1,REGULAR,2pt,Jump Shot,[],1641710,79.58278580814718,44.11764705882353,1610612753,27,23,2025-11-26T01:39:48Z,1580000,False,-29.0,139.0,1,right,MISS A. Black 14' pullup Shot,[1641710],1610612753.0,ORL,pullup,,,Black,A. Black,,,,,Mid-Range,8-16 Center,,,,14.25,Missed,,,,,,,,,,,,,,,
165,PT02M17.00S,2025-11-26T01:39:44.4Z,1,REGULAR,rebound,offensive,[],1642869,,,1610612753,27,23,2025-11-26T01:39:48Z,1600000,False,,,0,,N. Penda REBOUND (Off:1 Def:0),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Mid-Range,8-16 Center,,,,,,,,,,163.0,1.0,0.0,1.0,,,,,,,
166,PT02M17.00S,2025-11-26T01:39:55.1Z,1,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612753,27,23,2025-11-26T01:40:00Z,1610000,False,,,0,,T. Watford shooting personal FOUL (2 PF) (Penda 2 FT),"[1630570, 1642869]",1610612755.0,PHI,shooting,,,Watford,T. Watford,,,,,Mid-Range,0-8 Center,,,,,,,,,,,,,,1627962.0,,,2.0,0.0,Penda,1642869.0
168,PT02M17.00S,2025-11-26T01:40:07.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642869,,,1610612753,27,24,2025-11-26T01:40:07Z,1630000,False,,,0,,N. Penda Free Throw 1 of 2 (1 PTS),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
169,PT02M17.00S,2025-11-26T01:40:07.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642869,,,1610612753,27,24,2025-11-26T01:40:27Z,1640000,False,,,0,,MISS N. Penda Free Throw 2 of 2,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
170,PT02M13.00S,2025-11-26T01:40:11.1Z,1,REGULAR,rebound,defensive,[],1642348,,,1610612755,27,24,2025-11-26T01:46:06Z,1650000,False,,,0,,J. Edwards REBOUND (Off:0 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,
171,PT01M58.00S,2025-11-26T01:40:44.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629048,,,1610612755,27,24,2025-11-26T01:40:51Z,1660000,False,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Watford 2 FT),"[1629048, 1630570]",1610612753.0,ORL,shooting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627962.0,,,1.0,0.0,Watford,1630570.0
