actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-05T00:40:50.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-05T00:40:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-05T00:40:52.9Z,1,REGULAR,jumpball,recovered,[],1630570,,,1610612755,0,0,2026-03-05T00:40:52Z,40000,False,,,0,,Jump Ball A. Bona vs. K. Filipowski: Tip to T. Watford,"[1630570, 1641737, 1642271]",1610612755.0,PHI,startperiod,T. Watford,1630570.0,Watford,T. Watford,Bona,1641737.0,Filipowski,1642271.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-03-05T00:41:10.9Z,1,REGULAR,turnover,bad pass,[],1630570,,,1610612755,0,0,2026-03-05T00:41:14Z,70000,False,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1641718]",1610612755.0,PHI,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Left,1.0,George,1641718.0,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2026-03-05T00:41:10.9Z,1,REGULAR,steal,,[],1641718,,,1610612762,0,0,2026-03-05T00:41:13Z,80000,False,,,0,,K. George STEAL (1 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
9,PT11M27.00S,2026-03-05T00:41:22.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642846,70.3515111695138,77.94117647058823,1610612762,0,0,2026-03-05T00:41:26Z,90000,False,140.0,226.0,1,right,MISS A. Bailey 26' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,,,,26.59,Missed,,,,,,,,,,,,,,,
10,PT11M25.00S,2026-03-05T00:41:24.5Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612755,0,0,2026-03-05T00:41:26Z,100000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M21.00S,2026-03-05T00:41:29.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,31.718134034165573,87.74509803921569,1610612755,3,0,2026-03-05T00:42:02Z,110000,False,-189.0,246.0,1,left,T. Maxey 30' 3PT running (3 PTS) (T. Watford 1 AST),"[1630178, 1630570]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,30.98,Made,,,,,3.0,T. Watford,1630570.0,1.0,,,,,,,
13,PT11M01.00S,2026-03-05T00:41:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,94.66162943495401,49.50980392156863,1610612762,3,2,2026-03-05T00:41:52Z,130000,False,-2.0,-2.0,1,right,K. George driving finger roll Layup (2 PTS) (A. Bailey 1 AST),"[1641718, 1642846]",1610612762.0,UTA,driving finger roll,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,0.34,Made,,,,,2.0,A. Bailey,1642846.0,1.0,,,,,,,
15,PT10M49.00S,2026-03-05T00:42:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,6.750985545335084,50.49019607843137,1610612755,5,2,2026-03-05T00:42:07Z,150000,False,-2.0,11.0,1,left,D. Barlow driving finger roll Layup (2 PTS),[1631230],1610612755.0,PHI,driving finger roll,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,1.13,Made,,,,,2.0,,,,,,,,,,
16,PT10M49.00S,2026-03-05T00:42:06.2Z,1,REGULAR,foul,personal,['1freethrow'],1641989,,,1610612755,5,2,2026-03-05T00:42:16Z,160000,False,,,0,,E. Harkless shooting personal FOUL (1 PF) (Barlow 1 FT),"[1641989, 1631230]",1610612762.0,UTA,shooting,,,Harkless,E. Harkless,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203054.0,1.0,0.0,Barlow,1631230.0,,
