actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-28T01:12:55.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-28T01:12:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-28T01:12:59.5Z,1,REGULAR,jumpball,recovered,[],1642845,,,1610612755,0,0,2026-01-28T01:12:59Z,40000,False,,,0,,Jump Ball J. Embiid vs. M. Turner: Tip to V. Edgecombe,"[1642845, 203954, 1626167]",1610612755.0,PHI,startperiod,V. Edgecombe,1642845.0,Edgecombe,V. Edgecombe,Embiid,203954.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-01-28T01:13:14.9Z,1,REGULAR,2pt,Jump Shot,[],1630178,21.76412614980289,71.56862745098039,1610612755,2,0,2026-01-28T01:13:19Z,70000,False,-108.0,152.0,1,left,T. Maxey 18' pullup Jump Shot (2 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,18.64,Made,2.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2026-01-28T01:13:38.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,85.75886990801577,53.18627450980392,1610612749,2,2,2026-01-28T01:13:42Z,90000,False,16.0,81.0,1,right,B. Portis 8' turnaround Jump Shot (2 PTS),[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,2.0,,,,,,,,,,,,,,,,,
10,PT10M58.00S,2026-01-28T01:13:55.8Z,1,REGULAR,3pt,Jump Shot,[],1630178,35.56176084099869,37.00980392156863,1610612755,2,2,2026-01-28T01:14:01Z,100000,False,65.0,282.0,1,left,MISS T. Maxey 28' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,28.92,Missed,,,,,,,,,,,,,,,,,,
11,PT10M56.00S,2026-01-28T01:13:57.8Z,1,REGULAR,rebound,offensive,[],1642845,,,1610612755,2,2,2026-01-28T01:14:01Z,110000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:0),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,
12,PT10M55.00S,2026-01-28T01:14:00.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202331,25.312089356110377,90.19607843137256,1610612755,5,2,2026-01-28T01:14:04Z,120000,False,-201.0,185.0,1,left,P. George 27' 3PT  (3 PTS) (V. Edgecombe 1 AST),"[202331, 1642845]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,27.34,Made,3.0,V. Edgecombe,1642845.0,1.0,,,,,,,,,,,,,,
14,PT10M46.00S,2026-01-28T01:14:14.0Z,1,REGULAR,foul,personal,[],1642845,,,1610612749,5,2,2026-01-28T01:14:20Z,140000,False,,,0,,V. Edgecombe personal FOUL (1 PF),"[1642845, 1631157]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627529.0,1.0,0.0,Rollins,1631157.0,,,,,
16,PT10M37.00S,2026-01-28T01:14:35.9Z,1,REGULAR,2pt,Jump Shot,[],1626167,79.05716162943496,55.392156862745104,1610612749,5,2,2026-01-28T01:14:40Z,160000,False,27.0,144.0,1,right,MISS M. Turner 14' pullup Shot,[1626167],1610612749.0,MIL,pullup,,,Turner,M. Turner,,,,,Mid-Range,8-16 Center,14.69,Missed,,,,,,,,,,,,,,,,,,
17,PT10M34.00S,2026-01-28T01:14:38.9Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,5,2,2026-01-28T01:14:40Z,170000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M26.00S,2026-01-28T01:14:49.3Z,1,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612755,5,2,2026-01-28T01:14:59Z,180000,False,,,0,,B. Portis shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1626171, 1626162]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627529.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,
20,PT10M26.00S,2026-01-28T01:15:18.5Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612755,5,2,2026-01-28T01:15:18Z,200000,False,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
21,PT10M26.00S,2026-01-28T01:15:18.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,5,2,2026-01-28T01:15:18Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
22,PT10M26.00S,2026-01-28T01:15:34.3Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612755,6,2,2026-01-28T01:15:34Z,220000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (1 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
