actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
169,PT00M33.40S,2026-02-27T00:38:46.8Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,35,32,2026-02-27T00:38:46Z,1690000,False,,,0,,T. Maxey Free Throw 1 of 2 (19 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,Maxey,T. Maxey,,,,,19.0,,,,,,,,,,,,,,
170,PT00M33.40S,2026-02-27T00:39:04.6Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,36,32,2026-02-27T00:39:04Z,1700000,False,,,0,,T. Maxey Free Throw 2 of 2 (20 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,Maxey,T. Maxey,,,,,20.0,,,,,,,,,,,,,,
171,PT00M18.10S,2026-02-27T00:39:21.6Z,1,REGULAR,3pt,Jump Shot,[],1629639,94.69448094612353,2.696078431372549,1610612748,36,35,2026-02-27T00:39:26Z,1710000,False,-237.0,-3.0,1,right,T. Herro 3PT pullup (8 PTS) (P. Larsson 2 AST),"[1629639, 1641796]",1610612748.0,MIA,pullup,,,,,,Left Corner 3,24+ Left,23.65,Made,Herro,T. Herro,,,,,8.0,P. Larsson,1641796.0,2.0,,,,,,,,,,,
173,PT00M02.70S,2026-02-27T00:39:42.8Z,1,REGULAR,3pt,Jump Shot,[],1630178,30.699737187910642,23.284313725490197,1610612755,36,35,2026-02-27T00:41:06Z,1722500,False,134.0,236.0,1,left,MISS T. Maxey 27' step back 3PT,[1630178],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,27.13,Missed,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
174,PT00M01.10S,2026-02-27T00:39:44.4Z,1,REGULAR,rebound,defensive,[],1642857,,,1610612748,36,35,2026-02-27T00:41:21Z,1723750,False,,,0,,K. Jakučionis REBOUND (Off:0 Def:1),[1642857],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Jakučionis,K. Jakučionis,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
175,PT00M01.00S,2026-02-27T00:39:48.9Z,1,REGULAR,heave,,[],0,,,1610612748,36,35,2026-02-27T00:44:57Z,1725000,False,,,0,,MIA Heave,[],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Right,78.26,,,,,,,,,,,,,,,,,,,,,,
176,PT00M01.00S,2026-02-27T00:39:48.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,36,35,2026-02-27T00:40:43Z,1727500,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,,175.0,,,,,,,,,,,,,,,,,,
177,PT00M00.00S,2026-02-27T00:40:00.1Z,1,REGULAR,period,end,[],0,,,1610612748,36,35,2026-02-27T00:40:00Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-02-27T00:40:14.2Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612748,36,35,2026-02-27T00:42:28Z,1780000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-02-27T00:40:14.2Z,2,REGULAR,substitution,out,['startperiod'],1641737,,,1610612748,36,35,2026-02-27T00:42:28Z,1790000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-02-27T00:40:14.2Z,2,REGULAR,substitution,out,['startperiod'],1631133,,,1610612748,36,35,2026-02-27T00:42:28Z,1800000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-02-27T00:40:14.2Z,2,REGULAR,substitution,in,['startperiod'],1626162,,,1610612748,36,35,2026-02-27T00:42:28Z,1810000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-02-27T00:40:14.2Z,2,REGULAR,substitution,in,['startperiod'],1642845,,,1610612748,36,35,2026-02-27T00:42:28Z,1820000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-02-27T00:40:14.2Z,2,REGULAR,substitution,in,['startperiod'],203954,,,1610612748,36,35,2026-02-27T00:42:28Z,1830000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-02-27T00:42:37.7Z,2,REGULAR,period,start,[],0,,,1610612748,36,35,2026-02-27T00:42:37Z,1840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M50.00S,2026-02-27T00:42:47.0Z,2,REGULAR,3pt,Jump Shot,[],1629639,66.44218134034165,46.568627450980394,1610612748,36,35,2026-02-27T00:42:51Z,1850000,False,-17.0,263.0,1,right,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,26.35,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
186,PT11M46.00S,2026-02-27T00:42:51.0Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612755,36,35,2026-02-27T00:42:51Z,1860000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,Payne,C. Payne,185.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
187,PT11M37.00S,2026-02-27T00:43:03.1Z,2,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612755,36,35,2026-02-27T00:43:15Z,1870000,False,,,0,,K. Ware shooting personal FOUL (1 PF) (Embiid 2 FT),"[1642276, 203954]",1610612748.0,MIA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Ware,K. Ware,,,,,,,,,1628953.0,1.0,0.0,Embiid,203954.0,,,,,,
189,PT11M37.00S,2026-02-27T00:43:40.1Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,36,35,2026-02-27T00:43:40Z,1890000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,,,,,,,Missed,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
190,PT11M37.00S,2026-02-27T00:43:40.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,36,35,2026-02-27T00:43:40Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,,
191,PT11M37.00S,2026-02-27T00:43:41.5Z,2,REGULAR,substitution,out,[],1642276,,,1610612755,36,35,2026-02-27T00:43:45Z,1910000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,
192,PT11M37.00S,2026-02-27T00:43:41.5Z,2,REGULAR,substitution,in,[],1628389,,,1610612755,36,35,2026-02-27T00:43:45Z,1920000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
193,PT11M37.00S,2026-02-27T00:44:04.7Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,37,35,2026-02-27T00:44:04Z,1930000,False,,,0,,J. Embiid Free Throw 2 of 2 (12 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Made,Embiid,J. Embiid,,,,,12.0,,,,,,,,,,,,,,
194,PT11M27.00S,2026-02-27T00:44:16.0Z,2,REGULAR,turnover,lost ball,[],1631170,,,1610612748,37,35,2026-02-27T00:44:20Z,1940000,False,,,0,,J. Jaquez Jr. lost ball TURNOVER (1 TO),"[1631170, 1626166]",1610612748.0,MIA,,,,,,,Mid-Range,16-24 Left Center,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,1.0,Payne,1626166.0,,,
195,PT11M27.00S,2026-02-27T00:44:16.0Z,2,REGULAR,steal,,[],1626166,,,1610612755,37,35,2026-02-27T00:44:18Z,1950000,False,,,0,,C. Payne STEAL (1 STL),[1626166],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,
196,PT11M21.00S,2026-02-27T00:44:23.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,5.469776609724048,49.01960784313725,1610612755,39,35,2026-02-27T00:44:29Z,1960000,False,5.0,-1.0,1,left,K. Oubre Jr. running reverse Layup (2 PTS) (V. Edgecombe 2 AST),"[1626162, 1642845]",1610612755.0,PHI,running reverse,,,,,,Restricted Area,0-8 Center,0.5,Made,Oubre Jr.,K. Oubre Jr.,,,,,2.0,V. Edgecombe,1642845.0,2.0,,,,,,,,,,,
198,PT11M05.00S,2026-02-27T00:44:39.3Z,2,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612748,39,35,2026-02-27T00:44:47Z,1980000,False,,,0,,T. Watford shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1630570, 1628389]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Watford,T. Watford,,,,,,,,,1151.0,2.0,0.0,Adebayo,1628389.0,,,,,,
200,PT11M05.00S,2026-02-27T00:45:08.4Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,39,36,2026-02-27T00:45:08Z,2000000,False,,,0,,B. Adebayo Free Throw 1 of 2 (9 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,Adebayo,B. Adebayo,,,,,9.0,,,,,,,,,,,,,,
201,PT11M05.00S,2026-02-27T00:45:22.7Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,39,37,2026-02-27T00:45:22Z,2010000,False,,,0,,B. Adebayo Free Throw 2 of 2 (10 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,Adebayo,B. Adebayo,,,,,10.0,,,,,,,,,,,,,,
202,PT10M54.00S,2026-02-27T00:45:38.7Z,2,REGULAR,3pt,Jump Shot,[],1626162,8.623521681997373,4.901960784313726,1610612755,39,37,2026-02-27T00:45:44Z,2020000,False,225.0,29.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,22.73,Missed,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,
203,PT10M51.00S,2026-02-27T00:45:41.7Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,39,37,2026-02-27T00:45:44Z,2030000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,Herro,T. Herro,202.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
204,PT10M48.00S,2026-02-27T00:45:45.6Z,2,REGULAR,turnover,lost ball,[],1629639,,,1610612748,39,37,2026-02-27T00:45:51Z,2040000,False,,,0,,T. Herro lost ball TURNOVER (1 TO),"[1629639, 1642845]",1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,,,Herro,T. Herro,,,,,,,,,,,,,,1.0,Edgecombe,1642845.0,,,
205,PT10M48.00S,2026-02-27T00:45:45.6Z,2,REGULAR,steal,,[],1642845,,,1610612755,39,37,2026-02-27T00:45:47Z,2050000,False,,,0,,V. Edgecombe STEAL (1 STL),[1642845],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,
206,PT10M32.00S,2026-02-27T00:46:02.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,5.863994743758213,48.77450980392157,1610612755,41,37,2026-02-27T00:46:05Z,2060000,False,6.0,3.0,1,left,J. Embiid Layup (14 PTS) (T. Watford 2 AST),"[203954, 1630570]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,0.66,Made,Embiid,J. Embiid,,,,,14.0,T. Watford,1630570.0,2.0,,,,,,,,,,,
208,PT10M07.00S,2026-02-27T00:46:25.6Z,2,REGULAR,3pt,Jump Shot,[],1629639,80.89684625492772,93.38235294117648,1610612748,41,37,2026-02-27T00:46:33Z,2080000,False,217.0,127.0,1,right,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Right Center,25.14,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
209,PT10M04.00S,2026-02-27T00:46:28.6Z,2,REGULAR,rebound,offensive,[],1641796,,,1610612748,41,37,2026-02-27T00:46:33Z,2090000,False,,,0,,P. Larsson REBOUND (Off:1 Def:0),[1641796],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Larsson,P. Larsson,208.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
210,PT09M57.00S,2026-02-27T00:46:36.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641796,93.64323258869908,49.26470588235294,1610612748,41,39,2026-02-27T00:46:39Z,2100000,False,-4.0,7.0,1,right,P. Larsson driving finger roll Layup (2 PTS) (T. Herro 1 AST),"[1641796, 1629639]",1610612748.0,MIA,driving finger roll,,,,,,Restricted Area,0-8 Center,0.82,Made,Larsson,P. Larsson,,,,,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,,
212,PT09M39.00S,2026-02-27T00:46:53.9Z,2,REGULAR,3pt,Jump Shot,[],1626166,4.02431011826544,95.58823529411765,1610612755,41,39,2026-02-27T00:46:59Z,2120000,False,-228.0,-15.0,1,left,MISS C. Payne 3PT,[1626166],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,22.84,Missed,Payne,C. Payne,,,,,,,,,,,,,,,,,,,
213,PT09M35.00S,2026-02-27T00:46:57.9Z,2,REGULAR,rebound,offensive,[],1630570,,,1610612755,41,39,2026-02-27T00:46:59Z,2130000,False,,,0,,T. Watford REBOUND (Off:2 Def:1),[1630570],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,Watford,T. Watford,212.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
214,PT09M35.00S,2026-02-27T00:46:58.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630570,5.590000152587891,50.0,1610612755,43,39,2026-02-27T00:46:58Z,2140000,False,0.0,0.0,1,left,T. Watford putback Layup (2 PTS),[1630570],1610612755.0,PHI,putback,,,,,,Mid-Range,8-16 Left,0.0,Made,Watford,T. Watford,,,,,2.0,,,,,,,,,,,,,,
215,PT09M30.00S,2026-02-27T00:47:03.7Z,2,REGULAR,3pt,Jump Shot,[],1629639,67.36202365308804,38.23529411764706,1610612748,43,39,2026-02-27T00:47:10Z,2150000,False,-59.0,254.0,1,right,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Center,26.1,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
216,PT09M25.00S,2026-02-27T00:47:08.7Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612755,43,39,2026-02-27T00:47:10Z,2160000,False,,,0,,T. Watford REBOUND (Off:2 Def:2),[1630570],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,Watford,T. Watford,215.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
217,PT09M24.00S,2026-02-27T00:47:10.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642845,5.732588699080158,49.26470588235294,1610612755,45,39,2026-02-27T00:47:15Z,2170000,False,4.0,1.0,1,left,V. Edgecombe running finger roll Layup (2 PTS) (T. Watford 3 AST),"[1642845, 1630570]",1610612755.0,PHI,running finger roll,,,,,,Restricted Area,0-8 Center,0.4,Made,Edgecombe,V. Edgecombe,,,,,2.0,T. Watford,1630570.0,3.0,,,,,,,,,,,
219,PT09M07.00S,2026-02-27T00:47:26.4Z,2,REGULAR,2pt,Jump Shot,[],1631170,91.14651773981603,28.186274509803923,1610612748,45,41,2026-02-27T00:47:30Z,2190000,False,-109.0,31.0,1,right,J. Jaquez Jr. 11' turnaround fadeaway Jump Shot (10 PTS) (B. Adebayo 1 AST),"[1631170, 1628389]",1610612748.0,MIA,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,11.33,Made,Jaquez Jr.,J. Jaquez Jr.,,,,,10.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,
221,PT08M38.00S,2026-02-27T00:47:58.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,14.668199737187912,41.17647058823529,1610612755,45,41,2026-02-27T00:48:57Z,2210000,False,44.0,85.0,1,left,MISS K. Oubre Jr. 9' driving Layup,[1626162],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),8-16 Center,9.61,Missed,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,
222,PT08M36.00S,2026-02-27T00:48:00.1Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612755,45,41,2026-02-27T00:48:57Z,2220000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:3),[1626162],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Oubre Jr.,K. Oubre Jr.,221.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
223,PT08M35.00S,2026-02-27T00:48:01.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626162,5.590000152587891,50.0,1610612755,47,41,2026-02-27T00:50:41Z,2230000,False,0.0,0.0,1,left,K. Oubre Jr. putback Layup (4 PTS),[1626162],1610612755.0,PHI,putback,,,,,,Restricted Area,0-8 Center,0.0,Made,Oubre Jr.,K. Oubre Jr.,,,,,4.0,,,,,,,,,,,,,,
224,PT08M15.00S,2026-02-27T00:48:17.9Z,2,REGULAR,3pt,Jump Shot,[],1628389,66.04796320630749,43.627450980392155,1610612748,47,41,2026-02-27T00:48:26Z,2240000,False,-32.0,267.0,1,right,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,26.85,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
225,PT08M15.00S,2026-02-27T00:48:17.9Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,47,41,2026-02-27T00:48:26Z,2250000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:3),[1642845],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,Edgecombe,V. Edgecombe,224.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
226,PT08M10.00S,2026-02-27T00:48:24.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642845,6.521024967148489,48.77450980392157,1610612755,49,41,2026-02-27T00:48:30Z,2260000,False,6.0,9.0,1,left,V. Edgecombe running finger roll Layup (4 PTS),[1642845],1610612755.0,PHI,running finger roll,,,,,,Restricted Area,0-8 Center,1.07,Made,Edgecombe,V. Edgecombe,,,,,4.0,,,,,,,,,,,,,,
227,PT08M10.00S,2026-02-27T00:48:29.9Z,2,REGULAR,foul,personal,['1freethrow'],1628389,,,1610612755,49,41,2026-02-27T00:48:35Z,2270000,False,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Edgecombe 1 FT),"[1628389, 1642845]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,Adebayo,B. Adebayo,,,,,,,,,1628953.0,2.0,0.0,Edgecombe,1642845.0,,,,,,
229,PT08M10.00S,2026-02-27T00:48:49.9Z,2,REGULAR,substitution,out,[],1641796,,,1610612755,49,41,2026-02-27T00:48:55Z,2290000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
230,PT08M10.00S,2026-02-27T00:48:49.9Z,2,REGULAR,substitution,in,[],203952,,,1610612755,49,41,2026-02-27T00:48:55Z,2300000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
612,PT08M10.00S,2026-02-27T00:48:49.9Z,2,REGULAR,substitution,out,[],1642857,,,1610612755,49,41,2026-02-27T02:05:07Z,2315000,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,,,,,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,
613,PT08M10.00S,2026-02-27T00:48:49.9Z,2,REGULAR,substitution,in,[],1630558,,,1610612755,49,41,2026-02-27T02:05:07Z,2322500,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
233,PT08M10.00S,2026-02-27T00:49:20.2Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1642845,,,1610612755,50,41,2026-02-27T00:49:20Z,2330000,False,,,0,,V. Edgecombe Free Throw 1 of 1 (5 PTS),[1642845],1610612755.0,PHI,,,,,,,,,,Made,Edgecombe,V. Edgecombe,,,,,5.0,,,,,,,,,,,,,,
234,PT07M59.00S,2026-02-27T00:49:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,87.72996057818659,51.470588235294116,1610612748,50,41,2026-02-27T00:52:46Z,2340000,False,7.0,63.0,1,right,MISS J. Jaquez Jr. 6' driving floating Shot,[1631170],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.32,Missed,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,
235,PT07M56.00S,2026-02-27T00:49:35.1Z,2,REGULAR,rebound,offensive,[],203952,,,1610612748,50,41,2026-02-27T00:52:46Z,2350000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Wiggins,A. Wiggins,234.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
236,PT07M56.00S,2026-02-27T00:49:35.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,94.40999984741211,50.0,1610612748,50,43,2026-02-27T00:49:35Z,2360000,False,0.0,0.0,1,right,A. Wiggins tip Layup (4 PTS),[203952],1610612748.0,MIA,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,Wiggins,A. Wiggins,,,,,4.0,,,,,,,,,,,,,,
237,PT07M37.00S,2026-02-27T00:49:54.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,19.398817345597898,43.13725490196079,1610612755,52,43,2026-02-27T00:49:57Z,2370000,False,34.0,130.0,1,left,J. Embiid 13' pullup Jump Shot (16 PTS),[203954],1610612755.0,PHI,pullup,,,,,,In The Paint (Non-RA),8-16 Center,13.43,Made,Embiid,J. Embiid,,,,,16.0,,,,,,,,,,,,,,
238,PT07M28.00S,2026-02-27T00:50:03.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,94.30026281208936,50.73529411764706,1610612748,52,43,2026-02-27T00:50:07Z,2380000,False,4.0,1.0,1,right,MISS B. Adebayo Layup,[1628389],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,0.39,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
239,PT07M26.00S,2026-02-27T00:50:05.1Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,52,43,2026-02-27T00:50:07Z,2390000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,Embiid,J. Embiid,238.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
240,PT07M22.00S,2026-02-27T00:50:09.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203954,12.171484888304862,46.568627450980394,1610612755,52,43,2026-02-27T00:50:17Z,2400000,False,17.0,62.0,1,left,MISS J. Embiid 6' running finger roll Layup,[203954],1610612755.0,PHI,running finger roll,,,,,,In The Paint (Non-RA),0-8 Center,6.42,Missed,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
241,PT07M20.00S,2026-02-27T00:50:11.8Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,52,43,2026-02-27T00:50:17Z,2410000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Adebayo,B. Adebayo,240.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
242,PT07M12.00S,2026-02-27T00:50:19.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,87.86136662286465,50.245098039215684,1610612748,52,45,2026-02-27T00:50:25Z,2420000,False,1.0,62.0,1,right,T. Herro 6' driving floating Jump Shot (10 PTS) (B. Adebayo 2 AST),"[1629639, 1628389]",1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.16,Made,Herro,T. Herro,,,,,10.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,
244,PT07M02.00S,2026-02-27T00:50:36.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,52,45,2026-02-27T00:50:36Z,2440000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M02.00S,2026-02-27T00:53:14.4Z,2,REGULAR,substitution,out,[],1630570,,,1610612755,52,45,2026-02-27T00:53:35Z,2450000,False,,,0,,SUB out: T. Watford,[1630570],1610612755.0,PHI,,,,,,,,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
247,PT07M02.00S,2026-02-27T00:53:14.4Z,2,REGULAR,substitution,out,[],1626166,,,1610612755,52,45,2026-02-27T00:53:35Z,2460000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,
248,PT07M02.00S,2026-02-27T00:53:14.4Z,2,REGULAR,substitution,out,[],203954,,,1610612755,52,45,2026-02-27T00:53:35Z,2470000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
249,PT07M02.00S,2026-02-27T00:53:14.4Z,2,REGULAR,substitution,out,[],1631170,,,1610612755,52,45,2026-02-27T00:53:35Z,2480000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,,,,,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,
