actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-10-25T23:41:34.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-25T23:41:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-10-25T23:41:37.5Z,1,REGULAR,jumpball,recovered,[],1629012,,,1610612766,0,0,2025-10-25T23:41:37Z,40000,False,,,0,,Jump Ball R. Kalkbrenner vs. D. Barlow: Tip to C. Sexton,"[1629012, 1641750, 1631230]",1610612766.0,CHA,startperiod,C. Sexton,1629012.0,Sexton,C. Sexton,Kalkbrenner,1641750.0,Barlow,1631230.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2025-10-25T23:41:44.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641706,93.34756898817345,48.28431372549019,1610612766,0,2,2025-10-25T23:41:49Z,70000,False,-9.0,10.0,1,right,B. Miller cutting DUNK (2 PTS) (M. Bridges 1 AST),"[1641706, 1628970]",1610612766.0,CHA,cutting,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.32,Made,2.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2025-10-25T23:42:11.9Z,1,REGULAR,2pt,Jump Shot,[],1642845,22.38830486202366,45.58823529411765,1610612755,0,2,2025-10-25T23:42:19Z,90000,False,22.0,158.0,1,left,MISS V. Edgecombe 15' pullup Shot,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Center,15.95,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2025-10-25T23:42:13.9Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612755,0,2,2025-10-25T23:42:19Z,100000,False,,,0,,D. Barlow REBOUND (Off:1 Def:0),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M16.00S,2025-10-25T23:42:17.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203954,32.24375821287779,64.95098039215686,1610612755,3,2,2025-10-25T23:42:22Z,110000,False,-75.0,251.0,1,left,J. Embiid 26' 3PT  (3 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,26.15,Made,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
14,PT11M03.00S,2025-10-25T23:42:44.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,83.22930354796321,57.1078431372549,1610612766,3,4,2025-10-25T23:42:47Z,140000,False,36.0,105.0,1,right,L. Ball 11' driving floating Jump Shot (2 PTS) (R. Kalkbrenner 1 AST),"[1630163, 1641750]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,11.09,Made,2.0,R. Kalkbrenner,1641750.0,1.0,,,,,,,,,,,,,,
16,PT10M52.00S,2025-10-25T23:42:54.7Z,1,REGULAR,2pt,Jump Shot,[],203954,22.519710906701704,48.774509803921575,1610612755,3,4,2025-10-25T23:42:58Z,160000,False,6.0,159.0,1,left,MISS J. Embiid 15' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,15.93,Missed,,,,,,,,,,,,,,,,,,
17,PT10M49.00S,2025-10-25T23:42:57.7Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,3,4,2025-10-25T23:42:58Z,170000,False,,,0,,R. Kalkbrenner REBOUND (Off:0 Def:1),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Mid-Range,8-16 Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M47.00S,2025-10-25T23:43:03.0Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,3,4,2025-10-25T23:43:15Z,180000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1642845]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Edgecombe,1642845.0,,,,,,,
19,PT10M47.00S,2025-10-25T23:43:03.0Z,1,REGULAR,steal,,[],1642845,,,1610612755,3,4,2025-10-25T23:43:09Z,190000,False,,,0,,V. Edgecombe STEAL (1 STL),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M32.00S,2025-10-25T23:43:14.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,22.913929040735866,90.68627450980392,1610612755,6,4,2025-10-25T23:43:18Z,200000,False,-203.0,163.0,1,left,K. Oubre Jr. 26' 3PT  (3 PTS) (T. Maxey 2 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,26.06,Made,3.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
22,PT10M21.00S,2025-10-25T23:43:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,83.5742444152431,56.57169117647059,1610612766,6,4,2025-10-25T23:43:32Z,220000,False,33.0,102.0,1,right,MISS L. Ball 10' driving floating Shot - blocked,"[1630163, 1630178]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,10.71,Missed,,,,,,,,,,,,Maxey,1630178.0,,,,,
