actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
174,PT10M17.00S,2024-03-24T19:39:21.3Z,2,REGULAR,3pt,Jump Shot,[],1631205,89.93101182654402,97.79411764705883,1610612765,16,31,2024-03-24T19:39:25Z,1690000,False,239.0,42.0,1,right,MISS B. Boeheim 24' 3PT,[1631205],1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,Right Corner 3,24+ Right,24.27,Missed,,,,,,,,,,,,,,,,,,
175,PT10M15.00S,2024-03-24T19:39:23.3Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,16,31,2024-03-24T19:39:25Z,1700000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,174.0,,,2.0,2.0,0.0,,,,,,,,,,
176,PT10M09.00S,2024-03-24T19:39:29.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,5.305519053876466,97.79411764705883,1610612740,16,31,2024-03-24T19:41:21Z,1710000,False,-239.0,-3.0,1,left,MISS C. McCollum running 3PT,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,23.9,Missed,,,,,,,,,,,,,,,,,,
177,PT10M06.00S,2024-03-24T19:39:32.3Z,2,REGULAR,rebound,defensive,[],203095,,,1610612765,16,31,2024-03-24T19:39:33Z,1720000,False,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,Left Corner 3,24+ Left,,,,,176.0,,,1.0,1.0,0.0,,,,,,,,,,
178,PT09M59.00S,2024-03-24T19:39:41.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,91.50788436268068,48.529411764705884,1610612765,18,31,2024-03-24T19:39:51Z,1730000,False,-7.0,27.0,1,right,J. Wiseman Layup (4 PTS) (C. Metu 2 AST),"[1630164, 1629002]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,,,,,,,,,4.0,C. Metu,1629002.0,2.0,,
180,PT09M59.00S,2024-03-24T19:39:43.7Z,2,REGULAR,foul,personal,['1freethrow'],202685,,,1610612765,18,31,2024-03-24T19:39:55Z,1750000,False,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Wiseman 1 FT),"[202685, 1630164]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,204059.0,,,,,2.0,0.0,Wiseman,1630164.0,,,,,,
183,PT09M59.00S,2024-03-24T19:39:56.1Z,2,REGULAR,substitution,in,[],1631093,,,1610612765,18,31,2024-03-24T19:40:43Z,1780000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M59.00S,2024-03-24T19:39:56.1Z,2,REGULAR,substitution,out,[],203095,,,1610612765,18,31,2024-03-24T19:43:38Z,1795000,False,,,0,,SUB out: E. Fournier,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M59.00S,2024-03-24T19:40:13.7Z,2,REGULAR,freethrow,1 of 1,[],1630164,,,1610612765,19,31,2024-03-24T19:40:13Z,1810000,False,,,0,,J. Wiseman Free Throw 1 of 1 (5 PTS),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
187,PT09M47.00S,2024-03-24T19:40:32.2Z,2,REGULAR,foul,personal,[],1631093,,,1610612740,19,31,2024-03-24T19:40:43Z,1820000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 1630230]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1628171.0,,,,,1.0,0.0,Marshall,1630230.0,,,,,,
190,PT09M31.00S,2024-03-24T19:41:21.8Z,2,REGULAR,3pt,Jump Shot,[],1630631,7.539421813403408,2.205882352941174,1610612740,19,31,2024-03-24T19:41:32Z,1850000,False,239.0,18.0,1,left,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,23.97,Missed,,,,,,,,,,,,,,,,,,
191,PT09M29.00S,2024-03-24T19:41:23.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,19,31,2024-03-24T19:51:48Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Right Corner 3,24+ Right,,,,,190.0,,,,,,,,,,,,,,,
193,PT09M18.00S,2024-03-24T19:41:59.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630631,12.66425755584757,44.11764705882353,1610612740,19,33,2024-03-24T19:42:05Z,1880000,False,29.0,67.0,1,left,J. Alvarado 7' driving floating Jump Shot (2 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,7.27,Made,,,,,,,,,,,,,2.0,,,,,
194,PT09M07.00S,2024-03-24T19:42:11.3Z,2,REGULAR,3pt,Jump Shot,[],1630201,67.32917214191853,75.98039215686275,1610612765,19,33,2024-03-24T19:42:16Z,1890000,False,130.0,255.0,1,right,MISS M. Flynn 28' 3PT,[1630201],1610612765.0,DET,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Right Center,28.58,Missed,,,,,,,,,,,,,,,,,,
195,PT09M04.00S,2024-03-24T19:42:14.3Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,19,33,2024-03-24T19:42:16Z,1900000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,194.0,,,2.0,2.0,0.0,,,,,,,,,,
196,PT09M03.00S,2024-03-24T19:42:17.8Z,2,REGULAR,foul,personal,['2freethrow'],1629002,,,1610612740,19,33,2024-03-24T19:42:41Z,1910000,False,,,0,,C. Metu shooting personal FOUL (1 PF) (Jones 2 FT),"[1629002, 1630529]",1610612765.0,DET,shooting,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,,,202056.0,,,,,1.0,0.0,Jones,1630529.0,,,,,,
198,PT09M03.00S,2024-03-24T19:42:45.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630529,,,1610612740,19,34,2024-03-24T19:42:45Z,1930000,False,,,0,,H. Jones Free Throw 1 of 2 (1 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
199,PT09M03.00S,2024-03-24T19:42:46.4Z,2,REGULAR,substitution,out,[],1629002,,,1610612740,19,34,2024-03-24T19:42:57Z,1940000,False,,,0,,SUB out: C. Metu,[1629002],1610612765.0,DET,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M03.00S,2024-03-24T19:42:46.4Z,2,REGULAR,substitution,out,[],1630201,,,1610612740,19,34,2024-03-24T19:42:57Z,1950000,False,,,0,,SUB out: M. Flynn,[1630201],1610612765.0,DET,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M03.00S,2024-03-24T19:42:46.4Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,19,34,2024-03-24T19:42:57Z,1960000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M03.00S,2024-03-24T19:42:46.4Z,2,REGULAR,substitution,in,[],1631204,,,1610612740,19,34,2024-03-24T19:42:57Z,1970000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M03.00S,2024-03-24T19:42:46.4Z,2,REGULAR,substitution,in,[],1641787,,,1610612740,19,34,2024-03-24T19:42:57Z,1980000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M03.00S,2024-03-24T19:42:46.4Z,2,REGULAR,substitution,in,[],1641722,,,1610612740,19,34,2024-03-24T19:42:57Z,1990000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M03.00S,2024-03-24T19:42:45.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630529,,,1610612740,19,34,2024-03-24T19:43:11Z,2000000,False,,,0,,MISS H. Jones Free Throw 2 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
206,PT09M01.00S,2024-03-24T19:42:47.4Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612765,19,34,2024-03-24T19:43:11Z,2010000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:3),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,205.0,,,4.0,3.0,1.0,,,,,,,,,,
207,PT08M44.00S,2024-03-24T19:43:24.3Z,2,REGULAR,3pt,Jump Shot,[],1631093,71.00854139290408,21.568627450980387,1610612765,19,34,2024-03-24T19:43:29Z,2020000,False,-142.0,220.0,1,right,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
208,PT08M41.00S,2024-03-24T19:43:27.3Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,19,34,2024-03-24T19:43:29Z,2030000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,,207.0,,,2.0,2.0,0.0,,,,,,,,,,
209,PT08M34.00S,2024-03-24T19:43:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.174113009198422,37.5,1610612740,19,34,2024-03-24T19:43:40Z,2040000,False,62.0,-4.0,1,left,MISS C. McCollum 6' driving Layup,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.26,Missed,,,,,,,,,,,,,,,,,,
210,PT08M34.00S,2024-03-24T19:43:35.0Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,19,34,2024-03-24T19:43:40Z,2050000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,209.0,,,3.0,2.0,1.0,,,,,,,,,,
212,PT08M34.00S,2024-03-24T19:43:39.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.962549277266746,43.872549019607845,1610612740,19,36,2024-03-24T19:49:35Z,2060000,False,31.0,4.0,1,left,J. Valanciunas putback Layup (8 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,3.08,Made,,,,,,,,,,,,,8.0,,,,,
213,PT08M34.00S,2024-03-24T19:43:42.0Z,2,REGULAR,foul,personal,['1freethrow'],1631205,,,1610612740,19,36,2024-03-24T19:43:55Z,2070000,False,,,0,,B. Boeheim shooting personal FOUL (1 PF) (Valanciunas 1 FT),"[1631205, 202685]",1610612765.0,DET,shooting,,,Boeheim,B. Boeheim,,,,,Restricted Area,0-8 Center,,,,,,1628171.0,,,,,1.0,0.0,Valanciunas,202685.0,,,,,,
215,PT08M34.00S,2024-03-24T19:44:03.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],202685,,,1610612740,19,36,2024-03-24T19:44:06Z,2090000,False,,,0,,MISS J. Valanciunas Free Throw 1 of 1,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
216,PT08M31.00S,2024-03-24T19:44:06.0Z,2,REGULAR,rebound,defensive,[],1641787,,,1610612765,19,36,2024-03-24T19:44:06Z,2100000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:1),[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,215.0,,,2.0,1.0,1.0,,,,,,,,,,
217,PT08M18.00S,2024-03-24T19:44:17.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,89.6681997371879,35.78431372549019,1610612765,19,36,2024-03-24T19:44:23Z,2110000,False,-71.0,45.0,1,right,MISS J. Ivey 8' fadeaway Shot,[1631093],1610612765.0,DET,fadeaway,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Left,8.39,Missed,,,,,,,,,,,,,,,,,,
218,PT08M16.00S,2024-03-24T19:44:20.1Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,19,36,2024-03-24T19:44:20Z,2120000,False,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Left,,,,,217.0,,,3.0,3.0,0.0,,,,,,,,,,
219,PT08M09.00S,2024-03-24T19:44:26.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,5.436925098554539,39.4607843137255,1610612740,19,36,2024-03-24T19:50:44Z,2130000,False,53.0,-1.0,1,left,MISS J. Valanciunas bank Hook,[202685],1610612740.0,NOP,bank,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,,
220,PT08M07.00S,2024-03-24T19:44:28.8Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612765,19,36,2024-03-24T19:50:33Z,2140000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:4),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,219.0,,,5.0,4.0,1.0,,,,,,,,,,
221,PT08M00.00S,2024-03-24T19:44:35.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630164,90.06241787122208,49.26470588235294,1610612765,19,36,2024-03-24T19:50:59Z,2150000,False,-4.0,41.0,1,right,MISS J. Wiseman turnaround Hook,[1630164],1610612765.0,DET,turnaround,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
222,PT07M58.00S,2024-03-24T19:44:37.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,19,36,2024-03-24T19:44:40Z,2160000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,221.0,,,4.0,3.0,1.0,,,,,,,,,,
328,PT07M45.00S,2024-03-24T19:44:44.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,11.744415243101187,47.79411764705882,1610612740,19,36,2024-03-24T20:07:22Z,2165000,False,11.0,58.0,1,left,MISS H. Jones driving Layup - blocked,"[1630529, 1631204]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,Sasser,1631204.0,,,,,,,,,,,,,,,,
329,PT07M45.00S,2024-03-24T19:44:44.6Z,2,REGULAR,block,,[],1631204,,,1610612740,19,36,2024-03-24T20:04:31Z,2167500,False,,,0,,M. Sasser BLOCK (1 BLK),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
330,PT07M44.00S,2024-03-24T19:44:45.6Z,2,REGULAR,rebound,defensive,[],1631204,,,1610612765,19,36,2024-03-24T20:07:22Z,2168750,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,328.0,,,1.0,1.0,0.0,,,,,,,,,,
225,PT07M38.00S,2024-03-24T19:44:58.7Z,2,REGULAR,turnover,bad pass,[],1631204,,,1610612765,19,36,2024-03-24T19:45:03Z,2190000,False,,,0,,M. Sasser bad pass TURNOVER (2 TO),"[1631204, 1630529]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,,,,,2.0,,,,,,,,,,,,Jones,1630529.0
226,PT07M38.00S,2024-03-24T19:44:58.7Z,2,REGULAR,steal,,[],1630529,,,1610612740,19,36,2024-03-24T20:02:46Z,2200000,False,,,0,,H. Jones STEAL (3 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT07M30.00S,2024-03-24T19:45:06.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630230,6.356767411300922,97.54901960784314,1610612740,19,39,2024-03-24T19:54:06Z,2210000,False,-238.0,7.0,1,left,N. Marshall 3PT running (11 PTS) (J. Hawkins 1 AST),"[1630230, 1641722]",1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,23.78,Made,,,,,,,,,,,,,11.0,J. Hawkins,1641722.0,1.0,,
229,PT07M10.00S,2024-03-24T19:45:26.2Z,2,REGULAR,2pt,Jump Shot,[],1630164,94.92444152431011,68.62745098039215,1610612765,21,39,2024-03-24T19:45:30Z,2230000,False,93.0,-5.0,1,right,J. Wiseman 9' fadeaway Jump Shot (7 PTS) (M. Sasser 1 AST),"[1630164, 1631204]",1610612765.0,DET,fadeaway,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Right,9.32,Made,,,,,,,,,,,,,7.0,M. Sasser,1631204.0,1.0,,
231,PT06M58.00S,2024-03-24T19:45:39.4Z,2,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,21,39,2024-03-24T19:45:48Z,2250000,False,,,0,,H. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,bad pass,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,,,1628171.0,1.0,,,,,,,,,,,,,
232,PT06M58.00S,2024-03-24T19:45:47.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,21,39,2024-03-24T19:45:47Z,2260000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT06M58.00S,2024-03-24T19:47:22.1Z,2,REGULAR,substitution,out,[],1630230,,,1610612765,21,39,2024-03-24T20:04:13Z,2285000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT06M58.00S,2024-03-24T19:47:22.1Z,2,REGULAR,substitution,out,[],202685,,,1610612765,21,39,2024-03-24T20:04:13Z,2297500,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT06M58.00S,2024-03-24T19:47:22.1Z,2,REGULAR,substitution,in,[],1629627,,,1610612765,21,39,2024-03-24T20:04:13Z,2303750,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT06M58.00S,2024-03-24T19:47:22.1Z,2,REGULAR,substitution,in,[],1626204,,,1610612765,21,39,2024-03-24T20:04:13Z,2306875,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M35.00S,2024-03-24T19:48:57.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631204,66.27792378449408,69.6078431372549,1610612765,24,39,2024-03-24T19:49:01Z,2310000,False,98.0,264.0,1,right,M. Sasser 28' 3PT  (3 PTS) (B. Boeheim 1 AST),"[1631204, 1631205]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,28.21,Made,,,,,,,,,,,,,3.0,B. Boeheim,1631205.0,1.0,,
239,PT06M23.00S,2024-03-24T19:49:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.831143232588701,45.58823529411765,1610612740,24,41,2024-03-24T19:56:47Z,2330000,False,22.0,2.0,1,left,Z. Williamson alley-oop Layup (10 PTS) (H. Jones 1 AST),"[1629627, 1630529]",1610612740.0,NOP,alley-oop,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,,,,,,,,,10.0,H. Jones,1630529.0,1.0,,
241,PT06M07.00S,2024-03-24T19:49:44.6Z,2,REGULAR,foul,personal,['2freethrow'],1641722,,,1610612765,24,41,2024-03-24T20:12:10Z,2350000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Boeheim 2 FT),"[1641722, 1631205]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1628171.0,,,,,1.0,0.0,Boeheim,1631205.0,,,,,,
247,PT06M07.00S,2024-03-24T19:50:02.9Z,2,REGULAR,freethrow,1 of 2,[],1631205,,,1610612765,25,41,2024-03-24T19:50:02Z,2410000,False,,,0,,B. Boeheim Free Throw 1 of 2 (4 PTS),[1631205],1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
248,PT06M07.00S,2024-03-24T19:50:03.8Z,2,REGULAR,freethrow,2 of 2,[],1631205,,,1610612765,26,41,2024-03-24T19:50:03Z,2420000,False,,,0,,B. Boeheim Free Throw 2 of 2 (5 PTS),[1631205],1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
243,PT06M07.00S,2024-03-24T19:50:04.2Z,2,REGULAR,substitution,out,[],203468,,,1610612740,26,41,2024-03-24T20:12:26Z,2425000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M07.00S,2024-03-24T19:50:04.2Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,26,41,2024-03-24T20:12:26Z,2427500,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M07.00S,2024-03-24T19:50:05.1Z,2,REGULAR,substitution,out,[],1630164,,,1610612740,26,41,2024-03-24T19:50:20Z,2430000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M07.00S,2024-03-24T19:50:05.1Z,2,REGULAR,substitution,in,[],1629002,,,1610612740,26,41,2024-03-24T19:50:20Z,2440000,False,,,0,,SUB in: C. Metu,[1629002],1610612765.0,DET,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M01.00S,2024-03-24T19:50:21.6Z,2,REGULAR,foul,personal,['2freethrow'],1641787,,,1610612740,26,41,2024-03-24T19:50:31Z,2450000,False,,,0,,T. Evbuomwan shooting personal FOUL (2 PF) (Williamson 2 FT),"[1641787, 1629627]",1610612765.0,DET,shooting,,,Evbuomwan,T. Evbuomwan,,,,,Restricted Area,0-8 Center,,,,,,202056.0,,,,,2.0,0.0,Williamson,1629627.0,,,,,,
253,PT06M01.00S,2024-03-24T19:50:39.4Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,26,42,2024-03-24T19:50:39Z,2470000,False,,,0,,Z. Williamson Free Throw 1 of 2 (11 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,,,,,,11.0,,,,,
254,PT06M01.00S,2024-03-24T19:50:53.6Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,26,42,2024-03-24T19:50:53Z,2480000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
255,PT05M58.00S,2024-03-24T19:50:55.0Z,2,REGULAR,rebound,defensive,[],1641787,,,1610612765,26,42,2024-03-24T19:50:55Z,2490000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:2),[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,254.0,,,3.0,2.0,1.0,,,,,,,,,,
256,PT05M42.00S,2024-03-24T19:51:10.9Z,2,REGULAR,3pt,Jump Shot,[],1631093,94.53022339027595,1.470588235294116,1610612765,26,42,2024-03-24T19:57:47Z,2500000,False,-243.0,-1.0,1,right,MISS J. Ivey 24' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,24.26,Missed,,,,,,,,,,,,,,,,,,
257,PT05M40.00S,2024-03-24T19:51:12.9Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,26,42,2024-03-24T19:57:47Z,2510000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,,,256.0,,,1.0,1.0,0.0,,,,,,,,,,
258,PT05M37.00S,2024-03-24T19:51:16.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626204,6.225361366622863,45.833333333333336,1610612740,26,44,2024-03-24T19:58:17Z,2520000,False,21.0,6.0,1,left,L. Nance Jr. running Layup (4 PTS) (J. Hawkins 2 AST),"[1626204, 1641722]",1610612740.0,NOP,running,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,,,,,,,,,4.0,J. Hawkins,1641722.0,2.0,,
260,PT05M24.00S,2024-03-24T19:51:29.3Z,2,REGULAR,3pt,Jump Shot,[],1631093,66.5407358738502,49.754901960784316,1610612765,26,44,2024-03-24T19:51:32Z,2540000,False,-1.0,262.0,1,right,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,26.2,Missed,,,,,,,,,,,,,,,,,,
261,PT05M21.00S,2024-03-24T19:51:32.3Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,26,44,2024-03-24T19:51:32Z,2550000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,260.0,,,3.0,3.0,0.0,,,,,,,,,,
