actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-22T23:10:53.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-22T23:10:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-22T23:10:57.0Z,1,REGULAR,jumpball,recovered,[],1631093,,,1610612765,0,0,2024-03-22T23:10:57Z,40000,False,,,0,,Jump Ball J. Wiseman vs. K. Porzingis: Tip to J. Ivey,"[1631093, 1630164, 204001]",1610612765.0,DET,startperiod,J. Ivey,1631093.0,Ivey,J. Ivey,Wiseman,1630164.0,Porzingis,204001.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-03-22T23:11:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,12.66425755584757,63.72549019607843,1610612765,0,0,2024-03-22T23:11:29Z,70000,False,-69.0,67.0,1,left,MISS C. Cunningham 9' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Left,9.55,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2024-03-22T23:11:16.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2024-03-22T23:11:21Z,80000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2024-03-22T23:11:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,89.53679369250986,58.33333333333333,1610612738,0,0,2024-03-22T23:11:32Z,90000,False,42.0,46.0,1,right,MISS K. Porzingis 6' floating Shot,[204001],1610612738.0,BOS,floating,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2024-03-22T23:11:30.4Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,0,0,2024-03-22T23:11:32Z,100000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M13.00S,2024-03-22T23:11:39.3Z,1,REGULAR,turnover,bad pass,[],1641787,,,1610612765,0,0,2024-03-22T23:11:44Z,110000,False,,,0,,T. Evbuomwan bad pass TURNOVER (1 TO),"[1641787, 1627759]",1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,Mid-Range,16-24 Right,,,,,,,1.0,Brown,1627759.0,,,,,,,,,,,
12,PT11M13.00S,2024-03-22T23:11:39.3Z,1,REGULAR,steal,,[],1627759,,,1610612738,0,0,2024-03-22T23:11:41Z,120000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
13,PT11M06.00S,2024-03-22T23:11:46.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627759,74.55650459921156,10.784313725490193,1610612738,0,0,2024-03-22T23:12:28Z,130000,False,-196.0,187.0,1,right,MISS J. Brown 27' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.08,Missed,,,,,,,,,,,,,,,,,,
14,PT11M03.00S,2024-03-22T23:11:49.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,0,2024-03-22T23:11:49Z,140000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
