actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
86,PT04M44.00S,2024-02-03T00:27:19.3Z,1,REGULAR,substitution,out,[],1631093,,,1610612746,22,10,2024-02-03T00:27:29Z,860000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M44.00S,2024-02-03T00:27:19.3Z,1,REGULAR,substitution,in,[],202692,,,1610612746,22,10,2024-02-03T00:27:29Z,870000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M44.00S,2024-02-03T00:27:46.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],202695,,,1610612746,22,11,2024-02-03T00:27:46Z,880000,False,,,0,,K. Leonard Free Throw 1 of 1 (5 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
89,PT04M34.00S,2024-02-03T00:28:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.229303547963205,54.90196078431373,1610612765,22,11,2024-02-03T00:29:10Z,890000,False,-25.0,25.0,1,left,MISS C. Cunningham Layup - blocked,"[1630595, 1628464]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0
90,PT04M34.00S,2024-02-03T00:28:01.6Z,1,REGULAR,block,,[],1628464,,,1610612765,22,11,2024-02-03T00:28:03Z,900000,False,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
91,PT04M33.00S,2024-02-03T00:28:02.6Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,22,11,2024-02-03T00:29:10Z,910000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,
92,PT04M26.00S,2024-02-03T00:28:09.0Z,1,REGULAR,2pt,Jump Shot,[],1626181,91.40932982917214,80.88235294117648,1610612746,22,11,2024-02-03T00:32:52Z,920000,False,154.0,28.0,1,right,MISS N. Powell 15' Jump Shot,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,15.7,Missed,,,,,,,,,,,,,,,,,,
93,PT04M24.00S,2024-02-03T00:28:11.0Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,22,11,2024-02-03T00:32:52Z,930000,False,,,0,,J. Duren REBOUND (Off:1 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,,,,92.0,7.0,6.0,1.0,,,,,,,,,,,,,
96,PT04M06.00S,2024-02-03T00:28:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,10.726018396846255,43.872549019607845,1610612765,24,11,2024-02-03T00:28:33Z,960000,False,31.0,48.0,1,left,B. Bogdanovic driving floating Jump Shot (10 PTS) (C. Cunningham 4 AST),"[202711, 1630595]",1610612765.0,DET,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,5.72,Made,10.0,,,,,,,,,,,,,C. Cunningham,1630595.0,4.0,,
97,PT03M52.00S,2024-02-03T00:28:40.6Z,1,REGULAR,3pt,Jump Shot,[],202695,65.39093298291722,61.51960784313726,1610612746,24,14,2024-02-03T00:28:49Z,970000,False,58.0,273.0,1,right,K. Leonard 27' 3PT step back (8 PTS),[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,27.88,Made,8.0,,,,,,,,,,,,,,,,,
98,PT03M36.00S,2024-02-03T00:28:57.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,11.251642575558476,41.17647058823529,1610612765,26,14,2024-02-03T00:29:02Z,980000,False,44.0,53.0,1,left,C. Cunningham 6' pullup Jump Shot (4 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,6.92,Made,4.0,,,,,,,,,,,,,,,,,
99,PT03M22.00S,2024-02-03T00:29:10.9Z,1,REGULAR,3pt,Jump Shot,[],201566,71.04139290407359,78.92156862745098,1610612746,26,17,2024-02-03T00:29:18Z,990000,False,145.0,220.0,1,right,R. Westbrook 26' 3PT  (3 PTS) (K. Leonard 1 AST),"[201566, 202695]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,26.3,Made,3.0,,,,,,,,,,,,,K. Leonard,202695.0,1.0,,
101,PT03M20.00S,2024-02-03T00:29:17.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,26,17,2024-02-03T00:29:17Z,1010000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M20.00S,2024-02-03T00:31:25.8Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,26,17,2024-02-03T00:31:50Z,1020000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M20.00S,2024-02-03T00:31:25.8Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,26,17,2024-02-03T00:31:50Z,1030000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M20.00S,2024-02-03T00:31:25.8Z,1,REGULAR,substitution,in,[],1628420,,,1610612765,26,17,2024-02-03T00:31:50Z,1040000,False,,,0,,SUB in: M. Morris,[1628420],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M20.00S,2024-02-03T00:31:25.8Z,1,REGULAR,substitution,in,[],201568,,,1610612765,26,17,2024-02-03T00:31:50Z,1050000,False,,,0,,SUB in: D. Gallinari,[201568],1610612765.0,DET,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M04.00S,2024-02-03T00:32:25.9Z,1,REGULAR,3pt,Jump Shot,[],202692,9.149145860709593,4.166666666666666,1610612765,26,17,2024-02-03T00:32:30Z,1060000,False,229.0,34.0,1,left,MISS A. Burks 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
108,PT03M02.00S,2024-02-03T00:32:27.9Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,26,17,2024-02-03T00:32:30Z,1070000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,
109,PT02M53.00S,2024-02-03T00:32:37.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,82.21090670170827,54.166666666666664,1610612746,26,19,2024-02-03T00:32:42Z,1080000,False,21.0,115.0,1,right,A. Coffey 11' turnaround Jump Shot (2 PTS) (R. Westbrook 3 AST),"[1629599, 201566]",1610612746.0,LAC,turnaround,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Center,11.66,Made,2.0,,,,,,,,,,,,,R. Westbrook,201566.0,3.0,,
111,PT02M39.00S,2024-02-03T00:32:53.7Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612765,26,19,2024-02-03T00:33:01Z,1100000,False,,,0,,D. Theis shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1628464, 201568]",1610612746.0,LAC,shooting,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,,,202049.0,1.0,0.0,Gallinari,201568.0,,,,,,,,
113,PT02M39.00S,2024-02-03T00:33:22.2Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612765,27,19,2024-02-03T00:33:22Z,1120000,False,,,0,,D. Gallinari Free Throw 1 of 2 (1 PTS),[201568],1610612765.0,DET,,,,Gallinari,D. Gallinari,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
114,PT02M39.00S,2024-02-03T00:33:22.8Z,1,REGULAR,substitution,out,[],202711,,,1610612765,27,19,2024-02-03T00:33:27Z,1130000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M39.00S,2024-02-03T00:33:22.8Z,1,REGULAR,substitution,in,[],1631204,,,1610612765,27,19,2024-02-03T00:33:27Z,1140000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M39.00S,2024-02-03T00:33:42.7Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612765,28,19,2024-02-03T00:33:42Z,1150000,False,,,0,,D. Gallinari Free Throw 2 of 2 (2 PTS),[201568],1610612765.0,DET,,,,Gallinari,D. Gallinari,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
117,PT02M21.00S,2024-02-03T00:34:04.0Z,1,REGULAR,2pt,Jump Shot,[],202695,78.0059132720105,35.78431372549019,1610612746,28,21,2024-02-03T00:34:10Z,1160000,False,-71.0,154.0,1,right,K. Leonard 16' pullup Jump Shot (10 PTS) (R. Westbrook 4 AST),"[202695, 201566]",1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,16.98,Made,10.0,,,,,,,,,,,,,R. Westbrook,201566.0,4.0,,
119,PT02M07.00S,2024-02-03T00:34:18.2Z,1,REGULAR,3pt,Jump Shot,[],1628420,29.38567674113009,73.2843137254902,1610612765,28,21,2024-02-03T00:34:25Z,1180000,False,-116.0,224.0,1,left,MISS M. Morris 25' pullup 3PT,[1628420],1610612765.0,DET,pullup,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
120,PT02M05.00S,2024-02-03T00:34:20.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,28,21,2024-02-03T00:34:25Z,1190000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,119.0,,,,,,,,,,,,,,,,
122,PT01M55.00S,2024-02-03T00:34:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.59198423127464,48.77450980392157,1610612746,28,23,2024-02-03T00:34:48Z,1210000,False,-6.0,17.0,1,right,R. Westbrook driving Layup (5 PTS),[201566],1610612746.0,LAC,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.82,Made,5.0,,,,,,,,,,,,,,,,,
123,PT01M40.00S,2024-02-03T00:34:57.7Z,1,REGULAR,2pt,Jump Shot,[],202692,5.206964520367937,29.65686274509804,1610612765,28,23,2024-02-03T00:35:03Z,1220000,False,102.0,-4.0,1,left,MISS A. Burks 10' driving floating Shot,[202692],1610612765.0,DET,driving floating,,,Burks,A. Burks,,,,,Mid-Range,8-16 Right,10.18,Missed,,,,,,,,,,,,,,,,,,
124,PT01M38.00S,2024-02-03T00:35:00.4Z,1,REGULAR,rebound,offensive,[],202692,,,1610612765,28,23,2024-02-03T00:35:00Z,1230000,False,,,0,,A. Burks REBOUND (Off:1 Def:0),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,8-16 Right,,,,123.0,1.0,0.0,1.0,,,,,,,,,,,,,
125,PT01M36.00S,2024-02-03T00:35:02.4Z,1,REGULAR,turnover,bad pass,[],202692,,,1610612765,28,23,2024-02-03T00:35:07Z,1240000,False,,,0,,A. Burks bad pass TURNOVER (1 TO),"[202692, 201566]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,Westbrook,201566.0,,,,,
126,PT01M36.00S,2024-02-03T00:35:02.4Z,1,REGULAR,steal,,[],201566,,,1610612746,28,23,2024-02-03T00:35:03Z,1250000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
127,PT01M30.00S,2024-02-03T00:35:08.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202695,90.48948751642575,59.55882352941176,1610612746,28,25,2024-02-03T00:35:56Z,1260000,False,48.0,37.0,1,right,K. Leonard 6' running pullup Jump Shot (12 PTS),[202695],1610612746.0,LAC,running pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,12.0,,,,,,,,,,,,,,,,,
128,PT01M16.00S,2024-02-03T00:35:23.1Z,1,REGULAR,3pt,Jump Shot,[],202692,26.10052562417871,82.1078431372549,1610612765,28,25,2024-02-03T00:35:27Z,1270000,False,-161.0,193.0,1,left,MISS A. Burks 25' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,25.09,Missed,,,,,,,,,,,,,,,,,,
129,PT01M12.00S,2024-02-03T00:35:27.1Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612746,28,25,2024-02-03T00:35:27Z,1280000,False,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Left Center,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,
130,PT01M12.00S,2024-02-03T00:35:26.3Z,1,REGULAR,turnover,bad pass,[],1628464,,,1610612746,28,25,2024-02-03T00:35:30Z,1290000,False,,,0,,D. Theis bad pass TURNOVER (1 TO),"[1628464, 202692]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Burks,202692.0,,,,,
131,PT01M12.00S,2024-02-03T00:35:26.3Z,1,REGULAR,steal,,[],202692,,,1610612765,28,25,2024-02-03T00:35:28Z,1300000,False,,,0,,A. Burks STEAL (1 STL),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
132,PT01M08.00S,2024-02-03T00:35:30.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201568,11.383048620236531,4.411764705882353,1610612765,31,25,2024-02-03T00:35:35Z,1310000,False,228.0,55.0,1,left,D. Gallinari 3PT  (5 PTS) (A. Burks 1 AST),"[201568, 202692]",1610612765.0,DET,,,,Gallinari,D. Gallinari,,,,,Right Corner 3,24+ Right,23.43,Made,5.0,,,,,,,,,,,,,A. Burks,202692.0,1.0,,
134,PT00M51.60S,2024-02-03T00:35:51.4Z,1,REGULAR,foul,offensive,[],1628464,,,1610612746,31,25,2024-02-03T00:36:03Z,1330000,False,,,0,,D. Theis offensive FOUL (2 PF),"[1628464, 1631204]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,Mid-Range,16-24 Right Center,,,,,,,,1627964.0,2.0,0.0,Sasser,1631204.0,,,,,,,,
136,PT00M51.60S,2024-02-03T00:35:51.4Z,1,REGULAR,turnover,offensive foul,[],1628464,,,1610612746,31,25,2024-02-03T00:35:51Z,1350000,False,,,0,,D. Theis offensive foul TURNOVER (2 TO),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Mid-Range,16-24 Right Center,,,,,,,,1627964.0,,,,,2.0,,,,,,,
137,PT00M35.20S,2024-02-03T00:36:18.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628420,10.988830486202366,36.51960784313725,1610612765,31,25,2024-02-03T00:36:23Z,1360000,False,67.0,51.0,1,left,MISS M. Morris 8' driving Hook - blocked,"[1628420, 1629599]",1610612765.0,DET,driving,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Right,8.44,Missed,,,,,,,,,,,,,,,,,Coffey,1629599.0
138,PT00M35.20S,2024-02-03T00:36:18.3Z,1,REGULAR,block,,[],1629599,,,1610612765,31,25,2024-02-03T00:36:20Z,1370000,False,,,0,,A. Coffey BLOCK (1 BLK),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
139,PT00M31.40S,2024-02-03T00:36:22.1Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,31,25,2024-02-03T00:36:23Z,1380000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,137.0,1.0,0.0,1.0,,,,,,,,,,,,,
140,PT00M30.10S,2024-02-03T00:36:23.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202692,19.004599211563733,91.91176470588235,1610612765,31,25,2024-02-03T00:36:28Z,1390000,False,-210.0,126.0,1,left,MISS A. Burks 24' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
141,PT00M28.40S,2024-02-03T00:36:25.0Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,31,25,2024-02-03T00:36:28Z,1400000,False,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Left Center,,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,,
142,PT00M10.50S,2024-02-03T00:36:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,93.38042049934296,53.67647058823529,1610612746,31,27,2024-02-03T00:39:20Z,1410000,False,18.0,10.0,1,right,D. Theis driving Layup (2 PTS) (R. Westbrook 5 AST),"[1628464, 201566]",1610612746.0,LAC,driving,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,,,,,,,,,,,,,R. Westbrook,201566.0,5.0,,
144,PT00M00.30S,2024-02-03T00:36:59.1Z,1,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612765,31,27,2024-02-03T00:37:11Z,1430000,False,,,0,,N. Powell shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1626181, 201568]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200833.0,1.0,0.0,Gallinari,201568.0,,,,,,,,
146,PT00M00.30S,2024-02-03T00:37:26.5Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612765,32,27,2024-02-03T00:37:26Z,1450000,False,,,0,,D. Gallinari Free Throw 1 of 2 (6 PTS),[201568],1610612765.0,DET,,,,Gallinari,D. Gallinari,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
147,PT00M00.30S,2024-02-03T00:37:42.8Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612765,33,27,2024-02-03T00:37:42Z,1460000,False,,,0,,D. Gallinari Free Throw 2 of 2 (7 PTS),[201568],1610612765.0,DET,,,,Gallinari,D. Gallinari,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
148,PT00M00.00S,2024-02-03T00:37:50.7Z,1,REGULAR,period,end,[],0,,,1610612746,33,27,2024-02-03T00:37:50Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-02-03T00:39:55.3Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,33,27,2024-02-03T00:40:11Z,1480000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-02-03T00:39:55.3Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612746,33,27,2024-02-03T00:40:11Z,1490000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-02-03T00:40:26.0Z,2,REGULAR,period,start,[],0,,,1610612765,33,27,2024-02-03T00:40:26Z,1500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M36.00S,2024-02-03T00:40:53.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612765,33,27,2024-02-03T00:41:01Z,1510000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,1627964.0,,,,,,,,,,,,
153,PT11M19.00S,2024-02-03T00:41:20.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626181,89.30683311432325,36.51960784313725,1610612746,33,29,2024-02-03T00:41:25Z,1520000,False,-67.0,48.0,1,right,N. Powell 8' driving floating bank Jump Shot (2 PTS),[1626181],1610612746.0,LAC,driving floating bank,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Left,8.27,Made,2.0,,,,,,,,,,,,,,,,,
154,PT11M03.00S,2024-02-03T00:41:35.4Z,2,REGULAR,3pt,Jump Shot,[],1631204,31.750985545335087,61.51960784313726,1610612765,36,29,2024-02-03T00:41:43Z,1530000,False,-58.0,246.0,1,left,M. Sasser 25' 3PT step back (3 PTS) (M. Morris 1 AST),"[1631204, 1628420]",1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,25.27,Made,3.0,,,,,,,,,,,,,M. Morris,1628420.0,1.0,,
156,PT10M53.00S,2024-02-03T00:41:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,92.85479632063075,49.754901960784316,1610612746,36,29,2024-02-03T00:43:00Z,1550000,False,-1.0,15.0,1,right,MISS J. Harden Layup - blocked,"[201935, 201568]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,Gallinari,201568.0
157,PT10M53.00S,2024-02-03T00:41:48.5Z,2,REGULAR,block,,[],201568,,,1610612746,36,29,2024-02-03T00:41:50Z,1560000,False,,,0,,D. Gallinari BLOCK (1 BLK),[201568],1610612765.0,DET,,,,Gallinari,D. Gallinari,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT10M52.00S,2024-02-03T00:41:49.5Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,36,29,2024-02-03T00:43:00Z,1570000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,156.0,2.0,1.0,1.0,,,,,,,,,,,,,
159,PT10M45.00S,2024-02-03T00:41:53.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202692,4.812746386333772,94.36274509803921,1610612765,39,29,2024-02-03T01:31:28Z,1580000,False,-222.0,-7.0,1,left,A. Burks 3PT running (3 PTS) (M. Sasser 1 AST),"[202692, 1631204]",1610612765.0,DET,running,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,22.19,Made,3.0,,,,,,,,,,,,,M. Sasser,1631204.0,1.0,,
161,PT10M25.00S,2024-02-03T00:42:13.9Z,2,REGULAR,3pt,Jump Shot,[],1626181,93.24901445466492,2.941176470588235,1610612746,39,29,2024-02-03T00:42:21Z,1600000,False,-235.0,11.0,1,right,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.56,Missed,,,,,,,,,,,,,,,,,,
162,PT10M25.00S,2024-02-03T00:42:13.9Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,39,29,2024-02-03T00:42:21Z,1610000,False,,,0,,A. Thompson REBOUND (Off:1 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,161.0,3.0,2.0,1.0,,,,,,,,,,,,,
163,PT10M16.00S,2024-02-03T00:42:23.2Z,2,REGULAR,turnover,lost ball,[],1641709,,,1610612765,39,29,2024-02-03T00:42:28Z,1620000,False,,,0,,A. Thompson lost ball TURNOVER (1 TO),"[1641709, 1629599]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Coffey,1629599.0,,,,,
164,PT10M16.00S,2024-02-03T00:42:23.2Z,2,REGULAR,steal,,[],1629599,,,1610612746,39,29,2024-02-03T00:42:26Z,1630000,False,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
165,PT10M09.00S,2024-02-03T00:42:29.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629599,93.38042049934296,48.03921568627451,1610612746,39,31,2024-02-03T00:42:35Z,1640000,False,-10.0,10.0,1,right,A. Coffey running Layup (4 PTS),[1629599],1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,1.38,Made,4.0,,,,,,,,,,,,,,,,,
166,PT09M57.00S,2024-02-03T00:42:47.2Z,2,REGULAR,foul,personal,[],201935,,,1610612765,39,31,2024-02-03T00:42:57Z,1650000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 201568]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202049.0,1.0,0.0,Gallinari,201568.0,,,,,,,,
168,PT09M52.00S,2024-02-03T00:43:08.3Z,2,REGULAR,3pt,Jump Shot,[],1628420,32.53942181340342,62.00980392156863,1610612765,39,31,2024-02-03T00:43:13Z,1670000,False,-60.0,253.0,1,left,MISS M. Morris 26' 3PT,[1628420],1610612765.0,DET,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
169,PT09M49.00S,2024-02-03T00:43:11.3Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612746,39,31,2024-02-03T00:43:13Z,1680000,False,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Center,,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,
170,PT09M46.00S,2024-02-03T00:43:15.9Z,2,REGULAR,foul,personal,[],201568,,,1610612746,39,31,2024-02-03T00:43:24Z,1690000,False,,,0,,D. Gallinari personal FOUL (1 PF),"[201568, 201566]",1610612765.0,DET,,,,Gallinari,D. Gallinari,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627964.0,1.0,0.0,Westbrook,201566.0,,,,,,,,
