actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-17T19:10:39.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-17T19:10:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-17T19:10:43.1Z,1,REGULAR,jumpball,recovered,[],1626179,,,1610612748,0,0,2024-03-17T19:10:43Z,40000,False,,,0,,Jump Ball B. Adebayo vs. J. Duren: Tip to T. Rozier,"[1626179, 1628389, 1631105]",1610612748.0,MIA,startperiod,T. Rozier,1626179.0,Rozier,T. Rozier,Adebayo,1628389.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-03-17T19:10:59.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,85.3318002628121,4.411764705882348,1610612748,0,0,2024-03-17T19:11:04Z,70000,False,-228.0,85.0,1,right,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,24.34,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2024-03-17T19:11:02.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,0,2024-03-17T19:11:04Z,80000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2024-03-17T19:11:12.0Z,1,REGULAR,3pt,Jump Shot,[],1631323,33.42641261498029,36.274509803921575,1610612765,0,0,2024-03-17T19:11:16Z,90000,False,69.0,262.0,1,left,MISS S. Fontecchio 27' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,27.05,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2024-03-17T19:11:16.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,0,2024-03-17T19:11:16Z,100000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M09.00S,2024-03-17T19:11:29.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,90.14454664914587,50.87699142156863,1610612748,0,2,2024-03-17T19:11:36Z,110000,False,4.0,40.0,1,right,B. Adebayo Hook (2 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,4.03,Made,,,,,2.0,D. Robinson,1629130.0,1.0,,,,,,,,,,
13,PT10M54.00S,2024-03-17T19:11:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,9.379106438896187,46.32352941176471,1610612765,0,2,2024-03-17T19:15:36Z,130000,False,18.0,36.0,1,left,MISS J. Duren Layup - blocked,"[1631105, 1631170]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,Jaquez Jr.,1631170.0,,,,,,,,
14,PT10M54.00S,2024-03-17T19:11:46.3Z,1,REGULAR,block,,[],1631170,,,1610612765,0,2,2024-03-17T19:13:09Z,140000,False,,,0,,J. Jaquez Jr. BLOCK (1 BLK),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M52.00S,2024-03-17T19:11:48.3Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612748,0,2,2024-03-17T19:15:36Z,150000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
